rank,triple,ensemble_mean,ensemble_sd,ensemble_min,ensemble_max,sign_agree,has_query_double,n_pairs_seen,n_genes_seen,M01_lzs9pcj3,M02_yv4r30bi,M03_c7671wgj
165,YER059W + YGR279C + YIL006W,0.08881696065266927,0.10192966746660628,0.0007953643798828125,0.231689453125,True,False,2,3,0.033966064453125,0.0007953643798828125,0.231689453125
166,YGL060W + YIL006W + YPL181W,0.08867708841959636,0.11303565585697169,0.0012454986572265625,0.248291015625,True,False,3,3,0.0164947509765625,0.0012454986572265625,0.248291015625
167,YER059W + YHR046C + YPL256C,0.08741251627604167,0.05056105050205991,0.028045654296875,0.151611328125,True,False,0,3,0.028045654296875,0.08258056640625,0.151611328125
168,YER059W + YGL060W + YHR046C,0.0867156982421875,0.0879415708813219,0.0224151611328125,0.2110595703125,True,False,1,3,0.0224151611328125,0.02667236328125,0.2110595703125
169,YGL096W + YLR386W + YER019W,0.08653767903645833,0.02215044128784716,0.057037353515625,0.11041259765625,True,False,1,2,0.057037353515625,0.0921630859375,0.11041259765625
170,YLR386W + YPL177C + YPR065W,0.08620198567708333,0.0016917005620106938,0.0843505859375,0.08843994140625,True,False,2,3,0.08843994140625,0.0858154296875,0.0843505859375
171,YGL096W + YLR386W + YEL051W,0.08550008138020833,0.04285015974798314,0.025177001953125,0.12066650390625,True,False,1,2,0.12066650390625,0.025177001953125,0.11065673828125
172,YBR229C + YCR033W + YGL096W,0.08545939127604167,0.08539297644714557,-0.009368896484375,0.1976318359375,False,False,3,3,0.1976318359375,-0.009368896484375,0.068115234375
173,YGL096W + YPL089C + YER019W,0.08498128255208333,0.06932329381959094,0.023040771484375,0.1817626953125,True,False,0,2,0.023040771484375,0.050140380859375,0.1817626953125
174,YCL009C + YER059W + YPL089C,0.08489926656087239,0.11616029775061783,-0.0032672882080078125,0.2490234375,False,False,1,3,0.2490234375,-0.0032672882080078125,0.008941650390625
175,YBR229C + YGR121C + YPL181W,0.08487192789713542,0.12053690896243406,-0.01335906982421875,0.254638671875,False,False,2,3,0.254638671875,-0.01335906982421875,0.013336181640625
176,YCR033W + YGL096W + YKL166C,0.08481852213541667,0.03653048290404145,0.058319091796875,0.136474609375,True,False,2,3,0.059661865234375,0.058319091796875,0.136474609375
177,YCR033W + YDR213W + YGL096W,0.08479817708333333,0.042062318873444526,0.048736572265625,0.143798828125,True,False,1,3,0.143798828125,0.048736572265625,0.061859130859375
178,YAL056W + YER059W + YPL181W,0.08464558919270833,0.09719606799423058,0.008209228515625,0.2218017578125,True,False,2,3,0.2218017578125,0.02392578125,0.008209228515625
179,YGL096W + YPL181W + YER019W,0.08447265625,0.05341856012941044,0.0311279296875,0.157470703125,True,False,0,2,0.0311279296875,0.0648193359375,0.157470703125
180,YER059W + YKL166C + YPL181W,0.08443196614583333,0.06496240440491947,0.01007080078125,0.1683349609375,True,False,2,3,0.1683349609375,0.01007080078125,0.07489013671875
181,YGL096W + YHR046C + YPL256C,0.084136962890625,0.03755167837449267,0.041229248046875,0.1326904296875,True,False,0,3,0.041229248046875,0.0784912109375,0.1326904296875
182,YER059W + YGL006W + YHR003C,0.08411661783854167,0.07522312629729239,0.01556396484375,0.1888427734375,True,False,1,3,0.047943115234375,0.1888427734375,0.01556396484375
183,YLR014C + YLR386W + YPL177C,0.08396148681640625,0.10274213161334762,-0.00443267822265625,0.22802734375,False,False,2,3,0.028289794921875,-0.00443267822265625,0.22802734375
184,YER059W + YGR121C + YHL016C,0.08383687337239583,0.09142887157295342,0.0096893310546875,0.212646484375,True,False,1,3,0.212646484375,0.0291748046875,0.0096893310546875
185,YBR028C + YCR033W + YGL096W,0.08382161458333333,0.03816604612139596,0.051727294921875,0.137451171875,True,False,2,3,0.051727294921875,0.062286376953125,0.137451171875
186,YCR033W + YGL096W + YPL256C,0.083587646484375,0.021757913197730107,0.058868408203125,0.11181640625,True,False,2,3,0.058868408203125,0.080078125,0.11181640625
187,YER059W + YGL096W + YGR121C,0.08343505859375,0.009543499397163627,0.0712890625,0.0946044921875,True,False,2,3,0.0946044921875,0.0712890625,0.08441162109375
188,YBR001C + YGL096W + YER019W,0.082916259765625,0.03759171905538592,0.046051025390625,0.134521484375,True,False,0,2,0.046051025390625,0.06817626953125,0.134521484375
189,YER059W + YIL145C + YPL089C,0.08285140991210938,0.11888243552372246,-0.0012149810791015625,0.2509765625,False,False,1,3,0.2509765625,-0.0012149810791015625,-0.0012073516845703125
190,YDR287W + YER059W + YIL006W,0.08285013834635417,0.06513019399135635,-0.0074310302734375,0.143798828125,False,False,0,3,0.143798828125,-0.0074310302734375,0.1121826171875
191,YER059W + YGL060W + YIL145C,0.08277193705240886,0.10549724591280821,0.0023441314697265625,0.2318115234375,True,False,1,3,0.2318115234375,0.0023441314697265625,0.01416015625
192,YGL096W + YLR386W + YPR015C,0.08275349934895833,0.05969842742777306,0.007843017578125,0.1539306640625,True,False,1,3,0.1539306640625,0.007843017578125,0.08648681640625
193,YDR287W + YER059W + YPL089C,0.08265177408854167,0.08367045949155509,-0.030914306640625,0.168212890625,False,False,1,3,0.168212890625,-0.030914306640625,0.11065673828125
194,YGL096W + YKR067W + YLR386W,0.08263651529947917,0.053342271152283266,0.0082855224609375,0.130859375,True,False,1,3,0.1087646484375,0.0082855224609375,0.130859375
195,YDR122W + YHL029C + YPL256C,0.08256022135416667,0.007545409048570473,0.07427978515625,0.092529296875,True,False,2,3,0.07427978515625,0.08087158203125,0.092529296875
196,YER059W + YGL096W + YNL229C,0.08238983154296875,0.15314612584998222,-0.05584716796875,0.2958984375,False,False,0,2,0.00711822509765625,-0.05584716796875,0.2958984375
197,YDR213W + YER059W + YPL181W,0.08237457275390625,0.09776514796453906,0.00728607177734375,0.220458984375,True,False,1,3,0.220458984375,0.019378662109375,0.00728607177734375
198,YER059W + YHR003C + YPL256C,0.08217366536458333,0.060141205936351666,0.01983642578125,0.1634521484375,True,False,2,3,0.1634521484375,0.063232421875,0.01983642578125
199,YDL095W + YGL096W + YKL160W,0.082122802734375,0.03408601732089489,0.044158935546875,0.1268310546875,True,False,2,3,0.07537841796875,0.1268310546875,0.044158935546875
200,YER059W + YLR386W + YPL177C,0.08209228515625,0.020456158208364293,0.06329345703125,0.11053466796875,True,False,2,3,0.07244873046875,0.06329345703125,0.11053466796875
