run,offset,map,n,pearson,mean_abs_diff
inference_1,0,A_6607,384,0.9999984252898161,2.8013203558766174e-05
inference_1,0,B_6579,384,0.11454589580849663,0.022667723201225815
inference_1,900,A_6607,384,0.9999991267230223,1.7455800986320373e-05
inference_1,900,B_6579,384,-0.2518634345211124,0.018736405283244804
inference_3,0,A_6607,381,0.07440027898708598,0.028444616889493714
inference_3,0,B_6579,381,0.9999988608851286,2.1287856537833825e-05
inference_3,900,A_6607,383,-0.003375005267283756,0.04378396056380101
inference_3,900,B_6579,383,0.9999980670129548,1.6172495729911202e-05
