gene,is_metabolic,distinct_screens,n_triples,mean_predicted_tau,max_predicted_tau,frac_above_0.08,frac_above_0.16
YGL125W,True,10,35836,-0.003198613057814437,0.050435384114583336,0.0,0.0
YDR130C,False,10,48885,-0.018104342543576075,0.05030632019042969,0.0,0.0
YNR031C,True,10,46643,-0.003271985319306173,0.05023193359375,0.0,0.0
YDL085W,True,10,34376,-0.00023511245750805726,0.050211588541666664,0.0,0.0
YPR184W,True,11,49480,-0.0035354678431986086,0.0499420166015625,0.0,0.0
YGR088W,True,10,34830,-0.004450094321091468,0.049936930338541664,0.0,0.0
YNR057C,True,10,25024,-0.00396125144837305,0.04985491434733073,0.0,0.0
YHR033W,True,10,13137,-0.006225665921546169,0.04970359802246094,0.0,0.0
YNL236W,False,0,15999,-0.011005403399579235,0.04949951171875,0.0,0.0
YHR106W,True,10,45069,0.0017063148123602557,0.049372355143229164,0.0,0.0
YNR047W,True,10,44978,-0.007889011528283935,0.049296061197916664,0.0,0.0
YGR194C,True,10,38323,-0.004663245343387644,0.0487823486328125,0.0,0.0
YFR019W,True,11,26579,-0.014305471699703405,0.048372904459635414,0.0,0.0
YBR093C,True,0,36278,-0.009712547409404549,0.04820060729980469,0.0,0.0
YLR345W,True,9,52757,-0.005891273068260655,0.048100789388020836,0.0,0.0
YLR228C,False,9,52716,-0.0015112187144372612,0.048065185546875,0.0,0.0
YGR040W,True,10,16604,-0.0054378783301752675,0.047999064127604164,0.0,0.0
YER183C,True,11,45661,-0.007722212556886455,0.047993977864583336,0.0,0.0
YGR144W,True,301,37834,-0.0034632263043948043,0.047945658365885414,0.0,0.0
YMR139W,True,11,31613,0.0016785831981050725,0.047770182291666664,0.0,0.0
YDR253C,False,9,22787,-0.002844703080468916,0.04773712158203125,0.0,0.0
YOL086C,True,276,14234,-0.0017150791990835712,0.047637939453125,0.0,0.0
YML081W,False,1,869,-0.009517379953891417,0.047556559244791664,0.0,0.0
YGR177C,True,10,27634,-0.00195024429289401,0.047342936197916664,0.0,0.0
YGL205W,True,11,24088,-0.004287373639546689,0.047210693359375,0.0,0.0
YJR048W,True,11,4278,-0.0006770440234338381,0.047159830729166664,0.0,0.0
YER056C,True,290,37090,-0.002835141105065612,0.046732584635416664,0.0,0.0
YCR065W,False,318,30801,-0.004191298747363793,0.046457926432291664,0.0,0.0
YBL088C,True,300,43816,-0.0014027892431392418,0.046396891276041664,0.0,0.0
YLR047C,True,11,21401,-0.00024375890201195285,0.04638671875,0.0,0.0
YPR138C,True,12,4550,0.0005540325702765048,0.046305338541666664,0.0,0.0
YHR037W,True,10,14800,-0.005208162549916688,0.04619912306467692,0.0,0.0
YJL155C,True,286,49937,-0.001521497764533675,0.046155293782552086,0.0,0.0
YAR015W,True,306,21047,-6.944914278435286e-05,0.0461273193359375,0.0,0.0
YCR083W,True,328,32096,-0.008319379237501198,0.045756022135416664,0.0,0.0
YDR305C,True,9,7934,-0.007219177496031587,0.045720418294270836,0.0,0.0
YPR196W,False,11,23246,-0.0020529119445136497,0.045308430989583336,0.0,0.0
YCR095C,False,307,52415,-0.01651487002793797,0.0452117919921875,0.0,0.0
YAR035W,True,11,26691,-0.006757599536615674,0.04519971211751302,0.0,0.0
YGL254W,False,11,18681,-0.004708566759752495,0.045023600260416664,0.0,0.0
YGL224C,True,11,51553,-0.01086973957759571,0.0449975331624349,0.0,0.0
YJL212C,True,10,39119,-0.004891385093073709,0.044921875,0.0,0.0
YOR025W,True,303,9616,-0.008535830145965201,0.044789632161458336,0.0,0.0
YLR011W,True,11,25649,-0.0021144432022410227,0.044626871744791664,0.0,0.0
YOR028C,False,10,52553,0.0006910935933203452,0.04443359375,0.0,0.0
YLR357W,False,0,21831,-0.015631611753499888,0.04429181416829427,0.0,0.0
YJL095W,True,303,1108,-0.03523556520505646,0.044095357259114586,0.0,0.0
YCR036W,True,10,35009,-0.006472196715819275,0.044092814127604164,0.0,0.0
YER016W,False,0,14105,-0.015349046161069692,0.044062296549479164,0.0,0.0
YGR189C,True,10,22271,-0.0033413824347741155,0.044001261393229164,0.0,0.0
YGR289C,True,10,29706,0.0031628760447389025,0.043889363606770836,0.0,0.0
YGR287C,True,305,39980,-0.006021749450501669,0.04369354248046875,0.0,0.0
YGR248W,True,301,26165,0.0018963130646218493,0.043690999348958336,0.0,0.0
YGR260W,True,10,3611,-0.0052692471454648185,0.043688456217447914,0.0,0.0
YHL002W,False,300,24573,-0.01728492498116456,0.043574015299479164,0.0,0.0
YMR186W,False,10,50045,-0.021399055016554133,0.043548583984375,0.0,0.0
YGR124W,True,10,38636,-0.007030318408014528,0.0435028076171875,0.0,0.0
YEL071W,True,0,19220,-0.003869319292889508,0.0432281494140625,0.0,0.0
YIL107C,True,10,51263,-0.00471190707329739,0.04290771484375,0.0,0.0
YDL056W,False,10,33066,-0.017260713269290944,0.042816162109375,0.0,0.0
YIL125W,True,0,1270,-0.0005445426843297763,0.042805989583333336,0.0,0.0
YPR009W,False,11,34304,0.0001277032861977223,0.0426025390625,0.0,0.0
YER065C,True,0,28687,-0.0053670323840707,0.0425872802734375,0.0,0.0
YAL040C,False,319,6908,-0.021069961869102306,0.0422515869140625,0.0,0.0
YFL021W,False,277,19739,0.0012161726143704902,0.042246500651041664,0.0,0.0
YFR015C,True,341,43093,-0.004945341808900182,0.042144775390625,0.0,0.0
YLR013W,False,11,39184,-0.00020211645721074958,0.042134602864583336,0.0,0.0
YNL065W,True,10,10096,-0.0036004218068692146,0.041987101236979164,0.0,0.0
YFR044C,True,11,22992,-0.00441588937019533,0.04195976257324219,0.0,0.0
YEL027W,True,0,16577,-0.01672364224022387,0.041959126790364586,0.0,0.0
YLR233C,False,0,4623,-0.01776704107282208,0.041920979817708336,0.0,0.0
YNL323W,False,0,18964,-0.012914067624968533,0.041890462239583336,0.0,0.0
YGL133W,False,10,20816,-0.016645269860235998,0.041782379150390625,0.0,0.0
YMR008C,True,11,30374,-0.004211705451198893,0.041595458984375,0.0,0.0
YKR034W,False,8,48637,0.0017258759001984364,0.041544596354166664,0.0,0.0
YIL009W,True,0,23549,-0.006798988996899346,0.041534423828125,0.0,0.0
YHR167W,False,262,28120,-0.018384170313195742,0.041524251302083336,0.0,0.0
YKL168C,True,309,46081,-0.005084654120115523,0.041468302408854164,0.0,0.0
YFL033C,True,11,9456,-0.00362198025374781,0.041376749674479164,0.0,0.0
YLL028W,True,11,36565,-0.004124895630541808,0.041280110677083336,0.0,0.0
YCR073C,True,276,45667,0.003693030672885513,0.041249593098958336,0.0,0.0
YPR156C,True,12,26200,0.0008579544317327989,0.041178385416666664,0.0,0.0
YER042W,True,285,31143,-0.0022450654508648286,0.041147867838541664,0.0,0.0
YFR055W,True,11,25894,0.0030880932235094116,0.041132609049479164,0.0,0.0
YPL088W,True,10,23000,0.00038386461354684135,0.04107666015625,0.0,0.0
YGL021W,True,11,40986,-0.0010752221694092126,0.040896097819010414,0.0,0.0
YGL240W,False,0,13690,-0.007441260430364097,0.04087634881337484,0.0,0.0
YER060W,True,0,7977,-0.007612863538816269,0.0408636728922526,0.0,0.0
YDL093W,True,10,40354,-0.008443432342972457,0.0408178965250651,0.0,0.0
YER064C,False,1,30664,-0.001518185978008774,0.040807088216145836,0.0,0.0
YGR244C,True,10,42246,-0.013670105721493063,0.040746053059895836,0.0,0.0
YOR279C,False,293,19024,-0.007195458342489623,0.04069836934407552,0.0,0.0
YLL010C,False,11,58577,-0.010689221515148973,0.040547688802083336,0.0,0.0
YJR152W,True,10,47021,-0.005529687598206219,0.040496826171875,0.0,0.0
YMR022W,False,10,49840,-0.012397809134504256,0.040435791015625,0.0,0.0
YHR094C,True,11,50423,-0.0009176124444041381,0.040369669596354164,0.0,0.0
YCR086W,False,310,4541,-0.024789721432178807,0.040354410807291664,0.0,0.0
YOR156C,False,270,22454,-0.00923991649621796,0.0403289794921875,0.0,0.0
YOL016C,True,9,47145,-0.0016514469045181266,0.040293375651041664,0.0,0.0
YER040W,False,0,16263,-0.007140704643269684,0.040196736653645836,0.0,0.0
YHR092C,True,10,55449,-9.632498077670698e-05,0.040008544921875,0.0,0.0
YHR123W,True,10,47189,-0.010258172258763227,0.039866129557291664,0.0,0.0
YER170W,True,301,51129,-0.008666078481213046,0.039616902669270836,0.0,0.0
YGL209W,False,11,18603,0.0002827846074126097,0.039502461751302086,0.0,0.0
YGL256W,True,11,16042,-0.008195137497552716,0.039487202962239586,0.0,0.0
YEL042W,True,0,16372,-0.016099568443972492,0.039388020833333336,0.0,0.0
YER053C,True,292,31477,-0.0005725737118253669,0.039189656575520836,0.0,0.0
YDR266C,False,9,55349,-0.007543398682695389,0.039133707682291664,0.0,0.0
YBR297W,False,10,38464,-0.005920236571771994,0.038798014322916664,0.0,0.0
YGL101W,True,10,35444,-0.00627615304342651,0.03878339131673177,0.0,0.0
YGL156W,True,328,22849,-0.011213183599532123,0.038599650065104164,0.0,0.0
YGR178C,False,287,24669,-0.005153137154622783,0.038515726725260414,0.0,0.0
YNL199C,False,0,17582,-0.0124602304362683,0.038457234700520836,0.0,0.0
YKL216W,True,0,30283,-0.012425944461855472,0.038141886393229164,0.0,0.0
YMR031C,False,11,37854,0.0022434644282060467,0.037907918294270836,0.0,0.0
YPL273W,True,11,36063,0.0018645851427132602,0.037785847981770836,0.0,0.0
YGL166W,False,12,39838,0.0019082246286825121,0.03777313232421875,0.0,0.0
YFL053W,True,11,35044,-0.0009602209170360034,0.037689208984375,0.0,0.0
YGL196W,True,11,30753,-0.01048803828482803,0.037679036458333336,0.0,0.0
YBR092C,True,271,11056,-0.0011739169184102338,0.037668863932291664,0.0,0.0
YOR058C,False,304,1016,-0.03698004168162508,0.0376427968343099,0.0,0.0
YBR281C,True,10,17930,-0.00735818703703376,0.037495930989583336,0.0,0.0
YCR037C,True,10,34640,-0.007131784850354375,0.03747363885243734,0.0,0.0
YGR110W,True,10,17731,-0.001566451851707078,0.037450154622395836,0.0,0.0
YGR096W,True,271,21603,-0.005293332621213542,0.037328084309895836,0.0,0.0
YPR121W,True,11,21190,-0.0025231506026764422,0.037119547526041664,0.0,0.0
YNL248C,False,0,17486,-0.008741675034876098,0.03702354431152344,0.0,0.0
YIR017C,True,11,36031,-0.0034339314333416073,0.03692626953125,0.0,0.0
YOR285W,True,9,18914,-0.007699021506597754,0.0367889404296875,0.0,0.0
YDR026C,False,10,47157,-0.006728024606629008,0.036661783854166664,0.0,0.0
YJR010W,True,9,31429,-0.008114430015745865,0.03660901387532552,0.0,0.0
YKL062W,False,300,19561,-0.0001560525067137008,0.036478678385416664,0.0,0.0
YGL059W,True,302,17691,-0.0022612957481549737,0.036473592122395836,0.0,0.0
YBR023C,True,287,28598,-0.013801251634210992,0.036458333333333336,0.0,0.0
YOR344C,False,298,22152,-0.009625171610877677,0.03636614481608073,0.0,0.0
YDL210W,True,0,30369,-0.0010673216284312534,0.03631273905436198,0.0,0.0
YDR043C,False,279,8320,-0.0009686361472958175,0.0361785888671875,0.0,0.0
YEL047C,True,1,23341,-0.00043225969533548607,0.036097208658854164,0.0,0.0
YLR299W,True,10,43978,-0.02120843749219302,0.03597831726074219,0.0,0.0
YBL039C,True,0,15872,-0.01501967585695687,0.0359039306640625,0.0,0.0
YFR007W,True,11,46556,-0.008370694242146606,0.035710652669270836,0.0,0.0
YGL009C,True,10,19426,-0.010332200406832286,0.035619099934895836,0.0,0.0
YGL028C,True,10,30826,-0.0023800872011542945,0.03558349609375,0.0,0.0
YGR247W,True,10,44457,-0.010658750870418893,0.035502115885416664,0.0,0.0
YPR125W,False,11,50131,-0.006682568168000942,0.035319010416666664,0.0,0.0
YOR245C,True,291,44314,-0.004073056976726797,0.0352630615234375,0.0,0.0
YBR195C,False,289,4429,-0.008366182999371531,0.035097757975260414,0.0,0.0
YER163C,True,11,31987,-0.011457290099188673,0.0350195566813151,0.0,0.0
YNL106C,True,0,5003,-0.01692319860686483,0.035013834635416664,0.0,0.0
YMR080C,False,314,28358,-0.02116463952769956,0.03493499755859375,0.0,0.0
YER062C,True,0,34225,-0.005968510043978081,0.0346380869547526,0.0,0.0
YLR021W,False,319,6090,-0.040003552956207895,0.034413655598958336,0.0,0.0
YLR284C,True,10,12687,-0.00047397822433711817,0.034342447916666664,0.0,0.0
YGR134W,False,278,41636,-0.007342174705069626,0.034342447916666664,0.0,0.0
YGR032W,True,10,38489,-0.00425942254753846,0.034161885579427086,0.0,0.0
YMR106C,False,278,26181,-0.004798262453473233,0.034138997395833336,0.0,0.0
YHL012W,True,10,12280,-0.006592867771784465,0.03403027852376302,0.0,0.0
YGL179C,True,12,46625,0.00033797934824489296,0.033986409505208336,0.0,0.0
YGL251C,False,11,27992,-0.013414434857955373,0.03385734558105469,0.0,0.0
YER184C,False,313,32367,-0.005081207947110253,0.033823649088541664,0.0,0.0
YLL062C,True,12,21614,0.0015263236880556136,0.03362274169921875,0.0,0.0
YER010C,True,0,16739,-0.004189676116757095,0.033617655436197914,0.0,0.0
YDR297W,True,9,41840,-0.01685377787905487,0.0335845947265625,0.0,0.0
YDL122W,False,0,46520,-0.01471231700049051,0.0334014892578125,0.0,0.0
YGR288W,False,10,52999,-0.0026379828205733763,0.033335367838541664,0.0,0.0
YER110C,False,0,1946,-0.00717197078350024,0.03314208984375,0.0,0.0
YMR036C,False,300,49838,-0.019258262129400322,0.03314208984375,0.0,0.0
YFL031W,False,314,875,-0.020266422226315455,0.033131917317708336,0.0,0.0
YGR067C,False,10,20166,-0.0016559373800796083,0.033083597819010414,0.0,0.0
YPL227C,True,10,30836,-0.02125482949377802,0.033070882161458336,0.0,0.0
YFL011W,True,102,40787,-0.0064910589343653265,0.032887776692708336,0.0,0.0
YEL013W,False,0,26764,-0.012428726916509626,0.0328057607014974,0.0,0.0
YDL091C,False,279,3510,-0.010206794433104686,0.032786051432291664,0.0,0.0
YDL022W,True,0,1939,-0.0038532103093727485,0.03265380859375,0.0,0.0
YLR213C,True,9,20766,-0.0036498849214131757,0.0326385498046875,0.0,0.0
YGR012W,True,10,26910,-0.007732853466555132,0.032597859700520836,0.0,0.0
YEL017C-A,True,0,18665,-0.009226650859172968,0.032239278157552086,0.0,0.0
YER073W,True,0,19980,-0.004720647616668029,0.032221476236979164,0.0,0.0
YDR259C,False,10,26368,-0.0014436357024707454,0.03219159444173177,0.0,0.0
YHR109W,True,10,16829,-0.006169338224146066,0.0318915049235026,0.0,0.0
YDL236W,True,0,46814,-0.00951007938896336,0.03173383076985677,0.0,0.0
YEL018W,False,0,15915,-0.01762478383052585,0.0316925048828125,0.0,0.0
YJR153W,True,316,49617,-0.008949070040683491,0.031557718912760414,0.0,0.0
YGR038W,True,10,3639,-0.010050776022917799,0.03148206075032552,0.0,0.0
YGR154C,True,10,41203,-0.007977794466363626,0.03142102559407552,0.0,0.0
YBR278W,False,320,30030,-0.004334769998966014,0.031412760416666664,0.0,0.0
YKL046C,True,9,38286,-0.007742611925041791,0.031305948893229164,0.0,0.0
YHR108W,False,307,4937,-0.01054938336434769,0.031300862630208336,0.0,0.0
YFR033C,True,11,2559,-0.002367441986817408,0.0312042236328125,0.0,0.0
YPR052C,False,11,28092,-0.013404971739117491,0.031199137369791668,0.0,0.0
YLR438W,True,9,33788,-0.00736941857320264,0.031158447265625,0.0,0.0
YOL136C,True,301,15789,-0.002697075427787804,0.031036376953125,0.0,0.0
YGR254W,True,10,7319,-0.0006105572157622351,0.030973434448242188,0.0,0.0
YPR006C,True,11,26910,-0.004764365308216539,0.030970255533854168,0.0,0.0
YER081W,True,0,24605,-0.009393677289655665,0.03083356221516927,0.0,0.0
YJL068C,True,9,17945,-0.007339815640832604,0.03048261006673177,0.0,0.0
YGR170W,True,10,10996,-0.01716711639823141,0.030477523803710938,0.0,0.0
YGL121C,False,297,34229,-0.004037223300877929,0.030476888020833332,0.0,0.0
YDL024C,True,10,26503,-0.0012114013055043505,0.0304718017578125,0.0,0.0
YIL043C,True,297,32290,-0.004772562703518254,0.030303955078125,0.0,0.0
YPR193C,True,12,51345,-0.012416979857714177,0.030302047729492188,0.0,0.0
YHR044C,True,10,36009,-0.004187780584955254,0.030263264973958332,0.0,0.0
YPR119W,False,295,47253,-0.012005297612369929,0.030202229817708332,0.0,0.0
YOR123C,False,275,112,-0.014558049894514539,0.030160903930664062,0.0,0.0
YGR209C,True,10,8245,-0.01504531107648638,0.029759724934895832,0.0,0.0
YLR421C,False,9,30135,-0.015927641378963596,0.02970123291015625,0.0,0.0
YER152C,True,11,40195,-0.00576003101001842,0.029683430989583332,0.0,0.0
YCR091W,True,10,30680,-0.0012425446888510428,0.029401143391927082,0.0,0.0
YDL214C,True,0,25982,-0.002216774190212114,0.029390970865885418,0.0,0.0
YDR072C,True,10,23568,-0.030222641415835024,0.029383341471354168,0.0,0.0
YEL062W,False,0,18039,-0.007043673953519753,0.029296875,0.0,0.0
YGR007W,True,11,25344,-0.0172492715965969,0.029225667317708332,0.0,0.0
YIL066C,True,10,51696,-0.012683639050538507,0.0285491943359375,0.0,0.0
