array_gene,array_allele,array_perturbation_type,triple,order,order_idx,gene_1,gene_2,gene_3,route,f_wt,f_single,f_double,f_triple,se_single,se_double,se_triple,sd_triple,source_single,source_double,f_array_single_in_screen,tau,tau_p_value,monotone,monotone_within_se,monotone_after_first,step_1,step_2,step_3,min_rung,valley_depth,endpoint_gain
YDR424C,dyn2_delta,KanMX_deletion,YER059W+YIL050W+YDR424C,YIL050W>YDR424C>YER059W,3,YIL050W,YDR424C,YER059W,mixed double,1.0,0.89558,1.039,0.8838,0.0025,0.04325,0.0189,0.0378,SmfKuzmin2020,DmfKuzmin2020,0.973,-0.133677,0.4848,False,False,False,-0.10441999999999996,0.14341999999999988,-0.1551999999999999,0.8838,0.10441999999999996,-0.11619999999999997
YDR424C,dyn2_delta,KanMX_deletion,YER059W+YIL050W+YDR424C,YDR424C>YER059W>YIL050W,4,YDR424C,YER059W,YIL050W,mixed double,1.0,0.998,1.0427,0.8838,0.0647,0.0518,0.0189,0.0378,SmfCostanzo2016,DmfKuzmin2020,0.973,-0.133677,0.4848,False,False,False,-0.0020000000000000018,0.04469999999999996,-0.15889999999999993,0.8838,0.0020000000000000018,-0.11619999999999997
YDR424C,dyn2_delta,KanMX_deletion,YER059W+YIL050W+YDR424C,YDR424C>YIL050W>YER059W,5,YDR424C,YIL050W,YER059W,mixed double,1.0,0.998,1.039,0.8838,0.0647,0.04325,0.0189,0.0378,SmfCostanzo2016,DmfKuzmin2020,0.973,-0.133677,0.4848,False,False,False,-0.0020000000000000018,0.040999999999999925,-0.1551999999999999,0.8838,0.0020000000000000018,-0.11619999999999997
YNL136W,eaf7_delta,KanMX_deletion,YER059W+YIL050W+YNL136W,YER059W>YIL050W>YNL136W,0,YER059W,YIL050W,YNL136W,paralog double,1.0,0.9153,0.9063,0.8418,0.0025,0.04025,0.0189,0.0378,SmfKuzmin2020,TmfKuzmin2020 query strain,0.902,-0.036461,0.3225,False,False,False,-0.0847,-0.009000000000000008,-0.0645,0.8418,0.0937,-0.1582
YNL136W,eaf7_delta,KanMX_deletion,YER059W+YIL050W+YNL136W,YER059W>YNL136W>YIL050W,1,YER059W,YNL136W,YIL050W,mixed double,1.0,0.9153,0.9265,0.8418,0.0025,0.02475,0.0189,0.0378,SmfKuzmin2020,DmfKuzmin2020,0.902,-0.036461,0.3225,False,False,False,-0.0847,0.011199999999999988,-0.0847,0.8418,0.0847,-0.1582
YNL136W,eaf7_delta,KanMX_deletion,YER059W+YIL050W+YNL136W,YIL050W>YER059W>YNL136W,2,YIL050W,YER059W,YNL136W,paralog double,1.0,0.89558,0.9063,0.8418,0.0025,0.04025,0.0189,0.0378,SmfKuzmin2020,TmfKuzmin2020 query strain,0.902,-0.036461,0.3225,False,False,False,-0.10441999999999996,0.010719999999999952,-0.0645,0.8418,0.10441999999999996,-0.1582
YNL136W,eaf7_delta,KanMX_deletion,YER059W+YIL050W+YNL136W,YIL050W>YNL136W>YER059W,3,YIL050W,YNL136W,YER059W,mixed double,1.0,0.89558,0.9383,0.8418,0.0025,0.0312,0.0189,0.0378,SmfKuzmin2020,DmfKuzmin2020,0.902,-0.036461,0.3225,False,False,False,-0.10441999999999996,0.04271999999999998,-0.09650000000000003,0.8418,0.10441999999999996,-0.1582
YNL136W,eaf7_delta,KanMX_deletion,YER059W+YIL050W+YNL136W,YNL136W>YER059W>YIL050W,4,YNL136W,YER059W,YIL050W,mixed double,1.0,0.862,0.9265,0.8418,0.1232,0.02475,0.0189,0.0378,SmfCostanzo2016,DmfKuzmin2020,0.902,-0.036461,0.3225,False,False,False,-0.138,0.0645,-0.0847,0.8418,0.138,-0.1582
YNL136W,eaf7_delta,KanMX_deletion,YER059W+YIL050W+YNL136W,YNL136W>YIL050W>YER059W,5,YNL136W,YIL050W,YER059W,mixed double,1.0,0.862,0.9383,0.8418,0.1232,0.0312,0.0189,0.0378,SmfCostanzo2016,DmfKuzmin2020,0.902,-0.036461,0.3225,False,False,False,-0.138,0.07630000000000003,-0.09650000000000003,0.8418,0.138,-0.1582
YLR172C,dph5_delta,KanMX_deletion,YER059W+YIL050W+YLR172C,YER059W>YIL050W>YLR172C,0,YER059W,YIL050W,YLR172C,paralog double,1.0,0.9153,0.9063,0.8012,0.0025,0.04025,0.0189,0.0378,SmfKuzmin2020,TmfKuzmin2020 query strain,0.896,-0.024843,0.4181,False,False,False,-0.0847,-0.009000000000000008,-0.10509999999999997,0.8012,0.0937,-0.19879999999999998
YLR172C,dph5_delta,KanMX_deletion,YER059W+YIL050W+YLR172C,YER059W>YLR172C>YIL050W,1,YER059W,YLR172C,YIL050W,mixed double,1.0,0.9153,0.9097,0.8012,0.0025,0.04845,0.0189,0.0378,SmfKuzmin2020,DmfKuzmin2020,0.896,-0.024843,0.4181,False,False,False,-0.0847,-0.005600000000000049,-0.10849999999999993,0.8012,0.09030000000000005,-0.19879999999999998
YLR172C,dph5_delta,KanMX_deletion,YER059W+YIL050W+YLR172C,YIL050W>YER059W>YLR172C,2,YIL050W,YER059W,YLR172C,paralog double,1.0,0.89558,0.9063,0.8012,0.0025,0.04025,0.0189,0.0378,SmfKuzmin2020,TmfKuzmin2020 query strain,0.896,-0.024843,0.4181,False,False,False,-0.10441999999999996,0.010719999999999952,-0.10509999999999997,0.8012,0.10441999999999996,-0.19879999999999998
YLR172C,dph5_delta,KanMX_deletion,YER059W+YIL050W+YLR172C,YIL050W>YLR172C>YER059W,3,YIL050W,YLR172C,YER059W,mixed double,1.0,0.89558,0.8964,0.8012,0.0025,0.0328,0.0189,0.0378,SmfKuzmin2020,DmfKuzmin2020,0.896,-0.024843,0.4181,False,False,False,-0.10441999999999996,0.0008199999999999319,-0.09519999999999995,0.8012,0.10441999999999996,-0.19879999999999998
YLR172C,dph5_delta,KanMX_deletion,YER059W+YIL050W+YLR172C,YLR172C>YER059W>YIL050W,4,YLR172C,YER059W,YIL050W,mixed double,1.0,0.9603,0.9097,0.8012,0.0325,0.04845,0.0189,0.0378,SmfCostanzo2016,DmfKuzmin2020,0.896,-0.024843,0.4181,False,False,False,-0.03969999999999996,-0.05060000000000009,-0.10849999999999993,0.8012,0.09030000000000005,-0.19879999999999998
YLR172C,dph5_delta,KanMX_deletion,YER059W+YIL050W+YLR172C,YLR172C>YIL050W>YER059W,5,YLR172C,YIL050W,YER059W,mixed double,1.0,0.9603,0.8964,0.8012,0.0325,0.0328,0.0189,0.0378,SmfCostanzo2016,DmfKuzmin2020,0.896,-0.024843,0.4181,False,False,False,-0.03969999999999996,-0.06390000000000007,-0.09519999999999995,0.8012,0.10360000000000003,-0.19879999999999998
YLR381W,ctf3_delta,KanMX_deletion,YER059W+YIL050W+YLR381W,YER059W>YIL050W>YLR381W,0,YER059W,YIL050W,YLR381W,paralog double,1.0,0.9153,0.9063,0.9145,0.0025,0.04025,0.01895,0.0379,SmfKuzmin2020,TmfKuzmin2020 query strain,0.981,-0.049027,0.3107,False,False,False,-0.0847,-0.009000000000000008,0.008199999999999985,0.9063,0.0937,-0.08550000000000002
YLR381W,ctf3_delta,KanMX_deletion,YER059W+YIL050W+YLR381W,YER059W>YLR381W>YIL050W,1,YER059W,YLR381W,YIL050W,mixed double,1.0,0.9153,0.9822,0.9145,0.0025,0.05045,0.01895,0.0379,SmfKuzmin2020,DmfKuzmin2020,0.981,-0.049027,0.3107,False,False,False,-0.0847,0.06689999999999996,-0.06769999999999998,0.9145,0.0847,-0.08550000000000002
YLR381W,ctf3_delta,KanMX_deletion,YER059W+YIL050W+YLR381W,YIL050W>YER059W>YLR381W,2,YIL050W,YER059W,YLR381W,paralog double,1.0,0.89558,0.9063,0.9145,0.0025,0.04025,0.01895,0.0379,SmfKuzmin2020,TmfKuzmin2020 query strain,0.981,-0.049027,0.3107,False,False,True,-0.10441999999999996,0.010719999999999952,0.008199999999999985,0.89558,0.10441999999999996,-0.08550000000000002
YLR381W,ctf3_delta,KanMX_deletion,YER059W+YIL050W+YLR381W,YIL050W>YLR381W>YER059W,3,YIL050W,YLR381W,YER059W,mixed double,1.0,0.89558,1.0543,0.9145,0.0025,0.0145,0.01895,0.0379,SmfKuzmin2020,DmfKuzmin2020,0.981,-0.049027,0.3107,False,False,False,-0.10441999999999996,0.15871999999999997,-0.13980000000000004,0.89558,0.10441999999999996,-0.08550000000000002
YLR381W,ctf3_delta,KanMX_deletion,YER059W+YIL050W+YLR381W,YLR381W>YER059W>YIL050W,4,YLR381W,YER059W,YIL050W,mixed double,1.0,0.9903,0.9822,0.9145,0.0921,0.05045,0.01895,0.0379,SmfCostanzo2016,DmfKuzmin2020,0.981,-0.049027,0.3107,False,False,False,-0.009700000000000042,-0.008099999999999996,-0.06769999999999998,0.9145,0.017800000000000038,-0.08550000000000002
YLR381W,ctf3_delta,KanMX_deletion,YER059W+YIL050W+YLR381W,YLR381W>YIL050W>YER059W,5,YLR381W,YIL050W,YER059W,mixed double,1.0,0.9903,1.0543,0.9145,0.0921,0.0145,0.01895,0.0379,SmfCostanzo2016,DmfKuzmin2020,0.981,-0.049027,0.3107,False,False,False,-0.009700000000000042,0.06400000000000006,-0.13980000000000004,0.9145,0.009700000000000042,-0.08550000000000002
YKR007W,meh1_delta,KanMX_deletion,YER059W+YIL050W+YKR007W,YER059W>YIL050W>YKR007W,0,YER059W,YIL050W,YKR007W,paralog double,1.0,0.9153,0.9063,0.8161,0.0025,0.04025,0.01905,0.0381,SmfKuzmin2020,TmfKuzmin2020 query strain,0.826,0.278462,0.08556,False,False,False,-0.0847,-0.009000000000000008,-0.09019999999999995,0.8161,0.0937,-0.18389999999999995
YKR007W,meh1_delta,KanMX_deletion,YER059W+YIL050W+YKR007W,YER059W>YKR007W>YIL050W,1,YER059W,YKR007W,YIL050W,mixed double,1.0,0.9153,0.622,0.8161,0.0025,0.1619,0.01905,0.0381,SmfKuzmin2020,DmfKuzmin2020,0.826,0.278462,0.08556,False,False,False,-0.0847,-0.2933,0.19410000000000005,0.622,0.378,-0.18389999999999995
YKR007W,meh1_delta,KanMX_deletion,YER059W+YIL050W+YKR007W,YIL050W>YER059W>YKR007W,2,YIL050W,YER059W,YKR007W,paralog double,1.0,0.89558,0.9063,0.8161,0.0025,0.04025,0.01905,0.0381,SmfKuzmin2020,TmfKuzmin2020 query strain,0.826,0.278462,0.08556,False,False,False,-0.10441999999999996,0.010719999999999952,-0.09019999999999995,0.8161,0.10441999999999996,-0.18389999999999995
YKR007W,meh1_delta,KanMX_deletion,YER059W+YIL050W+YKR007W,YIL050W>YKR007W>YER059W,3,YIL050W,YKR007W,YER059W,mixed double,1.0,0.89558,0.8191,0.8161,0.0025,0.02555,0.01905,0.0381,SmfKuzmin2020,DmfKuzmin2020,0.826,0.278462,0.08556,False,False,False,-0.10441999999999996,-0.07647999999999999,-0.0030000000000000027,0.8161,0.18089999999999995,-0.18389999999999995
YKR007W,meh1_delta,KanMX_deletion,YER059W+YIL050W+YKR007W,YKR007W>YER059W>YIL050W,4,YKR007W,YER059W,YIL050W,mixed double,1.0,0.8902,0.622,0.8161,0.0869,0.1619,0.01905,0.0381,SmfCostanzo2016,DmfKuzmin2020,0.826,0.278462,0.08556,False,False,False,-0.10980000000000001,-0.2682,0.19410000000000005,0.622,0.378,-0.18389999999999995
YKR007W,meh1_delta,KanMX_deletion,YER059W+YIL050W+YKR007W,YKR007W>YIL050W>YER059W,5,YKR007W,YIL050W,YER059W,mixed double,1.0,0.8902,0.8191,0.8161,0.0869,0.02555,0.01905,0.0381,SmfCostanzo2016,DmfKuzmin2020,0.826,0.278462,0.08556,False,False,False,-0.10980000000000001,-0.07109999999999994,-0.0030000000000000027,0.8161,0.18089999999999995,-0.18389999999999995
YNR009W,nrm1_delta,KanMX_deletion,YER059W+YIL050W+YNR009W,YER059W>YIL050W>YNR009W,0,YER059W,YIL050W,YNR009W,paralog double,1.0,0.9153,0.9063,0.9971,0.0025,0.04025,0.01905,0.0381,SmfKuzmin2020,TmfKuzmin2020 query strain,1.034,4.2e-05,0.1258,False,False,False,-0.0847,-0.009000000000000008,0.09079999999999999,0.9063,0.0937,-0.0029000000000000137
YNR009W,nrm1_delta,KanMX_deletion,YER059W+YIL050W+YNR009W,YER059W>YNR009W>YIL050W,1,YER059W,YNR009W,YIL050W,mixed double,1.0,0.9153,1.0791,0.9971,0.0025,0.035,0.01905,0.0381,SmfKuzmin2020,DmfKuzmin2020,1.034,4.2e-05,0.1258,False,False,False,-0.0847,0.16379999999999995,-0.08199999999999996,0.9153,0.0847,-0.0029000000000000137
YNR009W,nrm1_delta,KanMX_deletion,YER059W+YIL050W+YNR009W,YIL050W>YER059W>YNR009W,2,YIL050W,YER059W,YNR009W,paralog double,1.0,0.89558,0.9063,0.9971,0.0025,0.04025,0.01905,0.0381,SmfKuzmin2020,TmfKuzmin2020 query strain,1.034,4.2e-05,0.1258,False,False,True,-0.10441999999999996,0.010719999999999952,0.09079999999999999,0.89558,0.10441999999999996,-0.0029000000000000137
YNR009W,nrm1_delta,KanMX_deletion,YER059W+YIL050W+YNR009W,YIL050W>YNR009W>YER059W,3,YIL050W,YNR009W,YER059W,mixed double,1.0,0.89558,1.0488,0.9971,0.0025,0.04245,0.01905,0.0381,SmfKuzmin2020,DmfKuzmin2020,1.034,4.2e-05,0.1258,False,False,False,-0.10441999999999996,0.1532199999999999,-0.05169999999999997,0.89558,0.10441999999999996,-0.0029000000000000137
YNR009W,nrm1_delta,KanMX_deletion,YER059W+YIL050W+YNR009W,YNR009W>YER059W>YIL050W,4,YNR009W,YER059W,YIL050W,mixed double,1.0,1.0048,1.0791,0.9971,0.0439,0.035,0.01905,0.0381,SmfCostanzo2016,DmfKuzmin2020,1.034,4.2e-05,0.1258,False,False,False,0.0047999999999999154,0.07430000000000003,-0.08199999999999996,0.9971,-0.0047999999999999154,-0.0029000000000000137
YNR009W,nrm1_delta,KanMX_deletion,YER059W+YIL050W+YNR009W,YNR009W>YIL050W>YER059W,5,YNR009W,YIL050W,YER059W,mixed double,1.0,1.0048,1.0488,0.9971,0.0439,0.04245,0.01905,0.0381,SmfCostanzo2016,DmfKuzmin2020,1.034,4.2e-05,0.1258,False,False,False,0.0047999999999999154,0.04400000000000004,-0.05169999999999997,0.9971,-0.0047999999999999154,-0.0029000000000000137
YBR246W,rrt2_delta,KanMX_deletion,YER059W+YIL050W+YBR246W,YER059W>YIL050W>YBR246W,0,YER059W,YIL050W,YBR246W,paralog double,1.0,0.9153,0.9063,0.8771,0.0025,0.04025,0.0192,0.0384,SmfKuzmin2020,TmfKuzmin2020 query strain,0.96,0.231786,0.4455,False,False,False,-0.0847,-0.009000000000000008,-0.029200000000000004,0.8771,0.0937,-0.12290000000000001
YBR246W,rrt2_delta,KanMX_deletion,YER059W+YIL050W+YBR246W,YER059W>YBR246W>YIL050W,1,YER059W,YBR246W,YIL050W,mixed double,1.0,0.9153,0.7739,0.8771,0.0025,0.2208,0.0192,0.0384,SmfKuzmin2020,DmfKuzmin2020,0.96,0.231786,0.4455,False,False,False,-0.0847,-0.14139999999999997,0.10319999999999996,0.7739,0.22609999999999997,-0.12290000000000001
YBR246W,rrt2_delta,KanMX_deletion,YER059W+YIL050W+YBR246W,YIL050W>YER059W>YBR246W,2,YIL050W,YER059W,YBR246W,paralog double,1.0,0.89558,0.9063,0.8771,0.0025,0.04025,0.0192,0.0384,SmfKuzmin2020,TmfKuzmin2020 query strain,0.96,0.231786,0.4455,False,False,False,-0.10441999999999996,0.010719999999999952,-0.029200000000000004,0.8771,0.10441999999999996,-0.12290000000000001
YBR246W,rrt2_delta,KanMX_deletion,YER059W+YIL050W+YBR246W,YIL050W>YBR246W>YER059W,3,YIL050W,YBR246W,YER059W,mixed double,1.0,0.89558,0.9214,0.8771,0.0025,0.07755,0.0192,0.0384,SmfKuzmin2020,DmfKuzmin2020,0.96,0.231786,0.4455,False,False,False,-0.10441999999999996,0.025819999999999954,-0.044300000000000006,0.8771,0.10441999999999996,-0.12290000000000001
YBR246W,rrt2_delta,KanMX_deletion,YER059W+YIL050W+YBR246W,YBR246W>YER059W>YIL050W,4,YBR246W,YER059W,YIL050W,mixed double,1.0,0.977,0.7739,0.8771,0.0409,0.2208,0.0192,0.0384,SmfCostanzo2016,DmfKuzmin2020,0.96,0.231786,0.4455,False,True,False,-0.02300000000000002,-0.20309999999999995,0.10319999999999996,0.7739,0.22609999999999997,-0.12290000000000001
YBR246W,rrt2_delta,KanMX_deletion,YER059W+YIL050W+YBR246W,YBR246W>YIL050W>YER059W,5,YBR246W,YIL050W,YER059W,mixed double,1.0,0.977,0.9214,0.8771,0.0409,0.07755,0.0192,0.0384,SmfCostanzo2016,DmfKuzmin2020,0.96,0.231786,0.4455,False,True,False,-0.02300000000000002,-0.05559999999999998,-0.044300000000000006,0.8771,0.0786,-0.12290000000000001
YPL269W,kar9_delta,KanMX_deletion,YER059W+YIL050W+YPL269W,YER059W>YIL050W>YPL269W,0,YER059W,YIL050W,YPL269W,paralog double,1.0,0.9153,0.9063,1.0587,0.0025,0.04025,0.0192,0.0384,SmfKuzmin2020,TmfKuzmin2020 query strain,1.073,0.073203,0.05015,False,False,False,-0.0847,-0.009000000000000008,0.15239999999999998,0.9063,0.0937,0.058699999999999974
YPL269W,kar9_delta,KanMX_deletion,YER059W+YIL050W+YPL269W,YER059W>YPL269W>YIL050W,1,YER059W,YPL269W,YIL050W,mixed double,1.0,0.9153,1.1074,1.0587,0.0025,0.0387,0.0192,0.0384,SmfKuzmin2020,DmfKuzmin2020,1.073,0.073203,0.05015,False,False,False,-0.0847,0.19209999999999994,-0.048699999999999966,0.9153,0.0847,0.058699999999999974
YPL269W,kar9_delta,KanMX_deletion,YER059W+YIL050W+YPL269W,YIL050W>YER059W>YPL269W,2,YIL050W,YER059W,YPL269W,paralog double,1.0,0.89558,0.9063,1.0587,0.0025,0.04025,0.0192,0.0384,SmfKuzmin2020,TmfKuzmin2020 query strain,1.073,0.073203,0.05015,False,False,True,-0.10441999999999996,0.010719999999999952,0.15239999999999998,0.89558,0.10441999999999996,0.058699999999999974
YPL269W,kar9_delta,KanMX_deletion,YER059W+YIL050W+YPL269W,YIL050W>YPL269W>YER059W,3,YIL050W,YPL269W,YER059W,mixed double,1.0,0.89558,1.0517,1.0587,0.0025,0.0534,0.0192,0.0384,SmfKuzmin2020,DmfKuzmin2020,1.073,0.073203,0.05015,False,False,True,-0.10441999999999996,0.15612000000000004,0.006999999999999895,0.89558,0.10441999999999996,0.058699999999999974
YPL269W,kar9_delta,KanMX_deletion,YER059W+YIL050W+YPL269W,YPL269W>YER059W>YIL050W,4,YPL269W,YER059W,YIL050W,mixed double,1.0,1.0305,1.1074,1.0587,0.0564,0.0387,0.0192,0.0384,SmfCostanzo2016,DmfKuzmin2020,1.073,0.073203,0.05015,False,False,False,0.03049999999999997,0.07689999999999997,-0.048699999999999966,1.0,-0.03049999999999997,0.058699999999999974
YPL269W,kar9_delta,KanMX_deletion,YER059W+YIL050W+YPL269W,YPL269W>YIL050W>YER059W,5,YPL269W,YIL050W,YER059W,mixed double,1.0,1.0305,1.0517,1.0587,0.0564,0.0534,0.0192,0.0384,SmfCostanzo2016,DmfKuzmin2020,1.073,0.073203,0.05015,True,True,True,0.03049999999999997,0.021200000000000108,0.006999999999999895,1.0,-0.03049999999999997,0.058699999999999974
YCR063W,bud31_delta,KanMX_deletion,YER059W+YIL050W+YCR063W,YER059W>YIL050W>YCR063W,0,YER059W,YIL050W,YCR063W,paralog double,1.0,0.9153,0.9063,0.2952,0.0025,0.04025,0.0192,0.0384,SmfKuzmin2020,TmfKuzmin2020 query strain,0.411,-0.047097,0.05091,False,False,False,-0.0847,-0.009000000000000008,-0.6111,0.2952,0.0937,-0.7048
YCR063W,bud31_delta,KanMX_deletion,YER059W+YIL050W+YCR063W,YER059W>YCR063W>YIL050W,1,YER059W,YCR063W,YIL050W,mixed double,1.0,0.9153,0.4413,0.2952,0.0025,0.04445,0.0192,0.0384,SmfKuzmin2020,DmfKuzmin2020,0.411,-0.047097,0.05091,False,False,False,-0.0847,-0.474,-0.1461,0.2952,0.5587,-0.7048
YCR063W,bud31_delta,KanMX_deletion,YER059W+YIL050W+YCR063W,YIL050W>YER059W>YCR063W,2,YIL050W,YER059W,YCR063W,paralog double,1.0,0.89558,0.9063,0.2952,0.0025,0.04025,0.0192,0.0384,SmfKuzmin2020,TmfKuzmin2020 query strain,0.411,-0.047097,0.05091,False,False,False,-0.10441999999999996,0.010719999999999952,-0.6111,0.2952,0.10441999999999996,-0.7048
YCR063W,bud31_delta,KanMX_deletion,YER059W+YIL050W+YCR063W,YIL050W>YCR063W>YER059W,3,YIL050W,YCR063W,YER059W,mixed double,1.0,0.89558,0.3506,0.2952,0.0025,0.03995,0.0192,0.0384,SmfKuzmin2020,DmfKuzmin2020,0.411,-0.047097,0.05091,False,False,False,-0.10441999999999996,-0.54498,-0.055400000000000005,0.2952,0.6494,-0.7048
YCR063W,bud31_delta,KanMX_deletion,YER059W+YIL050W+YCR063W,YCR063W>YER059W>YIL050W,4,YCR063W,YER059W,YIL050W,mixed double,1.0,0.5485,0.4413,0.2952,0.0239,0.04445,0.0192,0.0384,SmfCostanzo2016,DmfKuzmin2020,0.411,-0.047097,0.05091,False,False,False,-0.4515,-0.10719999999999996,-0.1461,0.2952,0.5587,-0.7048
YCR063W,bud31_delta,KanMX_deletion,YER059W+YIL050W+YCR063W,YCR063W>YIL050W>YER059W,5,YCR063W,YIL050W,YER059W,mixed double,1.0,0.5485,0.3506,0.2952,0.0239,0.03995,0.0192,0.0384,SmfCostanzo2016,DmfKuzmin2020,0.411,-0.047097,0.05091,False,False,False,-0.4515,-0.19789999999999996,-0.055400000000000005,0.2952,0.6494,-0.7048
YML035C,amd1_delta,KanMX_deletion,YER059W+YIL050W+YML035C,YER059W>YIL050W>YML035C,0,YER059W,YIL050W,YML035C,paralog double,1.0,0.9153,0.9063,0.9258,0.0025,0.04025,0.0193,0.0386,SmfKuzmin2020,TmfKuzmin2020 query strain,0.981,0.038064,0.2476,False,False,False,-0.0847,-0.009000000000000008,0.019499999999999962,0.9063,0.0937,-0.07420000000000004
YML035C,amd1_delta,KanMX_deletion,YER059W+YIL050W+YML035C,YER059W>YML035C>YIL050W,1,YER059W,YML035C,YIL050W,mixed double,1.0,0.9153,0.9897,0.9258,0.0025,0.03845,0.0193,0.0386,SmfKuzmin2020,DmfKuzmin2020,0.981,0.038064,0.2476,False,False,False,-0.0847,0.07440000000000002,-0.06390000000000007,0.9153,0.0847,-0.07420000000000004
YML035C,amd1_delta,KanMX_deletion,YER059W+YIL050W+YML035C,YIL050W>YER059W>YML035C,2,YIL050W,YER059W,YML035C,paralog double,1.0,0.89558,0.9063,0.9258,0.0025,0.04025,0.0193,0.0386,SmfKuzmin2020,TmfKuzmin2020 query strain,0.981,0.038064,0.2476,False,False,True,-0.10441999999999996,0.010719999999999952,0.019499999999999962,0.89558,0.10441999999999996,-0.07420000000000004
YML035C,amd1_delta,KanMX_deletion,YER059W+YIL050W+YML035C,YIL050W>YML035C>YER059W,3,YIL050W,YML035C,YER059W,mixed double,1.0,0.89558,0.971,0.9258,0.0025,0.03765,0.0193,0.0386,SmfKuzmin2020,DmfKuzmin2020,0.981,0.038064,0.2476,False,False,False,-0.10441999999999996,0.07541999999999993,-0.04520000000000002,0.89558,0.10441999999999996,-0.07420000000000004
YML035C,amd1_delta,KanMX_deletion,YER059W+YIL050W+YML035C,YML035C>YER059W>YIL050W,4,YML035C,YER059W,YIL050W,mixed double,1.0,0.9987,0.9897,0.9258,0.0625,0.03845,0.0193,0.0386,SmfCostanzo2016,DmfKuzmin2020,0.981,0.038064,0.2476,False,False,False,-0.0012999999999999678,-0.009000000000000008,-0.06390000000000007,0.9258,0.010299999999999976,-0.07420000000000004
YML035C,amd1_delta,KanMX_deletion,YER059W+YIL050W+YML035C,YML035C>YIL050W>YER059W,5,YML035C,YIL050W,YER059W,mixed double,1.0,0.9987,0.971,0.9258,0.0625,0.03765,0.0193,0.0386,SmfCostanzo2016,DmfKuzmin2020,0.981,0.038064,0.2476,False,False,False,-0.0012999999999999678,-0.027700000000000058,-0.04520000000000002,0.9258,0.029000000000000026,-0.07420000000000004
YDR538W,pad1_delta,KanMX_deletion,YER059W+YIL050W+YDR538W,YER059W>YIL050W>YDR538W,0,YER059W,YIL050W,YDR538W,paralog double,1.0,0.9153,0.9063,0.8726,0.0025,0.04025,0.01935,0.0387,SmfKuzmin2020,TmfKuzmin2020 query strain,1.004,0.018808,0.2384,False,False,False,-0.0847,-0.009000000000000008,-0.03369999999999995,0.8726,0.0937,-0.12739999999999996
YDR538W,pad1_delta,KanMX_deletion,YER059W+YIL050W+YDR538W,YER059W>YDR538W>YIL050W,1,YER059W,YDR538W,YIL050W,mixed double,1.0,0.9153,0.8998,0.8726,0.0025,0.0615,0.01935,0.0387,SmfKuzmin2020,DmfKuzmin2020,1.004,0.018808,0.2384,False,False,False,-0.0847,-0.015499999999999958,-0.027200000000000002,0.8726,0.10019999999999996,-0.12739999999999996
YDR538W,pad1_delta,KanMX_deletion,YER059W+YIL050W+YDR538W,YIL050W>YER059W>YDR538W,2,YIL050W,YER059W,YDR538W,paralog double,1.0,0.89558,0.9063,0.8726,0.0025,0.04025,0.01935,0.0387,SmfKuzmin2020,TmfKuzmin2020 query strain,1.004,0.018808,0.2384,False,False,False,-0.10441999999999996,0.010719999999999952,-0.03369999999999995,0.8726,0.10441999999999996,-0.12739999999999996
YDR538W,pad1_delta,KanMX_deletion,YER059W+YIL050W+YDR538W,YIL050W>YDR538W>YER059W,3,YIL050W,YDR538W,YER059W,mixed double,1.0,0.89558,1.0521,0.8726,0.0025,0.04055,0.01935,0.0387,SmfKuzmin2020,DmfKuzmin2020,1.004,0.018808,0.2384,False,False,False,-0.10441999999999996,0.15652,-0.1795,0.8726,0.10441999999999996,-0.12739999999999996
YDR538W,pad1_delta,KanMX_deletion,YER059W+YIL050W+YDR538W,YDR538W>YER059W>YIL050W,4,YDR538W,YER059W,YIL050W,mixed double,1.0,1.0252,0.8998,0.8726,0.0278,0.0615,0.01935,0.0387,SmfCostanzo2016,DmfKuzmin2020,1.004,0.018808,0.2384,False,False,False,0.02519999999999989,-0.12539999999999984,-0.027200000000000002,0.8726,0.10019999999999996,-0.12739999999999996
YDR538W,pad1_delta,KanMX_deletion,YER059W+YIL050W+YDR538W,YDR538W>YIL050W>YER059W,5,YDR538W,YIL050W,YER059W,mixed double,1.0,1.0252,1.0521,0.8726,0.0278,0.04055,0.01935,0.0387,SmfCostanzo2016,DmfKuzmin2020,1.004,0.018808,0.2384,False,False,False,0.02519999999999989,0.026900000000000146,-0.1795,0.8726,-0.02519999999999989,-0.12739999999999996
YCR095C,oca4_delta,KanMX_deletion,YER059W+YIL050W+YCR095C,YER059W>YIL050W>YCR095C,0,YER059W,YIL050W,YCR095C,paralog double,1.0,0.9153,0.9063,0.9742,0.0025,0.04025,0.01935,0.0387,SmfKuzmin2020,TmfKuzmin2020 query strain,1.0,0.066807,0.1012,False,False,False,-0.0847,-0.009000000000000008,0.06789999999999996,0.9063,0.0937,-0.025800000000000045
YCR095C,oca4_delta,KanMX_deletion,YER059W+YIL050W+YCR095C,YER059W>YCR095C>YIL050W,1,YER059W,YCR095C,YIL050W,mixed double,1.0,0.9153,1.011,0.9742,0.0025,0.0197,0.01935,0.0387,SmfKuzmin2020,DmfKuzmin2020,1.0,0.066807,0.1012,False,False,False,-0.0847,0.0956999999999999,-0.036799999999999944,0.9153,0.0847,-0.025800000000000045
