triple,array_gene,array_allele,array_perturbation_type,f_triple,se_triple,tau,tau_p_value,n_paths,n_monotone,n_monotone_within_se,n_monotone_after_first,max_valley_depth,min_valley_depth,best_min_rung,endpoint_gain,positive_call
YER059W+YIL050W+YOL003C,YOL003C,pfa4_delta,KanMX_deletion,0.9621,0.02165,0.354317,0.2859,6,0,1,1,0.275,0.0024999999999999467,0.9621,-0.037900000000000045,False
YER059W+YIL050W+YDR482C,YDR482C,cwc21_delta,KanMX_deletion,0.962,0.01535,-0.025894,0.03545,6,0,1,1,0.10441999999999996,-0.02200000000000002,0.962,-0.038000000000000034,False
YER059W+YIL050W+YLR092W,YLR092W,sul2_delta,KanMX_deletion,0.9619,0.01395,0.03382,0.0483,6,0,0,1,0.10441999999999996,-0.016199999999999992,0.9619,-0.03810000000000002,False
YER059W+YIL050W+YKR003W,YKR003W,osh6_delta,KanMX_deletion,0.9616,0.0334,0.028341,0.2457,6,0,0,1,0.10441999999999996,0.016669999999999963,0.9616,-0.03839999999999999,False
YER059W+YIL050W+YLR173W,YLR173W,ylr173w_delta,KanMX_deletion,0.9616,0.0243,0.239795,0.4363,6,0,0,1,0.21450000000000002,-0.012799999999999923,0.9616,-0.03839999999999999,False
YER059W+YIL050W+YBL089W,YBL089W,avt5_delta,KanMX_deletion,0.9616,0.0228,0.085252,0.182,6,0,0,1,0.10441999999999996,-0.0036000000000000476,0.9616,-0.03839999999999999,False
YER059W+YIL050W+YFR024C-A,YFR024C-A,lsb3_delta,KanMX_deletion,0.9612,0.02765,0.042996,0.3447,6,0,0,1,0.10441999999999996,-0.030299999999999994,0.9612,-0.038799999999999946,False
YER059W+YIL050W+YOR025W,YOR025W,hst3_delta,KanMX_deletion,0.9611,0.05285,0.213471,0.4876,6,0,2,1,0.12860000000000005,0.04249999999999998,0.9575,-0.038900000000000046,False
YER059W+YIL050W+YOR023C,YOR023C,ahc1_delta,KanMX_deletion,0.961,0.04355,0.040758,0.1762,6,0,2,1,0.10441999999999996,-0.006399999999999961,0.961,-0.039000000000000035,False
YER059W+YIL050W+YLR032W,YLR032W,rad5_delta,KanMX_deletion,0.9607,0.0216,-0.074652,0.1094,6,0,1,1,0.10441999999999996,0.060699999999999976,0.9393,-0.0393,False
YER059W+YIL050W+YOL092W,YOL092W,ypq1_delta,KanMX_deletion,0.9607,0.0306,0.059986,0.1861,6,0,0,1,0.10441999999999996,0.029220000000000024,0.9607,-0.0393,False
YER059W+YIL050W+YOR059C,YOR059C,lpl1_delta,KanMX_deletion,0.9606,0.0215,0.032883,0.4615,6,0,0,1,0.10441999999999996,-0.0242,0.9606,-0.03939999999999999,False
YER059W+YIL050W+YKL068W,YKL068W,nup100_delta,KanMX_deletion,0.9606,0.02895,0.014989,0.3335,6,0,0,1,0.10441999999999996,-0.010000000000000009,0.9606,-0.03939999999999999,False
YER059W+YIL050W+YJL013C,YJL013C,mad3_delta,KanMX_deletion,0.9606,0.0158,-0.002775,0.4544,6,0,0,1,0.10441999999999996,-0.00550000000000006,0.9606,-0.03939999999999999,False
YER059W+YIL050W+YHL032C,YHL032C,gut1_delta,KanMX_deletion,0.9602,0.02775,-0.021583,0.2021,6,0,0,1,0.10441999999999996,0.01649999999999996,0.9602,-0.03979999999999995,False
YER059W+YIL050W+YOR010C,YOR010C,tir2_delta,KanMX_deletion,0.9601,0.0253,0.098299,0.2111,6,0,1,1,0.10441999999999996,0.01200000000000001,0.9601,-0.03990000000000005,False
YER059W+YIL050W+YMR086W,YMR086W,seg1_delta,KanMX_deletion,0.9599,0.0164,-0.025012,0.1553,6,0,0,1,0.10441999999999996,0.0847,0.9153,-0.040100000000000025,False
YER059W+YIL050W+YOR346W,YOR346W,rev1_delta,KanMX_deletion,0.9594,0.03675,0.046179,0.1756,6,0,1,2,0.10441999999999996,0.02400000000000002,0.9594,-0.04059999999999997,False
YER059W+YIL050W+YMR138W,YMR138W,cin4_delta,KanMX_deletion,0.9591,0.03035,0.041829,0.3267,6,0,0,1,0.10441999999999996,-0.026999999999999913,0.9591,-0.04090000000000005,False
YER059W+YIL050W+YBR125C,YBR125C,ptc4_delta,KanMX_deletion,0.9591,0.03315,0.025707,0.1805,6,0,1,1,0.10441999999999996,-0.006799999999999917,0.9591,-0.04090000000000005,False
YER059W+YIL050W+YFL021W,YFL021W,gat1_delta,KanMX_deletion,0.9587,0.02455,-0.003817,0.252,6,0,0,1,0.10441999999999996,0.018299999999999983,0.9587,-0.0413,False
YER059W+YIL050W+YNL041C,YNL041C,cog6_delta,KanMX_deletion,0.9586,0.0504,0.070243,0.2879,6,0,2,1,0.10441999999999996,0.054300000000000015,0.9457,-0.04139999999999999,False
YER059W+YIL050W+YLR181C,YLR181C,vta1_delta,KanMX_deletion,0.958,0.04175,0.087642,0.3255,6,0,0,2,0.10441999999999996,-0.024599999999999955,0.958,-0.04200000000000004,False
YER059W+YIL050W+YKL205W,YKL205W,los1_delta,KanMX_deletion,0.9576,0.0257,0.050222,0.2459,6,0,1,1,0.10441999999999996,0.039000000000000035,0.9576,-0.04239999999999999,False
YER059W+YIL050W+YLR401C,YLR401C,dus3_delta,KanMX_deletion,0.9571,0.0461,-0.025338,0.4507,6,0,0,1,0.10441999999999996,-0.030999999999999917,0.9571,-0.04290000000000005,False
YER059W+YIL050W+YGR100W,YGR100W,mdr1_delta,KanMX_deletion,0.9564,0.0176,0.014745,0.2075,6,0,0,1,0.10441999999999996,0.0020000000000000018,0.9564,-0.04359999999999997,False
YER059W+YIL050W+YPL098C,YPL098C,mgr2_delta,KanMX_deletion,0.9564,0.02745,0.109157,0.1451,6,0,0,3,0.14949999999999997,0.0847,0.9153,-0.04359999999999997,False
YER059W+YIL050W+YGR181W,YGR181W,tim13_delta,KanMX_deletion,0.9558,0.015,0.026822,0.3596,6,0,0,1,0.10441999999999996,0.007800000000000029,0.9558,-0.04420000000000002,False
YER059W+YIL050W+YCL033C,YCL033C,mxr2_delta,KanMX_deletion,0.9554,0.0255,-0.060473,0.3978,6,0,0,1,0.10441999999999996,-0.055500000000000105,0.9554,-0.04459999999999997,False
YER059W+YIL050W+YOR007C,YOR007C,sgt2_delta,KanMX_deletion,0.9551,0.0271,-0.040637,0.2207,6,0,0,1,0.10441999999999996,0.009499999999999953,0.9551,-0.04490000000000005,False
YER059W+YIL050W+YGR248W,YGR248W,sol4_delta,KanMX_deletion,0.955,0.02355,0.041354,0.2759,6,0,1,1,0.10441999999999996,-0.006399999999999961,0.955,-0.04500000000000004,False
YER059W+YIL050W+YHR121W,YHR121W,lsm12_delta,KanMX_deletion,0.9549,0.0256,0.075377,0.1529,6,0,1,1,0.10441999999999996,0.005700000000000038,0.9549,-0.04510000000000003,False
YER059W+YIL050W+YPR065W,YPR065W,rox1_delta,KanMX_deletion,0.9548,0.04725,-0.052154,0.4015,6,0,0,1,0.10441999999999996,-0.00019999999999997797,0.9548,-0.04520000000000002,False
YER059W+YIL050W+YGR028W,YGR028W,msp1_delta,KanMX_deletion,0.9547,0.014,0.021255,0.01831,6,0,0,1,0.10441999999999996,0.0847,0.9153,-0.04530000000000001,False
YER059W+YIL050W+YDR517W,YDR517W,grh1_delta,KanMX_deletion,0.9545,0.0277,0.031583,0.1381,6,0,1,1,0.10441999999999996,0.009499999999999953,0.9545,-0.045499999999999985,False
YER059W+YIL050W+YHR156C,YHR156C,lin1_delta,KanMX_deletion,0.9544,0.0393,0.054531,0.2652,6,0,2,1,0.10441999999999996,0.0252,0.9544,-0.045599999999999974,False
YER059W+YIL050W+YAL059W,YAL059W,ecm1_delta,KanMX_deletion,0.9543,0.0156,0.346815,0.1509,6,0,0,1,0.33399999999999996,-0.03550000000000009,0.9543,-0.04569999999999996,False
YER059W+YIL050W+YBR216C,YBR216C,ybp1_delta,KanMX_deletion,0.9541,0.0262,0.13236,0.1631,6,0,0,2,0.10441999999999996,0.03225,0.9541,-0.04590000000000005,False
YER059W+YIL050W+YBR095C,YBR095C,rxt2_delta,KanMX_deletion,0.9536,0.03135,-0.035282,0.3142,6,0,0,1,0.14070000000000005,0.0847,0.9153,-0.0464,False
YER059W+YIL050W+YDR217C,YDR217C,rad9_delta,KanMX_deletion,0.9536,0.042,0.069055,0.3524,6,0,2,1,0.10441999999999996,0.018000000000000016,0.9536,-0.0464,False
YER059W+YIL050W+YHR078W,YHR078W,yhr078w_delta,KanMX_deletion,0.9531,0.0211,-0.037262,0.4605,6,0,0,1,0.10441999999999996,-0.030299999999999994,0.9531,-0.04690000000000005,False
YER059W+YIL050W+YJL004C,YJL004C,sys1_delta,KanMX_deletion,0.953,0.03385,0.037737,0.2639,6,0,2,1,0.10441999999999996,0.025499999999999967,0.953,-0.04700000000000004,False
YER059W+YIL050W+YPL156C,YPL156C,prm4_delta,KanMX_deletion,0.9528,0.00985,0.03166,0.1961,6,0,1,1,0.10441999999999996,-0.009700000000000042,0.9528,-0.04720000000000002,False
YER059W+YIL050W+YCR033W,YCR033W,snt1_delta,KanMX_deletion,0.9528,0.02,0.074161,0.1185,6,0,2,1,0.10441999999999996,0.021499999999999964,0.9528,-0.04720000000000002,False
YER059W+YIL050W+YDR505C,YDR505C,psp1_delta,KanMX_deletion,0.9527,0.01765,0.046672,0.3002,6,0,0,1,0.10441999999999996,0.08299999999999996,0.917,-0.04730000000000001,False
YER059W+YIL050W+YMR109W,YMR109W,myo5_delta,KanMX_deletion,0.9526,0.0314,0.062643,0.214,6,0,0,1,0.10441999999999996,-0.005800000000000027,0.9526,-0.0474,False
YER059W+YIL050W+YFR013W,YFR013W,ioc3_delta,KanMX_deletion,0.9525,0.0197,-0.012778,0.1782,6,0,1,1,0.10441999999999996,-0.020399999999999974,0.9525,-0.04749999999999999,False
YER059W+YIL050W+YBR171W,YBR171W,sec66_delta,KanMX_deletion,0.9524,0.02855,-0.035922,0.2865,6,0,0,1,0.10441999999999996,0.013800000000000034,0.9524,-0.047599999999999976,False
YER059W+YIL050W+YDL104C,YDL104C,qri7_delta,KanMX_deletion,0.9524,0.0171,0.068468,0.0449,6,0,2,1,0.1048,0.0847,0.9153,-0.047599999999999976,False
YER059W+YIL050W+YDR108W,YDR108W,trs85_delta,KanMX_deletion,0.9524,0.03335,0.022342,0.3677,6,0,0,1,0.12419999999999998,0.0847,0.9153,-0.047599999999999976,False
YER059W+YIL050W+YLR036C,YLR036C,ylr036c_delta,KanMX_deletion,0.9521,0.0197,-0.006001,0.145,6,0,0,1,0.10441999999999996,-0.03049999999999997,0.9521,-0.047900000000000054,False
YER059W+YIL050W+YOR115C,YOR115C,trs33_delta,KanMX_deletion,0.9517,0.0432,0.194451,0.3179,6,0,1,1,0.12880000000000003,0.021299999999999986,0.9517,-0.04830000000000001,False
YER059W+YIL050W+YDR389W,YDR389W,sac7_delta,KanMX_deletion,0.9517,0.04095,-0.086929,0.2434,6,0,0,1,0.10441999999999996,0.0807,0.9193,-0.04830000000000001,False
YER059W+YIL050W+YBL008W,YBL008W,hir1_delta,KanMX_deletion,0.9512,0.02745,0.022715,0.3523,6,0,0,1,0.10441999999999996,0.05230000000000001,0.9477,-0.048799999999999955,False
YER059W+YIL050W+YKL069W,YKL069W,ykl069w_delta,KanMX_deletion,0.9509,0.0661,0.126353,0.05793,6,0,2,3,0.239,0.0847,0.9153,-0.04910000000000003,False
YER059W+YIL050W+YDR310C,YDR310C,sum1_delta,KanMX_deletion,0.9507,0.0207,0.020941,0.03945,6,0,1,1,0.10441999999999996,0.0635,0.9365,-0.04930000000000001,False
YER059W+YIL050W+YDR014W,YDR014W,rad61_delta,KanMX_deletion,0.9505,0.01315,-0.006296,0.2802,6,0,1,1,0.10441999999999996,0.007499999999999951,0.9505,-0.04949999999999999,False
YER059W+YIL050W+YGL160W,YGL160W,aim14_delta,KanMX_deletion,0.9498,0.05205,-0.039817,0.4577,6,0,0,1,0.10441999999999996,0.026499999999999968,0.9498,-0.05020000000000002,False
YER059W+YIL050W+YAL053W,YAL053W,flc2_delta,KanMX_deletion,0.9496,0.042,-0.0402,0.4039,6,0,0,1,0.10441999999999996,0.02180000000000004,0.9496,-0.0504,False
YER059W+YIL050W+YKL114C,YKL114C,apn1_delta,KanMX_deletion,0.9494,0.02915,0.165804,0.4834,6,0,0,1,0.12,-0.020999999999999908,0.9494,-0.05059999999999998,False
YER059W+YIL050W+YDR414C,YDR414C,erd1_delta,KanMX_deletion,0.9489,0.0309,0.017128,0.2442,6,0,1,1,0.10441999999999996,-0.017300000000000093,0.9489,-0.051100000000000034,False
YER059W+YIL050W+YCR031C,YCR031C,rps14a_delta,KanMX_deletion,0.9485,0.0145,-0.045508,0.1562,6,0,0,1,0.10441999999999996,0.02200000000000002,0.9485,-0.05149999999999999,False
YER059W+YIL050W+YLR133W,YLR133W,cki1_delta,KanMX_deletion,0.9483,0.0339,0.001891,0.413,6,0,0,1,0.10441999999999996,0.07135999999999998,0.92864,-0.05169999999999997,False
YER059W+YIL050W+YDR260C,YDR260C,swm1_delta,KanMX_deletion,0.9482,0.0102,-0.048745,0.267,6,0,0,1,0.10441999999999996,-0.020499999999999963,0.9482,-0.05179999999999996,False
YER059W+YIL050W+YPR046W,YPR046W,mcm16_delta,KanMX_deletion,0.9482,0.0379,0.022898,0.42,6,0,1,1,0.10441999999999996,-0.02400000000000002,0.9482,-0.05179999999999996,False
YER059W+YIL050W+YGL005C,YGL005C,cog7_delta,KanMX_deletion,0.9481,0.025,0.07035,0.1023,6,0,0,1,0.10441999999999996,0.05130000000000001,0.9481,-0.051899999999999946,False
YER059W+YIL050W+YLL024C,YLL024C,ssa2_delta,KanMX_deletion,0.9481,0.0291,0.274702,0.297,6,0,1,1,0.24929999999999997,0.007000000000000006,0.9481,-0.051899999999999946,False
YER059W+YIL050W+YOR154W,YOR154W,slp1_delta,KanMX_deletion,0.948,0.0342,0.010073,0.4282,6,0,0,1,0.10441999999999996,0.0050000000000000044,0.948,-0.052000000000000046,False
YER059W+YIL050W+YGR014W,YGR014W,msb2_delta,KanMX_deletion,0.9457,0.04415,0.005229,0.3869,6,0,0,1,0.10441999999999996,0.0020000000000000018,0.9457,-0.054300000000000015,False
YER059W+YIL050W+YOR349W,YOR349W,cin1_delta,KanMX_deletion,0.9456,0.0589,-0.033233,0.3563,6,0,1,1,0.10441999999999996,0.0014999999999999458,0.9456,-0.054400000000000004,False
YER059W+YIL050W+YPR152C,YPR152C,urn1_delta,KanMX_deletion,0.945,0.03755,-0.066614,0.3311,6,0,0,1,0.10441999999999996,0.007800000000000029,0.945,-0.05500000000000005,False
YER059W+YIL050W+YLR059C,YLR059C,rex2_delta,KanMX_deletion,0.945,0.0415,0.191275,0.2909,6,0,2,1,0.12970000000000004,0.03700000000000003,0.945,-0.05500000000000005,False
YER059W+YIL050W+YLR325C,YLR325C,rpl38_delta,KanMX_deletion,0.9443,0.0424,0.821087,0.3698,6,0,0,1,0.7646999999999999,0.04949999999999999,0.9443,-0.05569999999999997,False
YER059W+YIL050W+YJR092W,YJR092W,bud4_delta,KanMX_deletion,0.9441,0.02085,-0.040149,0.2934,6,0,0,1,0.10441999999999996,-0.052000000000000046,0.9441,-0.05589999999999995,False
YER059W+YIL050W+YDR348C,YDR348C,pal1_delta,KanMX_deletion,0.944,0.0261,0.0464,0.3296,6,0,1,1,0.10441999999999996,-0.0047999999999999154,0.944,-0.05600000000000005,False
YER059W+YIL050W+YBR273C,YBR273C,ubx7_delta,KanMX_deletion,0.9439,0.03355,-0.006658,0.3819,6,0,0,1,0.10441999999999996,0.02742,0.9439,-0.05610000000000004,False
YER059W+YIL050W+YHR108W,YHR108W,gga2_delta,KanMX_deletion,0.9438,0.0295,0.027004,0.2328,6,0,0,1,0.10441999999999996,0.0847,0.9153,-0.05620000000000003,False
YER059W+YIL050W+YBR010W,YBR010W,hht1_delta,KanMX_deletion,0.9438,0.0508,0.052837,0.3599,6,0,1,2,0.10441999999999996,0.006000000000000005,0.9438,-0.05620000000000003,False
YER059W+YIL050W+YBR260C,YBR260C,rgd1_delta,KanMX_deletion,0.9437,0.0361,-0.066984,0.4201,6,0,0,1,0.10441999999999996,-0.028000000000000025,0.9437,-0.05630000000000002,False
YER059W+YIL050W+YNL097C,YNL097C,pho23_delta,KanMX_deletion,0.9436,0.0199,0.04393,0.1053,6,0,0,1,0.12280000000000002,0.0847,0.9153,-0.056400000000000006,False
YER059W+YIL050W+YKR093W,YKR093W,ptr2_delta,KanMX_deletion,0.9436,0.02715,0.029659,0.2237,6,0,1,1,0.10441999999999996,0.009000000000000008,0.9436,-0.056400000000000006,False
YER059W+YIL050W+YAL040C,YAL040C,cln3_delta,KanMX_deletion,0.9436,0.0358,0.02464,0.2289,6,0,1,1,0.10441999999999996,0.04249999999999998,0.9436,-0.056400000000000006,False
YER059W+YIL050W+YNL031C,YNL031C,hht2_delta,KanMX_deletion,0.9435,0.0116,0.021285,0.3043,6,0,0,1,0.10441999999999996,-0.0132000000000001,0.9435,-0.056499999999999995,False
YER059W+YIL050W+YPL195W,YPL195W,apl5_delta,KanMX_deletion,0.9434,0.02975,-0.03495,0.1815,6,0,0,1,0.10441999999999996,0.07050000000000001,0.9295,-0.056599999999999984,False
YER059W+YIL050W+YJR124C,YJR124C,yjr124c_delta,KanMX_deletion,0.9427,0.00805,-0.036384,0.1804,6,0,1,1,0.10441999999999996,0.0,0.9427,-0.05730000000000002,False
YER059W+YIL050W+YJR095W,YJR095W,sfc1_delta,KanMX_deletion,0.9427,0.02915,-0.00815,0.2765,6,0,0,1,0.10441999999999996,0.0012999999999999678,0.9427,-0.05730000000000002,False
YER059W+YIL050W+YOL141W,YOL141W,ppm2_delta,KanMX_deletion,0.9426,0.03825,-0.075341,0.4747,6,0,0,1,0.10441999999999996,-0.026799999999999935,0.9426,-0.05740000000000001,False
YER059W+YIL050W+YBR162W-A,YBR162W-A,ysy6_delta,KanMX_deletion,0.9419,0.0252,-0.038817,0.3801,6,0,0,1,0.10441999999999996,-0.009700000000000042,0.9419,-0.05810000000000004,False
YER059W+YIL050W+YDR098C,YDR098C,grx3_delta,KanMX_deletion,0.9416,0.03295,0.030777,0.1844,6,0,1,1,0.10441999999999996,-0.008799999999999919,0.9416,-0.05840000000000001,False
YER059W+YIL050W+YPL158C,YPL158C,aim44_delta,KanMX_deletion,0.9415,0.0294,0.147041,0.1053,6,0,0,1,0.124,0.0847,0.9153,-0.058499999999999996,False
YER059W+YIL050W+YDL095W,YDL095W,pmt1_delta,KanMX_deletion,0.9415,0.0472,-0.063477,0.4033,6,0,0,1,0.10441999999999996,-0.020199999999999996,0.9415,-0.058499999999999996,False
YER059W+YIL050W+YBR164C,YBR164C,arl1_delta,KanMX_deletion,0.9409,0.02905,0.021476,0.1741,6,0,0,1,0.10441999999999996,0.07750000000000001,0.9225,-0.05910000000000004,False
YER059W+YIL050W+YLR363C,YLR363C,nmd4_delta,KanMX_deletion,0.9404,0.04995,0.042286,0.3207,6,0,1,1,0.10441999999999996,-0.014799999999999924,0.9404,-0.059599999999999986,False
YER059W+YIL050W+YOR327C,YOR327C,snc2_delta,KanMX_deletion,0.9401,0.02135,0.088268,0.01753,6,0,2,2,0.18330000000000002,0.0937,0.9063,-0.05989999999999995,True
YER059W+YIL050W+YLR154C,YLR154C,rnh203_delta,KanMX_deletion,0.9398,0.03315,0.038947,0.2669,6,0,1,2,0.10441999999999996,0.050000000000000044,0.9398,-0.06020000000000003,False
YER059W+YIL050W+YLR018C,YLR018C,pom34_delta,KanMX_deletion,0.9394,0.02515,0.282511,0.1087,6,0,0,1,0.3184,-0.0047999999999999154,0.9394,-0.06059999999999999,False
YER059W+YIL050W+YLL001W,YLL001W,dnm1_delta,KanMX_deletion,0.9393,0.02715,0.010051,0.1613,6,0,1,1,0.10441999999999996,0.025800000000000045,0.9393,-0.060699999999999976,False
YER059W+YIL050W+YHR206W,YHR206W,skn7_delta,KanMX_deletion,0.9391,0.0149,0.051793,0.08412,6,0,0,1,0.22572000000000003,0.0847,0.9153,-0.060899999999999954,False
YER059W+YIL050W+YDL048C,YDL048C,stp4_delta,KanMX_deletion,0.9391,0.02035,0.116598,0.1501,6,0,0,2,0.10441999999999996,0.009499999999999953,0.9391,-0.060899999999999954,False
YER059W+YIL050W+YHR017W,YHR017W,ysc83_delta,KanMX_deletion,0.939,0.04655,0.018208,0.4312,6,0,1,1,0.10441999999999996,0.0034999999999999476,0.939,-0.061000000000000054,False
YER059W+YIL050W+YDR279W,YDR279W,rnh202_delta,KanMX_deletion,0.9384,0.0276,-0.048584,0.3915,6,0,0,1,0.10441999999999996,0.02429999999999999,0.9384,-0.06159999999999999,False
YER059W+YIL050W+YGL082W,YGL082W,ygl082w_delta,KanMX_deletion,0.9382,0.0342,0.049949,0.4739,6,0,1,1,0.10441999999999996,-0.00770000000000004,0.9382,-0.061799999999999966,False
YER059W+YIL050W+YJL214W,YJL214W,hxt8_delta,KanMX_deletion,0.938,0.02385,0.022087,0.3437,6,0,1,1,0.10441999999999996,-0.0015000000000000568,0.938,-0.062000000000000055,False
YER059W+YIL050W+YLL021W,YLL021W,spa2_delta,KanMX_deletion,0.9377,0.03435,0.004612,0.3817,6,0,0,1,0.10441999999999996,-0.02750000000000008,0.9377,-0.06230000000000002,False
YER059W+YIL050W+YPL241C,YPL241C,cin2_delta,KanMX_deletion,0.9376,0.0207,0.051786,0.3319,6,0,1,2,0.10441999999999996,-0.0035000000000000586,0.9376,-0.06240000000000001,False
YER059W+YIL050W+YNL051W,YNL051W,cog5_delta,KanMX_deletion,0.9374,0.04125,0.067731,0.3422,6,0,2,1,0.10441999999999996,0.05300000000000005,0.9374,-0.06259999999999999,False
YER059W+YIL050W+YAL058W,YAL058W,cne1_delta,KanMX_deletion,0.9371,0.0199,-0.019197,0.2485,6,0,0,1,0.10441999999999996,0.03169999999999995,0.9371,-0.06289999999999996,False
YER059W+YIL050W+YKL185W,YKL185W,ash1_delta,KanMX_deletion,0.937,0.0291,-0.009668,0.3665,6,0,0,1,0.10441999999999996,-0.05049999999999999,0.937,-0.06299999999999994,False
YER059W+YIL050W+YHR124W,YHR124W,ndt80_delta,KanMX_deletion,0.9369,0.0293,0.039279,0.3287,6,0,0,1,0.10441999999999996,-0.0121,0.9369,-0.06310000000000004,False
YER059W+YIL050W+YGL263W,YGL263W,cos12_delta,KanMX_deletion,0.936,0.0267,-0.054359,0.4648,6,0,0,1,0.10441999999999996,-0.028000000000000025,0.936,-0.06399999999999995,False
YER059W+YIL050W+YFR038W,YFR038W,irc5_delta,KanMX_deletion,0.9353,0.03135,-0.039936,0.4607,6,0,0,1,0.10441999999999996,-0.019500000000000073,0.9353,-0.06469999999999998,False
YER059W+YIL050W+YDR530C,YDR530C,apa2_delta,KanMX_deletion,0.935,0.0379,0.508765,0.4802,6,0,0,1,0.41769999999999996,0.02300000000000002,0.935,-0.06499999999999995,False
YER059W+YIL050W+YGR068C,YGR068C,art5_delta,KanMX_deletion,0.9348,0.02765,-0.093916,0.4566,6,0,0,1,0.10441999999999996,0.01970000000000005,0.9348,-0.06520000000000004,False
YER059W+YIL050W+YNL116W,YNL116W,dma2_delta,KanMX_deletion,0.9345,0.04385,0.013082,0.3314,6,0,1,1,0.10441999999999996,-0.014399999999999968,0.9345,-0.0655,False
YER059W+YIL050W+YKL116C,YKL116C,prr1_delta,KanMX_deletion,0.9345,0.038,0.009407,0.4298,6,0,1,1,0.10441999999999996,0.01200000000000001,0.9345,-0.0655,False
YER059W+YIL050W+YMR096W,YMR096W,snz1_delta,KanMX_deletion,0.9333,0.022,0.237266,0.3987,6,0,0,1,0.18079999999999996,0.006800000000000028,0.9333,-0.06669999999999998,False
YER059W+YIL050W+YPL208W,YPL208W,rkm1_delta,KanMX_deletion,0.9329,0.0397,0.04074,0.4838,6,0,0,1,0.10441999999999996,-0.014999999999999902,0.9329,-0.06710000000000005,False
YER059W+YIL050W+YHR152W,YHR152W,spo12_delta,KanMX_deletion,0.9327,0.0257,0.008942,0.3192,6,0,0,1,0.10441999999999996,0.030730000000000035,0.9327,-0.06730000000000003,False
YER059W+YIL050W+YLR098C,YLR098C,cha4_delta,KanMX_deletion,0.9324,0.0134,0.040646,0.1393,6,0,0,1,0.10441999999999996,0.0131,0.9324,-0.0676,False
YER059W+YIL050W+YJL094C,YJL094C,kha1_delta,KanMX_deletion,0.9323,0.0195,-0.019451,0.4466,6,0,0,1,0.10441999999999996,0.020299999999999985,0.9323,-0.06769999999999998,False
YER059W+YIL050W+YBR288C,YBR288C,apm3_delta,KanMX_deletion,0.9319,0.0222,0.022342,0.2907,6,0,1,1,0.10441999999999996,0.016000000000000014,0.9319,-0.06810000000000005,False
YER059W+YIL050W+YKR082W,YKR082W,nup133_delta,KanMX_deletion,0.9312,0.0394,-0.034931,0.2373,6,0,0,1,0.11750000000000005,0.0847,0.9153,-0.06879999999999997,False
YER059W+YIL050W+YMR238W,YMR238W,dfg5_delta,KanMX_deletion,0.9312,0.0461,-0.050477,0.3924,6,0,0,1,0.10441999999999996,-0.03279999999999994,0.9312,-0.06879999999999997,False
YER059W+YIL050W+YKL207W,YKL207W,emc3_delta,KanMX_deletion,0.931,0.04065,0.038127,0.3263,6,0,0,1,0.10441999999999996,0.012800000000000034,0.931,-0.06899999999999995,False
YER059W+YIL050W+YBL007C,YBL007C,sla1_delta,KanMX_deletion,0.9308,0.02955,0.146105,0.2161,6,0,0,5,0.16779999999999995,0.0847,0.9153,-0.06920000000000004,False
YER059W+YIL050W+YNL123W,YNL123W,nma111_delta,KanMX_deletion,0.9308,0.0249,-0.038845,0.3432,6,0,0,1,0.10441999999999996,-0.02400000000000002,0.9308,-0.06920000000000004,False
YER059W+YIL050W+YKR084C,YKR084C,hbs1_delta,KanMX_deletion,0.9302,0.03265,0.496305,0.4923,6,0,0,1,0.48329999999999995,0.03244999999999998,0.9302,-0.06979999999999997,False
YER059W+YIL050W+YBR015C,YBR015C,mnn2_delta,KanMX_deletion,0.9302,0.0236,-0.06503,0.3571,6,0,0,1,0.10441999999999996,-0.007200000000000095,0.9302,-0.06979999999999997,False
YER059W+YIL050W+YPR119W,YPR119W,clb2_delta,KanMX_deletion,0.9299,0.04105,-0.049141,0.4474,6,0,0,1,0.10441999999999996,-0.03330000000000011,0.9299,-0.07010000000000005,False
YER059W+YIL050W+YFL007W,YFL007W,blm10_delta,KanMX_deletion,0.9299,0.062,0.543073,0.4659,6,0,0,1,0.5262,0.03149999999999997,0.9299,-0.07010000000000005,False
YER059W+YIL050W+YLR077W,YLR077W,fmp25_delta,KanMX_deletion,0.9294,0.04965,1.013352,0.3859,6,0,0,1,1.0163,0.014000000000000012,0.9294,-0.0706,False
YER059W+YIL050W+YJR060W,YJR060W,cbf1_delta,KanMX_deletion,0.929,0.0466,-0.081884,0.4407,6,0,0,1,0.24350000000000005,0.0847,0.9153,-0.07099999999999995,False
YER059W+YIL050W+YNL058C,YNL058C,ynl058c_delta,KanMX_deletion,0.9285,0.03685,-0.040815,0.4003,6,0,0,1,0.10441999999999996,-0.005900000000000016,0.9285,-0.07150000000000001,False
YER059W+YIL050W+YGL257C,YGL257C,mnt2_delta,KanMX_deletion,0.9285,0.04375,-0.056208,0.4979,6,0,0,1,0.10441999999999996,0.026499999999999968,0.9285,-0.07150000000000001,False
YER059W+YIL050W+YDR071C,YDR071C,paa1_delta,KanMX_deletion,0.9274,0.03565,0.057873,0.2175,6,0,1,2,0.10441999999999996,0.021199999999999997,0.9274,-0.0726,False
YER059W+YIL050W+YJR094W-A,YJR094W-A,rpl43b_delta,KanMX_deletion,0.9269,0.03295,0.021815,0.1302,6,0,0,1,0.10441999999999996,0.0847,0.9153,-0.07310000000000005,False
