ffa_type,metabolite_id,metabolite_name,formula,compartment
C16:1,s_3480,"phosphatidyl-L-serine (1-16:1, 2-16:1)",C38H70NO10P,ce
C16:1,s_3481,1-acylglycerophosphoserine (16:1),C22H42NO9P,ce
C16:1,s_3482,"phosphatidyl-L-serine (1-18:0, 2-16:1)",C40H76NO10P,ce
C16:1,s_3484,"phosphatidyl-L-serine (1-18:1, 2-16:1)",C40H74NO10P,ce
C16:1,s_3487,"phosphatidyl-L-serine (1-16:1, 2-18:1)",C40H74NO10P,ce
C16:1,s_3492,1-acylglycerophosphoinositol (16:1),C25H47O12P,ce
C16:1,s_3496,"1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-16:0, 2-16:1)",C41H79O19P3,c
C16:1,s_3497,"diglyceride (1-16:0, 2-16:1)",C35H66O5,c
C16:1,s_3499,"1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-16:1, 2-16:1)",C41H77O19P3,c
C16:1,s_3500,"diglyceride (1-16:1, 2-16:1)",C35H64O5,c
C16:1,s_3501,"1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-18:0, 2-16:1)",C43H83O19P3,c
C16:1,s_3502,"diglyceride (1-18:0, 2-16:1)",C37H70O5,c
C16:1,s_3503,"1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-18:1, 2-16:1)",C43H81O19P3,c
C16:1,s_3504,"diglyceride (1-18:1, 2-16:1)",C37H68O5,c
C16:1,s_3507,"1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-16:1, 2-18:1)",C43H81O19P3,c
C16:1,s_3508,"diglyceride (1-16:1, 2-18:1)",C37H68O5,c
C16:1,s_3513,"diglyceride (1-16:0, 2-16:1)",C35H66O5,n
C16:1,s_3514,"diglyceride (1-16:1, 2-16:1)",C35H64O5,n
C16:1,s_3515,"diglyceride (1-18:0, 2-16:1)",C37H70O5,n
C16:1,s_3516,"diglyceride (1-18:1, 2-16:1)",C37H68O5,n
C16:1,s_3518,"diglyceride (1-16:1, 2-18:1)",C37H68O5,n
C16:1,s_3521,"diglyceride (1-16:0, 2-16:1)",C35H66O5,mm
C16:1,s_3522,"diglyceride (1-16:1, 2-16:1)",C35H64O5,mm
C16:1,s_3523,"diglyceride (1-18:0, 2-16:1)",C37H70O5,mm
C16:1,s_3524,"diglyceride (1-18:1, 2-16:1)",C37H68O5,mm
C16:1,s_3526,"diglyceride (1-16:1, 2-18:1)",C37H68O5,mm
C16:1,s_3527,"phosphatidate (1-16:0, 2-16:1)",C35H67O8P,ce
C16:1,s_3528,"phosphatidate (1-16:1, 2-16:1)",C35H65O8P,ce
C16:1,s_3529,"phosphatidate (1-18:0, 2-16:1)",C37H71O8P,ce
C16:1,s_3530,"phosphatidate (1-18:1, 2-16:1)",C37H69O8P,ce
C16:1,s_3532,"phosphatidate (1-16:1, 2-18:1)",C37H69O8P,ce
C16:1,s_3535,"1-phosphatidyl-1D-myo-inositol 3-phosphate (1-16:0, 2-16:1)",C41H78O16P2,ce
C16:1,s_3537,"1-phosphatidyl-1D-myo-inositol 3-phosphate (1-16:1, 2-16:1)",C41H76O16P2,ce
C16:1,s_3538,"1-phosphatidyl-1D-myo-inositol 3-phosphate (1-18:0, 2-16:1)",C43H82O16P2,ce
C16:1,s_3539,"1-phosphatidyl-1D-myo-inositol 3-phosphate (1-18:1, 2-16:1)",C43H80O16P2,ce
C16:1,s_3541,"1-phosphatidyl-1D-myo-inositol 3-phosphate (1-16:1, 2-18:1)",C43H80O16P2,ce
C16:1,s_3544,"1-phosphatidyl-1D-myo-inositol 3-phosphate (1-16:0, 2-16:1)",C41H78O16P2,c
C16:1,s_3545,"1-phosphatidyl-1D-myo-inositol (1-16:0, 2-16:1)",C41H77O13P,c
C16:1,s_3546,"1-phosphatidyl-1D-myo-inositol 3-phosphate (1-16:1, 2-16:1)",C41H76O16P2,c
C16:1,s_3547,"1-phosphatidyl-1D-myo-inositol (1-16:1, 2-16:1)",C41H75O13P,c
C16:1,s_3548,"1-phosphatidyl-1D-myo-inositol 3-phosphate (1-18:0, 2-16:1)",C43H82O16P2,c
C16:1,s_3549,"1-phosphatidyl-1D-myo-inositol (1-18:0, 2-16:1)",C43H81O13P,c
C16:1,s_3550,"1-phosphatidyl-1D-myo-inositol 3-phosphate (1-18:1, 2-16:1)",C43H80O16P2,c
C16:1,s_3551,"1-phosphatidyl-1D-myo-inositol (1-18:1, 2-16:1)",C43H79O13P,c
C16:1,s_3554,"1-phosphatidyl-1D-myo-inositol 3-phosphate (1-16:1, 2-18:1)",C43H80O16P2,c
C16:1,s_3555,"1-phosphatidyl-1D-myo-inositol (1-16:1, 2-18:1)",C43H79O13P,c
C16:1,s_3560,"1-phosphatidyl-1D-myo-inositol 3-phosphate (1-16:0, 2-16:1)",C41H78O16P2,erm
C16:1,s_3561,"1-phosphatidyl-1D-myo-inositol 3-phosphate (1-16:1, 2-16:1)",C41H76O16P2,erm
C16:1,s_3562,"1-phosphatidyl-1D-myo-inositol 3-phosphate (1-18:0, 2-16:1)",C43H82O16P2,erm
C16:1,s_3563,"1-phosphatidyl-1D-myo-inositol 3-phosphate (1-18:1, 2-16:1)",C43H80O16P2,erm
C16:1,s_3565,"1-phosphatidyl-1D-myo-inositol 3-phosphate (1-16:1, 2-18:1)",C43H80O16P2,erm
C16:1,s_3568,"1-phosphatidyl-1D-myo-inositol 3-phosphate (1-16:0, 2-16:1)",C41H78O16P2,gm
C16:1,s_3569,"1-phosphatidyl-1D-myo-inositol 3-phosphate (1-16:1, 2-16:1)",C41H76O16P2,gm
C16:1,s_3570,"1-phosphatidyl-1D-myo-inositol 3-phosphate (1-18:0, 2-16:1)",C43H82O16P2,gm
C16:1,s_3571,"1-phosphatidyl-1D-myo-inositol 3-phosphate (1-18:1, 2-16:1)",C43H80O16P2,gm
C16:1,s_3573,"1-phosphatidyl-1D-myo-inositol 3-phosphate (1-16:1, 2-18:1)",C43H80O16P2,gm
C16:1,s_3576,"1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:0, 2-16:1)",C41H78O16P2,c
C16:1,s_3577,"1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:1, 2-16:1)",C41H76O16P2,c
C16:1,s_3578,"1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:0, 2-16:1)",C43H82O16P2,c
C16:1,s_3579,"1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:1, 2-16:1)",C43H80O16P2,c
C16:1,s_3581,"1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:1, 2-18:1)",C43H80O16P2,c
C16:1,s_3584,"1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:0, 2-16:1)",C41H78O16P2,erm
C16:1,s_3585,"1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:1, 2-16:1)",C41H76O16P2,erm
C16:1,s_3586,"1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:0, 2-16:1)",C43H82O16P2,erm
C16:1,s_3587,"1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:1, 2-16:1)",C43H80O16P2,erm
C16:1,s_3589,"1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:1, 2-18:1)",C43H80O16P2,erm
C16:1,s_3592,"1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-16:0, 2-16:1)",C41H79O19P3,ce
C16:1,s_3593,"1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-16:1, 2-16:1)",C41H77O19P3,ce
C16:1,s_3594,"1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-18:0, 2-16:1)",C43H83O19P3,ce
C16:1,s_3595,"1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-18:1, 2-16:1)",C43H81O19P3,ce
C16:1,s_3597,"1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-16:1, 2-18:1)",C43H81O19P3,ce
C16:1,s_3600,"1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-16:0, 2-16:1)",C41H79O19P3,c
C16:1,s_3601,"1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-16:1, 2-16:1)",C41H77O19P3,c
C16:1,s_3602,"1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-18:0, 2-16:1)",C43H83O19P3,c
C16:1,s_3603,"1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-18:1, 2-16:1)",C43H81O19P3,c
C16:1,s_3605,"1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-16:1, 2-18:1)",C43H81O19P3,c
C16:1,s_3608,"1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-16:0, 2-16:1)",C41H79O19P3,erm
C16:1,s_3609,"1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-16:1, 2-16:1)",C41H77O19P3,erm
C16:1,s_3610,"1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-18:0, 2-16:1)",C43H83O19P3,erm
C16:1,s_3611,"1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-18:1, 2-16:1)",C43H81O19P3,erm
C16:1,s_3613,"1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-16:1, 2-18:1)",C43H81O19P3,erm
C16:1,s_3616,"1,2-diacylglycerol 3-diphosphate (1-16:0, 2-16:1)",C35H68O11P2,vm
C16:1,s_3617,"1,2-diacylglycerol 3-diphosphate (1-16:1, 2-16:1)",C35H66O11P2,vm
C16:1,s_3618,"1,2-diacylglycerol 3-diphosphate (1-18:0, 2-16:1)",C37H72O11P2,vm
C16:1,s_3619,"1,2-diacylglycerol 3-diphosphate (1-18:1, 2-16:1)",C37H70O11P2,vm
C16:1,s_3621,"1,2-diacylglycerol 3-diphosphate (1-16:1, 2-18:1)",C37H70O11P2,vm
C16:1,s_3624,"1,2-diacylglycerol 3-diphosphate (1-16:0, 2-16:1)",C35H68O11P2,gm
C16:1,s_3625,"1,2-diacylglycerol 3-diphosphate (1-16:1, 2-16:1)",C35H66O11P2,gm
C16:1,s_3626,"1,2-diacylglycerol 3-diphosphate (1-18:0, 2-16:1)",C37H72O11P2,gm
C16:1,s_3627,"1,2-diacylglycerol 3-diphosphate (1-18:1, 2-16:1)",C37H70O11P2,gm
C16:1,s_3629,"1,2-diacylglycerol 3-diphosphate (1-16:1, 2-18:1)",C37H70O11P2,gm
C16:1,s_3634,1-acyl-sn-glycerol 3-phosphate (16:1),C19H37O7P,c
C16:1,s_3635,1-monoglyceride (16:1),C19H36O4,c
C16:1,s_3642,1-acyl-sn-glycerol 3-phosphate (16:1),C19H37O7P,vm
C16:1,s_3643,1-monoglyceride (16:1),C19H36O4,vm
C16:1,s_3650,1-acyl-sn-glycerol 3-phosphate (16:1),C19H37O7P,gm
C16:1,s_3651,1-monoglyceride (16:1),C19H36O4,gm
C16:1,s_3656,ergosteryl palmitoleate,C44H72O2,lp
C16:1,s_3659,episteryl palmitoleate,C44H74O2,lp
C16:1,s_3662,fecosteryl palmitoleate,C44H74O2,lp
C16:1,s_3664,lanosteryl palmitoleate,C46H78O2,lp
C16:1,s_3667,zymosteryl palmitoleate,C43H72O2,lp
C16:1,s_3669,zymosteryl palmitoleate,C43H72O2,ce
C16:1,s_3672,1-monoglyceride (16:1),C19H36O4,lp
C16:1,s_3678,"diglyceride (1-16:1, 2-18:1)",C37H68O5,m
C16:1,s_3679,1-monoglyceride (16:1),C19H36O4,m
C16:1,s_3687,1-acylglycerophosphoethanolamine (16:1),C21H42NO7P,lp
C16:1,s_3688,"phosphatidylethanolamine (1-16:1, 2-18:1)",C39H74NO8P,lp
C16:1,s_3693,"phosphatidylcholine (1-16:0, 2-16:1)",C40H78NO8P,lp
C16:1,s_3695,"phosphatidylcholine (1-16:1, 2-16:1)",C40H76NO8P,lp
C16:1,s_3696,1-acylglycerophosphocholine (16:1),C24H48NO7P,lp
C16:1,s_3697,"phosphatidylcholine (1-18:0, 2-16:1)",C42H82NO8P,lp
C16:1,s_3699,"phosphatidylcholine (1-18:1, 2-16:1)",C42H80NO8P,lp
C16:1,s_3702,"phosphatidylcholine (1-16:1, 2-18:1)",C42H80NO8P,lp
C16:1,s_3705,"phosphatidylethanolamine (1-16:0, 2-16:1)",C37H72NO8P,lp
C16:1,s_3706,"phosphatidylethanolamine (1-16:1, 2-16:1)",C37H70NO8P,lp
C16:1,s_3707,"phosphatidylethanolamine (1-18:0, 2-16:1)",C39H76NO8P,lp
C16:1,s_3708,"phosphatidylethanolamine (1-18:1, 2-16:1)",C39H74NO8P,lp
C16:1,s_3741,C16:1 chain,C16H30O2,c
C18:0,s_1449,stearate,C18H35O2,c
C18:0,s_1450,stearate,C18H35O2,e
C18:0,s_1451,stearate,C18H35O2,p
C18:0,s_2838,stearate,C18H35O2,erm
C18:0,s_2850,stearate,C18H35O2,lp
C18:0,s_2937,1-acyl-sn-glycerol 3-phosphate (18:0),C21H43O7P,erm
C18:0,s_2942,acylglycerone phosphate (18:0),C21H41O7P,erm
C18:0,s_2946,1-acyl-sn-glycerol 3-phosphate (18:0),C21H43O7P,lp
C18:0,s_2950,acylglycerone phosphate (18:0),C21H41O7P,lp
C18:0,s_2958,"phosphatidate (1-18:0, 2-16:1)",C37H71O8P,erm
C18:0,s_2959,"phosphatidate (1-18:0, 2-18:1)",C39H75O8P,erm
C18:0,s_2964,"phosphatidate (1-18:0, 2-18:1)",C39H75O8P,lp
C18:0,s_2971,"diglyceride (1-18:0, 2-16:1)",C37H70O5,erm
C18:0,s_2972,"diglyceride (1-18:0, 2-18:1)",C39H74O5,erm
C18:0,s_2985,"phosphatidate (1-18:0, 2-16:1)",C37H71O8P,vm
C18:0,s_2986,"diglyceride (1-18:0, 2-16:1)",C37H70O5,vm
C18:0,s_2987,"phosphatidate (1-18:0, 2-18:1)",C39H75O8P,vm
C18:0,s_2988,"diglyceride (1-18:0, 2-18:1)",C39H74O5,vm
C18:0,s_3003,"phosphatidate (1-18:0, 2-16:1)",C37H71O8P,gm
C18:0,s_3004,"diglyceride (1-18:0, 2-16:1)",C37H70O5,gm
C18:0,s_3005,"phosphatidate (1-18:0, 2-18:1)",C39H75O8P,gm
C18:0,s_3006,"diglyceride (1-18:0, 2-18:1)",C39H74O5,gm
C18:0,s_3015,"triglyceride (1-18:0, 2-16:1, 3-16:0)",C53H100O6,erm
C18:0,s_3016,"triglyceride (1-18:0, 2-18:1, 3-16:0)",C55H104O6,erm
C18:0,s_3023,"triglyceride (1-18:0, 2-16:1, 3-16:1)",C53H98O6,erm
C18:0,s_3024,"triglyceride (1-18:0, 2-18:1, 3-16:1)",C55H102O6,erm
C18:0,s_3027,"triglyceride (1-16:0, 2-16:1, 3-18:0)",C53H100O6,erm
C18:0,s_3028,"triglyceride (1-16:0, 2-18:1, 3-18:0)",C55H104O6,erm
C18:0,s_3029,"triglyceride (1-16:1, 2-16:1, 3-18:0)",C53H98O6,erm
C18:0,s_3030,"triglyceride (1-16:1, 2-18:1, 3-18:0)",C55H102O6,erm
C18:0,s_3031,"triglyceride (1-18:0, 2-16:1, 3-18:0)",C55H104O6,erm
C18:0,s_3032,"triglyceride (1-18:0, 2-18:1, 3-18:0)",C57H108O6,erm
C18:0,s_3033,"triglyceride (1-18:1, 2-16:1, 3-18:0)",C55H102O6,erm
C18:0,s_3034,"triglyceride (1-18:1, 2-18:1, 3-18:0)",C57H106O6,erm
C18:0,s_3039,"triglyceride (1-18:0, 2-16:1, 3-18:1)",C55H102O6,erm
C18:0,s_3040,"triglyceride (1-18:0, 2-18:1, 3-18:1)",C57H106O6,erm
C18:0,s_3051,"diglyceride (1-18:0, 2-16:1)",C37H70O5,lp
C18:0,s_3052,"triglyceride (1-18:0, 2-16:1, 3-16:0)",C53H100O6,lp
C18:0,s_3053,"diglyceride (1-18:0, 2-18:1)",C39H74O5,lp
C18:0,s_3054,"triglyceride (1-18:0, 2-18:1, 3-16:0)",C55H104O6,lp
C18:0,s_3063,"triglyceride (1-18:0, 2-16:1, 3-16:1)",C53H98O6,lp
C18:0,s_3064,"triglyceride (1-18:0, 2-18:1, 3-16:1)",C55H102O6,lp
C18:0,s_3067,"triglyceride (1-16:0, 2-16:1, 3-18:0)",C53H100O6,lp
C18:0,s_3068,"triglyceride (1-16:0, 2-18:1, 3-18:0)",C55H104O6,lp
C18:0,s_3069,"triglyceride (1-16:1, 2-16:1, 3-18:0)",C53H98O6,lp
C18:0,s_3070,"triglyceride (1-16:1, 2-18:1, 3-18:0)",C55H102O6,lp
C18:0,s_3071,"triglyceride (1-18:0, 2-16:1, 3-18:0)",C55H104O6,lp
C18:0,s_3072,"triglyceride (1-18:0, 2-18:1, 3-18:0)",C57H108O6,lp
C18:0,s_3073,"triglyceride (1-18:1, 2-16:1, 3-18:0)",C55H102O6,lp
C18:0,s_3074,"triglyceride (1-18:1, 2-18:1, 3-18:0)",C57H106O6,lp
C18:0,s_3079,"triglyceride (1-18:0, 2-16:1, 3-18:1)",C55H102O6,lp
C18:0,s_3080,"triglyceride (1-18:0, 2-18:1, 3-18:1)",C57H106O6,lp
C18:0,s_3086,"CDP-diacylglycerol (1-18:0, 2-16:1)",C46H83N3O15P2,erm
C18:0,s_3090,"CDP-diacylglycerol (1-18:0, 2-18:1)",C48H87N3O15P2,erm
C18:0,s_3099,"phosphatidate (1-18:0, 2-16:1)",C37H71O8P,mm
C18:0,s_3100,"CDP-diacylglycerol (1-18:0, 2-16:1)",C46H83N3O15P2,mm
C18:0,s_3111,"phosphatidyl-L-serine (1-18:0, 2-16:1)",C40H76NO10P,erm
C18:0,s_3115,"phosphatidyl-L-serine (1-18:0, 2-18:1)",C42H80NO10P,erm
C18:0,s_3120,"1-phosphatidyl-1D-myo-inositol (1-18:0, 2-16:1)",C43H81O13P,erm
C18:0,s_3124,"1-phosphatidyl-1D-myo-inositol (1-18:0, 2-18:1)",C45H85O13P,erm
C18:0,s_3133,"phosphatidyl-L-serine (1-18:0, 2-16:1)",C40H76NO10P,mm
C18:0,s_3134,"phosphatidylethanolamine (1-18:0, 2-16:1)",C39H76NO8P,mm
C18:0,s_3141,"phosphatidyl-L-serine (1-18:0, 2-18:1)",C42H80NO10P,mm
C18:0,s_3142,"phosphatidylethanolamine (1-18:0, 2-18:1)",C41H80NO8P,mm
C18:0,s_3151,"phosphatidyl-L-serine (1-18:0, 2-16:1)",C40H76NO10P,gm
C18:0,s_3152,"phosphatidylethanolamine (1-18:0, 2-16:1)",C39H76NO8P,gm
C18:0,s_3159,"phosphatidyl-L-serine (1-18:0, 2-18:1)",C42H80NO10P,gm
C18:0,s_3160,"phosphatidylethanolamine (1-18:0, 2-18:1)",C41H80NO8P,gm
C18:0,s_3169,"phosphatidyl-L-serine (1-18:0, 2-16:1)",C40H76NO10P,vm
C18:0,s_3170,"phosphatidylethanolamine (1-18:0, 2-16:1)",C39H76NO8P,vm
C18:0,s_3177,"phosphatidyl-L-serine (1-18:0, 2-18:1)",C42H80NO10P,vm
C18:0,s_3178,"phosphatidylethanolamine (1-18:0, 2-18:1)",C41H80NO8P,vm
C18:0,s_3187,"phosphatidylethanolamine (1-18:0, 2-16:1)",C39H76NO8P,erm
C18:0,s_3188,"phosphatidyl-N-methylethanolamine (1-18:0, 2-16:1)",C40H78NO8P,erm
C18:0,s_3195,"phosphatidylethanolamine (1-18:0, 2-18:1)",C41H80NO8P,erm
C18:0,s_3196,"phosphatidyl-N-methylethanolamine (1-18:0, 2-18:1)",C42H82NO8P,erm
C18:0,s_3201,"phosphatidyl-N,N-dimethylethanolamine (1-18:0, 2-16:1)",C41H80NO8P,erm
C18:0,s_3205,"phosphatidyl-N,N-dimethylethanolamine (1-18:0, 2-18:1)",C43H84NO8P,erm
C18:0,s_3209,"phosphatidylcholine (1-18:0, 2-16:1)",C42H82NO8P,erm
C18:0,s_3213,"phosphatidylcholine (1-18:0, 2-18:1)",C44H86NO8P,erm
C18:0,s_3222,"3-(3-sn-phosphatidyl)-sn-glycerol 1-phosphate (1-18:0, 2-16:1)",C40H78O13P2,mm
C18:0,s_3230,"phosphatidylglycerol (1-18:0, 2-16:1)",C40H77O10P,mm
C18:0,s_3236,"cardiolipin (1-16:0, 2-16:1, 3-18:0, 4-16:1)",C75H142O17P2,mm
C18:0,s_3242,"cardiolipin (1-16:1, 2-16:1, 3-18:0, 4-16:1)",C75H140O17P2,mm
C18:0,s_3246,"cardiolipin (1-18:0, 2-16:1, 3-16:0, 4-16:1)",C75H142O17P2,mm
C18:0,s_3247,"cardiolipin (1-18:0, 2-16:1, 3-16:1, 4-16:1)",C75H140O17P2,mm
C18:0,s_3248,"cardiolipin (1-18:0, 2-16:1, 3-18:0, 4-16:1)",C77H146O17P2,mm
C18:0,s_3249,"cardiolipin (1-18:0, 2-16:1, 3-18:1, 4-16:1)",C77H144O17P2,mm
C18:0,s_3250,"cardiolipin (1-18:0, 2-16:1, 3-16:0, 4-18:1)",C77H146O17P2,mm
C18:0,s_3251,"cardiolipin (1-18:0, 2-16:1, 3-16:1, 4-18:1)",C77H144O17P2,mm
C18:0,s_3254,"cardiolipin (1-18:1, 2-16:1, 3-18:0, 4-16:1)",C77H144O17P2,mm
C18:0,s_3260,"cardiolipin (1-16:0, 2-18:1, 3-18:0, 4-16:1)",C77H146O17P2,mm
C18:0,s_3266,"cardiolipin (1-16:1, 2-18:1, 3-18:0, 4-16:1)",C77H144O17P2,mm
C18:0,s_3273,"monolysocardiolipin (2-16:1, 3-18:0, 4-16:1)",C59H112O16P2,mm
C18:0,s_3277,stearate,C18H35O2,mm
C18:0,s_3280,"monolysocardiolipin (2-18:1, 3-18:0, 4-16:1)",C61H116O16P2,mm
C18:0,s_3288,"monolysocardiolipin (1-18:0, 2-16:1, 4-16:1)",C59H112O16P2,mm
C18:0,s_3289,"monolysocardiolipin (1-18:0, 2-16:1, 4-18:1)",C61H116O16P2,mm
C18:0,s_3300,"phosphatidylcholine (1-18:0, 2-16:1)",C42H82NO8P,mm
C18:0,s_3301,1-acylglycerophosphocholine (18:0),C26H54NO7P,mm
C18:0,s_3306,"phosphatidylcholine (1-18:0, 2-18:1)",C44H86NO8P,mm
C18:0,s_3310,"cardiolipin (1-18:1, 2-18:1, 3-18:0, 4-16:1)",C79H148O17P2,mm
C18:0,s_3316,"cardiolipin (1-18:0, 2-16:1, 3-18:1, 4-18:1)",C79H148O17P2,mm
C18:0,s_3328,"1-phosphatidyl-1D-myo-inositol (1-18:0, 2-16:1)",C43H81O13P,ce
C18:0,s_3329,"1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:0, 2-16:1)",C43H82O16P2,ce
C18:0,s_3336,"1-phosphatidyl-1D-myo-inositol (1-18:0, 2-18:1)",C45H85O13P,ce
C18:0,s_3337,"1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:0, 2-18:1)",C45H86O16P2,ce
C18:0,s_3346,"1-phosphatidyl-1D-myo-inositol (1-18:0, 2-16:1)",C43H81O13P,vm
C18:0,s_3347,"1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:0, 2-16:1)",C43H82O16P2,vm
C18:0,s_3354,"1-phosphatidyl-1D-myo-inositol (1-18:0, 2-18:1)",C45H85O13P,vm
C18:0,s_3355,"1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:0, 2-18:1)",C45H86O16P2,vm
C18:0,s_3364,"1-phosphatidyl-1D-myo-inositol (1-18:0, 2-16:1)",C43H81O13P,gm
C18:0,s_3365,"1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:0, 2-16:1)",C43H82O16P2,gm
C18:0,s_3372,"1-phosphatidyl-1D-myo-inositol (1-18:0, 2-18:1)",C45H85O13P,gm
C18:0,s_3373,"1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:0, 2-18:1)",C45H86O16P2,gm
C18:0,s_3380,"1-phosphatidyl-1D-myo-inositol (1-18:0, 2-16:1)",C43H81O13P,n
C18:0,s_3381,"1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:0, 2-16:1)",C43H82O16P2,n
C18:0,s_3388,"1-phosphatidyl-1D-myo-inositol (1-18:0, 2-18:1)",C45H85O13P,n
C18:0,s_3389,"1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:0, 2-18:1)",C45H86O16P2,n
C18:0,s_3394,"1-phosphatidyl-1D-myo-inositol 3-phosphate (1-18:0, 2-16:1)",C43H82O16P2,vm
C18:0,s_3398,"1-phosphatidyl-1D-myo-inositol 3-phosphate (1-18:0, 2-18:1)",C45H86O16P2,vm
C18:0,s_3402,"1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-18:0, 2-16:1)",C43H83O19P3,n
C18:0,s_3406,"1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-18:0, 2-18:1)",C45H87O19P3,n
C18:0,s_3410,"1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-18:0, 2-16:1)",C43H83O19P3,ce
C18:0,s_3414,"1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-18:0, 2-18:1)",C45H87O19P3,ce
C18:0,s_3418,"1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-18:0, 2-16:1)",C43H83O19P3,vm
C18:0,s_3422,"1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-18:0, 2-18:1)",C45H87O19P3,vm
C18:0,s_3426,1-acylglycerophosphoethanolamine (18:0),C23H48NO7P,erm
C18:0,s_3430,1-acylglycerophosphocholine (18:0),C26H54NO7P,erm
C18:0,s_3454,"phosphatidylcholine (1-18:0, 2-16:1)",C42H82NO8P,ce
C18:0,s_3455,1-acylglycerophosphocholine (18:0),C26H54NO7P,ce
C18:0,s_3461,"phosphatidylcholine (1-18:0, 2-18:1)",C44H86NO8P,ce
C18:0,s_3464,stearate,C18H35O2,ce
C18:0,s_3469,"phosphatidylethanolamine (1-18:0, 2-16:1)",C39H76NO8P,ce
C18:0,s_3470,1-acylglycerophosphoethanolamine (18:0),C23H48NO7P,ce
C18:0,s_3475,"phosphatidylethanolamine (1-18:0, 2-18:1)",C41H80NO8P,ce
C18:0,s_3482,"phosphatidyl-L-serine (1-18:0, 2-16:1)",C40H76NO10P,ce
C18:0,s_3483,1-acylglycerophosphoserine (18:0),C24H48NO9P,ce
C18:0,s_3488,"phosphatidyl-L-serine (1-18:0, 2-18:1)",C42H80NO10P,ce
C18:0,s_3493,1-acylglycerophosphoinositol (18:0),C27H53O12P,ce
C18:0,s_3501,"1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-18:0, 2-16:1)",C43H83O19P3,c
C18:0,s_3502,"diglyceride (1-18:0, 2-16:1)",C37H70O5,c
C18:0,s_3509,"1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-18:0, 2-18:1)",C45H87O19P3,c
C18:0,s_3510,"diglyceride (1-18:0, 2-18:1)",C39H74O5,c
C18:0,s_3515,"diglyceride (1-18:0, 2-16:1)",C37H70O5,n
C18:0,s_3519,"diglyceride (1-18:0, 2-18:1)",C39H74O5,n
C18:0,s_3523,"diglyceride (1-18:0, 2-16:1)",C37H70O5,mm
C18:0,s_3529,"phosphatidate (1-18:0, 2-16:1)",C37H71O8P,ce
C18:0,s_3533,"phosphatidate (1-18:0, 2-18:1)",C39H75O8P,ce
C18:0,s_3538,"1-phosphatidyl-1D-myo-inositol 3-phosphate (1-18:0, 2-16:1)",C43H82O16P2,ce
C18:0,s_3542,"1-phosphatidyl-1D-myo-inositol 3-phosphate (1-18:0, 2-18:1)",C45H86O16P2,ce
C18:0,s_3548,"1-phosphatidyl-1D-myo-inositol 3-phosphate (1-18:0, 2-16:1)",C43H82O16P2,c
C18:0,s_3549,"1-phosphatidyl-1D-myo-inositol (1-18:0, 2-16:1)",C43H81O13P,c
