gene_set,interaction_type,ffa_type,interaction_score,epistatic_fold,standard_error,p_value,fdr_corrected_p,effect_size,significant_p05,significant_fdr05
FKH1:GCN5,digenic,C181,0.5876031066449339,1.7996696254594817,0.2705497617585051,0.029864299867042737,0.04612426968544822,0.5876031066449339,True,True
FKH1:MED4,digenic,C181,0.30424990180561706,1.3556077825963053,0.2549924504332398,0.23280194174934632,0.2814089405761329,0.30424990180561706,False,False
FKH1:OPI1,digenic,C181,1.5482382042934641,4.703176842382326,0.2549924504332391,1.2656152800585078e-09,5.4954347686751e-09,1.5482382042934641,True,True
FKH1:RFX1,digenic,C181,2.1691229093594497,8.750605599618085,0.2549924504332396,1.7908311710583656e-17,3.110390981311898e-16,2.1691229093594497,True,True
FKH1:RGR1,digenic,C181,1.6226590206379712,5.06654446750648,0.2549924504332395,1.971340474270727e-10,9.473917813242813e-10,1.6226590206379712,True,True
FKH1:RPD3,digenic,C181,2.350407805720239,10.489846672063805,0.25499245043323926,3.039420196328899e-20,1.2537608309856707e-18,2.350407805720239,True,True
FKH1:SPT3,digenic,C181,1.7664891302888612,5.850277700504849,0.2549924504332392,4.279992719036082e-12,2.6482454949035755e-11,1.7664891302888612,True,True
FKH1:YAP6,digenic,C181,1.6622805986646139,5.271318909319264,0.2549924504332396,7.080575678990229e-11,3.540287839495114e-10,1.6622805986646139,True,True
FKH1:TFC7,digenic,C181,1.2306724377668607,3.423530873905421,0.2549924504332394,1.3908643886026606e-06,4.002778327664634e-06,1.2306724377668607,True,True
GCN5:MED4,digenic,C181,-0.23095331970601773,0.793776518891675,0.28534429471242123,0.4182938731554793,0.4705806072999142,0.23095331970601773,False,False
GCN5:OPI1,digenic,C181,-0.3313148857953788,0.7179790520370564,0.2705497617585054,0.22072645899889853,0.26845109878244416,0.3313148857953788,False,False
GCN5:RFX1,digenic,C181,0.4675143731038019,1.5960221431791988,0.27054976175850504,0.08398531877012168,0.11547981330891731,0.4675143731038019,False,False
GCN5:RGR1,digenic,C181,-0.03170224103477193,0.9687950065352469,0.2705497617585053,0.9067197001274081,0.9212448361044402,0.03170224103477193,False,False
GCN5:RPD3,digenic,C181,0.2629823378177794,1.3008037437160738,0.2705497617585049,0.33103589461768657,0.3815198319808029,0.2629823378177794,False,False
GCN5:SPT3,digenic,C181,0.0778734866164203,1.0809858908361332,0.27054976175850537,0.7734736218341428,0.8026613056769407,0.0778734866164203,False,False
GCN5:YAP6,digenic,C181,0.1626904948492054,1.1766724471407142,0.2705497617585054,0.5476182265399951,0.5957604882138409,0.1626904948492054,False,False
GCN5:TFC7,digenic,C181,1.3421866019035678,3.827403369681723,0.2705497617585051,7.014556248443476e-07,2.079164876035641e-06,1.3421866019035678,True,True
MED4:OPI1,digenic,C181,1.5505650491966219,4.7141331473145085,0.2549924504332396,1.1956403318809558e-09,5.237539506912152e-09,1.5505650491966219,True,True
MED4:RFX1,digenic,C181,1.7869657565311892,5.971306552836965,0.2549924504332396,2.418933870580703e-12,1.535092648637754e-11,1.7869657565311892,True,True
MED4:RGR1,digenic,C181,1.3904878288388416,4.016809090432306,0.25499245043323987,4.951177762711133e-08,1.6960781955308035e-07,1.3904878288388416,True,True
MED4:RPD3,digenic,C181,2.316359451218492,10.138696617757011,0.2549924504332394,1.0462598696512305e-19,3.5717147274300626e-18,2.316359451218492,True,True
MED4:SPT3,digenic,C181,1.0832826600896253,2.954361816202656,0.2549924504332394,2.1540548534261155e-05,5.3851371335652884e-05,1.0832826600896253,True,True
MED4:YAP6,digenic,C181,1.3458475537369097,3.8414409889104815,0.25499245043323987,1.306087298646712e-07,4.253376400198174e-07,1.3458475537369097,True,True
MED4:TFC7,digenic,C181,1.3280416884851565,3.77364617215486,0.2549924504332396,1.907215985181851e-07,6.090786533322685e-07,1.3280416884851565,True,True
OPI1:RFX1,digenic,C181,0.2612724885635901,1.2985814658265482,0.2549924504332393,0.30553859201746225,0.3554444254962252,0.2612724885635901,False,False
OPI1:RGR1,digenic,C181,-0.15623800589355288,0.855355586471852,0.2549924504332395,0.5400640072823031,0.5888363074994274,0.15623800589355288,False,False
OPI1:RPD3,digenic,C181,0.8027792106959476,2.2317347786657478,0.2549924504332395,0.0016425285299484513,0.00319470185589188,0.8027792106959476,True,True
OPI1:SPT3,digenic,C181,-0.16264964840496154,0.8498888961907338,0.25499245043323915,0.5235643993561667,0.5740074810217111,0.16264964840496154,False,False
OPI1:YAP6,digenic,C181,0.01986723330472928,1.020065900257474,0.25499245043323954,0.9378972380217216,0.9455379487184363,0.01986723330472928,False,False
OPI1:TFC7,digenic,C181,0.17254748366840833,1.1883282454597162,0.2549924504332396,0.49861101881551884,0.5509206569501827,0.17254748366840833,False,False
RFX1:RGR1,digenic,C181,0.8234317268471159,2.2783049576414394,0.25499245043323915,0.0012411984427068948,0.0024429154240155583,0.8234317268471159,True,True
RFX1:RPD3,digenic,C181,1.5085278053637488,4.5200714686336445,0.2549924504332394,3.2992441673019424e-09,1.3530553832887512e-08,1.5085278053637488,True,True
RFX1:SPT3,digenic,C181,0.7407992700398336,2.097611402610886,0.2549924504332393,0.0036704055867941123,0.006688684658768564,0.7407992700398336,True,True
RFX1:YAP6,digenic,C181,0.6835148895750852,1.9808279018779187,0.2549924504332393,0.007350569572142318,0.012722139644092476,0.6835148895750852,True,True
RFX1:TFC7,digenic,C181,0.7792312824206027,2.1797959737987407,0.25499245043323965,0.00224386510559158,0.004239363462854321,0.7792312824206027,True,True
RGR1:RPD3,digenic,C181,0.943114259840648,2.567966292686434,0.2549924504332396,0.00021679467442171801,0.000472746096205949,0.943114259840648,True,True
RGR1:SPT3,digenic,C181,0.40406324167733043,1.4978986735873605,0.25499245043323915,0.11305527927232545,0.14903425629773928,0.40406324167733043,False,False
RGR1:YAP6,digenic,C181,0.34099619426779443,1.4063478886685326,0.25499245043323954,0.1811313974073656,0.2233885707969046,0.34099619426779443,False,False
RGR1:TFC7,digenic,C181,0.49519816057335797,1.6408233533400407,0.2549924504332395,0.052135760624769545,0.07513013539813952,0.49519816057335797,False,False
RPD3:SPT3,digenic,C181,0.7534626969076228,2.124343252386259,0.2549924504332391,0.0031282804261800923,0.005767220897426985,0.7534626969076228,True,True
RPD3:YAP6,digenic,C181,0.6724686030413727,1.959067516294137,0.25499245043323904,0.00835911011839362,0.014342320653742954,0.6724686030413727,True,True
RPD3:TFC7,digenic,C181,0.47193154198979526,1.6030876357803245,0.25499245043323954,0.06420312028270561,0.09067202436501934,0.47193154198979526,False,False
SPT3:YAP6,digenic,C181,0.29937963705633186,1.3490216648855986,0.2549924504332392,0.24036596647269093,0.2884391597672291,0.29937963705633186,False,False
SPT3:TFC7,digenic,C181,0.3455560750179263,1.4127753103353766,0.25499245043323954,0.17536595383478204,0.21728697659128188,0.3455560750179263,False,False
YAP6:TFC7,digenic,C181,0.37010120787384193,1.4478811442204094,0.25499245043323976,0.14666287248145474,0.18662756266920333,0.37010120787384193,False,False
FKH1:GCN5,digenic,Total Titer,0.45534941904326987,1.576724224261121,0.13890685544083883,0.001045114137680644,0.0020860141054512855,0.45534941904326987,True,True
FKH1:MED4,digenic,Total Titer,0.11324707477221496,1.1199085999306921,0.13091935184349388,0.38703109401340885,0.44092149950894677,0.11324707477221496,False,False
FKH1:OPI1,digenic,Total Titer,0.6570632085327226,1.9291185881660562,0.13091935184349382,5.198457017605698e-07,1.6032624446821312e-06,0.6570632085327226,True,True
FKH1:RFX1,digenic,Total Titer,0.663418269189586,1.941417291920238,0.13091935184349357,4.0332595156506047e-07,1.2595983976322078e-06,0.663418269189586,True,True
FKH1:RGR1,digenic,Total Titer,0.5721684496809616,1.7721056099135963,0.1309193518434937,1.2402558677259693e-05,3.1892293741524925e-05,0.5721684496809616,True,True
FKH1:RPD3,digenic,Total Titer,0.9887667244833513,2.687917484565284,0.13091935184349357,4.270237382849024e-14,3.808590098216697e-13,0.9887667244833513,True,True
FKH1:SPT3,digenic,Total Titer,0.6519516620390302,1.9192829678414298,0.13091935184349376,6.365133803363793e-07,1.909540141009138e-06,0.6519516620390302,True,True
FKH1:YAP6,digenic,Total Titer,0.7094968292419663,2.0329680711639018,0.13091935184349368,5.98185664089573e-08,2.0211734042616972e-07,0.7094968292419663,True,True
FKH1:TFC7,digenic,Total Titer,0.5722102886473086,1.7721797545316291,0.1309193518434938,1.2384418684270024e-05,3.1892293741524925e-05,0.5722102886473086,True,True
GCN5:MED4,digenic,Total Titer,0.2610704476110006,1.2983191256927953,0.1465027299926657,0.0747463568784497,0.10393102992930507,0.2610704476110006,False,False
GCN5:OPI1,digenic,Total Titer,-0.03300879422496095,0.9675300508746945,0.13890685544083867,0.8121660802240416,0.8384196240060492,0.03300879422496095,False,False
GCN5:RFX1,digenic,Total Titer,0.0640988576118039,1.0661977953195492,0.13890685544083806,0.6444742928073979,0.6880241208776281,0.0640988576118039,False,False
GCN5:RGR1,digenic,Total Titer,-0.02174705844819025,0.9784877039505709,0.13890685544083828,0.8755927573037766,0.8973466146280941,0.02174705844819025,False,False
GCN5:RPD3,digenic,Total Titer,0.28706261363008756,1.332507644004415,0.13890685544083833,0.03877341816059422,0.058160127240891334,0.28706261363008756,True,False
GCN5:SPT3,digenic,Total Titer,0.14348822437103503,1.1542932181984227,0.1389068554408383,0.301612514280303,0.3529508145833333,0.14348822437103503,False,False
GCN5:YAP6,digenic,Total Titer,0.14337581566116775,1.154163472879345,0.13890685544083853,0.30199138466300224,0.3529646127553278,0.14337581566116775,False,False
GCN5:TFC7,digenic,Total Titer,0.783652539213429,2.1894547477811694,0.13890685544083856,1.6850798010336715e-08,6.1558265794219e-08,0.783652539213429,True,True
MED4:OPI1,digenic,Total Titer,0.9294055081086157,2.533002880248271,0.13091935184349376,1.256001229488868e-12,8.635008452735969e-12,0.9294055081086157,True,True
MED4:RFX1,digenic,Total Titer,0.6322246235179994,1.881792205464058,0.13091935184349388,1.3714109996187627e-06,3.958299969745117e-06,0.6322246235179994,True,True
MED4:RGR1,digenic,Total Titer,0.65689178214594,1.9287879146807019,0.130919351843494,5.234001657222223e-07,1.6092116896428575e-06,0.65689178214594,True,True
MED4:RPD3,digenic,Total Titer,1.0869288460589865,2.9651536313316305,0.1309193518434938,1.0213393147407155e-16,1.555578340912782e-15,1.0869288460589865,True,True
MED4:SPT3,digenic,Total Titer,0.5787299878981652,1.7837715800972493,0.13091935184349401,9.846932889638015e-06,2.5857993529818657e-05,0.5787299878981652,True,True
MED4:YAP6,digenic,Total Titer,0.6750753478642406,1.9641809672352275,0.13091935184349396,2.5171406793787866e-07,7.936207874474519e-07,0.6750753478642406,True,True
MED4:TFC7,digenic,Total Titer,0.7625175931359305,2.1436663122142297,0.13091935184349401,5.734195096041127e-09,2.2527195020161574e-08,0.7625175931359305,True,True
OPI1:RFX1,digenic,Total Titer,0.34604849595491993,1.4134711617893052,0.13091935184349368,0.008212194077817465,0.014114708571248769,0.34604849595491993,True,True
OPI1:RGR1,digenic,Total Titer,0.015461482040980488,1.0155816291733524,0.13091935184349374,0.9059889887919705,0.9212448361044402,0.015461482040980488,False,False
OPI1:RPD3,digenic,Total Titer,0.7404233204254795,2.0968229546306536,0.13091935184349357,1.5533155225278518e-08,5.737993907845422e-08,0.7404233204254795,True,True
OPI1:SPT3,digenic,Total Titer,0.3241241952921403,1.382819036069457,0.13091935184349376,0.013295490627430009,0.02219651892269091,0.3241241952921403,True,True
OPI1:YAP6,digenic,Total Titer,0.30473023670474686,1.356259084732869,0.13091935184349382,0.019932398084288778,0.031982291901857196,0.30473023670474686,True,True
OPI1:TFC7,digenic,Total Titer,0.29767630892967323,1.3467257942059683,0.13091935184349396,0.02298174226648891,0.03640307975011844,0.29767630892967323,True,True
RFX1:RGR1,digenic,Total Titer,0.21520480587890956,1.2401158539766532,0.13091935184349357,0.10021819164812266,0.1342571173635202,0.21520480587890956,False,False
RFX1:RPD3,digenic,Total Titer,0.7950813732221487,2.214621200335014,0.13091935184349365,1.2549378045676592e-09,5.473076768819307e-09,0.7950813732221487,True,True
RFX1:SPT3,digenic,Total Titer,0.26788156391831136,1.307192312111052,0.1309193518434937,0.0407409146374707,0.06074323116128914,0.26788156391831136,True,False
RFX1:YAP6,digenic,Total Titer,0.22545575837657883,1.2528936028432536,0.13091935184349365,0.08505203794726299,0.11662260050940493,0.22545575837657883,False,False
RFX1:TFC7,digenic,Total Titer,0.3015560911401778,1.3519609460423045,0.13091935184349338,0.021257869434863682,0.03383487257317531,0.3015560911401778,True,True
RGR1:RPD3,digenic,Total Titer,0.5673087277945109,1.763514561456922,0.1309193518434937,1.4691162922291086e-05,3.738882080480251e-05,0.5673087277945109,True,True
RGR1:SPT3,digenic,Total Titer,0.2507575493136367,1.2849984977927709,0.13091935184349368,0.05544674534630604,0.07932410100121819,0.2507575493136367,False,False
RGR1:YAP6,digenic,Total Titer,0.22311454305180822,1.2499637401979176,0.1309193518434937,0.08834118486280354,0.12029955022582602,0.22311454305180822,False,False
RGR1:TFC7,digenic,Total Titer,0.4518066025400769,1.5711480631486852,0.13091935184349368,0.0005584516206914284,0.0011542110740804053,0.4518066025400769,True,True
RPD3:SPT3,digenic,Total Titer,0.6219836111811017,1.8626190918888104,0.13091935184349382,2.0252197233522664e-06,5.647795848221814e-06,0.6219836111811017,True,True
RPD3:YAP6,digenic,Total Titer,0.6292843142769244,1.8762672809263263,0.1309193518434937,1.5347558089846746e-06,4.378698129379907e-06,0.6292843142769244,True,True
RPD3:TFC7,digenic,Total Titer,0.6119826248902618,1.8440839034585843,0.13091935184349385,2.9466937806483393e-06,8.12598006362634e-06,0.6119826248902618,True,True
SPT3:YAP6,digenic,Total Titer,0.4326653681352174,1.5413603461044885,0.13091935184349376,0.0009503618281201106,0.001920118795589611,0.4326653681352174,True,True
SPT3:TFC7,digenic,Total Titer,0.4885249819681383,1.6299102989219074,0.13091935184349385,0.00019034635491121463,0.00041690905168606746,0.4885249819681383,True,True
YAP6:TFC7,digenic,Total Titer,0.5724571429221039,1.7726172786798724,0.13091935184349382,1.22779051216253e-05,3.1736621593757304e-05,0.5724571429221039,True,True
