arm,modulation,alpha,gene_i,gene_j,f_i,f_j,f_ij,eps
enzyme,linear,0.25,ELO2,FAA2,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
enzyme,linear,0.25,ELO2,FAA3,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
enzyme,linear,0.25,ELO2,FAA4,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
enzyme,linear,0.25,ELO2,FAS1,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
enzyme,linear,0.25,ELO2,FAS2,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
enzyme,linear,0.25,ELO2,POX1,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
enzyme,linear,0.25,ELO2,SLC1,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
enzyme,linear,0.25,ELO3,FAA1,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
enzyme,linear,0.25,ELO3,FAA2,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
enzyme,linear,0.25,ELO3,FAA3,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
enzyme,linear,0.25,ELO3,FAA4,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
enzyme,linear,0.25,ELO3,FAS1,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
enzyme,linear,0.25,ELO3,FAS2,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
enzyme,linear,0.25,ELO3,POX1,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
enzyme,linear,0.25,ELO3,SLC1,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
enzyme,linear,0.25,FAA1,FAA2,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
enzyme,linear,0.25,FAA1,FAA3,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
enzyme,linear,0.25,FAA1,FAA4,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
enzyme,linear,0.25,FAA1,FAS1,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
enzyme,linear,0.25,FAA1,FAS2,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
enzyme,linear,0.25,FAA1,POX1,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
enzyme,linear,0.25,FAA1,SLC1,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
enzyme,linear,0.25,FAA2,FAA3,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
enzyme,linear,0.25,FAA2,FAA4,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
enzyme,linear,0.25,FAA2,FAS1,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
enzyme,linear,0.25,FAA2,FAS2,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
enzyme,linear,0.25,FAA2,POX1,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
enzyme,linear,0.25,FAA2,SLC1,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
enzyme,linear,0.25,FAA3,FAA4,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
enzyme,linear,0.25,FAA3,FAS1,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
enzyme,linear,0.25,FAA3,FAS2,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
enzyme,linear,0.25,FAA3,POX1,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
enzyme,linear,0.25,FAA3,SLC1,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
enzyme,linear,0.25,FAA4,FAS1,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
enzyme,linear,0.25,FAA4,FAS2,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
enzyme,linear,0.25,FAA4,POX1,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
enzyme,linear,0.25,FAA4,SLC1,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
enzyme,linear,0.25,FAS1,FAS2,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
enzyme,linear,0.25,FAS1,POX1,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
enzyme,linear,0.25,FAS1,SLC1,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
enzyme,linear,0.25,FAS2,POX1,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
enzyme,linear,0.25,FAS2,SLC1,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
enzyme,linear,0.25,POX1,SLC1,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
regulator,linear,0.1,FKH1,GCN5,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
regulator,linear,0.1,FKH1,MED4,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
regulator,linear,0.1,FKH1,OPI1,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
regulator,linear,0.1,FKH1,RFX1,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
regulator,linear,0.1,FKH1,RGR1,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
regulator,linear,0.1,FKH1,RPD3,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
regulator,linear,0.1,FKH1,SPT3,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
regulator,linear,0.1,FKH1,TFC7,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
regulator,linear,0.1,FKH1,YAP6,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
regulator,linear,0.1,GCN5,MED4,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
regulator,linear,0.1,GCN5,OPI1,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
regulator,linear,0.1,GCN5,RFX1,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
regulator,linear,0.1,GCN5,RGR1,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
regulator,linear,0.1,GCN5,RPD3,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
regulator,linear,0.1,GCN5,SPT3,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
regulator,linear,0.1,GCN5,TFC7,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
regulator,linear,0.1,GCN5,YAP6,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
regulator,linear,0.1,MED4,OPI1,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
regulator,linear,0.1,MED4,RFX1,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
regulator,linear,0.1,MED4,RGR1,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
regulator,linear,0.1,MED4,RPD3,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
regulator,linear,0.1,MED4,SPT3,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
regulator,linear,0.1,MED4,TFC7,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
regulator,linear,0.1,MED4,YAP6,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
regulator,linear,0.1,OPI1,RFX1,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
regulator,linear,0.1,OPI1,RGR1,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
regulator,linear,0.1,OPI1,RPD3,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
regulator,linear,0.1,OPI1,SPT3,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
regulator,linear,0.1,OPI1,TFC7,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
regulator,linear,0.1,OPI1,YAP6,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
regulator,linear,0.1,RFX1,RGR1,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
regulator,linear,0.1,RFX1,RPD3,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
regulator,linear,0.1,RFX1,SPT3,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
regulator,linear,0.1,RFX1,TFC7,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
regulator,linear,0.1,RFX1,YAP6,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
regulator,linear,0.1,RGR1,RPD3,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
regulator,linear,0.1,RGR1,SPT3,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
regulator,linear,0.1,RGR1,TFC7,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
regulator,linear,0.1,RGR1,YAP6,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
regulator,linear,0.1,RPD3,SPT3,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
regulator,linear,0.1,RPD3,TFC7,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
regulator,linear,0.1,RPD3,YAP6,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
regulator,linear,0.1,SPT3,TFC7,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
regulator,linear,0.1,SPT3,YAP6,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
regulator,linear,0.1,TFC7,YAP6,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
enzyme,linear,0.1,ELO2,ELO3,0.9999999981422556,0.9999999981435269,0.9999999981435269,1.8577444027556567e-09
enzyme,linear,0.1,ELO2,FAA1,0.9999999981422556,0.9999999981435269,0.9999999981435269,1.8577444027556567e-09
enzyme,linear,0.1,ELO2,FAA2,0.9999999981422556,0.9999999981435269,0.9999999981435269,1.8577444027556567e-09
enzyme,linear,0.1,ELO2,FAA3,0.9999999981422556,0.9999999981435269,0.9999999981435269,1.8577444027556567e-09
enzyme,linear,0.1,ELO2,FAA4,0.9999999981422556,0.9999999981435269,0.9999999981435269,1.8577444027556567e-09
enzyme,linear,0.1,ELO2,FAS1,0.9999999981422556,0.9999999981435269,0.9999999981435269,1.8577444027556567e-09
enzyme,linear,0.1,ELO2,FAS2,0.9999999981422556,0.9999999981435269,0.9999999981435269,1.8577444027556567e-09
enzyme,linear,0.1,ELO2,POX1,0.9999999981422556,0.9999999981435269,0.9999999981435269,1.8577444027556567e-09
enzyme,linear,0.1,ELO2,SLC1,0.9999999981422556,0.9999999981435269,0.9999999981435269,1.8577444027556567e-09
enzyme,linear,0.1,ELO3,FAA1,0.9999999981435269,0.9999999981435269,0.9999999981435269,1.8564730863701584e-09
enzyme,linear,0.1,ELO3,FAA2,0.9999999981435269,0.9999999981435269,0.9999999981435269,1.8564730863701584e-09
enzyme,linear,0.1,ELO3,FAA3,0.9999999981435269,0.9999999981435269,0.9999999981435269,1.8564730863701584e-09
enzyme,linear,0.1,ELO3,FAA4,0.9999999981435269,0.9999999981435269,0.9999999981435269,1.8564730863701584e-09
enzyme,linear,0.1,ELO3,FAS1,0.9999999981435269,0.9999999981435269,0.9999999981435269,1.8564730863701584e-09
enzyme,linear,0.1,ELO3,FAS2,0.9999999981435269,0.9999999981435269,0.9999999981435269,1.8564730863701584e-09
enzyme,linear,0.1,ELO3,POX1,0.9999999981435269,0.9999999981435269,0.9999999981435269,1.8564730863701584e-09
enzyme,linear,0.1,ELO3,SLC1,0.9999999981435269,0.9999999981435269,0.9999999981435269,1.8564730863701584e-09
enzyme,linear,0.1,FAA1,FAA2,0.9999999981435269,0.9999999981435269,0.9999999981435269,1.8564730863701584e-09
enzyme,linear,0.1,FAA1,FAA3,0.9999999981435269,0.9999999981435269,0.9999999981435269,1.8564730863701584e-09
enzyme,linear,0.1,FAA1,FAA4,0.9999999981435269,0.9999999981435269,0.9999999981435269,1.8564730863701584e-09
enzyme,linear,0.1,FAA1,FAS1,0.9999999981435269,0.9999999981435269,0.9999999981435269,1.8564730863701584e-09
enzyme,linear,0.1,FAA1,FAS2,0.9999999981435269,0.9999999981435269,0.9999999981435269,1.8564730863701584e-09
enzyme,linear,0.1,FAA1,POX1,0.9999999981435269,0.9999999981435269,0.9999999981435269,1.8564730863701584e-09
enzyme,linear,0.1,FAA1,SLC1,0.9999999981435269,0.9999999981435269,0.9999999981435269,1.8564730863701584e-09
enzyme,linear,0.1,FAA2,FAA3,0.9999999981435269,0.9999999981435269,0.9999999981435269,1.8564730863701584e-09
enzyme,linear,0.1,FAA2,FAA4,0.9999999981435269,0.9999999981435269,0.9999999981435269,1.8564730863701584e-09
enzyme,linear,0.1,FAA2,FAS1,0.9999999981435269,0.9999999981435269,0.9999999981435269,1.8564730863701584e-09
enzyme,linear,0.1,FAA2,FAS2,0.9999999981435269,0.9999999981435269,0.9999999981435269,1.8564730863701584e-09
enzyme,linear,0.1,FAA2,POX1,0.9999999981435269,0.9999999981435269,0.9999999981435269,1.8564730863701584e-09
enzyme,linear,0.1,FAA2,SLC1,0.9999999981435269,0.9999999981435269,0.9999999981435269,1.8564730863701584e-09
enzyme,linear,0.1,FAA3,FAA4,0.9999999981435269,0.9999999981435269,0.9999999981435269,1.8564730863701584e-09
enzyme,linear,0.1,FAA3,FAS1,0.9999999981435269,0.9999999981435269,0.9999999981435269,1.8564730863701584e-09
enzyme,linear,0.1,FAA3,FAS2,0.9999999981435269,0.9999999981435269,0.9999999981435269,1.8564730863701584e-09
enzyme,linear,0.1,FAA3,POX1,0.9999999981435269,0.9999999981435269,0.9999999981435269,1.8564730863701584e-09
enzyme,linear,0.1,FAA3,SLC1,0.9999999981435269,0.9999999981435269,0.9999999981435269,1.8564730863701584e-09
enzyme,linear,0.1,FAA4,FAS1,0.9999999981435269,0.9999999981435269,0.9999999981435269,1.8564730863701584e-09
enzyme,linear,0.1,FAA4,FAS2,0.9999999981435269,0.9999999981435269,0.9999999981435269,1.8564730863701584e-09
enzyme,linear,0.1,FAA4,POX1,0.9999999981435269,0.9999999981435269,0.9999999981435269,1.8564730863701584e-09
enzyme,linear,0.1,FAA4,SLC1,0.9999999981435269,0.9999999981435269,0.9999999981435269,1.8564730863701584e-09
enzyme,linear,0.1,FAS1,FAS2,0.9999999981435269,0.9999999981435269,0.9999999981435269,1.8564730863701584e-09
enzyme,linear,0.1,FAS1,POX1,0.9999999981435269,0.9999999981435269,0.9999999981435269,1.8564730863701584e-09
enzyme,linear,0.1,FAS1,SLC1,0.9999999981435269,0.9999999981435269,0.9999999981435269,1.8564730863701584e-09
enzyme,linear,0.1,FAS2,POX1,0.9999999981435269,0.9999999981435269,0.9999999981435269,1.8564730863701584e-09
enzyme,linear,0.1,FAS2,SLC1,0.9999999981435269,0.9999999981435269,0.9999999981435269,1.8564730863701584e-09
enzyme,linear,0.1,POX1,SLC1,0.9999999981435269,0.9999999981435269,0.9999999981435269,1.8564730863701584e-09
regulator,linear,0.05,FKH1,GCN5,0.9999999981432803,0.9999999981432455,0.0,-0.9999999962865258
regulator,linear,0.05,FKH1,MED4,0.9999999981432803,0.9999999981439521,0.0,-0.9999999962872325
regulator,linear,0.05,FKH1,OPI1,0.9999999981432803,0.9999999981420439,0.0,-0.9999999962853242
regulator,linear,0.05,FKH1,RFX1,0.9999999981432803,0.9999999981428125,0.0,-0.9999999962860928
regulator,linear,0.05,FKH1,RGR1,0.9999999981432803,0.999999998143283,0.0,-0.9999999962865633
regulator,linear,0.05,FKH1,RPD3,0.9999999981432803,0.9999999981462612,0.000708108129307362,-0.9992918881602342
regulator,linear,0.05,FKH1,SPT3,0.9999999981432803,0.9999999981430826,0.0,-0.9999999962863629
regulator,linear,0.05,FKH1,TFC7,0.9999999981432803,0.9999999981424422,0.0,-0.9999999962857226
regulator,linear,0.05,FKH1,YAP6,0.9999999981432803,0.9999999981433602,0.0,-0.9999999962866405
regulator,linear,0.05,GCN5,MED4,0.9999999981432455,0.9999999981439521,0.0,-0.9999999962871976
regulator,linear,0.05,GCN5,OPI1,0.9999999981432455,0.9999999981420439,0.0,-0.9999999962852893
regulator,linear,0.05,GCN5,RFX1,0.9999999981432455,0.9999999981428125,0.0,-0.999999996286058
regulator,linear,0.05,GCN5,RGR1,0.9999999981432455,0.999999998143283,0.0,-0.9999999962865285
regulator,linear,0.05,GCN5,RPD3,0.9999999981432455,0.9999999981462612,0.0007081081304669877,-0.9992918881590397
regulator,linear,0.05,GCN5,SPT3,0.9999999981432455,0.9999999981430826,0.0,-0.9999999962863281
regulator,linear,0.05,GCN5,TFC7,0.9999999981432455,0.9999999981424422,0.0,-0.9999999962856877
regulator,linear,0.05,GCN5,YAP6,0.9999999981432455,0.9999999981433602,0.0,-0.9999999962866056
regulator,linear,0.05,MED4,OPI1,0.9999999981439521,0.9999999981420439,0.0,-0.999999996285996
regulator,linear,0.05,MED4,RFX1,0.9999999981439521,0.9999999981428125,0.0,-0.9999999962867646
regulator,linear,0.05,MED4,RGR1,0.9999999981439521,0.999999998143283,0.0,-0.9999999962872351
regulator,linear,0.05,MED4,RPD3,0.9999999981439521,0.9999999981462612,0.0007081081286854088,-0.9992918881615279
regulator,linear,0.05,MED4,SPT3,0.9999999981439521,0.9999999981430826,0.0,-0.9999999962870347
regulator,linear,0.05,MED4,TFC7,0.9999999981439521,0.9999999981424422,0.0,-0.9999999962863944
regulator,linear,0.05,MED4,YAP6,0.9999999981439521,0.9999999981433602,0.0,-0.9999999962873123
regulator,linear,0.05,OPI1,RFX1,0.9999999981420439,0.9999999981428125,0.0,-0.9999999962848564
regulator,linear,0.05,OPI1,RGR1,0.9999999981420439,0.999999998143283,0.0,-0.9999999962853269
regulator,linear,0.05,OPI1,RPD3,0.9999999981420439,0.9999999981462612,0.0007081081308557677,-0.9992918881574493
regulator,linear,0.05,OPI1,SPT3,0.9999999981420439,0.9999999981430826,0.0,-0.9999999962851265
regulator,linear,0.05,OPI1,TFC7,0.9999999981420439,0.9999999981424422,0.0,-0.9999999962844861
regulator,linear,0.05,OPI1,YAP6,0.9999999981420439,0.9999999981433602,0.0,-0.999999996285404
regulator,linear,0.05,RFX1,RGR1,0.9999999981428125,0.999999998143283,0.0,-0.9999999962860955
regulator,linear,0.05,RFX1,RPD3,0.9999999981428125,0.9999999981462612,0.0007076918546135163,-0.9992923044344602
regulator,linear,0.05,RFX1,SPT3,0.9999999981428125,0.9999999981430826,0.0,-0.9999999962858951
regulator,linear,0.05,RFX1,TFC7,0.9999999981428125,0.9999999981424422,0.0,-0.9999999962852547
regulator,linear,0.05,RFX1,YAP6,0.9999999981428125,0.9999999981433602,0.0,-0.9999999962861726
regulator,linear,0.05,RGR1,RPD3,0.999999998143283,0.9999999981462612,0.0007076918541880943,-0.9992923044353561
regulator,linear,0.05,RGR1,SPT3,0.999999998143283,0.9999999981430826,0.0,-0.9999999962863656
regulator,linear,0.05,RGR1,TFC7,0.999999998143283,0.9999999981424422,0.0,-0.9999999962857252
regulator,linear,0.05,RGR1,YAP6,0.999999998143283,0.9999999981433602,0.0,-0.9999999962866432
regulator,linear,0.05,RPD3,SPT3,0.9999999981462612,0.9999999981430826,0.4030419471007123,-0.5969580491886315
regulator,linear,0.05,RPD3,TFC7,0.9999999981462612,0.9999999981424422,0.0007076918544944085,-0.999292304434209
regulator,linear,0.05,RPD3,YAP6,0.9999999981462612,0.9999999981433602,0.0007076918542718561,-0.9992923044353494
regulator,linear,0.05,SPT3,TFC7,0.9999999981430826,0.9999999981424422,0.0,-0.9999999962855248
regulator,linear,0.05,SPT3,YAP6,0.9999999981430826,0.9999999981433602,0.0,-0.9999999962864428
regulator,linear,0.05,TFC7,YAP6,0.9999999981424422,0.9999999981433602,0.0,-0.9999999962858024
enzyme,linear,0.05,ELO2,ELO3,0.9999999981462975,0.9999999981438928,0.9999999981438928,1.8537025248122063e-09
enzyme,linear,0.05,ELO2,FAA1,0.9999999981462975,0.9999999981438928,0.9999999981438928,1.8537025248122063e-09
enzyme,linear,0.05,ELO2,FAA2,0.9999999981462975,0.9999999981438928,0.9999999981438928,1.8537025248122063e-09
enzyme,linear,0.05,ELO2,FAA3,0.9999999981462975,0.9999999981438928,0.9999999981438928,1.8537025248122063e-09
enzyme,linear,0.05,ELO2,FAA4,0.9999999981462975,0.9999999981438928,0.9999999981438928,1.8537025248122063e-09
enzyme,linear,0.05,ELO2,FAS1,0.9999999981462975,0.9999999981438928,0.9999999981438928,1.8537025248122063e-09
enzyme,linear,0.05,ELO2,FAS2,0.9999999981462975,0.9999999981438928,0.9999999981438928,1.8537025248122063e-09
enzyme,linear,0.05,ELO2,POX1,0.9999999981462975,0.9999999981438928,0.9999999981438928,1.8537025248122063e-09
enzyme,linear,0.05,ELO2,SLC1,0.9999999981462975,0.9999999981438928,0.9999999981438928,1.8537025248122063e-09
enzyme,linear,0.05,ELO3,FAA1,0.9999999981438928,0.9999999981438928,0.9999999981438928,1.856107156861242e-09
enzyme,linear,0.05,ELO3,FAA2,0.9999999981438928,0.9999999981438928,0.9999999981438928,1.856107156861242e-09
enzyme,linear,0.05,ELO3,FAA3,0.9999999981438928,0.9999999981438928,0.9999999981438928,1.856107156861242e-09
enzyme,linear,0.05,ELO3,FAA4,0.9999999981438928,0.9999999981438928,0.9999999981438928,1.856107156861242e-09
enzyme,linear,0.05,ELO3,FAS1,0.9999999981438928,0.9999999981438928,0.9999999981438928,1.856107156861242e-09
enzyme,linear,0.05,ELO3,FAS2,0.9999999981438928,0.9999999981438928,0.9999999981438928,1.856107156861242e-09
enzyme,linear,0.05,ELO3,POX1,0.9999999981438928,0.9999999981438928,0.9999999981438928,1.856107156861242e-09
enzyme,linear,0.05,ELO3,SLC1,0.9999999981438928,0.9999999981438928,0.9999999981438928,1.856107156861242e-09
enzyme,linear,0.05,FAA1,FAA2,0.9999999981438928,0.9999999981438928,0.9999999981438928,1.856107156861242e-09
enzyme,linear,0.05,FAA1,FAA3,0.9999999981438928,0.9999999981438928,0.9999999981438928,1.856107156861242e-09
enzyme,linear,0.05,FAA1,FAA4,0.9999999981438928,0.9999999981438928,0.9999999981438928,1.856107156861242e-09
enzyme,linear,0.05,FAA1,FAS1,0.9999999981438928,0.9999999981438928,0.9999999981438928,1.856107156861242e-09
enzyme,linear,0.05,FAA1,FAS2,0.9999999981438928,0.9999999981438928,0.9999999981438928,1.856107156861242e-09
enzyme,linear,0.05,FAA1,POX1,0.9999999981438928,0.9999999981438928,0.9999999981438928,1.856107156861242e-09
enzyme,linear,0.05,FAA1,SLC1,0.9999999981438928,0.9999999981438928,0.9999999981438928,1.856107156861242e-09
enzyme,linear,0.05,FAA2,FAA3,0.9999999981438928,0.9999999981438928,0.9999999981438928,1.856107156861242e-09
enzyme,linear,0.05,FAA2,FAA4,0.9999999981438928,0.9999999981438928,0.9999999981438928,1.856107156861242e-09
enzyme,linear,0.05,FAA2,FAS1,0.9999999981438928,0.9999999981438928,0.9999999981438928,1.856107156861242e-09
enzyme,linear,0.05,FAA2,FAS2,0.9999999981438928,0.9999999981438928,0.9999999981438928,1.856107156861242e-09
enzyme,linear,0.05,FAA2,POX1,0.9999999981438928,0.9999999981438928,0.9999999981438928,1.856107156861242e-09
enzyme,linear,0.05,FAA2,SLC1,0.9999999981438928,0.9999999981438928,0.9999999981438928,1.856107156861242e-09
enzyme,linear,0.05,FAA3,FAA4,0.9999999981438928,0.9999999981438928,0.9999999981438928,1.856107156861242e-09
enzyme,linear,0.05,FAA3,FAS1,0.9999999981438928,0.9999999981438928,0.9999999981438928,1.856107156861242e-09
enzyme,linear,0.05,FAA3,FAS2,0.9999999981438928,0.9999999981438928,0.9999999981438928,1.856107156861242e-09
enzyme,linear,0.05,FAA3,POX1,0.9999999981438928,0.9999999981438928,0.9999999981438928,1.856107156861242e-09
enzyme,linear,0.05,FAA3,SLC1,0.9999999981438928,0.9999999981438928,0.9999999981438928,1.856107156861242e-09
enzyme,linear,0.05,FAA4,FAS1,0.9999999981438928,0.9999999981438928,0.9999999981438928,1.856107156861242e-09
enzyme,linear,0.05,FAA4,FAS2,0.9999999981438928,0.9999999981438928,0.9999999981438928,1.856107156861242e-09
enzyme,linear,0.05,FAA4,POX1,0.9999999981438928,0.9999999981438928,0.9999999981438928,1.856107156861242e-09
enzyme,linear,0.05,FAA4,SLC1,0.9999999981438928,0.9999999981438928,0.9999999981438928,1.856107156861242e-09
enzyme,linear,0.05,FAS1,FAS2,0.9999999981438928,0.9999999981438928,0.9999999981438928,1.856107156861242e-09
enzyme,linear,0.05,FAS1,POX1,0.9999999981438928,0.9999999981438928,0.9999999981438928,1.856107156861242e-09
enzyme,linear,0.05,FAS1,SLC1,0.9999999981438928,0.9999999981438928,0.9999999981438928,1.856107156861242e-09
enzyme,linear,0.05,FAS2,POX1,0.9999999981438928,0.9999999981438928,0.9999999981438928,1.856107156861242e-09
enzyme,linear,0.05,FAS2,SLC1,0.9999999981438928,0.9999999981438928,0.9999999981438928,1.856107156861242e-09
enzyme,linear,0.05,POX1,SLC1,0.9999999981438928,0.9999999981438928,0.9999999981438928,1.856107156861242e-09
regulator,linear,0.01,FKH1,GCN5,0.9999999981436095,0.9999999981432123,0.0,-0.9999999962868218
regulator,linear,0.01,FKH1,MED4,0.9999999981436095,0.9999999981483592,0.0,-0.9999999962919687
regulator,linear,0.01,FKH1,OPI1,0.9999999981436095,0.9999999981465861,0.0,-0.9999999962901956
regulator,linear,0.01,FKH1,RFX1,0.9999999981436095,0.9999999981443816,0.0,-0.9999999962879911
regulator,linear,0.01,FKH1,RGR1,0.9999999981436095,0.9999999981392059,0.0,-0.9999999962828154
regulator,linear,0.01,FKH1,RPD3,0.9999999981436095,0.9999999981474204,0.0,-0.9999999962910299
regulator,linear,0.01,FKH1,SPT3,0.9999999981436095,0.9999999981440479,0.0,-0.9999999962876575
regulator,linear,0.01,FKH1,TFC7,0.9999999981436095,0.9999999981473615,0.0,-0.999999996290971
regulator,linear,0.01,FKH1,YAP6,0.9999999981436095,0.9999999981375963,0.0,-0.9999999962812058
regulator,linear,0.01,GCN5,MED4,0.9999999981432123,0.9999999981483592,0.0,-0.9999999962915714
regulator,linear,0.01,GCN5,OPI1,0.9999999981432123,0.9999999981465861,0.0,-0.9999999962897984
regulator,linear,0.01,GCN5,RFX1,0.9999999981432123,0.9999999981443816,0.0,-0.9999999962875938
regulator,linear,0.01,GCN5,RGR1,0.9999999981432123,0.9999999981392059,0.0,-0.9999999962824182
