arm,modulation,alpha,gene_i,gene_j,f_i,f_j,f_ij,eps
regulator,linear,0.75,RGR1,TFC7,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
regulator,linear,0.75,RGR1,YAP6,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
regulator,linear,0.75,RPD3,SPT3,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
regulator,linear,0.75,RPD3,TFC7,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
regulator,linear,0.75,RPD3,YAP6,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
regulator,linear,0.75,SPT3,TFC7,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
regulator,linear,0.75,SPT3,YAP6,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
regulator,linear,0.75,TFC7,YAP6,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
enzyme,linear,0.75,ELO2,ELO3,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
enzyme,linear,0.75,ELO2,FAA1,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
enzyme,linear,0.75,ELO2,FAA2,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
enzyme,linear,0.75,ELO2,FAA3,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
enzyme,linear,0.75,ELO2,FAA4,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
enzyme,linear,0.75,ELO2,FAS1,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
enzyme,linear,0.75,ELO2,FAS2,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
enzyme,linear,0.75,ELO2,POX1,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
enzyme,linear,0.75,ELO2,SLC1,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
enzyme,linear,0.75,ELO3,FAA1,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
enzyme,linear,0.75,ELO3,FAA2,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
enzyme,linear,0.75,ELO3,FAA3,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
enzyme,linear,0.75,ELO3,FAA4,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
enzyme,linear,0.75,ELO3,FAS1,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
enzyme,linear,0.75,ELO3,FAS2,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
enzyme,linear,0.75,ELO3,POX1,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
enzyme,linear,0.75,ELO3,SLC1,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
enzyme,linear,0.75,FAA1,FAA2,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
enzyme,linear,0.75,FAA1,FAA3,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
enzyme,linear,0.75,FAA1,FAA4,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
enzyme,linear,0.75,FAA1,FAS1,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
enzyme,linear,0.75,FAA1,FAS2,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
enzyme,linear,0.75,FAA1,POX1,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
enzyme,linear,0.75,FAA1,SLC1,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
enzyme,linear,0.75,FAA2,FAA3,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
enzyme,linear,0.75,FAA2,FAA4,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
enzyme,linear,0.75,FAA2,FAS1,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
enzyme,linear,0.75,FAA2,FAS2,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
enzyme,linear,0.75,FAA2,POX1,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
enzyme,linear,0.75,FAA2,SLC1,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
enzyme,linear,0.75,FAA3,FAA4,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
enzyme,linear,0.75,FAA3,FAS1,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
enzyme,linear,0.75,FAA3,FAS2,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
enzyme,linear,0.75,FAA3,POX1,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
enzyme,linear,0.75,FAA3,SLC1,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
enzyme,linear,0.75,FAA4,FAS1,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
enzyme,linear,0.75,FAA4,FAS2,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
enzyme,linear,0.75,FAA4,POX1,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
enzyme,linear,0.75,FAA4,SLC1,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
enzyme,linear,0.75,FAS1,FAS2,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
enzyme,linear,0.75,FAS1,POX1,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
enzyme,linear,0.75,FAS1,SLC1,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
enzyme,linear,0.75,FAS2,POX1,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
enzyme,linear,0.75,FAS2,SLC1,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
enzyme,linear,0.75,POX1,SLC1,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
regulator,linear,0.5,FKH1,GCN5,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
regulator,linear,0.5,FKH1,MED4,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
regulator,linear,0.5,FKH1,OPI1,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
regulator,linear,0.5,FKH1,RFX1,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
regulator,linear,0.5,FKH1,RGR1,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
regulator,linear,0.5,FKH1,RPD3,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
regulator,linear,0.5,FKH1,SPT3,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
regulator,linear,0.5,FKH1,TFC7,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
regulator,linear,0.5,FKH1,YAP6,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
regulator,linear,0.5,GCN5,MED4,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
regulator,linear,0.5,GCN5,OPI1,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
regulator,linear,0.5,GCN5,RFX1,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
regulator,linear,0.5,GCN5,RGR1,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
regulator,linear,0.5,GCN5,RPD3,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
regulator,linear,0.5,GCN5,SPT3,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
regulator,linear,0.5,GCN5,TFC7,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
regulator,linear,0.5,GCN5,YAP6,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
regulator,linear,0.5,MED4,OPI1,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
regulator,linear,0.5,MED4,RFX1,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
regulator,linear,0.5,MED4,RGR1,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
regulator,linear,0.5,MED4,RPD3,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
regulator,linear,0.5,MED4,SPT3,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
regulator,linear,0.5,MED4,TFC7,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
regulator,linear,0.5,MED4,YAP6,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
regulator,linear,0.5,OPI1,RFX1,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
regulator,linear,0.5,OPI1,RGR1,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
regulator,linear,0.5,OPI1,RPD3,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
regulator,linear,0.5,OPI1,SPT3,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
regulator,linear,0.5,OPI1,TFC7,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
regulator,linear,0.5,OPI1,YAP6,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
regulator,linear,0.5,RFX1,RGR1,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
regulator,linear,0.5,RFX1,RPD3,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
regulator,linear,0.5,RFX1,SPT3,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
regulator,linear,0.5,RFX1,TFC7,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
regulator,linear,0.5,RFX1,YAP6,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
regulator,linear,0.5,RGR1,RPD3,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
regulator,linear,0.5,RGR1,SPT3,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
regulator,linear,0.5,RGR1,TFC7,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
regulator,linear,0.5,RGR1,YAP6,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
regulator,linear,0.5,RPD3,SPT3,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
regulator,linear,0.5,RPD3,TFC7,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
regulator,linear,0.5,RPD3,YAP6,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
regulator,linear,0.5,SPT3,TFC7,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
regulator,linear,0.5,SPT3,YAP6,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
regulator,linear,0.5,TFC7,YAP6,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
enzyme,linear,0.5,ELO2,ELO3,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
enzyme,linear,0.5,ELO2,FAA1,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
enzyme,linear,0.5,ELO2,FAA2,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
enzyme,linear,0.5,ELO2,FAA3,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
enzyme,linear,0.5,ELO2,FAA4,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
enzyme,linear,0.5,ELO2,FAS1,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
enzyme,linear,0.5,ELO2,FAS2,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
enzyme,linear,0.5,ELO2,POX1,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
enzyme,linear,0.5,ELO2,SLC1,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
enzyme,linear,0.5,ELO3,FAA1,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
enzyme,linear,0.5,ELO3,FAA2,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
enzyme,linear,0.5,ELO3,FAA3,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
enzyme,linear,0.5,ELO3,FAA4,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
enzyme,linear,0.5,ELO3,FAS1,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
enzyme,linear,0.5,ELO3,FAS2,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
enzyme,linear,0.5,ELO3,POX1,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
enzyme,linear,0.5,ELO3,SLC1,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
enzyme,linear,0.5,FAA1,FAA2,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
enzyme,linear,0.5,FAA1,FAA3,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
enzyme,linear,0.5,FAA1,FAA4,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
enzyme,linear,0.5,FAA1,FAS1,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
enzyme,linear,0.5,FAA1,FAS2,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
enzyme,linear,0.5,FAA1,POX1,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
enzyme,linear,0.5,FAA1,SLC1,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
enzyme,linear,0.5,FAA2,FAA3,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
enzyme,linear,0.5,FAA2,FAA4,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
enzyme,linear,0.5,FAA2,FAS1,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
enzyme,linear,0.5,FAA2,FAS2,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
enzyme,linear,0.5,FAA2,POX1,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
enzyme,linear,0.5,FAA2,SLC1,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
enzyme,linear,0.5,FAA3,FAA4,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
enzyme,linear,0.5,FAA3,FAS1,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
enzyme,linear,0.5,FAA3,FAS2,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
enzyme,linear,0.5,FAA3,POX1,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
enzyme,linear,0.5,FAA3,SLC1,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
enzyme,linear,0.5,FAA4,FAS1,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
enzyme,linear,0.5,FAA4,FAS2,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
enzyme,linear,0.5,FAA4,POX1,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
enzyme,linear,0.5,FAA4,SLC1,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
enzyme,linear,0.5,FAS1,FAS2,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
enzyme,linear,0.5,FAS1,POX1,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
enzyme,linear,0.5,FAS1,SLC1,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
enzyme,linear,0.5,FAS2,POX1,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
enzyme,linear,0.5,FAS2,SLC1,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
enzyme,linear,0.5,POX1,SLC1,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
regulator,linear,0.25,FKH1,GCN5,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
regulator,linear,0.25,FKH1,MED4,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
regulator,linear,0.25,FKH1,OPI1,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
regulator,linear,0.25,FKH1,RFX1,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
regulator,linear,0.25,FKH1,RGR1,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
regulator,linear,0.25,FKH1,RPD3,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
regulator,linear,0.25,FKH1,SPT3,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
regulator,linear,0.25,FKH1,TFC7,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
regulator,linear,0.25,FKH1,YAP6,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
regulator,linear,0.25,GCN5,MED4,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
regulator,linear,0.25,GCN5,OPI1,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
regulator,linear,0.25,GCN5,RFX1,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
regulator,linear,0.25,GCN5,RGR1,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
regulator,linear,0.25,GCN5,RPD3,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
regulator,linear,0.25,GCN5,SPT3,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
regulator,linear,0.25,GCN5,TFC7,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
regulator,linear,0.25,GCN5,YAP6,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
regulator,linear,0.25,MED4,OPI1,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
regulator,linear,0.25,MED4,RFX1,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
regulator,linear,0.25,MED4,RGR1,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
regulator,linear,0.25,MED4,RPD3,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
regulator,linear,0.25,MED4,SPT3,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
regulator,linear,0.25,MED4,TFC7,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
regulator,linear,0.25,MED4,YAP6,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
regulator,linear,0.25,OPI1,RFX1,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
regulator,linear,0.25,OPI1,RGR1,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
regulator,linear,0.25,OPI1,RPD3,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
regulator,linear,0.25,OPI1,SPT3,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
regulator,linear,0.25,OPI1,TFC7,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
regulator,linear,0.25,OPI1,YAP6,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
regulator,linear,0.25,RFX1,RGR1,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
regulator,linear,0.25,RFX1,RPD3,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
regulator,linear,0.25,RFX1,SPT3,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
regulator,linear,0.25,RFX1,TFC7,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
regulator,linear,0.25,RFX1,YAP6,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
regulator,linear,0.25,RGR1,RPD3,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
regulator,linear,0.25,RGR1,SPT3,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
regulator,linear,0.25,RGR1,TFC7,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
regulator,linear,0.25,RGR1,YAP6,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
regulator,linear,0.25,RPD3,SPT3,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
regulator,linear,0.25,RPD3,TFC7,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
regulator,linear,0.25,RPD3,YAP6,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
regulator,linear,0.25,SPT3,TFC7,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
regulator,linear,0.25,SPT3,YAP6,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
regulator,linear,0.25,TFC7,YAP6,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
enzyme,linear,0.25,ELO2,ELO3,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
enzyme,linear,0.25,ELO2,FAA1,1.0000000000000018,1.0000000000000018,1.0000000000000018,-1.7763568394002505e-15
