epoch,val/loss,train/loss,val/gene_interaction/Pearson,val/gene_interaction/MSE,val/gene_interaction/RMSE,train/gene_interaction/Pearson,val/point_loss,val/dist_loss,val/graph_reg_loss,train/point_loss
0,163763.484375,163863.16796875,-0.05427809804677963,0.0037842250894755125,0.06151605397462845,-0.0026771503034979105,0.9455164074897766,0.44607797265052795,163762.5,0.8488472998142242
1,46678.23828125,108378.501953125,0.02529364451766014,0.0037475191056728363,0.06121698394417763,-0.012235215865075588,0.9363343715667725,0.4592767059803009,46677.265625,0.8501226156949997
2,18226.119140625,27188.3955078125,0.17387035489082336,0.003740910440683365,0.061162982136011124,0.017763515934348106,0.9346981048583984,0.46232151985168457,18225.140625,0.923622690141201
3,14022.21875,15822.52099609375,0.17400772869586945,0.0037521719932556152,0.06125497445464134,0.006655772682279348,0.937481164932251,0.4595482051372528,14021.23828125,0.828885693103075
4,12573.4814453125,13473.990478515625,0.17760202288627625,0.0036582802422344685,0.060483720153570175,0.017468739300966263,0.9140368103981018,0.39733827114105225,12572.529296875,0.9202928841114044
5,11498.9765625,12193.158325195312,0.265773743391037,0.0034813557285815477,0.059003014117479324,0.1588307023048401,0.8698720932006836,0.29613053798675537,11498.0791015625,0.7395440936088562
6,10705.5693359375,11247.29931640625,0.3049706518650055,0.0034170078579336405,0.058455176651477814,0.26269635558128357,0.8537557721138,0.26800626516342163,10704.689453125,0.7965294867753983
7,10081.01953125,10533.257568359375,0.30499735474586487,0.0034052832052111626,0.058354806154966354,0.31137409806251526,0.8508614301681519,0.27489137649536133,10080.140625,0.6878523901104927
8,9555.2275390625,9949.436401367188,0.30613771080970764,0.0034703633282333612,0.058909788727760315,0.34671372175216675,0.8670657277107239,0.21172860264778137,9554.33984375,0.8509457260370255
9,9207.7841796875,9470.936740451389,0.31900954246520996,0.003445201786234975,0.05869584158062935,0.3908061683177948,0.8608763217926025,0.21494238078594208,9206.9013671875,0.6262502041127946
10,8907.6328125,9130.238403320312,0.3044075667858124,0.0034786034375429153,0.058979686349630356,0.411485493183136,0.8692947626113892,0.19731909036636353,8906.744140625,0.6726816818118095
11,8665.5791015625,8860.828125,0.3190198838710785,0.0034446113277226686,0.058690812438726425,0.4278842508792877,0.8606991767883301,0.19478356838226318,8664.69921875,0.9159857407212257
12,8449.17578125,8629.39892578125,0.32360807061195374,0.003483523614704609,0.05902138352394104,0.44057855010032654,0.8705426454544067,0.1929614245891571,8448.2861328125,0.6631457805633545
13,8265.603515625,8429.420654296875,0.33305007219314575,0.0034821212757378817,0.05900949984788895,0.4724249541759491,0.870185911655426,0.1580427587032318,8264.7177734375,0.6740779466927052
14,8091.0263671875,8250.091796875,0.31705114245414734,0.003461041022092104,0.058830611407756805,0.49136829376220703,0.864884614944458,0.18115286529064178,8090.14404296875,0.5757013261318207
15,7914.67626953125,8079.812316894531,0.3137773871421814,0.0037479714956134558,0.0612206794321537,0.48410454392433167,0.9365708827972412,0.12172733247280121,7913.72900390625,0.5733896270394325
16,7738.560546875,7898.466979980469,0.32095998525619507,0.003518244717270136,0.0593147948384285,0.5044960379600525,0.8792377710342407,0.15970556437969208,7737.66552734375,0.5631709210574627
17,7637.240234375,7747.718200683594,0.30688637495040894,0.003752615302801132,0.06125859543681145,0.5674934387207031,0.9376201033592224,0.12068755179643631,7636.29052734375,0.687848974019289
18,7561.91748046875,7662.331115722656,0.293050080537796,0.0037243796978145838,0.06102769449353218,0.6050750613212585,0.9306161403656006,0.12495952099561691,7560.974609375,0.5161672718822956
19,7489.81103515625,7584.927571614583,0.30364885926246643,0.00362600851804018,0.06021634861826897,0.6285345554351807,0.9060128927230835,0.13342730700969696,7488.89111328125,0.46456508338451385
20,7428.3701171875,7514.086120605469,0.28972944617271423,0.0038006347604095936,0.06164928898215294,0.6559103727340698,0.9494428634643555,0.11093160510063171,7427.40966796875,0.5312059372663498
21,7372.20947265625,7453.427734375,0.2693433463573456,0.003917649853974581,0.06259113550186157,0.6757312417030334,0.978910505771637,0.10443340241909027,7371.22021484375,0.48044129088521004
22,7316.580078125,7396.848815917969,0.26201555132865906,0.004420671612024307,0.06648813188076019,0.6988954544067383,1.1041761636734009,0.07092257589101791,7315.4697265625,0.38851340487599373
23,7266.9765625,7345.122741699219,0.2535443603992462,0.004248742945492268,0.06518238037824631,0.7246575951576233,1.0612791776657104,0.08535628765821457,7265.9052734375,0.3759898394346237
24,7213.95068359375,7287.4849853515625,0.25658538937568665,0.004359385930001736,0.06602564454078674,0.7391802668571472,1.0888431072235107,0.07395795732736588,7212.8544921875,0.35753849521279335
25,7175.50537109375,7244.151184082031,0.26407212018966675,0.004235400352627039,0.0650799572467804,0.7682058215141296,1.0579643249511719,0.08373908698558807,7174.439453125,0.3758937045931816
26,7147.7177734375,7209.7310791015625,0.24618157744407654,0.0043890513479709625,0.06624991446733475,0.781006395816803,1.0962868928909302,0.07546451687812805,7146.615234375,0.345475759357214
27,7128.6708984375,7186.4306640625,0.24636119604110718,0.004460345953702927,0.06678581982851028,0.7984532117843628,1.114150047302246,0.07410833984613419,7127.54931640625,0.31572702899575233
28,7119.20703125,7171.9510498046875,0.24076052010059357,0.004390295594930649,0.06625930219888687,0.8052998185157776,1.0964503288269043,0.07778210192918777,7118.1044921875,0.2957035843282938
29,7114.94970703125,7164.933376736111,0.24136506021022797,0.004421412944793701,0.06649370491504669,0.8091817498207092,1.1040740013122559,0.07578806579113007,7113.8388671875,0.29300932420624626
