epoch,val/loss,train/loss,val/gene_interaction/Pearson,val/gene_interaction/MSE,val/gene_interaction/RMSE,train/gene_interaction/Pearson,val/point_loss,val/dist_loss,val/graph_reg_loss,train/point_loss
0,163753.328125,163870.298828125,0.021136969327926636,0.0037823189049959183,0.061500560492277145,-0.013092500157654285,0.9450708627700806,0.44501233100891113,163752.34375,1.0378568321466446
1,47215.6953125,108915.4267578125,0.036763597279787064,0.003890742314979434,0.062375813722610474,0.007937906309962273,0.9722946286201477,0.4817323386669159,47214.6796875,1.0667375698685646
2,20364.181640625,28360.42822265625,0.04348629340529442,0.00377639289945364,0.061452362686395645,0.011772643774747849,0.9435875415802002,0.467917263507843,20363.19140625,0.8240045681595802
3,15147.6064453125,17676.8447265625,0.0695001631975174,0.0038265809416770935,0.0618593655526638,0.003821547841653228,0.9560479521751404,0.47412195801734924,15146.6005859375,0.9789638221263885
4,12818.4404296875,14120.026245117188,0.0914626494050026,0.0037597711198031902,0.061316970735788345,-0.003138780128210783,0.9393897652626038,0.465818852186203,12817.453125,0.782448910176754
5,11452.5078125,12291.962158203125,0.09535496681928635,0.0037495894357562065,0.061233893036842346,0.004156282637268305,0.9368851780891418,0.4642315208911896,11451.5244140625,0.9310645461082458
6,10483.140625,11097.89794921875,0.10759381949901581,0.003726586466655135,0.061045773327350616,0.013704651966691017,0.9311312437057495,0.44591379165649414,10482.166015625,0.8536040410399437
7,9914.8359375,10320.247192382812,0.15954884886741638,0.0037175456527620554,0.06097167730331421,0.02645418792963028,0.9288498759269714,0.44514116644859314,9913.86328125,0.8420094400644302
8,9463.1494140625,9812.802734375,0.23685503005981445,0.0035583404824137688,0.059651825577020645,0.14740987122058868,0.8890795707702637,0.2754189968109131,9462.2314453125,0.8453341573476791
9,9095.2724609375,9373.543619791666,0.2858467996120453,0.003443594090640545,0.058682143688201904,0.2436201125383377,0.8604069948196411,0.2822781503200531,9094.380859375,0.7510072886943817
10,8797.1572265625,9014.060180664062,0.319783478975296,0.003405485302209854,0.05835653468966484,0.3005995452404022,0.8508962392807007,0.29720553755760193,8796.2763671875,0.8534603267908096
11,8535.8681640625,8733.828369140625,0.3503107726573944,0.003331370186060667,0.05771802365779877,0.3458999693393707,0.8323549032211304,0.2322051078081131,8535.0107421875,0.7904816493391991
12,8280.4931640625,8484.704711914062,0.30672645568847656,0.003473243210464716,0.058934226632118225,0.3654146194458008,0.8679351806640625,0.2075483351945877,8279.6044921875,0.8048955239355564
13,8046.54345703125,8236.365173339844,0.3408852517604828,0.003362041199579835,0.05798311159014702,0.38023287057876587,0.8400798439979553,0.22332483530044556,8045.6806640625,0.8514177687466145
14,7866.90283203125,8027.433532714844,0.3390982747077942,0.003390420461073518,0.05822731554508209,0.41483867168426514,0.8471861481666565,0.19760145246982574,7866.03564453125,0.7006550543010235
15,7712.326171875,7869.7625732421875,0.3367590010166168,0.0034113582223653793,0.05840683355927467,0.4238714575767517,0.8525558114051819,0.1908344328403473,7711.45458984375,0.8623386435210705
16,7619.5517578125,7731.454895019531,0.2986753582954407,0.003495406126603484,0.059121958911418915,0.47654280066490173,0.8734842538833618,0.1936117708683014,7618.65966796875,0.7443309724330902
17,7521.4306640625,7637.036804199219,0.3290882706642151,0.003504245774820447,0.05919666960835457,0.48716166615486145,0.8756722807884216,0.15362462401390076,7520.53955078125,0.6123461276292801
18,7442.38232421875,7545.2440185546875,0.2836838662624359,0.0035952762700617313,0.05996062234044075,0.4998290538787842,0.8984034657478333,0.16491809487342834,7441.4677734375,0.6590974926948547
19,7356.384765625,7456.906412760417,0.2974601984024048,0.0037092622369527817,0.06090371310710907,0.5491020083427429,0.9269661903381348,0.1341666430234909,7355.44482421875,0.6131334536605411
