epoch,val/loss,train/loss,val/gene_interaction/Pearson,val/gene_interaction/MSE,val/gene_interaction/RMSE,train/gene_interaction/Pearson,val/point_loss,val/dist_loss,val/graph_reg_loss,train/point_loss
0,1.0384831428527832,1.0953457334945942,0.013394185341894627,0.003966346383094788,0.06297893822193146,0.0039048970211297274,0.9910377860069275,0.4744546413421631,0.0,1.051126206743306
1,1.0386884212493896,1.1123422423998515,0.013335822150111198,0.00396058289334178,0.06293316185474396,-0.0018650039564818144,0.9895825386047363,0.49105802178382874,0.0,1.0639961123466493
2,1.0385935306549072,1.0323223697728123,-0.0009071505628526211,0.003960215486586094,0.06293024122714996,0.002149744424968958,0.9894923567771912,0.4910133183002472,0.0,0.9873704786958366
3,1.0394861698150635,1.0919484416643779,-0.007735852617770433,0.00396363390609622,0.06295739859342575,0.0024657577741891146,0.9903423190116882,0.49143674969673157,0.0,1.0443419794241586
4,1.0380622148513794,1.0275157320088353,0.014626629650592804,0.003958120942115784,0.06291359663009644,-0.0029371243435889482,0.9889858365058899,0.4907628297805786,0.0,0.9823276153926191
5,1.039279580116272,1.0468830486138663,0.015653599053621292,0.003962833434343338,0.06295104324817657,0.00030206560040824115,0.9901450276374817,0.49134454131126404,0.0,1.0012154261271158
6,1.038401484489441,1.0238057231080944,-0.004771667066961527,0.0039595793932676315,0.06292518973350525,4.087914203410037e-05,0.9893092513084412,0.49092188477516174,0.0,0.9790775632036144
7,1.0388082265853882,1.0640737374623617,0.024589931592345238,0.003960978705435991,0.06293630599975586,0.001084046089090407,0.9896962642669678,0.491120308637619,0.0,1.0174351990222932
8,1.0397179126739502,1.0085802633186867,0.02965942583978176,0.003964555449783802,0.06296471506357193,0.0013112908927723765,0.9905617833137512,0.49156007170677185,0.0,0.9647139742456633
9,1.0380136966705322,1.073543373743693,0.02256149798631668,0.003957975655794144,0.06291244179010391,-0.0010989884613081813,0.9889402389526367,0.49073389172554016,0.0,1.0263919055461883
10,1.0403436422348022,1.0232266208221172,0.01245324406772852,0.003966909367591143,0.06298340857028961,-0.0014350538840517402,0.9911586046218872,0.49185121059417725,0.0,0.9784823779402108
11,1.0391502380371094,1.0589446107546487,0.0020204915199428797,0.0039623333141207695,0.06294706463813782,0.004229201469570398,0.9900220632553101,0.49128246307373047,0.0,1.0128921965758007
12,1.0387786626815796,1.0125057923382725,-0.0014072585618123412,0.003960934933274984,0.0629359558224678,0.002101011574268341,0.9896684885025024,0.4911026954650879,0.0,0.9688160583890718
13,1.0380969047546387,1.079513023296992,,0.003958317916840315,0.06291516125202179,4.808285666513257e-05,0.9890190362930298,0.4907802641391754,0.0,1.0323167979717254
14,1.039849042892456,1.050763136353986,0.02977953851222992,0.003964975941926241,0.06296805292367935,-0.0017131241038441658,0.990687370300293,0.4916153848171234,0.0,1.0046535833128567
15,1.0381453037261963,0.9942647735277812,-8.620873995823786e-05,0.003958479035645723,0.06291644275188446,0.0018372501945123076,0.9890649914741516,0.4908035695552826,0.0,0.9509738405545552
16,1.0381125211715698,1.0600786640726287,,0.003958394750952721,0.06291577219963074,0.0009659627685323358,0.9890337586402893,0.49078840017318726,0.0,1.0137694313608367
17,1.039322853088379,1.0464816490809123,0.008022761903703213,0.003963038790971041,0.0629526674747467,0.003180467989295721,0.9901871085166931,0.4913584887981415,0.0,1.0008191565672557
18,1.0384337902069092,1.0290213062845428,,0.0039595672860741615,0.06292509287595749,-0.0011161863803863525,0.9893397092819214,0.4909406304359436,0.0,0.9841951481227217
19,1.038543701171875,1.0453841269016266,-0.0008519691764377058,0.003960012923926115,0.06292863190174103,0.000898512196727097,0.9894445538520813,0.4909918010234833,0.0,0.9997909049193064
20,1.038762092590332,1.0503932463711705,0.014691904187202454,0.003960816189646721,0.06293501704931259,0.0025515244342386723,0.9896526336669922,0.4910948574542999,0.0,1.0046442808776066
21,1.0383005142211914,1.0248472770055135,,0.0039591374807059765,0.0629216805100441,0.0014543581055477262,0.989213228225708,0.49087417125701904,0.0,0.9803350528081258
22,1.0380877256393433,1.0716087859252403,0.02419487200677395,0.003958186600357294,0.06291411817073822,0.0030847867019474506,0.9890099167823792,0.49077755212783813,0.0,1.024990844315496
23,1.0382282733917236,1.0478693664073944,-0.0054694293066859245,0.003958835266530514,0.06291927397251129,0.003939557354897261,0.989143967628479,0.4908415675163269,0.0,1.0023386975129445
24,1.038631558418274,1.0642038419328887,0.000490218517370522,0.003960337955504656,0.06293121725320816,-0.0016248144675046206,0.9895280003547668,0.4910355508327484,0.0,1.017929245685709
25,1.038905143737793,1.0422993739446005,-0.01574159786105156,0.003961376380175352,0.06293946504592896,0.004838366527110338,0.9897888898849487,0.4911622703075409,0.0,0.996998663743337
26,1.0386593341827393,1.0214344016436874,-0.14484253525733948,0.00396048603579402,0.06293239444494247,0.002608597045764327,0.9895551800727844,0.4910403788089752,0.0,0.9772089555345732
27,1.0385149717330933,1.0540209372838338,0.005749340169131756,0.003959889989346266,0.06292765587568283,0.0008714270661585033,0.9894169569015503,0.4909795820713043,0.0,1.008310357729594
28,1.0385980606079102,1.0521244899979953,0.0073914132080972195,0.003960239700973034,0.06293043494224548,-0.0023554430808871984,0.9894961714744568,0.4910195469856262,0.0,1.0064372235331043
29,1.038555383682251,1.0287717600663504,,0.003960064612329006,0.06292904168367386,0.004191153217107058,0.98945552110672,0.49099844694137573,0.0,0.9841659088929494
