run_id,arm,seed,dist,batch_size,wandb_state,n_epochs,rows_short_by,roll_max,epoch_at_roll_max,pearson_last,spearman_roll_max,spearman_at_roll_max,spearman_last,collapse_epoch,floor_from,loss_last,loss_min,loss_min_epoch,nmse_at_roll_max,nmse_last,sd_ratio_at_roll_max,sd_ratio_last
teaeym0k,Q_listmle,0,listmle,,finished,5755,0,0.17697409987449647,4266,0.1690198928117752,0.1745852380990982,0.17269510328769683,0.1671808362007141,,,2.5725951194763184,2.425955057144165,358,94.18441009521484,91.87372589111328,0.9078302383422852,0.8712436556816101
g755dzhn,Q_listmle,1,listmle,,finished,5999,0,0.14986905455589294,1488,0.13982714712619781,0.1541062444448471,0.1541062444448471,0.12804868817329407,,,2.659090042114258,2.4281563758850098,291,92.13138580322266,93.52430725097656,0.7496240139007568,0.9403761625289917
k79hvcqe,Q_listmle_b64,0,listmle,,finished,5999,0,0.15287537276744842,5555,0.1475457400083542,0.1475319743156433,0.14741018414497375,0.1388627588748932,,,3.0733482837677,2.9733693599700928,2765,56.364688873291016,54.56376647949219,0.7522253394126892,0.755798876285553
6b33ftkt,Q_listmle_b64,1,listmle,,finished,5999,0,0.1608477771282196,4995,0.1581137627363205,0.14759161174297333,0.14432373046875,0.14504866302013397,,,3.0916216373443604,2.9737508296966553,633,45.23434829711914,39.113956451416016,0.74252849817276,0.752068042755127
dhqpktod,Q_listmle_mse,0,listmle_mse,,finished,637,0,0.025120769627392292,1,-9.45529210483187e-10,0.02425988530740142,0.02425988530740142,0.0,627.0,3.0,3.5160837173461914,3.5077672004699707,357,1.007502794265747,1.006920337677002,0.00033280724892392755,0.0
j6m31tov,Q_listmle_mse,1,listmle_mse,,finished,480,0,0.02395167089998722,246,-0.033398013561964035,0.024235908500850202,0.024235908500850202,-0.03161085769534111,,247.0,3.5200998783111572,3.5096912384033203,425,1.0068374872207642,1.0069007873535156,2.7216585294809192e-05,2.1196456145844422e-05
