epoch,val/loss,train/loss,val/gene_interaction/Pearson,val/gene_interaction/MSE,val/gene_interaction/RMSE,train/gene_interaction/Pearson,val/point_loss,val/dist_loss,val/graph_reg_loss,train/point_loss
0,163640.34375,163715.4962284483,0.026625240221619606,0.004059882834553719,0.06371720880270004,0.006327076815068722,1.0143766403198242,0.4844118058681488,163639.34375,1.0774011221425286
1,12550.7314453125,41928.40074869792,0.29090407490730286,0.0036361240781843662,0.06030028313398361,0.07575299590826035,0.9085205793380737,0.2705423831939697,12549.8037109375,1.0528029719988505
2,9547.1083984375,10884.124225484913,0.3882747292518616,0.003366717603057623,0.058023422956466675,0.3366009294986725,0.8412061929702759,0.2612285614013672,9546.2451171875,0.8840947726677204
3,8324.1435546875,8938.871158854166,0.4010653793811798,0.0033424333669245243,0.05781378224492073,0.3710419535636902,0.8351687788963318,0.24010488390922546,8323.2822265625,0.8936749537785847
4,7678.66748046875,8030.841594827586,0.4078729748725891,0.0033048668410629034,0.05748797208070755,0.382878839969635,0.8257420063018799,0.2398197054862976,7677.81640625,0.8368131292277369
5,7278.6767578125,7544.379215494791,0.40925532579421997,0.003312044544145465,0.05755036696791649,0.3928012549877167,0.827538251876831,0.22503003478050232,7277.8271484375,0.8348858038584391
6,6906.90478515625,7132.347588900862,0.4195225238800049,0.0032729674130678177,0.05720985308289528,0.3990495204925537,0.8177942037582397,0.21873874962329865,6906.0634765625,0.8114128791052719
7,6751.92236328125,6889.245475260416,0.42513906955718994,0.003246420295909047,0.05697736516594887,0.4168834388256073,0.8111283183097839,0.21884310245513916,6751.09033203125,0.8410475154717764
8,6613.57080078125,6729.474659886853,0.4232806861400604,0.0032719115260988474,0.05720062553882599,0.4232253134250641,0.8175151348114014,0.20255939662456512,6612.73388671875,0.7979582486481502
9,6464.1689453125,6573.520100911458,0.42571932077407837,0.003296415088698268,0.05741441622376442,0.4287474453449249,0.8236541748046875,0.18334564566612244,6463.32763671875,0.8388922353585561
10,6373.37744140625,6454.231596848061,0.42981189489364624,0.0032583295833319426,0.05708178132772446,0.4438793957233429,0.8141000866889954,0.1843365728855133,6372.54638671875,0.7906900068809246
11,6280.65380859375,6360.785107421875,0.4195462465286255,0.003277543466538191,0.05724983289837837,0.44648265838623047,0.8188788294792175,0.2016540765762329,6279.8134765625,0.8153951028982799
12,6191.57275390625,6257.370319234914,0.43289434909820557,0.003258775221183896,0.057085681706666946,0.4487658441066742,0.8141902685165405,0.17780017852783203,6190.73876953125,0.7758044374400171
13,6113.220703125,6178.004052734375,0.4230160117149353,0.0032520198728889227,0.05702648311853409,0.4640793800354004,0.8124706149101257,0.20823459327220917,6112.3896484375,0.8114021241664886
14,6063.458984375,6116.531856142241,0.4385775625705719,0.003218271303921938,0.05672980844974518,0.4804249405860901,0.8040996193885803,0.1791839301586151,6062.63916015625,0.7760302568304127
