feature,description,mean,std,variance,min,max,range,median,iqr,cv,robust_cv,n
D148_C,Relative_distance_of_nuclear_brightest_point_in_mother_to_mother_center,0.4065118667060195,0.0341518396748709,0.001166348153178086,0.276448485,0.572838529,0.29639004399999996,0.4047209135,0.04398943300000002,0.08401191323541057,0.10869078303758084,4718
D117_A,Distance_between_nuclear_gravity_center_and_cell_center,4.350272115158753,0.4322378652944515,0.1868295721943044,2.888294736,8.473282801,5.584988064999999,4.294620096999999,0.4726010219999992,0.09935881109328674,0.11004489601539702,4718
D147_C,Relative_distance_of_nuclear_gravity_center_in_mother_to_mother_center,0.36944443706549385,0.03243352620257164,0.001051933621932901,0.245582634,0.538454108,0.292871474,0.3676645025,0.040586891250000035,0.08778999748972248,0.11039110649524844,4718
C111_C,Distance_between_bud_tip_and_mother_short_axis_extension,27.297298998086053,3.258206212809852,10.615907725192718,18.60738335,58.81429859,40.20691524,26.757827159999998,2.9635567475,0.1193600221413225,0.11075476083238145,4718
D184_A1B,Nuclear_axis_ratio,2.7963716278764306,0.25040650567152195,0.06270341808262196,2.274136725,4.905437399,2.6313006740000002,2.7623170445,0.30900387100000026,0.08954693402524652,0.11186401344308118,4718
D155_A1B,Angle_between_C1D2-1_and_C1C1-2,36.14080256299703,3.2894395024394045,10.820412240208798,17.98377141,47.67105004,29.687278629999998,36.242606005,4.078704742500001,0.09101733412548277,0.11253894772184171,4718
D178_A1B,Nuclear_long_axis_length,13.648436561742262,1.4563042140053342,2.120821963729694,10.53909525,31.04733204,20.508236789999998,13.332341294999999,1.5016364099999997,0.10670117470359057,0.11263111082846007,4718
D154_C,Angle_between_C1D1-1_and_C1C1-2,43.72952189410768,4.077645621224517,16.627193812291473,19.83284522,60.46165504,40.62880982,43.955870805,5.009759087499994,0.09324697468905915,0.11397246819940446,4718
D144_C,Distance_between_nuclear_outline_point_D6-2_in_bud_and_middle_point_of_neck,10.169032337518653,1.2751404687924601,1.625983215152255,6.352846616,26.96400892,20.611162304,10.017318549999999,1.1438840152500003,0.12539447476116566,0.11419063989434582,4718
C105_C,Neck_position,39.928427467823234,4.289011202906139,18.39561709865437,10.76531144,57.36625644,46.600945,40.4029715,4.6673936575,0.10741748360519549,0.11552104917580133,4718
D135_A,Distance_between_nuclear_brightest_point_and_cell_center,4.688119067068674,0.4847782178452657,0.23500992049723188,3.279165517,8.888450967,5.609285450000001,4.6148356705,0.5332991852499998,0.10340569659387545,0.11556190151234981,4718
D143_C,Distance_between_nuclear_outline_point_D6-1_in_mother_and_middle_point_of_neck,15.12580989704769,1.6119315454553242,2.59832330723399,8.839184271,27.82548686,18.986302589,14.96948731,1.7358395874999992,0.10656828007404397,0.11595851959074203,4718
D154_A1B,Angle_between_C1D1-1_and_C1C1-2,34.47348184352056,3.338946248758245,11.148562052096757,14.48591002,50.2421754,35.75626538,34.5855339,4.018708449999998,0.09685549791326967,0.11619622416758466,4718
C127_A1B,Thickness_difference_of_cell_wall,3.9283570373228063,0.42567448089016635,0.1811987636811126,3.057692308,7.595744681,4.538052373,3.862385321,0.4497600595,0.10835941765116786,0.11644619118000214,4718
C118_A1B,Cell_size_ratio,0.2694002096036456,0.029904242758530663,0.0008942637349611336,0.159907652,0.527460993,0.36755334100000003,0.2672170195,0.031166766000000012,0.11100304191495326,0.11663465919318067,4718
D146_C,Distance_between_nuclear_outline_point_D8_in_bud_and_bud_tip,9.125997843653241,0.9407300603612488,0.8849730464672789,5.843002918,20.29888609,14.455883172,9.0376457695,1.0627264527500007,0.10308243289970621,0.11758885885265176,4718
D118_A1B,Distance_between_nuclear_gravity_center_and_mother_center,5.76988942732429,0.726952762159228,0.5284603184109311,3.747396765,14.04402689,10.296630125,5.6658053535,0.6664786282500001,0.125990761402917,0.1176317551816864,4718
D155_C,Angle_between_C1D2-1_and_C1C1-2,44.650775270142006,4.096126724784654,16.778254145495055,21.601465,59.47594794,37.87448293999999,44.874892755000005,5.299567074999992,0.09173696761148367,0.11809648446256195,4718
D119_C,Distance_between_nuclear_gravity_center_in_bud_and_bud_center,4.056286342980925,0.5260344917018318,0.27671228646000456,2.533829784,9.398274232,6.864444448,3.9982166579999996,0.4844615750000001,0.12968376668281614,0.1211694153768893,4718
D156_C,Angle_between_C2D1-2_and_C2C4-2,40.459036054779574,3.903600712928735,15.23809852597773,19.19605587,57.80572522,38.609669350000004,40.60404744,4.952458282499997,0.0964827908317798,0.12196957187133058,4718
