,noise_var,total_var,reliability,ceiling,robust_cv,label,description,score,rank
D113_C,0.0005084460867736972,0.0006362752646150864,0.2009023216056013,0.4482212864262487,0.061287288444992705,Ratio_of_D109_to_C107,Ratio of D109 to C107 on stage C,0.027470267268391198,240.0
D114_A1B,0.0002276684735911737,0.0003044661579410075,0.25223717758711917,0.5022321948930785,0.05655423970062664,Ratio_of_D110_to_C128,Ratio of D110 to C128 on stage A1B,0.028403359935354994,238.0
D116_C,1.648051279783656,7.151728040337081,0.7695590114041895,0.8772451261786466,0.07174550099168643,Distance_between_two_nuclear_gravity_centers_through_middle_point_of_neck,Distance between two nucleus center through middle point of neck on stage C,0.06293839107020217,153.0
D117_A,0.08535873379739638,0.18686917990517876,0.5432166297261585,0.7370323125387098,0.11004489601539702,Distance_between_nuclear_gravity_center_and_cell_center,Distance from mother cell's center to nucleus center on stage A,0.08110664419330992,120.0
D117_C,0.22962475438492508,0.5873063442628176,0.6090204769145677,0.7803976402543563,0.14228371716556967,Distance_between_nuclear_gravity_center_in_mother_and_mother_center,Distance from mother cell's center to mother cell's nucleus center on stage C,0.11103787712262883,74.0
D118_A1B,0.17358657159259036,0.5285723515503017,0.6715935461182159,0.8195081122955501,0.1176317551816864,Distance_between_nuclear_gravity_center_and_mother_center,Distance from mother cell's center to nucleus center in A1B,0.09640017763495612,89.0
D119_C,0.12779770221774053,0.27677094923008294,0.5382546377311413,0.7336583930761927,0.1211694153768893,Distance_between_nuclear_gravity_center_in_bud_and_bud_center,Distance from bud center to bud's nucleus center on stage C,0.08889695857539032,104.0
D121_C,0.44562201361787146,1.0223903585688703,0.5641371127152961,0.7510906155153958,0.0858922600522977,Distance_between_nuclear_gravity_center_in_bud_and_bud_tip,Distance from bud nucleus center to bud tip on stage C,0.06451287047068872,149.0
D123_C,0.0005055460575928618,0.0006355935815202161,0.20460798804214786,0.45233614496538727,0.06596645897349819,Ratio_of_D121_to_C107,Ratio of D121 to C107 on stage C,0.02983901374908955,236.0
D125_C,0.548591471452192,2.6793204937362485,0.7952497759283756,0.8917677813917565,0.09968304076368242,Distance_between_nuclear_gravity_center_in_mother_and_mother_hip,Distance between nuclear gravity center in mother and mother hip on stage C,0.0888941241042131,105.0
D126_A1B,0.5296480458954003,3.234560663424546,0.836253482000043,0.9144689617477693,0.06245562508632997,Distance_between_nuclear_gravity_center_and_mother_hip,Distance between nuclear gravity center and mother hip on stage A1B,0.0571137306280041,170.0
D127_A,0.26880515971855784,1.9104562323124683,0.8592979230970454,0.9269832377648721,0.05543766634355114,Distance_between_nuclear_brightest_point_and_cell_tip,Distance between nuclear brightest point and cell tip on stage A,0.05138978744127372,183.0
D128_C,0.6334337267558355,2.3704141584839813,0.7327750830002832,0.8560228285508997,0.08476030296077666,Distance_between_nuclear_brightest_point_in_mother_and_mother_tip,Distance between nuclear brightest point in mother and mother tip on stage C,0.07255675428931524,129.0
D129_A1B,0.5620986983875063,3.3346091629748584,0.8314349085857939,0.9118305262414688,0.065424361602267,Distance_between_nuclear_brightest_point_and_mother_tip,Distance between nuclear brightest point and mother tip on stage A1B,0.05965593006880726,164.0
D130_C,0.7674113335148607,2.647532535345434,0.7101409243249457,0.84269859637058,0.08300378350306938,Distance_between_nuclear_brightest_point_in_mother_and_middle_point_of_neck,Distance between nuclear brightest point in mother and middle point of neck on stage C,0.06994717185148407,139.0
D131_C,0.42237843491094806,1.8889222157916854,0.7763918326653166,0.8811309963140082,0.08113323391061986,Distance_between_nuclear_brightest_point_in_bud_and_middle_point_of_neck,Distance between nuclear brightest point in bud and middle point of neck on stage C,0.07148900722984194,131.0
D132_A1B,0.20141179021751238,0.5365385828238303,0.6246089346315568,0.7903220448852206,0.05828936367909461,Distance_between_nuclear_brightest_point_and_middle_point_of_neck,Distance between nuclear brightest point and middle point of neck on stage A1B,0.046067369097920356,200.0
D134_C,1.770041312225889,7.510302703897031,0.7643182462795501,0.8742529646958883,0.0727931100995957,Distance_between_two_nuclear_brightest_points_through_middle_point_of_neck,Distance between two nuclear brightest points through the middle point of neck on stage C,0.06363959231400575,151.0
D135_A,0.11029548060996994,0.23505974240108968,0.5307768166368133,0.7285443134338592,0.11556190151234981,Distance_between_nuclear_brightest_point_and_cell_center,Distance between nuclear brightest point and cell center on stage A,0.08419196619642615,112.0
D135_C,0.24087189865472283,0.683774718149041,0.647732078619759,0.804818040689794,0.14247879665265817,Distance_between_nuclear_brightest_point_in_mother_and_mother_center,Distance between nuclear brightest point in mother and mother center on stage C,0.11466950596183192,69.0
D136_A1B,0.34419732503053757,0.7466931768845882,0.5390378060415328,0.7341919408720943,0.15078235329083323,Distance_between_nuclear_brightest_point_and_mother_center,Distance between nuclear brightest point and mother center on stage A1B,0.11070318861185865,75.0
D137_C,0.14558722262764914,0.3126632955122042,0.5343642035463467,0.7310021912048874,0.12596523720514033,Distance_between_nuclear_brightest_point_in_bud_and_bud_center,Distance between nuclear brightest point in bud and bud center on stage C,0.092080864412601,96.0
D139_C,0.30496168342194285,0.983719554240708,0.6899912357060646,0.8306571107900447,0.08453130745519005,Distance_between_nuclear_brightest_point_in_bud_and_bud_tip,Distance between nuclear brightest point in bud and bud tip on stage C,0.07021653162203313,137.0
D14-1_A,46.74253125764677,198.59206410818024,0.7646304172951018,0.874431482333008,0.13321677212247524,Nuclear_size,Area of nucleus region in mother cell on stage A,0.11648893951867456,68.0
D14-1_C,61.24569878346185,195.31243153050428,0.6864219122995436,0.8285058311801695,0.14092701659693774,Nuclear_size_in_mother,Area of nucleus region in mother cell on stage C,0.11675885502138744,66.0
D14-2_C,35.7450650571921,95.27078281651134,0.6248055909644825,0.7904464504091865,0.1354905455770031,Nuclear_size_in_bud,Area of nucleus region in bud on stage C,0.10709802081534621,81.0
D14-3_A1B,184.32700654382035,363.3402360774174,0.49268760175367543,0.7019170903701344,0.16038395904672872,Nuclear_size,Area of nucleus region on stage A1B,0.11257624187612261,73.0
D14-3_C,171.85574349508013,513.6329930782593,0.6654114011151626,0.8157275287221601,0.13029098144683302,Nuclear_size_in_whole_cell,Area of nucleus region on stage C,0.10628194031040991,82.0
D141_C,0.5480898646829647,2.753399829819134,0.8009406920320149,0.8949528993371746,0.10127418180932121,Distance_between_nuclear_brightest_point_in_mother_and_mother_hip,Distance between nuclear brightest point in mother and mother hip on stage C,0.09063562263825216,99.0
D142_A1B,0.633749276375774,3.461195023599951,0.8168987092450462,0.903824490288378,0.06754253253199126,Distance_between_nuclear_brightest_point_and_mother_hip,Distance between nuclear brightest point and mother hip on stage A1B,0.06104659503851319,158.0
D143_A1B,0.2961955348904041,0.42820663230349626,0.3082883062855687,0.5552371621978924,0.10421759762592496,Distance_between_nuclear_outline_point_D6-1_and_middle_point_of_neck,Distance from neck to nucleus border point close to neck on stage A1B,0.057865483156900384,169.0
D143_C,1.054361268780748,2.598874149571754,0.5943007594444359,0.7709090474527044,0.11595851959074203,Distance_between_nuclear_outline_point_D6-1_in_mother_and_middle_point_of_neck,Distance from neck to mother's nucleus border point close to neck on stage C,0.08939347188172471,103.0
D144_C,0.6050508964667654,1.626327922215039,0.6279650074243985,0.7924424316153184,0.11419063989434582,Distance_between_nuclear_outline_point_D6-2_in_bud_and_middle_point_of_neck,Distance from neck to nucleus border point close to neck on bud's nucleus on stage C,0.09048950834558459,100.0
D145_A1B,0.6643115782336151,2.542131109306911,0.7386792617416442,0.8594645203506915,0.07816573976671842,Distance_between_nuclear_outline_point_D7_and_mother_hip,Distance between nuclear outline point D7 and mother hip on stage A1B,0.06718068003645962,147.0
D145_C,0.5360932111914095,2.255466735533334,0.7623138471760066,0.8731058625252762,0.12996672764246453,Distance_between_nuclear_outline_point_D7_in_mother_and_mother_hip,Distance between nuclear outline point D7 and mother hip on stage C,0.11347471183786165,71.0
D146_C,0.5349415618114179,0.8851606600026757,0.3956559684771791,0.6290118985179685,0.11758885885265176,Distance_between_nuclear_outline_point_D8_in_bud_and_bud_tip,Distance between nuclear outline point D8 in bud and bud tip on stage C,0.07396479135146791,127.0
D147_A,0.00027754003001928583,0.00035131022961562374,0.20998591380914666,0.45824219994359605,0.07975073658028448,Relative_distance_of_nuclear_gravity_center_to_cell_center,Relative distance of nuclear gravity center to cell center on stage A,0.03654515297767178,229.0
D147_A1B,0.0005447236556468753,0.0006246449130054977,0.12794670331033176,0.35769638425672096,0.09420262279706994,Relative_distance_of_nuclear_gravity_center_to_mother_center,Relative distance of nuclear gravity center to mother center on stage A1B,0.03369593756201167,232.0
D147_C,0.0007205345006053597,0.0010521566309687146,0.3151832347034037,0.5614118227321221,0.11039110649524844,Relative_distance_of_nuclear_gravity_center_in_mother_to_mother_center,Relative distance of nuclear gravity center in mother to mother center on stage C,0.06197487231091323,155.0
D148_A,0.00035917407490001276,0.0004344652080917554,0.17329611621246732,0.41628850117732935,0.08411844622493357,Relative_distance_of_nuclear_brightest_point_to_cell_center,Relative distance of nuclear brightest point to cell center on stage A,0.035017541900343375,230.0
D148_A1B,0.000550420601571887,0.0007303907046937747,0.24640251028022386,0.49638947438500736,0.10076074177833122,Relative_distance_of_nuclear_brightest_point_to_mother_center,Relative distance of nuclear brightest point to mother center on stage A1B,0.05001657164998929,189.0
D148_C,0.0006601442006877713,0.0011665954179975006,0.43412755570313266,0.6588835676378131,0.10869078303758084,Relative_distance_of_nuclear_brightest_point_in_mother_to_mother_center,Relative distance of nuclear brightest point in mother to mother center on stage C,0.07161457089714876,130.0
D149_C,0.0005994003522419943,0.0006866850614455944,0.12711024908543989,0.3565252432653821,0.10519233649874443,Relative_distance_of_nuclear_gravity_center_in_bud_to_bud_center,Relative distance of nuclear gravity center in bud to bud center on stage C,0.03750372335986879,227.0
D15-1_A,2642394.0816709297,3149131.93454951,0.16091350359732393,0.4011402542718992,0.2353630844284092,Nuclear_brightness,Sum of brightness on stage region in mother cell on stage A,0.09441360753383055,91.0
D15-1_C,2396161.304316297,3026965.8508887202,0.20839499936453465,0.45650301134224147,0.23692435187574173,Nuclear_brightness_in_mother,Sum of brightness on stage region in mother cell on stage C,0.10815668009158494,80.0
D15-2_C,1769123.7081024859,2129772.7823549747,0.16933687820618348,0.41150562354138426,0.26855686766610026,Nuclear_brightness_in_bud,Sum of brightness on stage region in bud on stage C,0.1105126612852596,76.0
D15-3_A1B,5161918.407561727,6414615.758866711,0.19528797957592736,0.44191399567780987,0.27215832017885877,Nuclear_brightness,Sum of brightness on stage region on stage A1B,0.12027057072720018,63.0
D15-3_C,8050411.180778528,9743117.909800585,0.17373357735097994,0.41681360024713676,0.24083687994701966,Nuclear_brightness_in_whole_cell,Sum of brightness on stage region on stage C,0.10038408700300472,87.0
D150_C,0.0006373536630126683,0.0007616272314000158,0.16316849406619693,0.4039412012486433,0.10333166031061845,Relative_distance_of_nuclear_brightest_point_in_bud_to_bud_center,Relative distance of nuclear brightest point in bud to bud center on stage C,0.041739914992887976,224.0
D151_C,0.003849568093142225,0.014500842979082896,0.7345279789116308,0.8570460774728689,0.13622038413218618,Ratio_of_distance_between_each_nucleus_and_middle_point_of_neck,Distance ratio of two nuclei from neck on stage C,0.11674714589233759,67.0
D152_A1B,0.0017759744400724297,0.0027478883903364827,0.353694842076552,0.5947224916518224,0.12743548897560558,Mobility_of_nucleus_in_mother,Mobility of nucleus in mother cell on stage A1B,0.0757887515284405,125.0
D152_C,0.07270212994272504,0.1345506643803842,0.45966725413416765,0.6779876504289497,0.24253130208138096,Mobility_of_nucleus_in_mother,Mobility of nucleus in mother cell on stage on stage C,0.1644332276536293,37.0
D153_C,0.05079305649611268,0.06399564215050448,0.20630444840825335,0.45420749488339945,0.20576130454030933,Mobility_of_nucleus_in_bud,Mobility of nucleus in bud on stage C,0.09345832667919415,94.0
D154_A,5.724790862207609,8.49516752804043,0.32611206979597496,0.5710622293550633,0.0800355114289361,Angle_between_C1D1-1_and_C1C1-2,Angle between C1D1-1 and C1C1-2 on stage A,0.0457052575841809,202.0
D154_A1B,7.772951652876618,11.150925537797857,0.3029321533419852,0.5503927264617376,0.11619622416758466,Angle_between_C1D1-1_and_C1C1-2,Angle between C1D1-1 and C1C1-2 on stage A1B,0.06395355662415617,150.0
D154_C,12.30503817213793,16.630718763279877,0.2601018424226449,0.510001806293512,0.11397246819940446,Angle_between_C1D1-1_and_C1C1-2,Angle between C1D1-1 and C1C1-2 on stage C,0.05812616464942613,168.0
D155_A,5.573855219301435,7.733110213993916,0.2792220639484836,0.52841467045161,0.0792038667245344,Angle_between_C1D2-1_and_C1C1-2,Angle between C1D2-1 and C1C1-2 on stage A,0.04185248513373808,221.0
D155_A1B,7.602533293330709,10.82270615842805,0.2975386024492285,0.5454709913911358,0.11253894772184171,Angle_between_C1D2-1_and_C1C1-2,Angle between C1D2-1 and C1C1-2 on stage A1B,0.0613867313839482,156.0
D155_C,12.458261502727327,16.781811121145992,0.2576330759062565,0.5075756849044845,0.11809648446256195,Angle_between_C1D2-1_and_C1C1-2,Angle between C1D2-1 and C1C1-2 on stage C,0.05994290398589669,162.0
D156_C,14.847530734525622,15.24132898994338,0.025837527401816218,0.16074055929296818,0.12196957187133058,Angle_between_C2D1-2_and_C2C4-2,Angle between C2D1-2 and C2C4-2 on stage C,0.019605457199321556,248.0
D157_C,11.38858427185991,14.960214107646122,0.23874189300277204,0.4886122112706272,0.12251212505032551,Angle_between_C2D2-2_and_C2C4-2,Angle between C2D2-2 and C2C4-2 on stage C,0.05986092032830315,163.0
D158_C,11.7916893170519,20.280648864834845,0.4185743564892629,0.646973227026639,0.10868517732073989,Angle_between_D1-1D1-2_and_C1-1C1-2,Angle between D1-1D1-2 and C1-1C1-2 on stage C,0.07031639990116156,135.0
D159_C,11.948856789810598,20.29523662002211,0.4112482148632578,0.6412863750800089,0.10859760339716402,Angle_between_D2-1D2-2_and_C1-1C1-2,Angle between D2-1D2-2 and C1-1C1-2 on stage C,0.06964216342494377,142.0
D16-1_A,600.9262546250147,472.5209127816555,0.0,0.0,0.2429441038632925,Maximal_intensity_of_nuclear_brightness,Maximum brightness of a nucleus in the mother cell on stage A,0.0,252.0
D16-1_C,494.0797532359097,445.6361567377911,0.0,0.0,0.2406374500184553,Maximal_intensity_of_nuclear_brightness_in_mother,Maximum brightness of a nucleus in the mother cell on stage C,0.0,252.0
D16-2_C,539.2544885837762,508.2729513399495,0.0,0.0,0.26445798285397226,Maximal_intensity_of_nuclear_brightness_in_bud,Maximum brightness of nucleus in bud on stage C,0.0,252.0
D16-3_A1B,841.903386265432,836.727123049045,0.0,0.0,0.3065021137862784,Maximal_intensity_of_nuclear_brightness,Maximum brightness of nucleus on stage A1B,0.0,252.0
D16-3_C,582.8097750320246,530.5028237972698,0.0,0.0,0.236743461481357,Maximal_intensity_of_nuclear_brightness_in_whole_cell,Maximum brightness of nuclei on stage C,0.0,252.0
D161_A1B,9.632302695184384,11.886273374217598,0.18962803631307024,0.4354630137142192,0.10418359356793692,Angle_between_D3-1D4-1_and_C1-1C1-2_or_between_D3-3D4-3_and_C1-1C1-2,slope of mother nucleus on stage A1B,0.04536810163467116,204.0
D162_C,1.3089409323548915,1.8276891158663544,0.2838273637502994,0.5327545060816468,0.19326582792664893,Angle_between_D1-1D1-2_and_C1C4-1,slope between two nuclei to neck position on stage C,0.10296324069952238,83.0
D163_C,1.2932781061793561,1.8635382673345116,0.3060093646323775,0.5531811318477678,0.18552711097221758,Angle_between_D2-1D2-2_and_C1C4-1,Angle between D2-1D2-2 and C1C4-1 on stage C,0.10263009723605775,84.0
D165_A1B,18.42189843426834,20.320719821819484,0.09344262428697403,0.3056838633081145,0.142343864653811,Angle_between_D3-1D4-1_and_C1C4-1_or_between_D3-3D4-3_and_C1C4-1,slope of nuleus to neck position on stage A1B,0.04351222246558431,211.0
D166_C,0.773384672047968,1.2154009023972758,0.3636793666003275,0.6030583442755166,0.14501991369280987,Angle_between_D1-1D1-2_and_C4-1C4-2,Angle between D1-1D1-2 and C4-1C4-2 on stage C,0.08745546903856424,108.0
D167_C,0.85168428852597,1.240890303487567,0.31365062154786716,0.5600451959867767,0.14530121642692753,Angle_between_D2-1D2-2_and_C4-1C4-2,Angle between D2-1D2-2 and C4-1C4-2 on stage C,0.08137524823093568,119.0
D169_A1B,0.9073285318200005,1.5651677958400263,0.4202995140638983,0.6483051087751032,0.13045866522733368,Angle_between_C4-1D1-1_and_C4-1C1,Angle between C4-1D1-1 and C4-1C1 on stage A1B,0.08457701915086133,111.0
D169_C,1.3963610103365622,1.9040776366478023,0.26664701929123724,0.5163787556544491,0.18318857989235027,Angle_between_C4-1D1-1_and_C4-1C1,Angle between C4-1D1-1 and C4-1C1 on stage C,0.09459469093491747,90.0
D17-1_A,1.3984441832395437e-08,2.9081725573886263e-08,0.5191330102862717,0.7205088551060783,0.20958350892708236,Nuclear_fitness_for_ellipse,Fitness to ellipse of the nucleus in the mother cell on stage A,0.15100677406616667,45.0
D17-1_C,3.551943218402433e-08,5.7524497873799244e-08,0.38253381608042847,0.6184931819191125,0.24238650812529308,Nuclear_fitness_for_ellipse_in_mother,Fitness to ellipse of the nucleus in the mother cell on stage C,0.14991440266467534,46.0
D17-2_C,3.103845954046786e-08,5.4460667695294985e-08,0.4300756701308426,0.6558015478258973,0.2274738203667834,Nuclear_fitness_for_ellipse_in_bud,Fitness to ellipse of the nucleus in the daughter cell on stage C,0.14917768348640667,47.0
D17-3_A1B,5.027583837327978e-08,6.700394345604806e-08,0.24965851590125077,0.49965839921015115,0.3034116610956546,Nuclear_fitness_for_ellipse,Fitness to ellipse of the nucleus on stage A1B,0.15160218488474766,44.0
D170_A1B,1.1625682885192892,2.053660006199821,0.43390420760515536,0.6587140560251886,0.1385262952872803,Angle_between_C4-1D2-1_and_C4-1C1,Angle between C4-1D2-1 and C4-1C1 on stage A1B,0.09124921783482738,98.0
D170_C,1.4681904497277618,2.073969350428283,0.29208671795242547,0.5404504768731595,0.17304193781738708,Angle_between_C4-1D2-1_and_C4-1C1,Angle between C4-1D2-1 and C4-1C1 on stage C,0.09352059781246246,92.0
D172_A1B,7.778995831258853,6.56669112660753,0.0,0.0,0.16565719144187246,Angle_between_C4-1D4_and_C4-1C1,Angle between C4-1D4 and C4-1C1 on stage A1B,0.0,252.0
D173_A,0.08868087222646089,0.2962417255799909,0.7006469225331482,0.8370465474112824,0.07458643606533973,Maximal_distance_between_nuclear_gravity_center_and_nuclear_outline,nucleus maximum radius in mother cell on stage A,0.06243231879220497,154.0
D173_C,0.15354395276154814,0.3548454890823102,0.5672934911512092,0.7531888814575061,0.08779116377575522,Maximal_distance_between_nuclear_gravity_center_and_nuclear_outline_in_mother,nucleus maximum radius in mother cell on stage C,0.0661233284461138,148.0
D174_C,0.10164858956331199,0.2079421002569214,0.5111687847832604,0.7149606875788769,0.07642959113373203,Maximal_distance_between_nuclear_gravity_center_and_nuclear_outline_in_bud,nucleusmaximum radius in bud on stage C,0.05464415302834549,174.0
D175_A1B,0.4158192705710612,0.590711688241975,0.2960706909176174,0.5441237827164123,0.10476230714006185,Maximal_distance_between_nuclear_gravity_center_and_nuclear_outline,nucleus maximum radius on stage A1B,0.057003662847149056,171.0
D176_A,0.32341475976084233,1.0689882295365596,0.6974571367347489,0.835138992464577,0.0809871143632865,Nuclear_long_axis_length,nucleus diameter in mother cell on stage A,0.06763549709196856,144.0
D176_C,0.5141106738954054,1.2326368801758336,0.582917984879644,0.76349065801727,0.09164178051260419,Nuclear_long_axis_length_in_mother,nucleus diameter in mother cell on stage C,0.0699676433054424,138.0
D177_C,0.34580387728216283,0.7292240514384883,0.5257920023345086,0.7251151648769377,0.08316086046408189,Nuclear_long_axis_length_in_bud,nucleus diameter in bud on stage C,0.06030120104672075,160.0
D178_A1B,1.5087953921115969,2.1212715761875547,0.28873067972594424,0.5373366539944434,0.11263111082846007,Nuclear_long_axis_length,nucleus diameter on stage A1B,0.06052082422824206,159.0
D179_A,0.033494733150062725,0.1148871016113294,0.7084552340490092,0.841697828231135,0.06928892101971873,Nuclear_minimum_radius,nucleus minimum radius in mother cell on stage A,0.0583203343427759,167.0
D179_C,0.04690486157378445,0.11782826541803534,0.6019218189508799,0.7758362062644923,0.07758010390664359,Nuclear_minimum_radius_in_mother,nucleus minimum radius in mother cell on stage C,0.06018945349653548,161.0
D180_C,0.037169884024475644,0.08121304161889183,0.5423163166464983,0.7364212901909465,0.0768768923663009,Nuclear_minimum_radius_in_bud,nucleus minimum radius in bud on stage C,0.05661378026226183,172.0
D181_A1B,0.08188804827461961,0.15083967300480272,0.45711863037509837,0.6761054876090701,0.08038408289776046,Nuclear_minimum_radius,nucleus minimum radius on stage A1B,0.054348119563598245,175.0
D182_A,0.0028482931794584364,0.0062522208339101685,0.5444349687697931,0.7378583663344837,0.032744328157017215,Nuclear_axis_ratio,nucleus roundness in mother cell on stage A,0.024160676480656958,244.0
D182_C,0.01439298730873162,0.021274613487566808,0.3234665665186778,0.5687412122562228,0.07027867611908091,Nuclear_axis_ratio_in_mother,nucleus roundness in mother cell on stage C,0.03997037945172853,226.0
D183_C,0.00893100925063945,0.014556305133913221,0.3864508081908766,0.6216516775420755,0.05269873080962918,Nuclear_axis_ratio_in_bud,nucleus roundness in bud on stage C,0.03276025441214424,233.0
D184_A1B,0.06113356862156443,0.06271671115408317,0.025242754337504336,0.15887968510009182,0.11186401344308118,Nuclear_axis_ratio,nucleus roundness on stage A1B,0.017772919229869177,250.0
D185_C,1.3968856058661374,12.502967101254178,0.8882756713223683,0.9424837777502424,0.044659367867448806,Total_length_of_two_straight_segments_D11-1C4-1_and_D11-2C4-1,Total length of two straight segments D11-1C4-1 and D11-2C4-1 on stage C,0.04209072973965094,218.0
D186_C,1.3508395391180434,12.260218171414119,0.8898192903069493,0.9433023323977044,0.04472931168008189,Total_length_of_two_straight_segments_D12-1C4-1_and_D12-2C4-1,Total length of two straight segments D12-1C4-1 and D12-2C4-1 on stage C,0.04219326403436513,217.0
D188_A,0.05618548720847552,0.07952440379499316,0.2934811890785537,0.5417390414937377,0.16332463354018073,Distance_between_nuclear_gravity_center_and_brightest_point,Distance between nuclear gravity center and brightest point on stage A,0.08847933042637349,106.0
D188_C,0.08395428637076487,0.12311249958458019,0.3180685417479727,0.563975657052654,0.2117721339838164,Distance_between_nuclear_gravity_center_and_brightest_point_in_mother,Distance between nuclear gravity center and brightest point in mother on stage C,0.11943432840896552,64.0
D189_C,0.05458487605560766,0.05956138431567511,0.08355259564975814,0.2890546585851163,0.18448396827707383,Distance_between_nuclear_gravity_center_and_brightest_point_in_bud,Distance between nuclear gravity center and brightest point in bud on stage C,0.05332595046475701,180.0
D190_A1B,0.4839197490532063,0.44297509226997805,0.0,0.0,0.33036559587140707,Distance_between_nuclear_gravity_center_and_brightest_point,Distance between nuclear gravity center and brightest point on stage A1B,0.0,252.0
D191_A,335.201430769081,222.08466766567872,0.0,0.0,0.21391153332478302,Average_of_nuclear_brightness,Average of nuclear brightness on stage A,0.0,252.0
D191_C,285.9044849264815,205.35727474663713,0.0,0.0,0.20817484249316506,Average_of_nuclear_brightness_in_mother,Average of nuclear brightness in mother on stage C,0.0,252.0
D192_C,308.56433253912064,224.9432938995276,0.0,0.0,0.2214172393213394,Average_of_nuclear_brightness_in_bud,Average of nuclear brightness in bud on stage C,0.0,252.0
D193_A1B,460.9055811675241,394.8428492623526,0.0,0.0,0.27920792924725646,Average_of_nuclear_brightness,Average of nuclear brightness on stage A1B,0.0,252.0
D193_C,293.7884885916837,211.1518720473676,0.0,0.0,0.21189144781712912,Average_of_nuclear_brightness_in_whole_cell,Average of nuclear brightness on stage C,0.0,252.0
D194_A,0.0022634285016226723,0.0048714370675919764,0.5353673936012646,0.7316880439102887,0.07001680473546407,Maximal_intensity_of_nuclear_brightness_divided_by_average,Maximal intensity of nuclear brightness divided by average on stage A,0.05123045889774035,184.0
D194_C,0.0030438854002397308,0.005458178117314573,0.44232574774651656,0.6650757458714883,0.07689074061176927,Maximal_intensity_of_nuclear_brightness_divided_by_average_in_mother,Maximal intensity of nuclear brightness divided by average in mother on stage C,0.05113816666298359,185.0
D195_C,0.00366177922869219,0.007143371104560625,0.487387792809146,0.6981316443258722,0.08752194289487021,Maximal_intensity_of_nuclear_brightness_divided_by_average_in_bud,Maximal intensity of nuclear brightness divided by average in bud on stage C,0.06110183790779082,157.0
D196_A1B,0.002271533999502706,0.0043729488537859965,0.4805486925519229,0.6932161946693995,0.06654888708152361,Maximal_intensity_of_nuclear_brightness_divided_by_average,Maximal intensity of nuclear brightness divided by average on stage A1B,0.04613276626213736,199.0
D196_C,0.003411036730255783,0.006928567085197846,0.5076851117537559,0.7125202535744201,0.07367323671635186,Maximal_intensity_of_nuclear_brightness_divided_by_average_in_whole_cell,Maximal intensity of nuclear brightness divided by average on stage C,0.0524936733067833,181.0
D197_C,0.0019625688073216657,0.004266874504504698,0.5400453410922423,0.7348777728930453,0.10465571540819482,Ratio_of_nuclear_size,nuclei size ratio on stage C,0.07690915905970258,123.0
D198_C,0.004367547742501672,0.008115515046541502,0.46182741114343184,0.6795788483637729,0.1360646650929326,Ratio_of_nuclear_brightness,Ratio of nuclear brightness on stage C,0.09246666840685759,95.0
D199,0.003974095908093531,0.00775329873401772,0.4874316024149665,0.6981630199423101,0.26238896874946877,nuclear_A_ratio,Ratio of A (Nuclear),0.18319027482167755,32.0
D200,0.0018862101707487263,0.0031848821739126495,0.4077613965757785,0.6385619755166906,0.22114819097350125,nuclear_A1_ratio,Ratio of A1 (Nuclear),0.14121682570998131,51.0
D201,0.00015229084682585767,0.00022376925001555513,0.31942906893922507,0.565180563129364,0.6406206763124479,nuclear_B_ratio,Ratio of B (Nuclear),0.36206635459058334,7.0
D202,0.0016521781358017967,0.002554024215883428,0.3531078814652844,0.5942288123823047,0.33860871112142843,nuclear_C_ratio,Ratio of C (Nuclear),0.20121105227198932,25.0
D204,0.001050216034439651,0.0007469872504276694,0.0,0.0,2.667782615521566,nuclear_E_ratio,Ratio of E (Nuclear),0.0,252.0
D206,0.001280644669216353,0.0010590631813922045,0.0,0.0,0.018141970679511104,nuclear_A_ratio_to_no_bud_cells,Ratio of A (Nuclear) to no bud cells,0.0,252.0
D207,0.002373660974244386,0.004083612010392932,0.41873494146766677,0.647097319935469,0.13484638583807596,nuclear_A1_ratio_to_budded_cells,Ratio of A1 (Nuclear) to budded cells,0.08725873487880313,109.0
D208,0.0004004030745121407,0.0004879464183781539,0.17941179721534084,0.4235702978436293,0.575127201584359,nuclear_B_ratio_to_budded_cells,Ratio of B (Nuclear) to budded cells,0.24360680007306,18.0
D209,0.0025676517721613095,0.0037808862662384937,0.32088627074312925,0.566468243366854,0.22242449218266938,nuclear_C_ratio_to_budded_cells,Ratio of C (Nuclear) to budded cells,0.12599641136848128,59.0
D210,0.004093085040945047,0.007852210369899556,0.47873466856729097,0.6919065461225894,0.26540214415134555,nuclear_A_ratio_to_nuclear_AA1BC_cells,"Ratio of A (Nuclear) to A, A1, B and C cells",0.1836334808932871,31.0
D211,0.0017641420938862837,0.003222444005704675,0.4525453069895916,0.6727148779309045,0.21765355465711042,nuclear_A1_ratio_to_nuclear_AA1BC_cells,"Ratio of A1 (Nuclear) to A, A1, B and C cells",0.1464187844523855,49.0
D212,0.000153941282150578,0.00024214998539468663,0.3642730066670661,0.6035503348247485,0.6417060905693128,nuclear_B_ratio_to_nuclear_AA1BC_cells,"Ratio of B (Nuclear) to A, A1, B and C cells",0.38730192582218914,6.0
D213,0.0015621199507207773,0.0025940840906366618,0.3978144515980634,0.6307253376851634,0.3309030203152691,nuclear_C_ratio_to_nuclear_AA1BC_cells,"Ratio of C (Nuclear) to A, A1, B and C cells",0.20870891922938856,24.0
