strand,project,run_id,run_name,state,tags,primary_metric,seed,lr,dropout,num_layers,hidden_channels,target_norm,graph_prior,dist,decoder,n_train_supervised,n_val_supervised,n_test_supervised,total_param_count,perf_epoch_seconds,epochs,n_history_points,primary_last,primary_roll_max,primary_epoch_at_roll_max,is_collapsed,expression_pearson_per_feature_last,expression_pearson_per_feature_roll_max,expression_pearson_per_feature_epoch_at_roll_max,morphology_pearson_per_feature_last,morphology_pearson_per_feature_roll_max,morphology_pearson_per_feature_epoch_at_roll_max,betaxanthin_spearman_per_feature_last,betaxanthin_spearman_per_feature_roll_max,betaxanthin_spearman_per_feature_epoch_at_roll_max,beta_carotene_pearson_per_feature_last,beta_carotene_pearson_per_feature_roll_max,beta_carotene_pearson_per_feature_epoch_at_roll_max,mulleder19_spearman_per_feature_last,mulleder19_spearman_per_feature_roll_max,mulleder19_spearman_per_feature_epoch_at_roll_max,mulleder19_pearson_per_feature_last,mulleder19_pearson_per_feature_roll_max,mulleder19_pearson_per_feature_epoch_at_roll_max
betaxanthin,torchcell_020_betaxanthin_v4,p5s6pfre,run_gpub065.delta.ncsa.illinois.edu-20714232_35226f95a8c1dafd480197a310ae8bbad4fae7fdac635cc6002fbc967b737ec8,finished,"betaxanthin,delta,grid,s20_L4_maskoff_lr0.0001_zs,seed-42",val/betaxanthin/pearson_per_feature,42,0.0001,0.1,4.0,90.0,zscore,none,crps,s1_pool,3698.0,286.0,931.0,1155332.0,26.03042984008789,999.0,1000,0.2415480762720108,0.32042860984802246,336.0,False,,,,,,,0.040349166840314865,0.1641445428133011,303.0,,,,,,,,,
betaxanthin,torchcell_020_betaxanthin_v4,ogrz9ac0,run_gpub065.delta.ncsa.illinois.edu-20714232_1ed783d4554c70d5857b8f27de30f727a3e4478f9dc37f3b1998690a76b8d381,finished,"betaxanthin,delta,grid,s20_L4_maskoff_lr0.0001_zs,seed-42",val/betaxanthin/pearson_per_feature,42,0.0001,0.1,4.0,90.0,zscore,none,crps,s1_pool,3698.0,286.0,931.0,1155332.0,24.94453239440918,999.0,1000,0.2227906733751297,0.3260925769805908,276.0,False,,,,,,,0.08944419771432877,0.17182114720344543,259.0,,,,,,,,,
betaxanthin,torchcell_020_betaxanthin_v4,patts5p9,run_gpub065.delta.ncsa.illinois.edu-20714232_d8e09c7fd913233b071f08519fa74ff9667525c45214fa3fda558c403c4b5ce8,finished,"betaxanthin,delta,grid,s20_L4_maskoff_lr0.0001_zs,seed-42",val/betaxanthin/pearson_per_feature,42,0.0001,0.1,4.0,90.0,zscore,none,crps,s1_pool,3698.0,286.0,931.0,1155332.0,29.263294219970703,999.0,1000,0.22166135907173157,0.33098083138465884,267.0,False,,,,,,,0.14556854963302612,0.15409324169158936,268.0,,,,,,,,,
betaxanthin,torchcell_020_betaxanthin_v4,dhmloet1,run_gpub065.delta.ncsa.illinois.edu-20714232_78728010c975692f018cd4660c069d34a533fed9ff1b0a5bd9df46bc0b4d34cd,finished,"betaxanthin,delta,grid,s20_L4_maskoff_lr0.0001_zs,seed-42",val/betaxanthin/pearson_per_feature,42,0.0001,0.1,4.0,90.0,zscore,none,crps,s1_pool,3698.0,286.0,931.0,1155332.0,23.581144332885746,999.0,1000,0.2504814565181732,0.35441731214523314,302.0,False,,,,,,,0.13431613147258759,0.1622396856546402,316.0,,,,,,,,,
betaxanthin,torchcell_020_betaxanthin_v4,a34zf762,run_gpub065.delta.ncsa.illinois.edu-20714232_8af6cccf2b65830b3c8d06ffd7199780e9acbc8c82564424cebf2eb3f5e94eb9,finished,"betaxanthin,delta,grid,s20_L4_maskoff_lr0.0001_zs,seed-42",val/betaxanthin/pearson_per_feature,42,0.0001,0.1,4.0,90.0,zscore,none,crps,s1_pool,3698.0,286.0,931.0,1155332.0,24.659568786621097,999.0,1000,0.1934712529182434,0.3411408424377441,279.0,False,,,,,,,0.03979407250881195,0.15988365113735198,279.0,,,,,,,,,
betaxanthin,torchcell_020_betaxanthin_v4,hc0uegib,run_gpub065.delta.ncsa.illinois.edu-20714232_f1cf48f6ea4137318ae360c52bc69ecad30ab47473317446a147fac19fb980c0,finished,"betaxanthin,delta,grid,s20_L4_maskoff_lr0.0001_zs,seed-42",val/betaxanthin/pearson_per_feature,42,0.0001,0.1,4.0,90.0,zscore,none,crps,s1_pool,3698.0,286.0,931.0,1155332.0,34.75212097167969,999.0,1000,0.1917252391576767,0.3590467035770416,317.0,False,,,,,,,0.08012309670448303,0.23276930451393127,317.0,,,,,,,,,
betaxanthin,torchcell_020_betaxanthin_v4,mf7b20pe,run_gpub065.delta.ncsa.illinois.edu-20714232_0841c476716262f2f0eef1211dc1e9bdac04c1f9461e024ea99a45768fdfef0f,finished,"betaxanthin,delta,grid,s03_L2_maskon_lr0.001_yj,seed-42",val/betaxanthin/pearson_per_feature,42,0.001,0.1,2.0,90.0,yeo_johnson,mask,crps,s1_pool,3698.0,286.0,931.0,958592.0,25.661386489868164,999.0,1000,1.5771588479651655e-08,0.05828733593225479,7.0,False,,,,,,,0.0,0.06762527003884315,7.0,,,,,,,,,
betaxanthin,torchcell_020_betaxanthin_v4,zi3vk31j,run_gpub065.delta.ncsa.illinois.edu-20714232_34b0c8fc50a1cb9d1ee689c73c1b3558423cee341377b8b7e5cc0595d8fe6afc,finished,"betaxanthin,delta,grid,s03_L2_maskon_lr0.001_yj,seed-42",val/betaxanthin/pearson_per_feature,42,0.001,0.1,2.0,90.0,yeo_johnson,mask,crps,s1_pool,3698.0,286.0,931.0,958592.0,28.284940719604492,999.0,1000,1.5771588479651655e-08,0.06001092476125543,4.0,False,,,,,,,0.0,0.040846967697143556,4.0,,,,,,,,,
betaxanthin,torchcell_020_betaxanthin_v4,5gadtqfk,run_gpub065.delta.ncsa.illinois.edu-20714232_5aa7b578c2585e32f2313e731a029e5d704c38d05807d1fbc53e36e7db77ca2f,finished,"betaxanthin,delta,grid,s03_L2_maskon_lr0.001_yj,seed-42",val/betaxanthin/pearson_per_feature,42,0.001,0.1,2.0,90.0,yeo_johnson,mask,crps,s1_pool,3698.0,286.0,931.0,958592.0,28.05924415588379,999.0,1000,1.5771588479651655e-08,0.054363094769131946,59.0,False,,,,,,,0.0,0.04403911828994751,48.0,,,,,,,,,
betaxanthin,torchcell_020_betaxanthin_v4,bsitagmo,run_gpub065.delta.ncsa.illinois.edu-20714232_bdda560c98bbad19afe2cfcc729debc5f989759f15419b38cf42f418bb01b490,finished,"betaxanthin,delta,grid,s03_L2_maskon_lr0.001_yj,seed-42",val/betaxanthin/pearson_per_feature,42,0.001,0.1,2.0,90.0,yeo_johnson,mask,crps,s1_pool,3698.0,286.0,931.0,958592.0,31.00640869140625,999.0,1000,1.5771588479651655e-08,0.022484784176429427,168.0,False,,,,,,,0.0,0.02871103584766388,167.0,,,,,,,,,
betaxanthin,torchcell_020_betaxanthin_v4,75imelat,run_gpub065.delta.ncsa.illinois.edu-20714232_947713abe3f820ab80900cf75b5ab8f657bf5c26b919a4906ba87a0eac1d2d8d,finished,"betaxanthin,delta,grid,s03_L2_maskon_lr0.001_yj,seed-42",val/betaxanthin/pearson_per_feature,42,0.001,0.1,2.0,90.0,yeo_johnson,mask,crps,s1_pool,3698.0,286.0,931.0,958592.0,30.335142135620117,999.0,1000,1.5771588479651655e-08,0.06494140644844357,10.0,False,,,,,,,0.0,0.042889457754790784,5.0,,,,,,,,,
betaxanthin,torchcell_020_betaxanthin_v4,hspke6u4,run_gpub065.delta.ncsa.illinois.edu-20714232_a9e2058ae84439784549d617e32817e91d18afdd0ca3a319926b6e0fdbdb7b29,crashed,"betaxanthin,delta,grid,s03_L2_maskon_lr0.001_yj,seed-42",val/betaxanthin/pearson_per_feature,42,0.001,0.1,2.0,90.0,yeo_johnson,mask,crps,s1_pool,3698.0,286.0,931.0,958592.0,35.3571891784668,781.0,782,0.0,0.03831320817224153,26.0,False,,,,,,,0.0,0.03460047319531441,26.0,,,,,,,,,
betaxanthin,torchcell_020_betaxanthin_v4,zpwejcx2,run_gpub065.delta.ncsa.illinois.edu-20714232_65f9e929066d1cec6b8028f834a4184e7b7b05f96d92d942aaff82d428406219,crashed,"betaxanthin,delta,grid,s03_L2_maskon_lr0.001_yj,seed-42",val/betaxanthin/pearson_per_feature,42,0.001,0.1,2.0,90.0,yeo_johnson,mask,crps,s1_pool,3698.0,286.0,931.0,958592.0,16.10601234436035,739.0,740,-1.5771588479651655e-08,0.08191582635045051,14.0,False,,,,,,,0.0,0.03645789735019207,17.0,,,,,,,,,
betaxanthin,torchcell_020_betaxanthin_v4,74sde13z,run_gpub065.delta.ncsa.illinois.edu-20714232_02ef82791eaf90d6fe699a3eb4faec78d87f032083bd649f46ade38df9b71c65,crashed,"betaxanthin,delta,grid,s04_L2_maskoff_lr0.0001_zs,seed-42",val/betaxanthin/pearson_per_feature,42,0.0001,0.1,2.0,90.0,zscore,none,crps,s1_pool,3698.0,286.0,931.0,958592.0,22.48081970214844,544.0,545,0.2909155786037445,0.341908460855484,282.0,False,,,,,,,0.1232295110821724,0.17668116092681885,289.0,,,,,,,,,
betaxanthin,torchcell_020_betaxanthin_v4,kdeaf8qc,run_gpub065.delta.ncsa.illinois.edu-20714232_02ef82791eaf90d6fe699a3eb4faec78d87f032083bd649f46ade38df9b71c65,crashed,"betaxanthin,delta,grid,s04_L2_maskoff_lr0.0001_zs,seed-42",val/betaxanthin/pearson_per_feature,42,0.0001,0.1,2.0,90.0,zscore,none,crps,s1_pool,3698.0,286.0,931.0,958592.0,29.35382652282715,543.0,544,0.15060991048812866,0.30316213965415956,217.0,False,,,,,,,0.07143562287092209,0.1725383371114731,247.0,,,,,,,,,
betaxanthin,torchcell_020_betaxanthin_v4,jfbl3gcj,run_gpub065.delta.ncsa.illinois.edu-20714232_e6b7a5f4ffacddcad3dac13d19753325346b69fb9dec87ead6416dffee29aeb5,crashed,"betaxanthin,delta,grid,s04_L2_maskoff_lr0.0001_zs,seed-42",val/betaxanthin/pearson_per_feature,42,0.0001,0.1,2.0,90.0,zscore,none,crps,s1_pool,3698.0,286.0,931.0,958592.0,57.10601043701172,525.0,526,0.23747332394123077,0.3393233954906464,295.0,False,,,,,,,0.14648613333702087,0.19286624491214752,276.0,,,,,,,,,
betaxanthin,torchcell_020_betaxanthin_v4,9l51yfwg,run_gpub065.delta.ncsa.illinois.edu-20714232_42b18a7c7ba472323ba6112825f843456571a1075a64d03a406d4501c4746173,crashed,"betaxanthin,delta,grid,s04_L2_maskoff_lr0.0001_zs,seed-42",val/betaxanthin/pearson_per_feature,42,0.0001,0.1,2.0,90.0,zscore,none,crps,s1_pool,3698.0,286.0,931.0,958592.0,20.94662094116211,505.0,506,0.205192431807518,0.3504941642284393,367.0,False,,,,,,,0.07714265584945679,0.20306249260902404,65.0,,,,,,,,,
betaxanthin,torchcell_020_betaxanthin_v4,n41g23ux,run_gpub065.delta.ncsa.illinois.edu-20714232_b4eee2a79e0258ea4a07acd581e5def9da9e5034a4672d6209b882a6a9e3f2a4,crashed,"betaxanthin,delta,grid,s04_L2_maskoff_lr0.0001_zs,seed-42",val/betaxanthin/pearson_per_feature,42,0.0001,0.1,2.0,90.0,zscore,none,crps,s1_pool,3698.0,286.0,931.0,958592.0,3.743192434310913,209.0,210,0.24482391774654388,0.2502911885579427,209.0,False,,,,,,,0.1269264817237854,0.15433354079723358,184.0,,,,,,,,,
beta_carotene,torchcell_021_beta_carotene_v4,boxv08v1,run_gpub068.delta.ncsa.illinois.edu-20714235_3f11883f2274924cbae7652177aea834219b06e3c98390f0d7952150f7399251,finished,"beta_carotene,delta,grid,s06_L2_maskoff_lr0.001_zs,seed-42",val/beta_carotene/spearman_per_feature,42,0.001,0.1,2.0,90.0,zscore,none,quantile,s1_pool,3849.0,279.0,278.0,960139.0,29.03504943847656,999.0,1000,0.0,0.03825176227837801,0.0,False,,,,,,,,,,0.0,0.05821460289880633,3.0,,,,,,
beta_carotene,torchcell_021_beta_carotene_v4,kzn16af8,run_gpub068.delta.ncsa.illinois.edu-20714235_c426c1ab3e27b7da93b2439993935cbf39a753dabcbd6e95a4836ee632a90e81,finished,"beta_carotene,delta,grid,s03_L2_maskon_lr0.001_yj,seed-42",val/beta_carotene/spearman_per_feature,42,0.001,0.1,2.0,90.0,yeo_johnson,mask,quantile,s1_pool,3849.0,279.0,278.0,960139.0,33.799007415771484,999.0,1000,0.0,0.0929472018033266,1.0,False,,,,,,,,,,0.0,0.05020788696128875,1.0,,,,,,
beta_carotene,torchcell_021_beta_carotene_v4,mr7e75i4,run_gpub068.delta.ncsa.illinois.edu-20714235_cbb0127666f6538e125d878eca3f19028a4990aa1818f70d1a3dcdc48ff85c28,finished,"beta_carotene,delta,grid,s05_L2_maskoff_lr0.0001_yj,seed-42",val/beta_carotene/spearman_per_feature,42,0.0001,0.1,2.0,90.0,yeo_johnson,none,quantile,s1_pool,3849.0,279.0,278.0,960139.0,28.695709228515625,999.0,1000,0.023587945848703384,0.09911843687295914,70.0,False,,,,,,,,,,0.042345985770225525,0.1020806728862226,70.0,,,,,,
beta_carotene,torchcell_021_beta_carotene_v4,upxkeu7e,run_gpub068.delta.ncsa.illinois.edu-20714235_5f93a69e37be26d4cb2456fa9fc4e97a10b73cfbef50552e1ac244f9d9ffd49a,finished,"beta_carotene,delta,grid,s04_L2_maskoff_lr0.0001_zs,seed-42",val/beta_carotene/spearman_per_feature,42,0.0001,0.1,2.0,90.0,zscore,none,quantile,s1_pool,3849.0,279.0,278.0,960139.0,29.835107803344727,999.0,1000,0.036212336272001266,0.07000922746956348,94.0,False,,,,,,,,,,0.01711282879114151,0.08816091045737266,32.0,,,,,,
beta_carotene,torchcell_021_beta_carotene_v4,xqmlntt7,run_gpub068.delta.ncsa.illinois.edu-20714235_1d3127994e8e8a82b6986f76d57e559da2fd92b8f225c69d5c3d74bae110214a,finished,"beta_carotene,delta,grid,s00_L2_maskon_lr0.0001_zs,seed-42",val/beta_carotene/spearman_per_feature,42,0.0001,0.1,2.0,90.0,zscore,mask,quantile,s1_pool,3849.0,279.0,278.0,960139.0,34.04863739013672,999.0,1000,-0.027241123840212822,0.07123790867626667,15.0,False,,,,,,,,,,0.03103009983897209,0.08025146275758743,0.0,,,,,,
beta_carotene,torchcell_021_beta_carotene_v4,8bjzj7ws,run_gpub068.delta.ncsa.illinois.edu-20714235_c426c1ab3e27b7da93b2439993935cbf39a753dabcbd6e95a4836ee632a90e81,finished,"beta_carotene,delta,grid,s03_L2_maskon_lr0.001_yj,seed-42",val/beta_carotene/spearman_per_feature,42,0.001,0.1,2.0,90.0,yeo_johnson,mask,quantile,s1_pool,3849.0,279.0,278.0,960139.0,34.4105224609375,999.0,1000,0.0,0.061286142095923424,11.0,False,,,,,,,,,,0.0,0.044262781739234924,14.0,,,,,,
beta_carotene,torchcell_021_beta_carotene_v4,qry9cv08,run_gpub068.delta.ncsa.illinois.edu-20714235_8880bf2a0de95adec04b3afa8a3e6323bdb8964b1e185c69d1833abdfae2540a,finished,"beta_carotene,delta,grid,s01_L2_maskon_lr0.0001_yj,seed-42",val/beta_carotene/spearman_per_feature,42,0.0001,0.1,2.0,90.0,yeo_johnson,mask,quantile,s1_pool,3849.0,279.0,278.0,960139.0,27.286291122436523,999.0,1000,0.0018913793610408902,0.08249295204877853,16.0,False,,,,,,,,,,-0.023229893296957016,0.09149742778390646,1.0,,,,,,
beta_carotene,torchcell_021_beta_carotene_v4,sc9ittwe,run_gpub068.delta.ncsa.illinois.edu-20714235_c1932838965ac57b262af648204a48c5972e97b4feb4f809265be83320332e76,finished,"beta_carotene,delta,grid,s02_L2_maskon_lr0.001_zs,seed-42",val/beta_carotene/spearman_per_feature,42,0.001,0.1,2.0,90.0,zscore,mask,quantile,s1_pool,3849.0,279.0,278.0,960139.0,27.2647647857666,999.0,1000,0.0,0.08569892247517903,0.0,False,,,,,,,,,,0.0,0.05704765859991312,1.0,,,,,,
beta_carotene,torchcell_021_beta_carotene_v4,g5z0dh24,run_gpub068.delta.ncsa.illinois.edu-20714235_4fd4662c0890fadf7b81999c429c1df4eb22b66679638e89b3d010b4622e57a7,finished,"beta_carotene,delta,grid,s07_L2_maskoff_lr0.001_yj,seed-42",val/beta_carotene/spearman_per_feature,42,0.001,0.1,2.0,90.0,yeo_johnson,none,quantile,s1_pool,3849.0,279.0,278.0,960139.0,30.308942794799805,999.0,1000,0.0,0.037762085907161236,8.0,False,,,,,,,,,,0.0,0.043891962990164755,8.0,,,,,,
beta_carotene,torchcell_021_beta_carotene_v4,rxivxnnp,run_gpub068.delta.ncsa.illinois.edu-20714235_f0ea463b31c731a61a9771bd2402f852e70706f5d2474aecbadd607ab9f3ce32,finished,"beta_carotene,delta,grid,s08_L6_maskon_lr0.0001_zs,seed-42",val/beta_carotene/spearman_per_feature,42,0.0001,0.1,6.0,90.0,zscore,mask,quantile,s1_pool,3849.0,279.0,278.0,1353619.0,32.83639907836914,999.0,1000,-0.012742234393954277,0.09308306872844696,448.0,False,,,,,,,,,,-0.06454239785671234,0.06023238562047482,132.0,,,,,,
beta_carotene,torchcell_021_beta_carotene_v4,xl86xrq7,run_gpub068.delta.ncsa.illinois.edu-20714235_1db93b4e274cac951a0f87a9c6ccd11528edbabd05c0b20efca4bcd0eca12170,finished,"beta_carotene,delta,grid,s09_L6_maskon_lr0.0001_yj,seed-42",val/beta_carotene/spearman_per_feature,42,0.0001,0.1,6.0,90.0,yeo_johnson,mask,quantile,s1_pool,3849.0,279.0,278.0,1353619.0,37.10171127319336,999.0,1000,0.05875483527779579,0.05806343881413341,5.0,False,,,,,,,,,,0.012372263707220554,0.08256198037415743,544.0,,,,,,
beta_carotene,torchcell_021_beta_carotene_v4,citgow2e,run_gpub068.delta.ncsa.illinois.edu-20714235_cfd5ef6bc7950ae540f144a9508077dfe76e1b2b83e7ad9ebe76d68674de72e9,finished,"beta_carotene,delta,grid,s10_L6_maskon_lr0.001_zs,seed-42",val/beta_carotene/spearman_per_feature,42,0.001,0.1,6.0,90.0,zscore,mask,quantile,s1_pool,3849.0,279.0,278.0,1353619.0,35.540042877197266,999.0,1000,0.0,0.032875333726406095,11.0,False,,,,,,,,,,0.0,0.0356183971245017,11.0,,,,,,
beta_carotene,torchcell_021_beta_carotene_v4,bw1zmxjc,run_gpub068.delta.ncsa.illinois.edu-20714235_9adcd2b7a05691ba21b5d4c53aaf5bcaea05cc97f0f33ac84768380ada2e0864,finished,"beta_carotene,delta,grid,s11_L6_maskon_lr0.001_yj,seed-42",val/beta_carotene/spearman_per_feature,42,0.001,0.1,6.0,90.0,yeo_johnson,mask,quantile,s1_pool,3849.0,279.0,278.0,1353619.0,33.49225616455078,999.0,1000,0.0,0.015891388058662415,34.0,False,,,,,,,,,,0.0,0.02769257677718997,4.0,,,,,,
beta_carotene,torchcell_021_beta_carotene_v4,igcp8ese,run_gpub068.delta.ncsa.illinois.edu-20714235_4d9e513865543908af600ef24c140b71fd5788e1ca62f60cc49db557771255ab,finished,"beta_carotene,delta,grid,s12_L6_maskoff_lr0.0001_zs,seed-42",val/beta_carotene/spearman_per_feature,42,0.0001,0.1,6.0,90.0,zscore,none,quantile,s1_pool,3849.0,279.0,278.0,1353619.0,32.30316925048828,999.0,1000,0.030969442799687386,0.049302481766790154,55.0,False,,,,,,,,,,-0.005387154873460531,0.04444176256656647,34.0,,,,,,
beta_carotene,torchcell_021_beta_carotene_v4,csg0zjei,run_gpub068.delta.ncsa.illinois.edu-20714235_2423ce5f8362d4c7ab51f4cd1bd80a07c7f1a1a679399fc5901c2cded9dd46f7,finished,"beta_carotene,delta,grid,s13_L6_maskoff_lr0.0001_yj,seed-42",val/beta_carotene/spearman_per_feature,42,0.0001,0.1,6.0,90.0,yeo_johnson,none,quantile,s1_pool,3849.0,279.0,278.0,1353619.0,26.587549209594727,999.0,1000,0.03338420391082764,0.0831857331097126,840.0,False,,,,,,,,,,-0.01435041893273592,0.058912431821227074,41.0,,,,,,
beta_carotene,torchcell_021_beta_carotene_v4,imh9bj4k,run_gpub068.delta.ncsa.illinois.edu-20714235_f727428b1141639918fdd96702ee618a727f34ecc0ca3cb22e1394297d04230e,finished,"beta_carotene,delta,grid,s14_L6_maskoff_lr0.001_zs,seed-42",val/beta_carotene/spearman_per_feature,42,0.001,0.1,6.0,90.0,zscore,none,quantile,s1_pool,3849.0,279.0,278.0,1353619.0,29.90589141845703,999.0,1000,0.0,0.03676085112383589,9.0,False,,,,,,,,,,0.0,0.04042258315298049,13.0,,,,,,
beta_carotene,torchcell_021_beta_carotene_v4,uqupx5yp,run_gpub068.delta.ncsa.illinois.edu-20714235_b78e9be72f66a7460044d038b2e6640d387801df4a02b9f0d69d8c73eb7b40e3,finished,"beta_carotene,delta,grid,s15_L6_maskoff_lr0.001_yj,seed-42",val/beta_carotene/spearman_per_feature,42,0.001,0.1,6.0,90.0,yeo_johnson,none,quantile,s1_pool,3849.0,279.0,278.0,1353619.0,27.95581817626953,999.0,1000,0.0,0.023482801765203475,6.0,False,,,,,,,,,,0.0,0.022603604942560196,6.0,,,,,,
beta_carotene,torchcell_021_beta_carotene_v4,fo96x059,run_gpub068.delta.ncsa.illinois.edu-20714235_be4ff56b5943e5f0c6e94dfeaed0c8e81b0d93b9fa0c7c49945c0c20257674c9,finished,"beta_carotene,delta,grid,s16_L4_maskon_lr0.0001_zs,seed-42",val/beta_carotene/spearman_per_feature,42,0.0001,0.1,4.0,90.0,zscore,mask,quantile,s1_pool,3849.0,279.0,278.0,1156879.0,32.49580764770508,999.0,1000,0.0541582927107811,0.09748046174645424,638.0,False,,,,,,,,,,0.041734371334314346,0.06549256965517998,711.0,,,,,,
beta_carotene,torchcell_021_beta_carotene_v4,08auvel8,run_gpub068.delta.ncsa.illinois.edu-20714235_f49f5081f612a3e8aaee034d98c54aef1586769bdd0ee613ac5f02c2172475ff,finished,"beta_carotene,delta,grid,s17_L4_maskon_lr0.0001_yj,seed-42",val/beta_carotene/spearman_per_feature,42,0.0001,0.1,4.0,90.0,yeo_johnson,mask,quantile,s1_pool,3849.0,279.0,278.0,1156879.0,39.894866943359375,999.0,1000,0.01442667469382286,0.08289777189493179,654.0,False,,,,,,,,,,-0.0314004085958004,0.07111548498796764,48.0,,,,,,
beta_carotene,torchcell_021_beta_carotene_v4,6pf979xh,run_gpub068.delta.ncsa.illinois.edu-20714235_cbd38c663521451243ce336331096b57b9bcc45a4bad42ea1880d3fbb0ddc3c3,finished,"beta_carotene,delta,grid,s19_L4_maskon_lr0.001_yj,seed-42",val/beta_carotene/spearman_per_feature,42,0.001,0.1,4.0,90.0,yeo_johnson,mask,quantile,s1_pool,3849.0,279.0,278.0,1156879.0,30.16161346435547,999.0,1000,0.0,0.02600693954154849,4.0,False,,,,,,,,,,0.0,0.020434018038213254,4.0,,,,,,
beta_carotene,torchcell_021_beta_carotene_v4,pnoxo0xf,run_gpub068.delta.ncsa.illinois.edu-20714235_4636b336d5ad559758837a74958e32754debdebf4f42014b8111e812671f05a3,finished,"beta_carotene,delta,grid,s18_L4_maskon_lr0.001_zs,seed-42",val/beta_carotene/spearman_per_feature,42,0.001,0.1,4.0,90.0,zscore,mask,quantile,s1_pool,3849.0,279.0,278.0,1156879.0,27.95789909362793,999.0,1000,0.0,0.028021988272666932,99.0,False,,,,,,,,,,0.0,0.017775473435459776,123.0,,,,,,
beta_carotene,torchcell_021_beta_carotene_v4,o0aadmot,run_gpub068.delta.ncsa.illinois.edu-20714235_f91f3169a0a9813b2914c1481d7b9b1284c6d7473f9dcbdc6863ef0db3e1252a,finished,"beta_carotene,delta,grid,s20_L4_maskoff_lr0.0001_zs,seed-42",val/beta_carotene/spearman_per_feature,42,0.0001,0.1,4.0,90.0,zscore,none,quantile,s1_pool,3849.0,279.0,278.0,1156879.0,29.92279052734375,999.0,1000,0.10380516946315765,0.1324992761015892,799.0,False,,,,,,,,,,0.07861198484897614,0.08010649532079697,773.0,,,,,,
beta_carotene,torchcell_021_beta_carotene_v4,llzob97a,run_gpub068.delta.ncsa.illinois.edu-20714235_c47cc0e7b6f0cf9d8f945ae0f07197e98f4efe86f2b9f657593345b13e4209e7,finished,"beta_carotene,delta,grid,s21_L4_maskoff_lr0.0001_yj,seed-42",val/beta_carotene/spearman_per_feature,42,0.0001,0.1,4.0,90.0,yeo_johnson,none,quantile,s1_pool,3849.0,279.0,278.0,1156879.0,26.83214569091797,999.0,1000,0.031101103872060776,0.09390009045600892,14.0,False,,,,,,,,,,0.03628029301762581,0.07885952219367028,17.0,,,,,,
beta_carotene,torchcell_021_beta_carotene_v4,q5i4razl,run_gpub068.delta.ncsa.illinois.edu-20714235_86cba2bacd82680e904d54a50fea327ee2a2c207ad760c50390c86e2d0a81127,finished,"beta_carotene,delta,grid,s22_L4_maskoff_lr0.001_zs,seed-42",val/beta_carotene/spearman_per_feature,42,0.001,0.1,4.0,90.0,zscore,none,quantile,s1_pool,3849.0,279.0,278.0,1156879.0,29.981367111206055,999.0,1000,0.0,0.030244911089539528,0.0,False,,,,,,,,,,0.0,0.013453586926192918,7.0,,,,,,
beta_carotene,torchcell_021_beta_carotene_v4,jifenilm,run_gpub068.delta.ncsa.illinois.edu-20714235_182914006c825494adbc365904db2341fc6dacf10060cdea0b8885666e5a9b5a,finished,"beta_carotene,delta,grid,s23_L4_maskoff_lr0.001_yj,seed-42",val/beta_carotene/spearman_per_feature,42,0.001,0.1,4.0,90.0,yeo_johnson,none,quantile,s1_pool,3849.0,279.0,278.0,1156879.0,30.466724395751953,999.0,1000,0.0,0.021720318123698235,8.0,False,,,,,,,,,,0.0,0.028435985185205938,8.0,,,,,,
beta_carotene,torchcell_021_beta_carotene_v4,6ib97agu,run_gpub068.delta.ncsa.illinois.edu-20714235_5f500f66dd26a3dbfa0f4cebb4ce5bc11bec9be29bfd64d9cc48321ca2b2fa72,finished,"beta_carotene,delta,grid,s20_L4_maskoff_lr0.0001_zs,seed-42",val/beta_carotene/spearman_per_feature,42,0.0001,0.1,4.0,90.0,zscore,none,quantile,s1_pool,3849.0,279.0,278.0,1156879.0,29.33940315246582,999.0,1000,-0.002718672389164567,0.08097651181742549,22.0,False,,,,,,,,,,0.056513089686632156,0.07813582569360733,20.0,,,,,,
beta_carotene,torchcell_021_beta_carotene_v4,qonv34h1,run_gpub068.delta.ncsa.illinois.edu-20714235_ddb03528bd9d4127390c85b368f2078ab5c06c3f2c5593a41e1de0d280eb285e,finished,"beta_carotene,delta,grid,s20_L4_maskoff_lr0.0001_zs,seed-42",val/beta_carotene/spearman_per_feature,42,0.0001,0.1,4.0,90.0,zscore,none,quantile,s1_pool,3849.0,279.0,278.0,1156879.0,34.628089904785156,999.0,1000,0.04012377932667732,0.08907554745674133,806.0,False,,,,,,,,,,0.05770116299390793,0.0774585735052824,82.0,,,,,,
beta_carotene,torchcell_021_beta_carotene_v4,dotnuc73,run_gpub068.delta.ncsa.illinois.edu-20714235_a13cb9bef9d561496468983aa64981f8eed99f2056d45a240e6ac7b4ec5f9ee3,finished,"beta_carotene,delta,grid,s20_L4_maskoff_lr0.0001_zs,seed-42",val/beta_carotene/spearman_per_feature,42,0.0001,0.1,4.0,90.0,zscore,none,quantile,s1_pool,3849.0,279.0,278.0,1156879.0,29.33603286743164,999.0,1000,-0.0852901041507721,0.08544422686100006,21.0,False,,,,,,,,,,-0.029264433309435844,0.07372010191902519,9.0,,,,,,
