dataset,n_perturbations,genes,n_measured,median_technical_sd,n_resp_1.25x,frac_resp_1.25x,n_resp_1.5x,frac_resp_1.5x,n_resp_2.0x,frac_resp_2.0x,n_resp_4.0x,frac_resp_4.0x,median_abs_log2fc_responders,p90_abs_log2fc_responders,max_abs_log2fc
kemmeren2014_single,1,YML103C,6169,,499,0.0808883125303939,99,0.016047981844707408,26,0.004214621494569622,6,0.0009726049602852974,0.4215175582406818,0.7773589894695294,4.63794943597124
kemmeren2014_single,1,YAR002W,6169,,668,0.10828335224509646,174,0.028205543848273625,37,0.005997730588426001,3,0.0004863024801426487,0.42710674151650685,0.8442837839873912,5.010249503513386
kemmeren2014_single,1,YCR095C,6169,,205,0.03323066947641433,43,0.006970335548711298,13,0.002107310747284811,7,0.0011347057869995137,0.43085243680334173,0.7369978075594974,3.978403369813138
kemmeren2014_single,1,YHL029C,6169,,213,0.03452747609012806,49,0.007942940508996596,12,0.0019452099205705948,4,0.000648403306856865,0.42139429301697484,0.763195462518401,4.140960508407883
kemmeren2014_single,1,YDR067C,6169,,228,0.0369589884908413,53,0.00859134381585346,14,0.0022694115739990274,6,0.0009726049602852974,0.4257352284216492,0.8254707452107416,3.9765709946849874
kemmeren2014_single,1,YHL020C,6169,,1393,0.22580645161290322,500,0.08105041335710812,180,0.029178148808558922,49,0.007942940508996596,0.4877164852035475,1.13975199631694,5.4454437920648715
kemmeren2014_single,1,YJR073C,6169,,2841,0.46052844869508835,1534,0.24866266817960772,610,0.09888150429567191,121,0.019614200032420166,0.6188560809391859,1.4292045336208687,5.479455910583432
kemmeren2014_single,1,YOL115W,6169,,1013,0.16420813746150106,307,0.04976495380126439,68,0.011022856216566705,7,0.0011347057869995137,0.46925017300030947,0.843089748379366,5.320544186945491
kemmeren2014_single,1,YCR077C,6169,,1106,0.17928351434592316,270,0.04376722321283839,59,0.009563948776138758,13,0.002107310747284811,0.44196232764033744,0.8003362331163875,5.200435688170595
kemmeren2014_single,1,YLR199C,6169,,90,0.014589074404279461,17,0.002755714054141676,6,0.0009726049602852974,4,0.000648403306856865,0.43287525564923945,0.7998030478105801,3.77600958486257
kemmeren2014_single,1,YGR178C,6169,,322,0.05219646620197763,54,0.008753444642567677,14,0.0022694115739990274,5,0.0008105041335710813,0.4027130670174446,0.6958541580071325,5.661916336146403
kemmeren2014_single,1,YER059W,6169,,210,0.03404117360998541,56,0.00907764629599611,29,0.004700923974712271,9,0.0014589074404279462,0.43397064185324624,1.1873887715917197,5.676824310963601
kemmeren2014_single,1,YPL219W,6169,,274,0.04441562651969525,83,0.013454368617279949,25,0.004052520667855406,5,0.0008105041335710813,0.4626018564628301,0.8968985330126632,5.168228658852934
kemmeren2014_single,1,YBL005W,6169,,240,0.0389041984114119,48,0.007780839682282379,13,0.002107310747284811,5,0.0008105041335710813,0.41951764831127814,0.7640394858525068,5.995230287296886
kemmeren2014_single,1,YLR148W,6169,,742,0.12027881342194845,227,0.03679688766412709,66,0.010698654563138272,11,0.0017831090938563786,0.45598891644334216,0.9555737096872602,4.237821433257268
kemmeren2014_single,1,YMR231W,6169,,640,0.1037445290970984,213,0.03452747609012806,61,0.009888150429567191,12,0.0019452099205705948,0.46948925389913154,0.9824965041413648,4.1798966337009
kemmeren2014_single,1,YDR323C,6169,,974,0.1578862052196466,396,0.06419192737882963,127,0.020586804992705463,23,0.0037283190144269734,0.5018367552883953,1.137285907911282,5.257251672294706
kemmeren2014_single,1,YBL080C,6169,,271,0.0439293240395526,69,0.011184957043280921,23,0.0037283190144269734,11,0.0017831090938563786,0.4456721151333668,0.9768666355512146,6.24047368001855
kemmeren2014_single,1,YDR265W,6169,,206,0.033392770303128545,45,0.0072945372021397305,16,0.00259361322742746,5,0.0008105041335710813,0.4044719937475905,0.8625429209293469,4.171145086473315
kemmeren2014_single,1,YMR026C,6169,,72,0.01167125952342357,25,0.004052520667855406,12,0.0019452099205705948,3,0.0004863024801426487,0.46243579680821756,1.4804805180338294,7.895255989416043
kemmeren2014_single,1,YJL210W,6169,,175,0.02836764467498784,56,0.00907764629599611,20,0.003242016534284325,4,0.000648403306856865,0.4768599178331483,1.0238868243843393,4.834865502165719
kemmeren2014_single,1,YAL055W,6169,,178,0.02885394715513049,45,0.0072945372021397305,14,0.0022694115739990274,5,0.0008105041335710813,0.42995225207785065,0.899697918740338,5.750253730655292
kemmeren2014_single,1,YGR133W,6169,,506,0.08202301831739342,98,0.01588588101799319,28,0.004538823147998055,5,0.0008105041335710813,0.4131948002673128,0.752615765573013,3.579985000662364
kemmeren2014_single,1,YDR244W,6169,,580,0.09401847949424542,157,0.02544982979413195,46,0.007456638028853947,11,0.0017831090938563786,0.43535567162099065,0.8692547747699126,6.724194490963546
kemmeren2014_single,1,YDL236W,6169,,1134,0.1838223374939212,199,0.03225806451612903,42,0.006808234721997083,10,0.0016210082671421625,0.4250163360774191,0.681692543180639,4.623706866791867
kemmeren2014_single,1,YOL001W,6169,,158,0.025611930620846168,29,0.004700923974712271,13,0.002107310747284811,3,0.0004863024801426487,0.41960707133223385,0.8123241155037263,4.446529314782506
kemmeren2014_single,1,YGL023C,6169,,586,0.09499108445453072,98,0.01588588101799319,28,0.004538823147998055,7,0.0011347057869995137,0.41145130665182994,0.6790248303247055,5.211379892628125
kemmeren2014_single,1,YML061C,6169,,405,0.06565083481925758,83,0.013454368617279949,23,0.0037283190144269734,6,0.0009726049602852974,0.41541794143044786,0.8171147023165877,4.923314280803382
kemmeren2014_single,1,YHR034C,6169,,774,0.12546603987680338,181,0.02934024963527314,49,0.007942940508996596,6,0.0009726049602852974,0.4345656653186073,0.8234095485467597,4.423850541482559
kemmeren2014_single,1,YBL051C,6169,,620,0.10050251256281408,140,0.022694115739990275,29,0.004700923974712271,3,0.0004863024801426487,0.4424088440630548,0.760127442468094,4.804445959967362
kemmeren2014_single,1,YPL268W,6169,,1138,0.18447074080077808,409,0.06629923812611445,144,0.02334251904684714,35,0.005673528934997569,0.48259529812180224,1.1494793018010936,4.206075257873843
kemmeren2014_single,1,YML107C,6169,,119,0.019289998378991733,26,0.004214621494569622,12,0.0019452099205705948,5,0.0008105041335710813,0.3845465513921183,0.9318017695766612,5.710246314127398
kemmeren2014_single,1,YNL082W,6169,,223,0.03614848435727022,52,0.008429242989139244,26,0.004214621494569622,7,0.0011347057869995137,0.41575204678233685,1.0715254938454104,4.743899166484185
kemmeren2014_single,1,YPL144W,6169,,526,0.08526503485167775,132,0.021397309126276545,31,0.005025125628140704,5,0.0008105041335710813,0.43946774216442247,0.8054194447023937,4.395120211292884
kemmeren2014_single,1,YIL122W,6169,,235,0.03809369427784082,75,0.012157562003566219,28,0.004538823147998055,9,0.0014589074404279462,0.46407921105656985,1.132767343315072,5.257416070436345
kemmeren2014_single,1,YJR043C,6169,,1307,0.21186578051548063,148,0.023990922353704005,22,0.003566218187712757,7,0.0011347057869995137,0.40607786862600137,0.598411679166196,5.23205229411753
kemmeren2014_single,1,YLR014C,6169,,166,0.026908737234559898,47,0.007618738855568163,19,0.0030799157075701088,4,0.000648403306856865,0.44954272697907294,1.0912877947296316,4.980381583978044
kemmeren2014_single,1,YGR135W,6169,,1138,0.18447074080077808,320,0.0518722645485492,68,0.011022856216566705,11,0.0017831090938563786,0.4560299765131424,0.8641647824440551,5.4981536305091865
kemmeren2014_single,1,YNL201C,6169,,205,0.03323066947641433,37,0.005997730588426001,15,0.0024315124007132437,3,0.0004863024801426487,0.4059504403441291,0.8404553070446964,4.0637900652453665
kemmeren2014_single,1,YBL057C,6169,,104,0.01685848597827849,24,0.0038904198411411897,16,0.00259361322742746,7,0.0011347057869995137,0.4336216654045668,1.4563884705604164,4.954800779196808
kemmeren2014_single,1,YLL013C,6169,,397,0.06435402820554385,133,0.02155940995299076,27,0.0043767223212838385,3,0.0004863024801426487,0.48418251249374633,0.9114666927011299,4.698960169462614
kemmeren2014_single,1,YGL014W,6169,,4810,0.7797049764953802,3090,0.5008915545469282,508,0.08234721997082185,14,0.0022694115739990274,0.6607670822249315,1.009719703095908,4.762636604178654
kemmeren2014_single,1,YDR496C,6169,,515,0.08348192575782136,132,0.021397309126276545,33,0.005349327281569136,7,0.0011347057869995137,0.4375807030983251,0.8501312850610573,4.3473851916582955
kemmeren2014_single,1,YPL212C,6169,,523,0.08477873237153509,124,0.020100502512562814,38,0.0061598314151402175,5,0.0008105041335710813,0.43008110738708916,0.8867777858046133,4.670647067809934
kemmeren2014_single,1,YOR243C,6169,,916,0.14848435727022208,167,0.027070838061274114,29,0.004700923974712271,8,0.00129680661371373,0.41944026405804846,0.6957333432533145,4.675015470348256
kemmeren2014_single,1,YDL036C,6169,,326,0.0528448695088345,68,0.011022856216566705,21,0.0034041173609985413,6,0.0009726049602852974,0.41743769779743034,0.74216173879434,5.026183871558443
kemmeren2014_single,1,YPL022W,6169,,384,0.062246717458259035,113,0.018317393418706435,31,0.005025125628140704,4,0.000648403306856865,0.44195420082310133,0.93313609104898,5.389594465799811
kemmeren2014_single,1,YCR066W,6169,,522,0.08461663154482088,177,0.028691846328416273,62,0.010050251256281407,8,0.00129680661371373,0.47425090238318773,1.0553789094474322,3.6086815162284642
kemmeren2014_single,1,YEL037C,6169,,168,0.02723293888798833,47,0.007618738855568163,13,0.002107310747284811,4,0.000648403306856865,0.4477302792957635,0.9105698195140295,4.186777500064001
kemmeren2014_single,1,YJR035W,6169,,188,0.030474955422272652,50,0.008105041335710812,11,0.0017831090938563786,6,0.0009726049602852974,0.4309717540135438,0.8320425155089343,5.077206050661707
kemmeren2014_single,1,YKL113C,6169,,592,0.09596368941481602,183,0.02966445128870157,56,0.00907764629599611,6,0.0009726049602852974,0.4457644839349255,0.9907661339121447,5.715049325553725
kemmeren2014_single,1,YDR030C,6169,,339,0.05495218025611931,61,0.009888150429567191,16,0.00259361322742746,2,0.0003242016534284325,0.40160839123365905,0.7124437658469858,5.3773417497275275
kemmeren2014_single,1,YLR032W,6169,,377,0.06111201167125952,102,0.016534284324850056,28,0.004538823147998055,5,0.0008105041335710813,0.4407224092498889,0.8836213511738489,4.504333229174721
kemmeren2014_single,1,YNL250W,6169,,918,0.1488085589236505,298,0.04830604636083644,108,0.017506889285135354,19,0.0030799157075701088,0.4849295900546653,1.1067499068316975,5.051085632617818
kemmeren2014_single,1,YML032C,6169,,652,0.105689739017669,258,0.04182201329226779,85,0.013778570270708381,9,0.0014589074404279462,0.5111217156566321,1.132022214690408,5.243194772789183
kemmeren2014_single,1,YGL163C,6169,,2657,0.43070189657967256,654,0.10601394067109743,113,0.018317393418706435,9,0.0014589074404279462,0.45324998086579626,0.7692096929734957,5.000225122404024
kemmeren2014_single,1,YDR076W,6169,,728,0.11800940184794942,175,0.02836764467498784,44,0.007132436375425514,6,0.0009726049602852974,0.43447168695006244,0.8219080427652742,5.003755335938971
kemmeren2014_single,1,YDR004W,6169,,478,0.07748419516939536,153,0.024801426487275086,40,0.00648403306856865,5,0.0008105041335710813,0.4736985846165082,0.9284264609960785,5.1490453069195885
kemmeren2014_single,1,YGL246C,6169,,1416,0.2295347706273302,456,0.0739179769816826,131,0.02123520829956233,17,0.002755714054141676,0.4784556956440773,0.9725509565867176,5.278739756912069
kemmeren2014_single,1,YNL022C,6169,,529,0.08575133733182039,109,0.01766899011184957,22,0.003566218187712757,2,0.0003242016534284325,0.4322542226111634,0.7672884378621624,3.583520018528099
kemmeren2014_single,1,YJL204C,6169,,1378,0.22337493921218998,460,0.07456638028853947,181,0.02934024963527314,29,0.004700923974712271,0.4826644685594198,1.1299621907333721,5.232977291421028
kemmeren2014_single,1,YPL167C,6169,,155,0.02512562814070352,32,0.00518722645485492,10,0.0016210082671421625,2,0.0003242016534284325,0.38619693530638055,0.810027737360736,4.435540281793725
kemmeren2014_single,1,YLR176C,6169,,381,0.061760414978116386,86,0.013940671097422596,30,0.004863024801426487,12,0.0019452099205705948,0.4255964384333508,0.8636157018834194,5.274160872917312
kemmeren2014_single,1,YDR137W,6169,,1305,0.2115415788620522,472,0.07651159020911007,186,0.03015075376884422,38,0.0061598314151402175,0.49922040520940936,1.207053637611234,4.507492215577223
kemmeren2014_single,1,YLR039C,6169,,1358,0.22013292267790566,396,0.06419192737882963,99,0.016047981844707408,15,0.0024315124007132437,0.4562512069892235,0.8804092858173087,5.196809540319736
kemmeren2014_single,1,YBR275C,6169,,555,0.08996595882639001,82,0.013292267790565733,19,0.0030799157075701088,4,0.000648403306856865,0.4001605888154695,0.6385946394373401,5.538309900088301
kemmeren2014_single,1,YCR028C-A,6169,,1266,0.20521964662019776,384,0.062246717458259035,116,0.018803695898849084,24,0.0038904198411411897,0.4564274131101185,0.9533465783614545,5.376587233926483
kemmeren2014_single,1,YHL027W,6169,,271,0.0439293240395526,89,0.014426973577565245,48,0.007780839682282379,12,0.0019452099205705948,0.4507992675947871,1.3924725055708236,4.328410928387909
kemmeren2014_single,1,YOR191W,6169,,145,0.023504619873561356,34,0.005511428108283352,11,0.0017831090938563786,3,0.0004863024801426487,0.4295957014841635,0.8754704694826176,4.196421663018915
kemmeren2014_single,1,YGR044C,6169,,284,0.046036634786837415,76,0.012319662830280435,25,0.004052520667855406,6,0.0009726049602852974,0.43128226513201795,0.8954895666814939,5.069254420872164
kemmeren2014_single,1,YPL024W,6169,,1179,0.19111687469606095,298,0.04830604636083644,90,0.014589074404279461,18,0.0029178148808558925,0.43464091803687543,0.8917544135056714,4.714783329320428
kemmeren2014_single,1,YGR180C,6169,,1556,0.2522288863673205,506,0.08202301831739342,158,0.025611930620846168,23,0.0037283190144269734,0.48060737773840523,1.0104424272663102,5.51202108317778
kemmeren2014_single,1,YPL123C,6169,,1019,0.16518074242178635,383,0.06208461663154482,126,0.020424704165991247,20,0.003242016534284325,0.4869716474472344,1.1016099822705054,5.080075288331778
kemmeren2014_single,1,YPR065W,6169,,435,0.07051385962068407,139,0.02253201491327606,46,0.007456638028853947,10,0.0016210082671421625,0.4640143482774808,1.0430810368979928,6.058694606706992
kemmeren2014_single,1,YJR063W,6169,,499,0.0808883125303939,111,0.017993191765278003,22,0.003566218187712757,6,0.0009726049602852974,0.42870501339674466,0.7693706910485056,4.589892060292382
kemmeren2014_single,1,YDR156W,6169,,42,0.006808234721997083,14,0.0022694115739990274,8,0.00129680661371373,3,0.0004863024801426487,0.40958976600611297,1.733310275432912,4.430509017426281
kemmeren2014_single,1,YNL248C,6169,,564,0.09142486626681796,140,0.022694115739990275,29,0.004700923974712271,7,0.0011347057869995137,0.42982399691054723,0.8226639810633462,4.713119585483117
kemmeren2014_single,1,YGL070C,6169,,1861,0.30166963851515644,685,0.11103906629923813,197,0.0319338628627006,18,0.0029178148808558925,0.49796398898668787,1.0109345870412865,5.1485837411305955
kemmeren2014_single,1,YIL133C,6169,,487,0.0789431026098233,78,0.012643864483708868,18,0.0029178148808558925,3,0.0004863024801426487,0.4252028813217473,0.7245976800025797,4.480816858236862
kemmeren2014_single,1,YHR200W,6169,,476,0.07715999351596693,91,0.014751175230993677,17,0.002755714054141676,4,0.000648403306856865,0.4214077495934748,0.7776966111395973,4.0643325474139615
kemmeren2014_single,1,YLR421C,6169,,961,0.15577889447236182,264,0.04279461825255309,78,0.012643864483708868,13,0.002107310747284811,0.4690291649958306,0.9281949386131735,5.25463254474246
kemmeren2014_single,1,YDL020C,6169,,518,0.08396822823796402,141,0.02285621656670449,33,0.005349327281569136,6,0.0009726049602852974,0.4493125312945467,0.8545719296613272,4.599827411846048
kemmeren2014_single,1,YLR048W,6169,,978,0.15853460852650347,211,0.03420327443669963,33,0.005349327281569136,5,0.0008105041335710813,0.43731711719646155,0.7318902996576728,4.0625271988404394
kemmeren2014_single,1,YKR057W,6169,,647,0.10487923488409791,130,0.021073107472848112,27,0.0043767223212838385,3,0.0004863024801426487,0.42907489552150735,0.7438623618136373,3.766864389585198
kemmeren2014_single,1,YIL153W,6169,,984,0.15950721348678878,100,0.016210082671421624,7,0.0011347057869995137,2,0.0003242016534284325,0.38944719499063984,0.5886626393804617,5.692550442734381
kemmeren2014_single,1,YHR031C,6169,,1088,0.17636569946506728,201,0.032582266169557464,44,0.007132436375425514,7,0.0011347057869995137,0.4171290848452476,0.7187241418180934,5.167494480722399
kemmeren2014_single,1,YOR001W,6169,,898,0.1455665423893662,259,0.04198411411898201,79,0.012805965310423084,14,0.0022694115739990274,0.4526702740266688,0.9427930354232135,4.745102169554556
kemmeren2014_single,1,YDR083W,6169,,2114,0.34268114767385316,509,0.08250932079753606,57,0.009239747122710326,7,0.0011347057869995137,0.4586669188694997,0.7486818386784042,4.4275644272268995
kemmeren2014_single,1,YPL193W,6169,,1405,0.22775166153347381,382,0.0619225158048306,78,0.012643864483708868,10,0.0016210082671421625,0.45463646613591174,0.8270224444577783,4.572293757790834
kemmeren2014_single,1,YOL067C,6169,,235,0.03809369427784082,92,0.014913276057707894,34,0.005511428108283352,8,0.00129680661371373,0.492953007877241,1.2270336121567111,3.86623318055152
kemmeren2014_single,1,YBL103C,6169,,399,0.06467822985897229,171,0.02771924136813098,69,0.011184957043280921,18,0.0029178148808558925,0.5155496664401277,1.3131642013719582,4.298582395368367
kemmeren2014_single,1,YER139C,6169,,741,0.12011671259523424,115,0.018641595072134868,34,0.005511428108283352,3,0.0004863024801426487,0.40903647651289016,0.7142868786105855,5.1905233346863255
kemmeren2014_single,1,YOR014W,6169,,429,0.06954125466039877,138,0.022369914086561842,33,0.005349327281569136,6,0.0009726049602852974,0.4722460387907086,0.8887853070040485,6.574669369464896
kemmeren2014_single,1,YDR289C,6169,,546,0.08850705138596207,155,0.02512562814070352,30,0.004863024801426487,4,0.000648403306856865,0.4586578471550231,0.8097905853148213,4.606129236040316
kemmeren2014_single,1,YHR154W,6169,,823,0.13340898038579996,152,0.02463932566056087,29,0.004700923974712271,6,0.0009726049602852974,0.41315800255351676,0.7132832184267083,5.4091893243588025
kemmeren2014_single,1,YKL212W,6169,,3734,0.6052844869508834,1282,0.20781325984762522,149,0.02415302318041822,8,0.00129680661371373,0.5158135089516646,0.7931605451456137,4.950675385877162
kemmeren2014_single,1,YDR159W,6169,,1020,0.16534284324850057,260,0.042146214945696224,67,0.010860755389852489,9,0.0014589074404279462,0.44814905089390095,0.8619194694979504,4.720227536133711
kemmeren2014_single,1,YGL175C,6169,,401,0.06500243151240072,74,0.011995461176852002,20,0.003242016534284325,4,0.000648403306856865,0.4166611148737283,0.7625804101479045,4.390767789965847
kemmeren2014_single,1,YLR180W,6169,,208,0.03371697195655698,65,0.010536553736424056,33,0.005349327281569136,11,0.0017831090938563786,0.45218447033608283,1.2600649452709394,4.733272463774128
kemmeren2014_single,1,YPL274W,6169,,28,0.004538823147998055,10,0.0016210082671421625,6,0.0009726049602852974,2,0.0003242016534284325,0.46822854718512763,1.457687312014463,4.307343046530964
kemmeren2014_single,1,YPL273W,6169,,514,0.08331982493110715,119,0.019289998378991733,34,0.005511428108283352,6,0.0009726049602852974,0.4357505282524812,0.8450839065010909,4.910047473843759
kemmeren2014_single,1,YDR143C,6169,,259,0.04198411411898201,33,0.005349327281569136,9,0.0014589074404279462,4,0.000648403306856865,0.39965361255644133,0.6062316334495242,4.180424881740688
kemmeren2014_single,1,YFR040W,6169,,378,0.06127411249797374,109,0.01766899011184957,28,0.004538823147998055,9,0.0014589074404279462,0.470427805368857,0.905834532962903,5.612749524515623
kemmeren2014_single,1,YKR028W,6169,,311,0.050413357108121254,78,0.012643864483708868,21,0.0034041173609985413,5,0.0008105041335710813,0.4269574531763134,0.8964923098018438,5.609380792606354
kemmeren2014_single,1,YHL034C,6169,,346,0.05608688604311882,79,0.012805965310423084,28,0.004538823147998055,9,0.0014589074404279462,0.4260887715250742,0.9304747544152226,4.637118157667286
kemmeren2014_single,1,YJL080C,6169,,412,0.06678554060625709,67,0.010860755389852489,17,0.002755714054141676,2,0.0003242016534284325,0.3996173089354445,0.7056600434380546,4.050402510959668
kemmeren2014_single,1,YER120W,6169,,1838,0.29794131950072944,418,0.06775814556654239,63,0.010212352082995623,10,0.0016210082671421625,0.44898681708738564,0.7365524181160602,5.014864254793721
kemmeren2014_single,1,YGL100W,6169,,577,0.09353217701410277,175,0.02836764467498784,63,0.010212352082995623,11,0.0017831090938563786,0.44741428977598774,1.0374639032405675,5.013352729508837
kemmeren2014_single,1,YDR363W-A,6169,,714,0.11573999027395039,186,0.03015075376884422,36,0.005835629761711785,9,0.0014589074404279462,0.45060258952033466,0.8029640728528511,5.65435095333425
kemmeren2014_single,1,YGR208W,6169,,258,0.04182201329226779,93,0.01507537688442211,25,0.004052520667855406,4,0.000648403306856865,0.477861244101194,0.9885194542276118,5.373969492517792
kemmeren2014_single,1,YJL105W,6169,,733,0.11881990598152051,156,0.025287728967417735,36,0.005835629761711785,6,0.0009726049602852974,0.4253364822532046,0.7877896438227172,5.224989329728
kemmeren2014_single,1,YHR207C,6169,,348,0.05641108769654725,69,0.011184957043280921,25,0.004052520667855406,4,0.000648403306856865,0.4125845009865279,0.7823920494534804,5.526941292147233
kemmeren2014_single,1,YLR403W,6169,,2651,0.4297292916193873,1084,0.1757172961582104,327,0.053006970335548714,27,0.0043767223212838385,0.5297908507667429,1.0892541051010969,3.7027775272354426
kemmeren2014_single,1,YMR190C,6169,,2883,0.46733668341708545,652,0.105689739017669,113,0.018317393418706435,15,0.0024315124007132437,0.4497683143723723,0.7471068856693194,5.037823602358435
kemmeren2014_single,1,YKR072C,6169,,1479,0.23974712271032583,498,0.08072621170367969,150,0.024315124007132437,25,0.004052520667855406,0.48258817222736644,1.003273528986985,5.3548803030853405
kemmeren2014_single,1,YPR189W,6169,,241,0.039066299238126115,54,0.008753444642567677,10,0.0016210082671421625,3,0.0004863024801426487,0.41480871921657847,0.8088981480845929,4.463630222763496
kemmeren2014_single,1,YHR206W,6169,,308,0.049927054627978605,98,0.01588588101799319,28,0.004538823147998055,4,0.000648403306856865,0.44814289402725094,0.9481920039436484,4.472172912106878
kemmeren2014_single,1,YNL167C,6169,,301,0.04879234884097909,74,0.011995461176852002,20,0.003242016534284325,5,0.0008105041335710813,0.44007401357174153,0.827604085222789,5.366478730570796
kemmeren2014_single,1,YBL007C,6169,,483,0.07829469930296644,144,0.02334251904684714,31,0.005025125628140704,6,0.0009726049602852974,0.45426208836637094,0.8674099671193054,4.559929056444401
kemmeren2014_single,1,YDL013W,6169,,1624,0.26325174258388717,567,0.0919111687469606,207,0.03355487112984276,39,0.006321932241854434,0.4846220086682239,1.1162964079054412,6.383854709031151
kemmeren2014_single,1,YER116C,6169,,1199,0.19435889123034528,289,0.046847138920408496,82,0.013292267790565733,13,0.002107310747284811,0.4415937238439173,0.8579993160032457,3.287968690787703
kemmeren2014_single,1,YGR081C,6169,,419,0.06792024639325661,83,0.013454368617279949,29,0.004700923974712271,7,0.0011347057869995137,0.4133649043794224,0.7988186773765421,4.684605091063301
kemmeren2014_single,1,YGR229C,6169,,504,0.08169881666396499,135,0.021883611606419193,42,0.006808234721997083,5,0.0008105041335710813,0.4517345788866226,0.9263625453179678,4.466578401091736
kemmeren2014_single,1,YLR025W,6169,,646,0.1047171340573837,214,0.034689576916842275,97,0.015723780191278975,18,0.0029178148808558925,0.4637133753387994,1.203599018893312,4.087276601283046
kemmeren2014_single,1,YPL002C,6169,,627,0.10163721834981358,219,0.03550008105041336,84,0.013616469443994165,22,0.003566218187712757,0.4709876086363498,1.1868525455207983,5.615543993199759
kemmeren2014_single,1,YPR101W,6169,,1460,0.2366672070027557,413,0.06694764143297131,77,0.012481763656994651,8,0.00129680661371373,0.4593148587922353,0.8259741956099481,4.1169469751959005
kemmeren2014_single,1,YAL009W,6169,,182,0.029502350461987355,45,0.0072945372021397305,13,0.002107310747284811,9,0.0014589074404279462,0.4270569502727421,0.865233446500264,3.8577674512155546
kemmeren2014_single,1,YER161C,6169,,346,0.05608688604311882,88,0.014264872750851029,25,0.004052520667855406,5,0.0008105041335710813,0.4297425852622492,0.9394233782021802,5.218095946312944
kemmeren2014_single,1,YMR179W,6169,,1315,0.21316258712919436,468,0.0758631869022532,184,0.029826552115415787,26,0.004214621494569622,0.4885736597908319,1.1980968693868204,5.818584564397958
kemmeren2014_single,1,YKL020C,6169,,282,0.04571243313340898,53,0.00859134381585346,18,0.0029178148808558925,5,0.0008105041335710813,0.4104161418120956,0.766562289964073,4.4525916220207336
kemmeren2014_single,1,YGR063C,6169,,745,0.1207651159020911,208,0.03371697195655698,59,0.009563948776138758,12,0.0019452099205705948,0.447264380321902,0.9155243259774728,5.425898270738772
kemmeren2014_single,1,YLR119W,6169,,170,0.027557140541416763,62,0.010050251256281407,19,0.0030799157075701088,6,0.0009726049602852974,0.4805374263718315,1.0900183159512264,4.4941740982997125
kemmeren2014_single,1,YCL037C,6169,,1063,0.17231317879721186,214,0.034689576916842275,51,0.008267142162425028,7,0.0011347057869995137,0.43106811922068977,0.7566999372208779,4.707974202572555
kemmeren2014_single,1,YKR092C,6169,,524,0.08494083319824931,84,0.013616469443994165,17,0.002755714054141676,5,0.0008105041335710813,0.4078654508830827,0.6530882676044186,5.026965315945805
kemmeren2014_single,1,YHR066W,6169,,420,0.06808234721997082,128,0.02074890581941968,33,0.005349327281569136,5,0.0008105041335710813,0.45473824304103033,0.9279802590701639,4.911052785713346
kemmeren2014_single,1,YLR006C,6169,,350,0.05673528934997568,101,0.01637218349813584,32,0.00518722645485492,4,0.000648403306856865,0.4476360080188249,0.9776969560724308,5.379202074676121
kemmeren2014_single,1,YIL030C,6169,,112,0.01815529259199222,32,0.00518722645485492,8,0.00129680661371373,3,0.0004863024801426487,0.4380316685707838,0.8736626047781061,4.353624785352963
kemmeren2014_single,1,YMR019W,6169,,1311,0.2125141838223375,123,0.019938401685848598,18,0.0029178148808558925,3,0.0004863024801426487,0.3936473331435843,0.5720751695589141,5.386993326314534
kemmeren2014_single,1,YHR178W,6169,,1288,0.20878586480791053,453,0.07343167450153996,168,0.02723293888798833,39,0.006321932241854434,0.48177540208823877,1.1615826119586599,6.150422188856445
kemmeren2014_single,1,YHR084W,6169,,339,0.05495218025611931,95,0.015399578537850542,48,0.007780839682282379,9,0.0014589074404279462,0.44159503956733703,1.2545926921698234,5.235780887086259
kemmeren2014_single,1,YDR103W,6169,,303,0.049116550494407524,95,0.015399578537850542,31,0.005025125628140704,12,0.0019452099205705948,0.4608931346260495,1.0002241826852343,5.335029739192441
kemmeren2014_single,1,YCL032W,6169,,255,0.04133571081212514,96,0.015561679364564759,39,0.006321932241854434,4,0.000648403306856865,0.47292305715197525,1.1333549104475993,4.127270273819421
kemmeren2014_single,1,YLR150W,6169,,391,0.06338142324525856,76,0.012319662830280435,21,0.0034041173609985413,6,0.0009726049602852974,0.41900383089273097,0.7733217241735926,6.022457634106194
kemmeren2014_single,1,YDR463W,6169,,1368,0.22175393094504783,403,0.06532663316582915,117,0.0189657967255633,23,0.0037283190144269734,0.4639271142896933,0.9255525843895418,4.020059443392986
kemmeren2014_single,1,YHR006W,6169,,275,0.04457772734640947,66,0.010698654563138272,22,0.003566218187712757,6,0.0009726049602852974,0.4433010190887918,0.8755763000001529,5.28907931769791
kemmeren2014_single,1,YLR375W,6169,,255,0.04133571081212514,85,0.013778570270708381,31,0.005025125628140704,6,0.0009726049602852974,0.46821302880485655,1.0727660136392452,4.632562065289752
kemmeren2014_single,1,YMR039C,6169,,203,0.032906467822985896,66,0.010698654563138272,24,0.0038904198411411897,5,0.0008105041335710813,0.4530266130478241,1.0615539075307414,5.3517398909004505
kemmeren2014_single,1,YDR320C,6169,,1903,0.30847787323715353,787,0.12757335062408817,278,0.04506402982655212,52,0.008429242989139244,0.5232538414568942,1.1673200016702787,5.669998640667485
