target,partner,epsilon,p_value
YLR313C,YOR235W,-0.0397,0.2111
YLR313C,YOR237W,-0.0774,3.007e-14
YLR313C,YOR238W,-0.0751,0.006845
YLR313C,YOR239W,-0.0429,0.0001628
YLR313C,YOR240W,-0.0217,0.3887
YLR313C,YOR242C,-0.0069,0.3673
YLR313C,YOR243C,0.0056,0.4171
YLR313C,YOR245C,-0.0073,0.3796
YLR313C,YOR246C,0.0102,0.3733
YLR313C,YOR247W,-0.0347,0.2193
YLR313C,YOR248W,-0.0787,0.001631
YLR313C,YOR251C,0.0007,0.4718
YLR313C,YOR252W,0.0646,0.09529
YLR313C,YOR253W,-0.3186,2.451e-05
YLR313C,YOR255W,-0.035,0.2578
YLR313C,YOR263C,-0.0084,0.428
YLR313C,YOR264W,-0.0028,0.4663
YLR313C,YOR265W,0.0084,0.4305
YLR313C,YOR266W,0.012,0.3649
YLR313C,YOR267C,0.0306,0.2414
YLR313C,YOR268C,0.0494,0.006439
YLR313C,YOR269W,-0.0219,0.3314
YLR313C,YOR270C,-0.0519,0.05242
YLR313C,YOR271C,-0.0028,0.4842
YLR313C,YOR273C,0.039,0.1848
YLR313C,YOR274W,-0.3797,2.203e-06
YLR313C,YOR275C,-0.0993,0.0775
YLR313C,YOR276W,-0.0032,0.4689
YLR313C,YOR277C,0.0471,0.09193
YLR313C,YOR279C,0.0316,0.0002089
YLR313C,YOR280C,-0.0113,0.1781
YLR313C,YOR283W,-0.0234,0.306
YLR313C,YOR284W,0.0072,0.3842
YLR313C,YOR285W,0.0113,0.4283
YLR313C,YOR286W,0.0168,0.2741
YLR313C,YOR288C,-0.0237,0.3516
YLR313C,YOR289W,-0.0117,0.3307
YLR313C,YOR291W,-0.0377,0.1276
YLR313C,YOR292C,0.0218,0.1346
YLR313C,YOR293W,-0.1833,0.001045
YLR313C,YOR296W,0.0302,0.1921
YLR313C,YOR298C-A,-0.004,0.4299
YLR313C,YOR298W,-0.0073,0.4535
YLR313C,YOR299W,0.0343,0.3129
YLR313C,YOR300W,0.0267,0.3338
YLR313C,YOR301W,-0.0246,0.3543
YLR313C,YOR304C-A,-0.0172,0.3589
YLR313C,YOR304W,0.0481,0.1665
YLR313C,YOR306C,-0.063,0.3375
YLR313C,YOR307C,0.0288,0.2157
YLR313C,YOR308C,0.0284,0.1625
YLR313C,YOR309C,-0.0498,0.2711
YLR313C,YOR311C,0.079,0.08775
YLR313C,YOR313C,0.0586,0.2173
YLR313C,YOR314W,-0.0109,0.4276
YLR313C,YOR315W,-0.0447,0.1339
YLR313C,YOR316C,-0.0006,0.4955
YLR313C,YOR317W,0.0523,0.1739
YLR313C,YOR318C,0.0021,0.4877
YLR313C,YOR320C,-0.04,0.001833
YLR313C,YOR321W,-0.008,0.4534
YLR313C,YOR322C,0.0394,0.1303
YLR313C,YOR324C,0.0422,0.2988
YLR313C,YOR325W,-0.0018,0.4805
YLR313C,YOR327C,-0.016,0.3964
YLR313C,YOR328W,0.0378,0.08743
YLR313C,YOR333C,-0.0428,0.1723
YLR313C,YOR334W,-0.0298,0.3694
YLR313C,YOR337W,-0.0096,0.3994
YLR313C,YOR338W,-0.0513,0.1338
YLR313C,YOR339C,0.0223,0.3114
YLR313C,YOR342C,-0.0144,0.3626
YLR313C,YOR343C,-0.0123,0.2559
YLR313C,YOR344C,-0.025,0.2688
YLR313C,YOR345C,0.0143,0.3418
YLR313C,YOR346W,-0.0596,0.0266
YLR313C,YOR347C,0.0656,0.0007398
YLR313C,YOR348C,-0.0102,0.3565
YLR313C,YOR349W,-0.01,0.4041
YLR313C,YOR350C,0.0723,0.2089
YLR313C,YOR351C,-0.022,0.3596
YLR313C,YOR352W,-0.0338,0.1239
YLR313C,YOR354C,-0.0304,0.2188
YLR313C,YOR355W,0.0315,0.001483
YLR313C,YOR356W,-0.0043,0.4388
YLR313C,YOR357C,0.0543,1.773e-05
YLR313C,YOR358W,0.1078,3.205e-17
YLR313C,YOR359W,0.0073,0.4219
YLR313C,YOR360C,0.0101,0.3373
YLR313C,YOR363C,0.0108,0.3808
YLR313C,YOR364W,0.0185,0.217
YLR313C,YOR365C,-0.0159,0.0009759
YLR313C,YOR366W,-0.0068,0.4387
YLR313C,YOR367W,-0.0215,0.1478
YLR313C,YOR368W,-0.044,0.1056
YLR313C,YOR371C,-0.0424,0.09566
YLR313C,YOR374W,0.0042,0.4641
YLR313C,YOR375C,-0.0294,0.03454
YLR313C,YOR376W,-0.0446,0.1113
YLR313C,YOR377W,0.009,0.3302
YLR313C,YOR378W,-0.0293,0.1459
YLR313C,YOR379C,0.0366,0.1132
YLR313C,YOR380W,-0.1349,0.05375
YLR313C,YOR381W,-0.0091,0.4303
YLR313C,YOR382W,0.0297,0.2782
YLR313C,YOR383C,-0.0144,0.1788
YLR313C,YOR384W,-0.0255,0.1494
YLR313C,YOR385W,-0.0176,0.2942
YLR313C,YOR386W,-0.0326,0.04139
YLR313C,YPL001W,-0.0062,0.3461
YLR313C,YPL003W,0.0092,0.05417
YLR313C,YPL004C,-0.007,0.4076
YLR313C,YPL008W,0.0842,0.02499
YLR313C,YPL009C,-0.0471,1.515e-05
YLR313C,YPL014W,-0.0325,0.2952
YLR313C,YPL015C,0.0059,0.4607
YLR313C,YPL017C,-0.0003,0.4968
YLR313C,YPL018W,-0.0789,1.692e-06
YLR313C,YPL019C,-0.0088,0.4149
YLR313C,YPL021W,0.0215,0.2267
YLR313C,YPL022W,-0.0814,0.2931
YLR313C,YPL023C,-0.0633,0.1182
YLR313C,YPL024W,0.0378,0.05399
YLR313C,YPL025C,-0.0101,0.4171
YLR313C,YPL026C,0.0272,0.318
YLR313C,YPL027W,0.0429,1.392e-21
YLR313C,YPL030W,0.0043,0.4524
YLR313C,YPL032C,-0.0032,0.476
YLR313C,YPL033C,0.0324,0.1213
YLR313C,YPL034W,-0.0314,0.2482
YLR313C,YPL035C,-0.0349,0.2153
YLR313C,YPL036W,0.0803,0.03841
YLR313C,YPL037C,-0.0101,0.4188
YLR313C,YPL038W,-0.0746,0.003048
YLR313C,YPL039W,-0.018,0.3502
YLR313C,YPL041C,-0.052,0.2535
YLR313C,YPL046C,0.0986,1.27e-16
YLR313C,YPL047W,0.0128,0.2757
YLR313C,YPL048W,0.0518,0.177
YLR313C,YPL051W,0.0818,0.0657
YLR313C,YPL052W,0.0439,0.1937
YLR313C,YPL053C,0.0098,0.4324
YLR313C,YPL054W,0.0173,0.3396
YLR313C,YPL055C,-0.209,0.001136
YLR313C,YPL056C,-0.0252,0.3568
YLR313C,YPL057C,-0.2039,8.299e-06
YLR313C,YPL058C,0.0317,0.1834
YLR313C,YPL060W,-0.0582,0.1147
YLR313C,YPL061W,0.0536,0.1042
YLR313C,YPL062W,-0.0293,0.1818
YLR313C,YPL064C,0.016,0.2602
YLR313C,YPL066W,-0.0368,0.1812
YLR313C,YPL067C,0.0049,0.4647
YLR313C,YPL068C,0.0382,0.1382
YLR313C,YPL069C,0.0036,0.4182
YLR313C,YPL070W,-0.009,0.3696
YLR313C,YPL071C,-0.0498,3.775e-41
YLR313C,YPL072W,0.0078,0.3971
YLR313C,YPL073C,-0.0147,0.3614
YLR313C,YPL074W,-0.057,0.1776
YLR313C,YPL079W,-0.0958,0.0348
YLR313C,YPL080C,0.0793,0.09794
YLR313C,YPL081W,0.0529,0.06396
YLR313C,YPL086C,0.053,0.1171
YLR313C,YPL087W,0.0322,0.1302
YLR313C,YPL088W,-0.0227,0.2168
YLR313C,YPL089C,0.0031,0.4669
YLR313C,YPL090C,0.0232,0.2044
YLR313C,YPL091W,-0.0161,0.3626
YLR313C,YPL092W,-0.0219,0.09218
YLR313C,YPL095C,-0.0013,0.4904
YLR313C,YPL096W,-0.0234,0.09037
YLR313C,YPL098C,0.0066,0.4481
YLR313C,YPL099C,-0.0052,0.444
YLR313C,YPL100W,0.0061,0.416
YLR313C,YPL101W,0.0645,0.04354
YLR313C,YPL102C,0.0367,0.2023
YLR313C,YPL103C,-0.0037,0.4323
YLR313C,YPL105C,0.0241,0.1962
YLR313C,YPL106C,0.112,0.09873
YLR313C,YPL107W,0.0412,0.153
YLR313C,YPL108W,0.0781,0.009871
YLR313C,YPL109C,-0.0526,0.1807
YLR313C,YPL110C,-0.0033,0.4815
YLR313C,YPL111W,0.001,0.4885
YLR313C,YPL112C,-0.0058,0.4458
YLR313C,YPL113C,-0.01,0.4312
YLR313C,YPL114W,-0.0235,0.2187
YLR313C,YPL115C,-0.0617,0.06043
YLR313C,YPL116W,0.0119,0.3281
YLR313C,YPL119C,0.0384,7.047e-19
YLR313C,YPL120W,0.0458,0.04982
YLR313C,YPL121C,0.0723,0.001953
YLR313C,YPL123C,-0.034,0.0996
YLR313C,YPL125W,0.0284,0.2681
YLR313C,YPL127C,0.0256,0.08565
YLR313C,YPL130W,-0.0244,0.2325
YLR313C,YPL133C,0.004,0.4681
YLR313C,YPL134C,-0.0121,0.3064
YLR313C,YPL135W,-0.0254,0.1906
YLR313C,YPL136W,0.0262,0.255
YLR313C,YPL137C,0.0073,0.4374
YLR313C,YPL138C,-0.0348,0.2165
YLR313C,YPL139C,-0.0269,0.3307
YLR313C,YPL140C,0.0101,0.4123
YLR313C,YPL141C,0.0046,0.4644
YLR313C,YPL144W,-0.0442,0.2598
YLR313C,YPL145C,0.0889,0.03147
YLR313C,YPL147W,0.0097,0.3905
YLR313C,YPL149W,-0.0282,0.3196
YLR313C,YPL150W,0.0161,0.3247
YLR313C,YPL152W,0.0065,0.3638
YLR313C,YPL154C,-0.0218,0.3341
YLR313C,YPL155C,-0.0303,0.2503
YLR313C,YPL156C,0.068,0.07473
YLR313C,YPL157W,-0.1876,0.01518
YLR313C,YPL158C,-0.0271,0.1722
YLR313C,YPL159C,0.0026,0.4817
YLR313C,YPL161C,0.0421,0.05346
YLR313C,YPL162C,-0.0132,0.407
YLR313C,YPL163C,-0.0183,0.1221
YLR313C,YPL164C,0.0118,0.2352
YLR313C,YPL165C,-0.0081,0.4153
YLR313C,YPL166W,0.0449,0.1329
YLR313C,YPL167C,-0.0262,0.3636
YLR313C,YPL168W,-0.0312,0.3332
YLR313C,YPL170W,0.0449,0.1002
YLR313C,YPL171C,0.0676,0.134
YLR313C,YPL172C,-0.0554,0.001295
YLR313C,YPL174C,0.0143,0.353
YLR313C,YPL176C,0.0149,0.3787
YLR313C,YPL177C,-0.0096,0.3975
YLR313C,YPL178W,-0.2646,0.00517
YLR313C,YPL179W,-0.0485,0.265
YLR313C,YPL181W,-0.0328,0.04903
YLR313C,YPL182C,-0.0265,0.3341
YLR313C,YPL183C,-0.0394,0.1858
YLR313C,YPL183W-A,0.0756,3.955e-11
YLR313C,YPL184C,0.0255,0.3476
YLR313C,YPL185W,-0.0379,0.2209
YLR313C,YPL186C,0.0397,0.04931
YLR313C,YPL187W,-0.0316,0.2496
YLR313C,YPL189W,-0.0319,0.1218
YLR313C,YPL191C,0.0179,0.1871
YLR313C,YPL192C,-0.0177,0.3025
YLR313C,YPL194W,-0.0246,0.277
YLR313C,YPL195W,-0.0365,0.2647
YLR313C,YPL196W,0.0084,0.2521
YLR313C,YPL197C,-0.0095,0.4313
YLR313C,YPL198W,-0.021,0.2198
YLR313C,YPL199C,-0.005,0.429
YLR313C,YPL200W,-0.0066,0.4491
YLR313C,YPL201C,-0.0084,0.4005
YLR313C,YPL202C,-0.0105,0.04161
YLR313C,YPL203W,-0.0664,1.0099999999999999e-23
YLR313C,YPL205C,0.0351,0.3256
YLR313C,YPL206C,-0.0531,0.02844
YLR313C,YPL207W,-0.012,0.3773
YLR313C,YPL208W,-0.021,0.2297
YLR313C,YPL212C,0.0104,0.3603
YLR313C,YPL213W,-0.2022,0.06187
YLR313C,YPL214C,-0.013,0.3956
YLR313C,YPL216W,-0.0144,0.01237
YLR313C,YPL219W,0.0049,0.4416
YLR313C,YPL220W,-0.0137,0.3175
YLR313C,YPL221W,0.0038,0.4507
YLR313C,YPL222W,0.0104,0.373
YLR313C,YPL223C,0.0179,0.3254
YLR313C,YPL224C,0.0268,0.2487
YLR313C,YPL225W,0.0083,0.4255
YLR313C,YPL226W,0.1322,0.01949
YLR313C,YPL227C,-0.1167,0.1017
YLR313C,YPL229W,-0.0092,0.4262
YLR313C,YPL230W,0.051,0.1135
YLR313C,YPL232W,0.0132,0.2768
YLR313C,YPL236C,0.0243,0.05928
YLR313C,YPL239W,0.1568,0.002602
YLR313C,YPL240C,-0.0044,0.4571
YLR313C,YPL241C,-0.028,0.1976
YLR313C,YPL244C,0.0143,0.3377
YLR313C,YPL245W,-0.0194,0.3252
YLR313C,YPL246C,0.0321,0.1791
YLR313C,YPL247C,-0.0431,0.1936
YLR313C,YPL248C,0.015,0.369
YLR313C,YPL249C,-0.0245,1.24e-06
YLR313C,YPL250C,-0.052,0.04542
YLR313C,YPL253C,-0.0171,0.07534
YLR313C,YPL256C,0.007,0.2648
YLR313C,YPL257W,-0.03,0.2866
YLR313C,YPL258C,-0.0435,0.1928
YLR313C,YPL259C,-0.0041,0.308
YLR313C,YPL260W,0.0025,0.4818
YLR313C,YPL261C,0.0294,0.1832
YLR313C,YPL262W,-0.0187,0.347
YLR313C,YPL263C,0.0002,0.4987
YLR313C,YPL264C,0.0473,0.2174
YLR313C,YPL265W,0.0491,0.1147
YLR313C,YPL267W,0.0497,0.1255
YLR313C,YPL269W,0.0109,0.4237
YLR313C,YPL270W,-0.1073,1.271e-07
YLR313C,YPL272C,0.0159,0.2194
YLR313C,YPL273W,-0.0241,0.3557
YLR313C,YPL274W,0.0235,0.3037
YLR313C,YPR001W,-0.0338,0.2959
YLR313C,YPR002W,0.0141,0.2488
YLR313C,YPR004C,0.0254,0.09336
YLR313C,YPR005C,0.032,0.005997
YLR313C,YPR006C,-0.0151,0.3971
YLR313C,YPR007C,-0.005,0.4561
YLR313C,YPR008W,0.0076,0.4484
YLR313C,YPR009W,0.0186,0.1416
YLR313C,YPR011C,0.0155,0.3345
YLR313C,YPR012W,0.0013,0.4842
YLR313C,YPR013C,-0.0049,0.4639
YLR313C,YPR014C,-0.0465,0.2883
YLR313C,YPR015C,-0.0119,0.4194
YLR313C,YPR017C,-0.0762,0.06729
YLR313C,YPR018W,0.0043,0.4563
YLR313C,YPR020W,-0.0107,0.4206
YLR313C,YPR021C,0.0146,0.1926
YLR313C,YPR022C,-0.0163,0.3903
YLR313C,YPR023C,0.0435,0.1154
YLR313C,YPR024W,-0.0151,0.2168
YLR313C,YPR026W,0.026,0.04504
YLR313C,YPR027C,-0.0037,0.4757
YLR313C,YPR028W,-0.0008,0.4567
YLR313C,YPR029C,0.0455,0.1751
YLR313C,YPR030W,0.0599,0.1464
YLR313C,YPR031W,-0.0293,0.3464
YLR313C,YPR032W,-0.1158,0.1457
YLR313C,YPR037C,0.0288,0.2973
YLR313C,YPR038W,-0.0105,0.2517
YLR313C,YPR039W,-0.0219,0.018
YLR313C,YPR040W,-0.0172,0.3056
YLR313C,YPR042C,-0.0423,0.2528
YLR313C,YPR043W,0.0647,0.117
YLR313C,YPR044C,0.0012,0.4939
YLR313C,YPR045C,0.01,0.3892
YLR313C,YPR046W,0.0404,0.0457
YLR313C,YPR050C,-0.0079,0.4668
YLR313C,YPR051W,-0.0245,0.371
YLR313C,YPR052C,0.0317,0.2448
YLR313C,YPR053C,-0.0228,0.2364
YLR313C,YPR054W,0.0221,0.287
YLR313C,YPR057W,-0.05,0.168
YLR313C,YPR058W,-0.0014,0.4888
YLR313C,YPR059C,-0.0131,0.322
YLR313C,YPR060C,-0.072,0.09764
YLR313C,YPR061C,-0.0752,0.0174
YLR313C,YPR062W,-0.0047,0.4166
YLR313C,YPR064W,-0.0075,0.3936
YLR313C,YPR065W,0.003,0.4254
YLR313C,YPR066W,0.0552,0.2262
YLR313C,YPR068C,0.0082,0.3806
YLR313C,YPR069C,-0.0289,0.1589
YLR313C,YPR070W,0.0051,0.4609
YLR313C,YPR071W,-0.0075,0.4452
YLR313C,YPR073C,0.0224,0.3683
YLR313C,YPR074C,-0.0088,0.4166
YLR313C,YPR075C,0.0284,0.3775
YLR313C,YPR076W,-0.0348,0.3186
YLR313C,YPR078C,-0.0052,0.4334
YLR313C,YPR079W,-0.0562,0.0155
YLR313C,YPR083W,0.0091,0.4543
YLR313C,YPR084W,-0.0354,0.257
YLR313C,YPR089W,-0.0378,0.1247
YLR313C,YPR090W,0.0407,0.1823
YLR313C,YPR091C,-0.0483,0.1196
YLR313C,YPR092W,-0.0121,0.3982
YLR313C,YPR093C,-0.0182,0.2463
YLR313C,YPR095C,-0.0381,0.3036
YLR313C,YPR096C,0.0091,0.06363
YLR313C,YPR097W,-0.038,0.2657
YLR313C,YPR098C,0.0033,0.4817
YLR313C,YPR106W,0.0254,0.2979
YLR313C,YPR109W,-0.0615,0.0001006
YLR313C,YPR111W,0.0336,0.2832
YLR313C,YPR114W,-0.007,0.4543
YLR313C,YPR115W,0.0429,0.1575
YLR313C,YPR117W,0.0305,0.1332
YLR313C,YPR118W,0.038,0.05041
YLR313C,YPR119W,-0.0159,0.3542
YLR313C,YPR120C,0.021,0.3724
YLR313C,YPR121W,0.0018,0.4875
YLR313C,YPR122W,-0.0136,0.4578
YLR313C,YPR125W,-0.0619,0.2066
YLR313C,YPR126C,0.0151,0.3766
YLR313C,YPR127W,-0.0004,0.4931
YLR313C,YPR128C,0.0344,0.008543
YLR313C,YPR129W,-0.0085,0.3625
YLR313C,YPR130C,0.0401,0.05175
YLR313C,YPR132W,-0.0255,0.3606
YLR313C,YPR134W,0.0969,0.0467
YLR313C,YPR135W,0.0042,0.4764
YLR313C,YPR138C,0.0007,0.484
YLR313C,YPR145W,0.038,0.0347
YLR313C,YPR146C,0.0152,0.3893
YLR313C,YPR147C,0.0071,0.4165
YLR313C,YPR148C,-0.0054,0.399
YLR313C,YPR149W,0.0087,0.4188
YLR313C,YPR150W,-0.0659,0.03991
YLR313C,YPR151C,-0.0452,0.02786
YLR313C,YPR152C,-0.0165,0.3971
YLR313C,YPR153W,0.009,0.4199
YLR313C,YPR154W,0.0101,0.4397
YLR313C,YPR155C,0.0087,0.3634
YLR313C,YPR156C,0.0143,0.385
YLR313C,YPR157W,-0.004,0.4704
YLR313C,YPR158W,0.0048,0.4477
YLR313C,YPR160W,-0.0835,0.1217
YLR313C,YPR164W,-0.0109,0.3057
YLR313C,YPR167C,-0.0003,0.4985
YLR313C,YPR170C,0.0199,0.3126
YLR313C,YPR171W,-0.0261,0.3072
YLR313C,YPR172W,0.0664,1.947e-06
YLR313C,YPR173C,-0.1307,0.1548
YLR313C,YPR174C,0.0045,0.4642
YLR313C,YPR179C,0.0204,0.2873
YLR313C,YPR184W,-0.007,0.3601
YLR313C,YPR185W,0.0651,0.009043
YLR313C,YPR188C,0.0087,0.4203
YLR313C,YPR191W,-0.1422,0.04508
YLR313C,YPR192W,0.0334,0.2671
YLR313C,YPR193C,0.0327,0.2976
YLR313C,YPR194C,-0.045,0.304
YLR313C,YPR195C,-0.0154,0.4199
YLR313C,YPR197C,0.0257,0.1315
YLR313C,YPR198W,-0.034,0.3225
YLR313C,YPR199C,0.0058,0.4476
YLR313C,YPR200C,0.0023,0.46
YLR313C,YPR201W,0.0113,0.4079
YLR313C,YLR398C,-0.0641,0.04757
YLR313C,YLR433C,-0.0018,0.4865
YLR313C,YLR447C,-0.0011,0.4703
YLR313C,YLR451W,-0.0026,0.4734
YLR313C,YLR453C,-0.0242,0.2807
YLR313C,YLR454W,-0.0241,0.06169
YLR313C,YLR464W,-0.0068,0.456
YLR313C,YML001W,-0.0039,0.4822
YLR313C,YML002W,0.0112,0.3948
YLR313C,YML003W,-0.0015,0.4907
YLR313C,YML005W,-0.0723,0.245
YLR313C,YML006C,-0.0154,0.3522
YLR313C,YML007C-A,-0.0094,0.4024
YLR313C,YML007W,-0.0189,0.327
YLR313C,YML008C,-0.0011,0.4854
YLR313C,YML009C,-0.0119,0.3848
YLR313C,YML012W,-0.0324,0.3418
YLR313C,YML014W,0.0006,0.4936
YLR313C,YML016C,-0.0145,0.3307
YLR313C,YML017W,-0.042,0.1438
YLR313C,YML018C,0.0339,0.1751
YLR313C,YML019W,-0.0206,0.3514
YLR313C,YML020W,-0.0048,0.4709
YLR313C,YML022W,0.0101,0.3377
YLR313C,YML024W,0.0219,0.2278
YLR313C,YML026C,-0.0098,0.3578
YLR313C,YML027W,-0.0311,0.06314
YLR313C,YML028W,0.0135,0.31
YLR313C,YML029W,0.0397,0.3603
YLR313C,YML030W,-0.0454,0.2023
YLR313C,YML032C,0.0027,0.4706
YLR313C,YML034W,0.0727,0.01206
YLR313C,YML035C,0.0035,0.4843
YLR313C,YML036W,0.0005,0.4942
YLR313C,YML037C,-0.0078,0.4568
YLR313C,YML038C,0.0039,0.4731
YLR313C,YML041C,-0.0634,0.2415
YLR313C,YML047C,0.0004,0.4966
YLR313C,YML048W,0.0102,0.4568
YLR313C,YML050W,0.0375,0.2231
YLR313C,YML051W,-0.0033,0.4776
YLR313C,YML052W,-0.0499,0.02274
YLR313C,YML053C,-0.0692,0.1414
YLR313C,YML054C-A,0.1108,0.04287
YLR313C,YML055W,0.0011,0.478
YLR313C,YML058W,-0.0307,0.000366
YLR313C,YML059C,-0.0242,0.3727
YLR313C,YML060W,-0.0421,0.1558
YLR313C,YML061C,0.0018,0.4858
YLR313C,YML063W,-0.0045,0.4308
YLR313C,YML066C,0.0221,0.3871
YLR313C,YML067C,-0.0021,0.4858
YLR313C,YML068W,0.0156,0.3619
YLR313C,YML070W,0.0093,0.4391
YLR313C,YML071C,-0.0222,0.3079
YLR313C,YML072C,-0.0506,0.3033
YLR313C,YML073C,-0.0348,0.311
YLR313C,YML074C,0.0187,0.3968
YLR313C,YML075C,0.0274,0.4006
YLR313C,YML076C,-0.0396,0.3053
YLR313C,YML078W,0.001,0.3841
YLR313C,YML080W,-0.0434,0.104
YLR313C,YML081C-A,0.0215,0.1128
YLR313C,YML082W,0.0042,0.4301
YLR313C,YML086C,0.0355,0.2188
YLR313C,YML087C,-0.0432,0.1444
YLR313C,YML088W,-0.0564,0.3692
YLR313C,YML094W,-0.0402,0.2119
YLR313C,YML095C,-0.009,0.3752
YLR313C,YML097C,-0.0147,0.1988
YLR313C,YML099C,0.0536,0.02442
YLR313C,YML100W-A,-0.0033,0.469
YLR313C,YML100W,0.0158,0.389
YLR313C,YML101C,0.0117,0.04813
YLR313C,YML102W,-0.0197,0.3924
YLR313C,YML103C,0.0195,0.3019
YLR313C,YML104C,-0.0392,0.2637
YLR313C,YML106W,-0.0727,0.2766
YLR313C,YML107C,-0.0593,0.2845
YLR313C,YML108W,-0.0498,0.2329
YLR313C,YML110C,0.0517,0.1927
YLR313C,YML111W,0.0018,0.4815
YLR313C,YML112W,-0.0031,0.4666
YLR313C,YML113W,0.0123,0.2864
YLR313C,YML115C,-0.1105,0.008637
YLR313C,YML117W,-0.006,0.4593
YLR313C,YML118W,0.0182,0.3573
YLR313C,YML119W,-0.0007,0.4927
YLR313C,YML120C,-0.0203,0.2403
YLR313C,YML121W,-0.0023,0.485
YLR313C,YML123C,-0.015,0.4344
YLR313C,YML124C,0.0051,0.4623
YLR313C,YML128C,0.104,0.003704
YLR313C,YML129C,-0.0176,0.381
YLR313C,YML131W,0.0334,0.2165
YLR313C,YMR001C-A,0.0143,0.2692
YLR313C,YMR002W,-0.0559,0.1715
YLR313C,YMR003W,-0.0024,0.4895
YLR313C,YMR004W,0.0083,0.4071
YLR313C,YMR006C,0.0155,0.3984
YLR313C,YMR009W,-0.0066,0.4582
YLR313C,YMR010W,-0.0049,0.4837
YLR313C,YMR013W-A,-0.0094,0.4288
YLR313C,YMR014W,0.0017,0.4547
YLR313C,YMR015C,-0.0065,0.4112
YLR313C,YMR016C,0.0089,0.3391
YLR313C,YMR017W,0.0,0.4994
YLR313C,YMR018W,0.018,0.4276
YLR313C,YMR019W,-0.002,0.4895
YLR313C,YMR020W,-0.0357,0.2939
YLR313C,YMR021C,0.0173,0.3843
YLR313C,YMR022W,-0.0735,0.07768
YLR313C,YMR023C,0.0106,0.4337
YLR313C,YMR025W,0.0242,0.1429
YLR313C,YMR026C,0.0574,0.1806
YLR313C,YMR029C,-0.0224,0.3108
YLR313C,YMR030W-A,0.0721,0.1655
YLR313C,YMR031C,0.0279,0.2487
YLR313C,YMR034C,0.0104,0.394
YLR313C,YMR035W,0.0053,0.4423
YLR313C,YMR036C,-0.036,1.861e-06
YLR313C,YMR037C,-0.2023,0.01845
YLR313C,YMR039C,0.0298,0.3239
YLR313C,YMR040W,0.0795,0.1556
YLR313C,YMR044W,0.0464,0.2481
YLR313C,YMR048W,-0.0136,0.417
YLR313C,YMR052W,0.0233,0.4122
YLR313C,YMR054W,-0.0145,0.3233
YLR313C,YMR055C,-0.0782,0.2074
YLR313C,YMR056C,-0.0064,0.395
YLR313C,YMR058W,-0.022,0.2737
YLR313C,YMR060C,-0.005,0.4827
YLR313C,YMR063W,0.0306,0.09802
YLR313C,YMR064W,0.0181,0.3922
YLR313C,YMR065W,-0.0035,0.4715
YLR313C,YMR066W,0.0113,0.3898
YLR313C,YMR067C,-0.0239,0.3092
YLR313C,YMR068W,0.0172,0.371
YLR313C,YMR069W,-0.0023,0.4644
YLR313C,YMR070W,-0.0711,0.1533
YLR313C,YMR071C,0.0166,0.4132
YLR313C,YMR072W,0.0001,0.4987
YLR313C,YMR073C,-0.0053,0.4362
YLR313C,YMR074C,-0.1116,0.1242
YLR313C,YMR075W,0.0077,0.4255
YLR313C,YMR077C,-0.0159,0.1416
YLR313C,YMR078C,-0.0099,0.3898
YLR313C,YMR080C,0.0199,0.1679
YLR313C,YMR081C,0.0143,0.3542
YLR313C,YMR083W,0.0176,0.3162
YLR313C,YMR084W,-0.0296,0.3835
YLR313C,YMR086W,-0.0276,0.2763
YLR313C,YMR088C,-0.0232,0.006855
YLR313C,YMR089C,0.0664,0.02857
YLR313C,YMR090W,0.0186,0.3619
YLR313C,YMR092C,-0.0376,0.2709
YLR313C,YMR095C,-0.1034,0.1163
YLR313C,YMR096W,-0.0159,0.411
YLR313C,YMR097C,0.0125,0.412
YLR313C,YMR097C,0.0242,0.2512
YLR313C,YMR098C,0.0283,0.08244
YLR313C,YMR099C,0.0175,0.05037
YLR313C,YMR100W,-0.0358,0.2804
YLR313C,YMR101C,0.0397,0.2786
YLR313C,YMR104C,0.0145,0.3205
YLR313C,YMR105C,0.0028,0.4782
YLR313C,YMR109W,0.0361,0.345
YLR313C,YMR111C,-0.0495,0.1791
YLR313C,YMR114C,0.0017,0.4642
YLR313C,YMR115W,0.0505,0.06583
YLR313C,YMR116C,-0.0324,0.1095
YLR313C,YMR118C,-0.0113,0.42
YLR313C,YMR119W,-0.0036,0.4785
YLR313C,YMR120C,0.0184,0.166
YLR313C,YMR121C,0.0236,0.3865
YLR313C,YMR123W,-0.0086,0.4524
YLR313C,YMR124W,-0.0437,0.003551
YLR313C,YMR126C,-0.0309,0.2991
YLR313C,YMR127C,0.039,0.1264
YLR313C,YMR129W,-0.0047,0.4596
YLR313C,YMR130W,-0.0147,0.3443
YLR313C,YMR132C,-0.039,0.2421
YLR313C,YMR133W,-0.0293,0.3197
YLR313C,YMR135C,0.0085,0.4285
YLR313C,YMR137C,-0.0069,0.4589
YLR313C,YMR138W,-0.0214,0.359
YLR313C,YMR139W,0.051,0.2089
YLR313C,YMR140W,-0.0172,0.4193
YLR313C,YMR143W,-0.0094,0.4297
YLR313C,YMR144W,-0.0982,0.009336
YLR313C,YMR145C,0.038,0.2514
YLR313C,YMR147W,-0.0245,0.3177
YLR313C,YMR148W,-0.0279,0.3081
YLR313C,YMR150C,0.018,0.3503
YLR313C,YMR152W,-0.0249,0.2367
YLR313C,YMR153W,0.0142,0.3287
