row,col,strain,volume_nl,well,size,circularity,flags,is_missing,is_flagged,is_blank,is_reference,size_rc,size_spatial,norm,is_capped,is_jackknife,status
3,23,COS111,25,C23,283.177183174878,0.98,,False,False,False,True,261.8520208489827,263.0607228292677,1.0650790865051554,False,False,OK
4,2,YJR060W,25,D2,270.9223996146347,0.98,,False,False,False,True,259.8116635751535,242.63546427137737,0.9823813903515999,False,False,OK
4,3,YLR312C-B,25,D3,271.2290020075797,0.98,,False,False,False,True,263.60869399345836,252.493774126343,1.0222956715178773,False,False,OK
4,4,LCL1,25,D4,233.11944667539404,0.98,,False,False,False,True,271.68457193283194,261.1782768923228,1.0574574477544023,False,False,OK
4,5,YLR312C-B,10,D5,239.03666291766788,0.98,,False,False,False,True,250.81162411631234,241.11250537795894,0.9762152411464228,False,False,OK
4,6,LCL1,25,D6,238.38036972612255,0.98,,False,False,False,True,244.01298911068355,231.97753751925333,0.9392296238426995,False,False,OK
4,7,MMS2,10,D7,150.51987828550088,0.98,,False,False,False,True,156.19708228848683,154.79720592711092,0.6267422400013812,False,False,OK
4,8,BY4741,10,D8,296.6563742111641,0.98,,False,False,False,True,347.9609742832579,347.1625303409085,1.4055901113154499,False,True,JK
4,9,YLR312C-B,10,D9,278.6819232644558,0.98,,False,False,False,True,280.9580646283944,284.2334578871181,1.1508031621926795,False,False,OK
4,10,YJR060W,10,D10,250.77038138765778,0.98,,False,False,False,True,256.4563849611803,255.86791078682538,1.0359568610464354,False,False,OK
4,11,SPH1,25,D11,265.29363891440744,0.98,,False,False,False,True,240.2759983228814,234.9858929337661,0.9514098398867786,False,False,OK
4,12,Blank_media,25,D12,4.879665246159044,0.98,,False,False,True,False,4.662180571501106,4.589770654560545,0.01858304304592153,False,False,BLANK
4,13,YEH1,10,D13,307.1917790373222,0.98,,False,False,False,True,308.4166864469983,313.01880289712466,1.2673491392517164,False,False,OK
4,14,YEH1,10,D14,241.1776516401257,0.98,,False,False,False,True,251.86759668550548,256.1530912273252,1.0371114983476255,False,False,OK
4,15,Blank_media,10,D15,1.8589874252534877,0.98,,False,False,True,False,1.9446316304139741,1.9144288931585776,0.007751131201854797,False,False,BLANK
4,16,YOS9,10,D16,182.0005984052392,0.98,,False,False,False,True,183.54146197910475,186.28022164605107,0.7542105342481022,False,False,OK
4,17,ELC1,25,D17,159.38377785492952,0.98,,False,False,False,True,162.89389944403894,166.1235047943702,0.6726001085622242,False,False,OK
4,18,YPL081W,10,D18,200.6386647325953,0.98,,False,False,False,True,208.13460699876478,210.43245645503822,0.8519979952979585,False,False,OK
4,19,BY4741,25,D19,280.3663092069442,0.98,,False,False,False,True,254.7204000719027,262.06258166265326,1.0610378169818793,False,False,OK
4,20,BY4741,10,D20,298.2528138471438,0.98,,False,False,False,True,295.7289980066648,300.381454413826,1.2161830988269942,False,False,OK
4,21,YOS9,10,D21,222.68830240096628,0.98,,False,False,False,True,227.72543754117552,226.3272792248542,0.9163528831495532,False,False,OK
4,22,YLR312C-B,25,D22,258.2417740769099,0.98,,False,False,False,True,264.09441296480793,265.3134657676002,1.0741999821108719,False,False,OK
4,23,ELC1,10,D23,165.68775846978312,0.98,,False,False,False,True,173.7682152348969,174.2841113056008,0.7056407359688119,False,False,OK
5,2,COS111,10,E2,254.74281215293442,0.98,,False,False,False,True,247.13192921489852,236.7117433393242,0.9583974553453941,False,False,OK
5,3,Blank_media,25,E3,3.8414985660783865,0.98,,False,False,True,False,3.7769172475657564,3.630860345386107,0.014700611244049143,False,False,BLANK
5,4,BY4741,10,E4,229.718041347505,0.98,,False,False,False,True,270.82875210722864,262.24604783752113,1.0617806340160272,False,False,OK
5,5,MMS2,10,E5,130.88826858089703,0.98,,False,False,False,True,138.9303265930904,134.52755215365323,0.5446745558080944,False,False,OK
5,6,BY4741,25,E6,241.0249861260695,0.98,,False,False,False,True,249.5845588001491,229.33248558850985,0.9285203493305049,False,False,OK
5,7,YJR060W,25,E7,233.47922744254834,0.98,,False,False,False,True,245.0984116691151,241.29084092866626,0.9769372853322514,False,False,OK
5,8,BY4741,25,E8,283.27447829178254,0.98,,False,False,False,True,336.12242856381556,336.95718495216965,1.3642707542209964,False,False,OK
5,9,Blank_media,25,E9,3.977143604572732,0.98,,False,False,True,False,4.056179508341535,4.140255360553782,0.016763047519559537,False,False,BLANK
5,10,YEH1,10,E10,270.2708024951691,0.98,,False,False,False,True,279.60800279677926,287.98557415419475,1.1659947138740487,False,False,OK
5,11,SPH1,10,E11,292.04905332263996,0.98,,False,False,False,True,267.5793207713943,274.1378352836262,1.1099280502239246,False,False,OK
5,12,Blank_media,10,E12,1.7959576660960677,0.98,,False,False,True,False,1.7358346228851513,1.7491398249214156,0.007081909556320194,False,False,BLANK
5,13,YKL033W-A,25,E13,239.55698047779666,0.98,,False,False,False,True,243.3045881372973,240.97663355761796,0.9756651239235469,False,False,OK
5,14,YJR060W,10,E14,239.15534319087814,0.98,,False,False,False,True,252.65535933825618,250.23793595403248,1.0131622439425745,False,False,OK
5,15,LCL1,10,E15,247.16149171752565,0.98,,False,False,False,True,261.55010077017977,260.6262772801239,1.055222514175612,False,False,OK
5,16,YOS9,25,E16,217.1368749692351,0.98,,False,False,False,True,221.51755261219515,224.82298197988763,0.9102622911437633,False,False,OK
5,17,COS111,10,E17,245.407006143417,0.98,,False,False,False,True,253.7235919378716,281.5191272396019,1.1398133923196385,False,False,OK
5,18,COS111,25,E18,241.7786743288162,0.98,,False,False,False,True,253.72359193787162,277.68226477855825,1.12427872062444,False,False,OK
5,19,YLR312C-B,25,E19,249.87044621110522,0.98,,False,False,False,True,229.6497550784344,250.05102217788814,1.012405468275687,False,False,OK
5,20,BY4741,10,E20,260.8810888236219,0.98,,False,False,False,True,261.67675833971185,283.7244313110317,1.1487422176516855,False,False,OK
5,21,YOS9,25,E21,198.71210384422687,0.98,,False,False,False,True,205.56617388974195,205.68825055390056,0.8327896755114446,False,False,OK
5,22,COS111,10,E22,246.07835706838094,0.98,,False,False,False,True,254.57709487934696,257.58812455585763,1.042921654916114,False,False,OK
5,23,COS111,25,E23,243.1509900244846,0.98,,False,False,False,True,257.9699685633267,265.4318410513042,1.0746792594339032,False,False,OK
6,2,YER079W,10,F2,295.20257255660806,0.98,,False,False,False,True,267.4084631532066,258.6739535017427,1.047317954330735,False,False,OK
6,3,YER079W,25,F3,257.61675396403194,0.98,,False,False,False,True,236.5042706075383,228.54953816466414,0.9253503552774118,False,False,OK
6,4,Blank_media,10,F4,4.751222218081873,0.98,,False,False,True,False,5.23037824193958,5.149125021978388,0.020847754524984576,False,False,BLANK
6,5,SPH1,25,F5,292.85891424874325,0.98,,False,False,False,True,290.2571129652738,286.3487869237897,1.1593676970035196,False,False,OK
6,6,SPH1,10,F6,331.44080308335293,0.98,,False,False,False,True,320.47171804326837,304.61805556286566,1.2333362307471645,False,False,OK
6,7,YEH1,10,F7,293.6672647616519,0.98,,False,False,False,True,287.856391537499,283.9803913259616,1.1497785474235773,False,False,OK
6,8,YLR312C-B,10,F8,263.19160782163175,0.98,,False,False,False,True,291.60178023301825,284.4808192592653,1.151804677817854,False,False,OK
6,9,YJR060W,25,F9,242.9850018324065,0.98,,False,False,False,True,231.39472342541978,214.42484124634515,0.8681623451133509,False,False,OK
6,10,YOS9,10,F10,195.80939845500467,0.98,,False,False,False,True,189.15250142725418,178.24102620445828,0.7216614754411543,False,False,OK
6,11,MMS2,10,F11,130.20429001647852,0.98,,False,False,False,True,111.39100631182636,106.77756211879493,0.4323205193750823,False,False,OK
6,12,SPH1,10,F12,291.566932130867,0.98,,False,False,False,True,263.134993792083,254.41299148584113,1.0300661902409851,False,False,OK
6,13,SPH1,10,F13,287.82310576674917,0.98,,False,False,False,True,272.957613893996,265.4373446117001,1.0747015422247963,False,False,OK
6,14,BY4741,10,F14,275.29451084207807,0.98,,False,False,False,True,271.5651700212336,266.9299622240447,1.080744845785888,False,False,OK
6,15,YOS9,25,F15,247.25179891709408,0.98,,False,False,False,True,244.31021929379403,239.76584176420192,0.9707628754867232,False,False,OK
6,16,Blank_media,25,F16,2.5234630678581667,0.98,,False,False,True,False,2.4038070461094945,2.4025168884225,0.009727299709789852,False,False,BLANK
6,17,YKL033W-A,10,F17,197.62047062418193,0.98,,False,False,False,True,190.78046915665746,194.28818269905676,0.7866331314012308,False,False,OK
6,18,BY4741,25,F18,221.77887310659509,0.98,,False,False,False,True,217.3157089076421,222.4397281933108,0.9006129837951911,False,False,OK
6,19,LCL1,25,F19,298.2144089552812,0.98,,False,False,False,True,255.92210976662872,263.29893000742675,1.0660435386703586,False,False,OK
6,20,YJR060W,25,F20,257.3251672636978,0.98,,False,False,False,True,241.0088030996565,247.26030151009823,1.0011064108277612,False,False,OK
6,21,SPH1,25,F21,308.9607761413326,0.98,,False,False,False,True,298.4411934983333,309.45722457748667,1.2529290367658787,False,False,OK
6,22,MMS2,25,F22,114.63656366745072,0.98,,False,False,False,True,110.73812257418534,112.04788602148204,0.45365898339011296,False,False,OK
6,23,YKL033W-A,10,F23,239.14854475441518,0.98,,False,False,False,True,236.91302636055354,243.5958646872506,0.9862698552908578,False,False,OK
7,2,SPH1,10,G2,262.06363026032324,0.98,,False,False,False,True,256.58592652597054,270.6581169556485,1.0958393821088326,False,False,OK
7,3,YKL033W-A,25,G3,258.06199890605944,0.98,,False,False,False,True,256.07077128555926,260.2078037574307,1.0535282004351076,False,False,OK
7,4,YOS9,10,G4,196.3440846666807,0.98,,False,False,False,True,233.62356357641113,231.04179466730136,0.9354409923387574,False,False,OK
7,5,SPH1,25,G5,293.87680552715426,0.98,,False,False,False,True,314.818904078302,307.3641428004289,1.2444545765609771,False,False,OK
7,6,YKL033W-A,25,G6,241.00111264504264,0.98,,False,False,False,True,251.86849823919098,223.56865716473828,0.9051837864018484,False,False,OK
7,7,COS111,10,G7,254.703504188987,0.98,,False,False,False,True,269.8524266381568,254.7821725943593,1.031560929073854,False,False,OK
7,8,Blank_media,10,G8,0.10165905582120649,0.98,,True,False,True,False,0.12174055427187057,0.11696814481646685,,False,False,MISS;BLANK
7,9,YPL081W,10,G9,221.55696810655053,0.98,,False,False,False,True,228.05020454059772,211.32560060547326,0.8556141533683527,False,False,OK
7,10,MMS2,10,G10,122.05688564798554,0.98,,False,False,False,True,127.44180364621077,124.13558304963749,0.5025995974439055,False,False,OK
7,11,Blank_media,10,G11,2.6385607746863164,0.98,,False,False,True,False,2.4398493116752866,2.4491702208554034,0.009916189514986304,False,False,BLANK
7,12,LCL1,10,G12,270.2930871373464,0.98,,False,False,False,True,263.6612752461055,259.58317678592914,1.0509992135264645,False,False,OK
7,13,COS111,10,G13,242.756158761789,0.98,,False,False,False,True,248.83466630606466,240.19314449942874,0.9724929369037288,False,False,OK
7,14,MMS2,25,G14,139.7269992040409,0.98,,False,False,False,True,148.9799819734807,143.80621023947097,0.582241945465312,False,False,OK
7,15,YER079W,10,G15,240.92223514047313,0.98,,False,False,False,True,257.30612605282096,252.5200136223184,1.0224019098726695,False,False,OK
7,16,YLR312C-B,10,G16,278.8606936542421,0.98,,False,False,False,True,287.11839872479754,280.59140586909587,1.1360572381541565,False,False,OK
7,17,Blank_media,10,G17,3.3798930476341495,0.98,,False,False,True,False,3.526760841801634,3.5854848863463373,0.014516895286972585,False,False,BLANK
7,18,BY4741,25,G18,206.91314799852057,0.98,,False,False,False,True,219.1442630090942,224.3113972013098,0.9081909889638813,False,False,OK
7,19,ELC1,25,G19,202.23119176368348,0.98,,False,False,False,True,187.5851236825589,192.99216623357546,0.781385825690578,False,False,OK
7,20,YOS9,25,G20,211.43927741037308,0.98,,False,False,False,True,214.0461285606121,221.58449717148142,0.8971503282315473,False,False,OK
7,21,BY4741,10,G21,259.54234838107357,0.98,,False,False,False,True,270.9784283836531,283.4078462900168,1.1474604296243538,False,False,OK
7,22,YEH1,10,G22,216.88119924724182,0.98,,False,False,False,True,226.4472089381194,232.97443066151874,0.9432658403705328,False,False,OK
7,23,YPL081W,10,G23,228.8629095411911,0.98,,False,False,False,True,245.0573212772519,256.2977726863823,1.0376972839966172,False,False,OK
8,2,LCL1,10,H2,214.54107077038984,0.98,,False,False,False,True,212.6772213146477,222.9750053643886,0.9027802116286241,False,False,OK
8,3,LCL1,25,H3,224.8190272756709,0.98,,False,False,False,True,225.86735778124356,223.4699284802463,0.9047840541424688,False,False,OK
8,4,COS111,25,H4,304.6927188903483,0.98,,False,False,False,True,367.06700906446986,361.36467262752564,1.4630916819427906,False,False,OK
8,5,YOS9,10,H5,224.97483320217236,0.98,,False,False,False,True,244.01351743041377,221.85562328692956,0.8982480624438745,False,False,OK
8,6,COS111,10,H6,223.13364486460864,0.98,,False,False,False,True,236.10452968842563,202.53281229251127,0.8200139510900335,False,False,OK
8,7,SPH1,25,H7,311.18719895931133,0.98,,False,False,False,True,333.80864946851426,306.72236961124156,1.2418561681223035,False,False,OK
8,8,YLR312C-B,10,H8,194.35622438749206,0.98,,False,False,False,True,235.65253234454644,226.41460517822662,0.9167064480818081,False,False,OK
8,9,YKL033W-A,25,H9,247.63518935485743,0.98,,False,False,False,True,258.0725813023625,261.7957072024125,1.0599572968522768,False,False,OK
8,10,YJR060W,10,H10,267.1985776062697,0.98,,False,False,False,True,282.4673275757723,291.0381842717569,1.178354108163327,False,False,OK
8,11,YER079W,10,H11,289.5839227703562,0.98,,False,False,False,True,271.11578501177735,279.2473267017523,1.1306153363896196,False,False,OK
8,12,YEH1,25,H12,223.8320755967567,0.98,,False,False,False,True,221.064082486654,223.55812203839048,0.9051411318290712,False,False,OK
8,13,YEH1,10,H13,249.8155009157417,0.98,,False,False,False,True,259.265341296873,260.7198628813833,1.0556014231424367,False,False,OK
8,14,COS111,25,H14,247.67702233123686,0.98,,False,False,False,True,267.3731282969386,265.2495943024371,1.0739413796063324,False,False,OK
8,15,MMS2,10,H15,136.8273699532306,0.98,,False,False,False,True,147.95535083640692,144.3971223966837,0.5846344279835685,False,False,OK
8,16,YOS9,10,H16,233.56273108962338,0.98,,False,False,False,True,243.479117640055,235.09144006726763,0.9518371786522316,False,False,OK
8,17,YER079W,25,H17,244.42520543967981,0.98,,False,False,False,True,258.22809750118785,262.08131241340783,1.061113653962363,False,False,OK
8,18,LCL1,10,H18,279.5853038891047,0.98,,False,False,False,True,299.80633914725456,306.8753792616493,1.2424756729154556,False,False,OK
8,19,LCL1,10,H19,229.48658970897299,0.98,,False,False,False,True,215.5222038460011,210.33903722998193,0.8516197599543661,False,False,OK
8,20,YLR312C-B,10,H20,271.4623935270482,0.98,,False,False,False,True,278.2376135159102,291.23684545086456,1.1791584466631697,False,False,OK
8,21,YLR312C-B,10,H21,242.34463287708434,0.98,,False,False,False,True,256.17948611777996,268.782784143493,1.0882465429461423,False,False,OK
8,22,ELC1,10,H22,160.8514682641852,0.98,,False,False,False,True,170.04135227680507,177.96713229634975,0.7205525350021937,False,False,OK
8,23,YKL033W-A,10,H23,218.84075530413878,0.98,,False,False,False,True,237.2492927851927,253.15086367503574,1.0249560927649062,False,False,OK
9,2,MMS2,10,I2,130.47847991659606,0.98,,False,False,False,True,120.01894884566899,124.31223937838324,0.5033148428033124,False,False,OK
9,3,COS111,10,I3,233.11900112725286,0.98,,False,False,False,True,217.31938995604818,217.34328457428276,0.8799785255005471,False,False,OK
9,4,YOS9,25,I4,191.81907849528167,0.98,,False,False,False,True,214.42502720010907,212.7580608006662,0.8614138918460017,False,False,OK
9,5,YER079W,25,I5,306.7739967746304,0.98,,False,False,False,True,308.74425699376275,301.43334045734554,1.2204419703692364,False,False,OK
9,6,LCL1,25,I6,272.11412555135655,0.98,,False,False,False,True,267.1718778062392,245.21778686457847,0.9928366866004942,False,False,OK
9,7,SPH1,25,I7,346.67014771708483,0.98,,False,False,False,True,345.05847957599536,325.7241409967836,1.3187904557332597,False,False,OK
9,8,COS111,25,I8,299.8363043621395,0.98,,False,False,False,True,337.332566318498,339.4756541629044,1.3744675211784931,False,False,OK
9,9,YER079W,10,I9,248.77970980567375,0.98,,False,False,False,True,240.57187917723508,242.69167541345652,0.9826089777740519,False,False,OK
9,10,BY4741,25,I10,249.95823554866325,0.98,,False,False,False,True,245.18953282751323,252.62927592012386,1.0228442905788597,False,False,OK
9,11,BY4741,25,I11,277.1144796125297,0.98,,False,False,False,True,240.7354082523895,244.9701768747347,0.9918341643730938,False,False,OK
9,12,YER079W,25,I12,273.94210749331734,0.98,,False,False,False,True,251.04701004039566,258.57663148312486,1.0469239173739004,False,False,OK
9,13,ELC1,25,I13,150.26619265557105,0.98,,False,False,False,True,144.70607392834225,145.70724627055318,0.5899388517066613,False,False,OK
9,14,YPL081W,25,I14,256.4436990027874,0.98,,False,False,False,True,256.8765553737044,257.2412634644086,1.0415172852692454,False,False,OK
9,15,Blank_media,25,I15,2.427010804556327,0.98,,False,False,True,False,2.4351729071024706,2.397523805671542,0.00970708373851889,False,False,BLANK
9,16,COS111,10,I16,327.30999557636085,0.98,,False,False,False,True,316.605051032614,308.99090872295267,1.2510410192046548,False,False,OK
9,17,LCL1,10,I17,232.76705938742336,0.98,,False,False,False,True,228.18097073669725,222.69336914007297,0.901639924134183,False,False,OK
9,18,YLR312C-B,10,I18,285.96152669046813,0.98,,False,False,False,True,284.5342007076999,282.5162491814248,1.1438505352101045,False,False,OK
9,19,YPL081W,10,I19,273.1489976099671,0.98,,False,False,False,True,238.03165428579536,232.05280005425607,0.9395343464602254,False,False,OK
9,20,YKL033W-A,25,I20,247.8768878755615,0.98,,False,False,False,True,235.74505796152667,237.30361101845926,0.9607938065765669,False,False,OK
9,21,ELC1,10,I21,237.65634274619526,0.98,,False,False,False,True,233.1099173214117,243.62958007718285,0.9864063620119068,False,False,OK
9,22,YKL033W-A,10,I22,284.6833083571639,0.98,,False,False,False,True,279.2491895767102,294.5745900467615,1.1926722921622284,False,False,OK
9,23,COS111,10,I23,192.9047056235846,0.98,,False,False,False,True,194.05281174365297,202.80992581159603,0.8211359270756183,False,False,OK
10,2,YEH1,25,J2,216.57160138895958,0.98,,False,False,False,True,205.1113670645294,206.28525650174575,0.835206830542155,False,False,OK
10,3,YPL081W,25,J3,255.41902646096682,0.98,,False,False,False,True,245.16097507039925,245.18793091592462,0.9927158059681558,False,False,OK
10,4,YPL081W,10,J4,332.42882753241514,0.98,,False,False,False,True,382.61293000322325,384.8026929768759,1.5579874346598428,False,True,JK
10,5,LCL1,10,J5,275.9696152027887,0.98,,False,False,False,True,285.96896431747786,280.3414777506503,1.1350453302979664,False,False,OK
10,6,LCL1,25,J6,269.7743717573609,0.98,,False,False,False,True,272.72040742975923,254.0588669481895,1.0286324123853838,False,False,OK
10,7,YEH1,25,J7,297.5790720465681,0.98,,False,False,False,True,304.9691680909162,293.0139264698421,1.1863534844019152,False,False,OK
10,8,ELC1,10,J8,155.99586673823012,0.98,,False,False,False,True,180.7026146170161,180.00228421738467,0.7287924490632599,False,False,OK
10,9,YJR060W,10,J9,247.4666244934172,0.98,,False,False,False,True,246.3904264756817,250.7246723369783,1.0151329400485576,False,False,OK
10,10,YKL033W-A,10,J10,209.14088341362412,0.98,,False,False,False,True,211.22761969844842,217.56294316763518,0.8808678782379478,False,False,OK
10,11,YEH1,10,J11,272.4224565660784,0.98,,False,False,False,True,243.66937517999392,251.51675730168438,1.0183399301365121,False,False,OK
10,12,MMS2,25,J12,137.58895409429053,0.98,,False,False,False,True,129.82463824987596,133.96004943741784,0.5423768533305205,False,False,OK
10,13,ELC1,25,J13,157.36993873128262,0.98,,False,False,False,True,156.03590522339977,159.74628207285267,0.6467800375245492,False,False,OK
10,14,ELC1,25,J14,144.48070614149935,0.98,,False,False,False,True,149.01143013538825,151.75117290763706,0.614409475037638,False,False,OK
10,15,YJR060W,10,J15,254.4979975118562,0.98,,False,False,False,True,262.917657449838,263.2909425739765,1.0660111991852723,False,False,OK
10,16,YJR060W,10,J16,224.8738874360493,0.98,,False,False,False,True,223.96228496508687,216.2469480074059,0.8755396828767121,False,False,OK
10,17,YEH1,10,J17,251.71618213526398,0.98,,False,False,False,True,254.06587147608087,250.13787452052932,1.0127571156549162,False,False,OK
10,18,LCL1,10,J18,250.66571445357684,0.98,,False,False,False,True,256.8024103836658,254.98113612315188,1.0323664917257587,False,False,OK
10,19,LCL1,25,J19,313.1759313248454,0.98,,False,False,False,True,280.9964106910557,273.93837219551,1.1091204649584487,False,False,OK
10,20,YEH1,25,J20,290.23490809137473,0.98,,False,False,False,True,284.2061683299943,276.7644814959333,1.1205628037450421,False,False,OK
10,21,YJR060W,10,J21,221.78656597251245,0.98,,False,False,False,True,223.98754433305575,233.32611311178005,0.944689730713552,False,False,OK
10,22,ELC1,25,J22,168.56056243282228,0.98,,False,False,False,True,170.24061517737928,176.74288010431553,0.7155957881632139,False,False,OK
10,23,YKL033W-A,10,J23,223.65570135141297,0.98,,False,False,False,True,231.65110849296707,238.91406801290208,0.9673142177046479,False,False,OK
11,2,YLR312C-B,10,K2,275.13416821910295,0.98,,False,False,False,True,260.4765464123027,261.967300780781,1.0606520441704368,False,False,OK
11,3,YOS9,25,K3,258.3999785699353,0.98,,False,False,False,True,247.9284949789291,239.29626999180618,0.968861675379718,False,False,OK
11,4,ELC1,10,K4,177.50367362822433,0.98,,False,False,False,True,204.2227811924356,197.09483903978082,0.797996709130972,False,False,OK
11,5,YLR312C-B,25,K5,299.2134303381571,0.98,,False,False,False,True,309.9378340043181,303.83867215445184,1.2301806666639266,False,False,OK
11,6,YEH1,25,K6,207.4885932241611,0.98,,False,False,False,True,209.67519200714727,195.32766986716928,0.7908418024317809,False,False,OK
11,7,YOS9,10,K7,215.23689582336138,0.98,,False,False,False,True,220.49875714925838,208.14375682508802,0.8427315183988809,False,False,OK
11,8,BY4741,25,K8,233.30591314744456,0.98,,False,False,False,True,270.15497348182174,271.87127928085386,1.1007512283442389,False,False,OK
