row,col,strain,volume_nl,well,size,circularity,flags,is_missing,is_flagged,is_blank,is_reference,size_rc,size_spatial,norm,is_capped,is_jackknife,status
2,2,YEH1,25,B2,275.0134176466097,0.98,,False,False,False,True,256.90236643396975,238.0019488959587,0.9636212338741106,False,False,OK
2,3,YER079W,10,B3,302.2110933842724,0.98,,False,False,False,True,286.1109616678025,274.0472456959769,1.109561271503701,False,False,OK
2,4,YOS9,25,B4,255.55274270193382,0.98,,False,False,False,True,290.1132145365704,278.8942667494826,1.1291858688225858,False,False,OK
2,5,MMS2,10,B5,169.79706959937354,0.98,,False,False,False,True,173.5456872286693,166.83451412060228,0.6754788399651307,False,False,OK
2,6,YPL081W,10,B6,310.13175765380385,0.98,,False,False,False,True,309.23538830188465,341.16967144953276,1.3813262508465367,False,False,OK
2,7,ELC1,10,B7,183.54833881511743,0.98,,False,False,False,True,185.53677715009377,188.53468353480181,0.7633383895326395,False,False,OK
2,8,MMS2,10,B8,164.74802415206148,0.98,,False,False,False,True,188.2337784498494,189.5226435766557,0.767338437763193,False,False,OK
2,9,YPL081W,25,B9,365.5345953616964,0.98,,False,False,False,True,358.9729146419205,370.0870990326127,1.4984070032409382,False,False,OK
2,10,YEH1,25,B10,249.4790713489905,0.98,,False,False,False,True,248.52603201499267,255.97233021302446,1.0363796339555698,False,False,OK
2,11,YPL081W,10,B11,298.64114316097283,0.98,,False,False,False,True,263.47152451328236,262.86695314385656,1.064294552663271,False,False,OK
2,12,MMS2,25,B12,144.9172853338352,0.98,,False,False,False,True,134.87136162773925,134.56188088234848,0.5448135458124036,False,False,OK
2,13,YPL081W,25,B13,290.8666498392783,0.98,,False,False,False,True,284.4609775102079,296.23973892038623,1.1994141395278892,False,False,OK
2,14,YKL033W-A,25,B14,274.862544636871,0.98,,False,False,False,True,279.6090927469811,299.3519807072603,1.212014970255091,False,False,OK
2,15,YKL033W-A,10,B15,238.6088472994153,0.98,,False,False,False,True,243.1352498294332,239.35903331969746,0.9691157912629921,False,False,OK
2,16,YLR312C-B,25,B16,231.37353060689497,0.98,,False,False,False,True,227.28749172725884,246.83137177535448,0.999369762022336,False,False,OK
2,17,YER079W,25,B17,309.43238547357737,0.98,,False,False,False,True,308.0540763634862,338.9099151218248,1.3721769594610587,False,True,JK
2,18,Blank_media,25,B18,0.0,0.98,,True,False,True,False,0.0,0.0,,False,False,MISS;BLANK
2,19,LCL1,25,B19,281.9099732067329,0.98,,False,False,False,True,249.48752540316676,257.660984836446,1.0432166512966339,False,False,OK
2,20,YLR312C-B,25,B20,248.57904329719167,0.98,,False,False,False,True,240.0901626339231,239.70453693371286,0.970514664761255,False,False,OK
2,21,YER079W,25,B21,248.1830429061007,0.98,,False,False,False,True,247.22178459790896,245.70392520616284,0.9948049613592685,False,False,OK
2,22,Blank_media,10,B22,4.399926830536418,0.98,,False,False,True,False,4.383072585914436,4.396085379546611,0.017798850964478693,False,False,BLANK
2,23,YER079W,25,B23,241.2014473584405,0.98,,False,False,False,True,246.41112920546288,247.1426929909513,1.0006302379776641,False,False,OK
3,2,SPH1,10,C2,244.40945256576632,0.98,,False,False,False,True,206.65669661763695,191.75945710327528,0.7763948384374988,False,False,OK
3,3,YER079W,25,C3,300.99602440755416,0.98,,False,False,False,True,257.930154027393,246.1601039362038,0.9966519357758578,False,False,OK
3,4,YJR060W,10,C4,284.20100512533355,0.98,,False,False,False,True,292.03159299389677,281.86160822169865,1.1412000277992107,False,False,OK
3,5,Blank_media,10,C5,3.112656279460965,0.98,,False,False,True,False,2.8795993270749696,2.8537916553237075,0.011554418982194168,False,False,BLANK
3,6,COS111,25,C6,249.01915378925202,0.98,,False,False,False,True,224.7465136327758,225.3046691501475,0.9122125440198441,False,False,OK
3,7,ELC1,10,C7,184.36788455667863,0.98,,False,False,False,True,168.6871830238641,170.65372868198654,0.6909420589225513,False,False,OK
3,8,ELC1,25,C8,180.70365193787205,0.98,,False,False,False,True,186.87944596262986,186.05440235197102,0.7532962380929513,False,False,OK
3,9,MMS2,10,C9,285.2281166753669,0.98,,False,False,False,True,253.53784372754762,254.71253823329326,1.031278993781972,False,True,JK
3,10,YPL081W,10,C10,266.99186346574857,0.98,,False,False,False,True,240.74266106578636,234.09491698407183,0.947802460417916,False,False,OK
3,11,SPH1,25,C11,279.45911303939215,0.98,,False,False,False,True,223.1616606144414,216.99938924115185,0.878586163602788,False,False,OK
3,12,YPL081W,25,C12,280.0551489919977,0.98,,False,False,False,True,235.91761929997566,232.2535022722592,0.940346948709285,False,False,OK
3,13,SPH1,25,C13,236.90549825939615,0.98,,False,False,False,True,209.71098138284134,210.02409399822432,0.8503446191960893,False,False,OK
3,14,MMS2,25,C14,155.05630623769412,0.98,,False,False,False,True,142.77179659731303,145.5517655904847,0.5893093422195912,False,False,OK
3,15,LCL1,10,C15,231.49439371645116,0.98,,False,False,False,True,213.51044504068048,209.86614382356768,0.8497051112302961,False,False,OK
3,16,YKL033W-A,10,C16,295.7955077624266,0.98,,False,False,False,True,263.00905414919526,268.22358613206814,1.0859824645205292,False,False,OK
3,17,SPH1,10,C17,290.51462855857255,0.98,,False,False,False,True,261.7860278173722,282.65369664583807,1.1444070318937036,False,False,OK
3,18,ELC1,10,C18,192.87590106551426,0.98,,False,False,False,True,176.41088998220104,174.95180008651067,0.7083440713401771,False,False,OK
3,19,YER079W,10,C19,278.9789775332891,0.98,,False,False,False,True,223.47406887417648,223.1151314510725,0.9033475535061787,False,False,OK
3,20,COS111,10,C20,286.605412462096,0.98,,False,False,False,True,250.5598638194637,251.30374467849092,1.0174774855735804,False,False,OK
3,21,YJR060W,25,C21,192.03813437080052,0.98,,False,False,False,True,173.1487550778759,171.7166462153732,0.6952455947119841,False,False,OK
3,22,BY4741,10,C22,282.28050264841744,0.98,,False,False,False,True,254.52553189264864,253.5692935159001,1.026650229646616,False,False,OK
