volume_nl,n,median_circularity,mean_circularity,pct_circ_below_0.90,pct_circ_below_0.85,median_size_px
2.5,119,1.0,0.9925478884979348,0.04201680672268908,0.03361344537815126,365.0
5.0,134,1.0,1.0,0.0,0.0,437.5
