epoch,_step,_runtime,_timestamp,trainer/global_step,learning_rate,val/loss,val/gene_interaction/Pearson,val/gene_interaction/MSE,val_sample/Pearson_target_0,train_loss_epoch_mean
18.0,803,66076.651026738,1765666677.5675461,5604.0,,5895.26806640625,0.4411400258541107,0.003309959312900901,,5937.478010506466
19.0,858,70843.531861638,1765671444.4482207,5899.0,,5868.59228515625,0.44267815351486206,0.003224586835131049,,5895.596077473959
20.0,899,74226.143016103,1765674827.0595663,6194.0,,5866.05908203125,0.4440893232822418,0.003199039725586772,,5868.329522494612
21.0,941,77612.955882981,1765678213.8722944,6489.0,,5810.17626953125,0.4414168894290924,0.0032306972425431013,,5835.8890625
22.0,982,80996.520419745,1765681597.4367251,6784.0,,5785.259765625,0.44172367453575134,0.0032693068496882915,,5804.512459590517
23.0,1024,84378.828481263,1765684979.7450173,7079.0,,5767.31640625,0.4414931535720825,0.0032579354010522366,,5781.044173177083
24.0,1065,87762.346784536,1765688363.2631793,7374.0,,5743.4716796875,0.441378653049469,0.003266123589128256,,5761.991042564655
25.0,1107,91142.080888605,1765691742.9974144,7669.0,,5737.48193359375,0.4472014009952545,0.00325854797847569,,5746.095849609375
26.0,1148,94530.717136107,1765695131.6335409,7964.0,,5710.126953125,0.4369698762893677,0.0032996446825563908,,5733.378434806034
27.0,1190,97914.26137637,1765698515.177738,8259.0,,5691.8388671875,0.43440595269203186,0.0033256295137107372,,5711.736507161459
28.0,1231,101296.795672062,1765701897.7120752,8554.0,,5678.76220703125,0.4392716586589813,0.0032901717349886894,,5696.174787850216
29.0,1286,106068.898983522,1765706669.8150454,8849.0,,5668.84619140625,0.4381691515445709,0.0033706696704030037,,5679.361067708333
30.0,1327,109450.806406673,1765710051.7228436,9144.0,,5649.5634765625,0.43837660551071167,0.003345958422869444,,5665.386028421336
31.0,1369,112834.616966234,1765713435.5333867,9439.0,,5642.1806640625,0.4345720112323761,0.003302269382402301,,5652.211946614583
32.0,1410,116216.716757209,1765716817.633075,9734.0,,5631.6572265625,0.43938732147216797,0.003356303321197629,,5644.4927768049565
33.0,1452,119601.051830738,1765720201.9682107,10029.0,,5620.62060546875,0.4387394189834595,0.0033478382974863052,,5635.142578125
34.0,1493,122987.676898856,1765723588.5931928,10324.0,,5613.232421875,0.43902891874313354,0.0033632670529186726,,5627.212537042026
35.0,1535,126369.467964403,1765726970.3839152,10619.0,,5607.96533203125,0.4396387040615082,0.0033503102604299784,,5621.167936197917
36.0,1576,129752.590752931,1765730353.5071898,10914.0,,5602.49560546875,0.4401317238807678,0.003347240388393402,,5615.349643049569
37.0,1618,133131.96719894,1765733732.883557,11209.0,,5598.31884765625,0.4410540759563446,0.0033307208213955164,,5611.760367838541
38.0,1659,136512.906554067,1765737113.8230894,11504.0,,5596.5634765625,0.4392405152320862,0.0033500667195767164,,5609.592908135776
39.0,1714,141291.473373687,1765741892.3892632,11799.0,,5593.29931640625,0.43965306878089905,0.0033448191825300455,,5607.736458333334
40.0,1755,144674.797637382,1765745275.7140348,12094.0,,5592.35009765625,0.4395713210105896,0.003345467848703265,,5607.0086880387935
41.0,1797,148056.421734132,1765748657.3382347,12389.0,,5665.86865234375,0.43969208002090454,0.003312887856736779,,5739.095849609375
42.0,1838,151440.00369225,1765752040.920238,12684.0,,5710.24462890625,0.44146379828453064,0.0033202015329152346,,5696.538978313578
43.0,1880,154821.925845834,1765755422.8422008,12979.0,,5701.6806640625,0.4325143098831177,0.0033442943822592497,,5690.645670572917
44.0,1921,158202.103238999,1765758803.0196493,13274.0,,5677.419921875,0.43270817399024963,0.0033735951874405146,,5690.521821120689
45.0,1963,161586.946263336,1765762187.8626676,13569.0,,5674.42578125,0.4353696405887604,0.0033734489697963,,5685.32138671875
46.0,2004,164969.646803775,1765765570.5632386,13864.0,,5685.02294921875,0.43637213110923767,0.0033513186499476433,,5688.471932246767
47.0,2046,168350.115566078,1765768951.0319774,14159.0,,5652.36376953125,0.43632394075393677,0.003376846434548497,,5657.121272786459
48.0,2087,171735.306282334,1765772336.2227874,14454.0,,5641.421875,0.4282084107398987,0.0034234370104968548,,5666.3796976023705
49.0,2142,176506.888141142,1765777107.8044052,14749.0,,5646.482421875,0.43572118878364563,0.003327303798869252,,5639.12060546875
50.0,2183,179887.540722283,1765780488.457168,15044.0,,5611.76025390625,0.4393591582775116,0.0032809157855808735,,5648.256970635776
51.0,2225,183272.570556636,1765783873.4870603,15339.0,,5655.2919921875,0.43426814675331116,0.0032994297798722982,,5645.550439453125
52.0,2266,186653.499091789,1765787254.4155288,15634.0,,5649.07958984375,0.43310457468032837,0.003412411315366626,,5616.882593615302
53.0,2308,190035.185188269,1765790636.1015456,15929.0,,5574.14208984375,0.4435305893421173,0.0033004465512931347,,5608.11298828125
54.0,2349,193417.991292419,1765794018.9076264,16224.0,,5674.345703125,0.44335809350013733,0.00341637316159904,,5588.885304418103
55.0,2391,196799.293732629,1765797400.2102504,16519.0,,5594.89892578125,0.4361388087272644,0.0033230669796466827,,5600.617415364583
56.0,2432,200182.58397584,1765800783.5003715,16814.0,,5567.73095703125,0.4344128668308258,0.0033598681911826134,,5578.196137526939
57.0,2474,203563.419755071,1765804164.3362138,17109.0,,5539.48974609375,0.4331251382827759,0.0033997867722064257,,5565.50791015625
58.0,2515,206947.170310797,1765807548.0868075,17404.0,,5557.1376953125,0.4403367042541504,0.0034399237483739853,,5562.003687365302
59.0,2570,211720.771373878,1765812321.687569,17699.0,,5523.8583984375,0.4342228174209595,0.0034268407616764307,,5553.459049479166
60.0,2611,215104.853495617,1765815705.7697868,17994.0,,5525.490234375,0.4383743405342102,0.003399520181119442,,5541.234341325431
61.0,2653,218487.266416312,1765819088.1827857,18289.0,,5507.6923828125,0.4336324632167816,0.003394042607396841,,5527.460823567709
62.0,2694,221869.913406438,1765822470.8298388,18584.0,,5513.6220703125,0.42987555265426636,0.0034952692221850157,,5526.802330280172
63.0,2736,225251.447674934,1765825852.36403,18879.0,,5511.1337890625,0.4312470555305481,0.0034963719081133604,,5515.870458984375
