epoch,_step,_runtime,_timestamp,trainer/global_step,learning_rate,val/loss,val/gene_interaction/Pearson,val/gene_interaction/MSE,val_sample/Pearson_target_0,train_loss_epoch_mean
0.0,208.0,516.502155898,1758794649.566428,2076.0,,0.0023840072099119425,0.014253610745072365,0.003754000412300229,,0.0027643910728412983
1.0,423.0,730.474455398,1758794863.5385203,4153.0,,0.0018964261980727315,0.0029584644362330437,0.003768236842006445,,0.0021158533698046366
2.0,638.0,944.127853144,1758795077.192125,6230.0,,0.0017209495417773724,0.09032212197780609,0.0037548269610852003,,0.0017973901272993176
3.0,852.0,1157.800018616,1758795290.8643007,8307.0,,0.001671351259574294,0.13697849214076996,0.0037038163281977177,,0.0017042385323135102
4.0,1067.0,1373.395037853,1758795506.4593155,10384.0,,0.0016455756267532706,0.19746166467666626,0.0036194068379700184,,0.0016661699997852198
5.0,1282.0,1588.056087445,1758795721.1202526,12461.0,,0.0016185784479603171,0.26075276732444763,0.0035014187451452017,,0.001633089739838257
6.0,1496.0,1802.087730075,1758795935.1519957,14538.0,,0.0015884072054177523,0.2956845760345459,0.0034212253522127867,,0.0016211321670786987
7.0,1711.0,2017.594300172,1758796150.6584544,16615.0,,0.0015584967331960797,0.3143653869628906,0.00337128690443933,,0.0015609008651853611
8.0,1926.0,2232.703110695,1758796365.7673645,18692.0,,0.0015415264060720801,0.32604876160621643,0.0033452247735112906,,0.0015387653267960278
9.0,2141.0,2448.484710359,1758796581.5489163,20769.0,,0.0015331138856709003,0.33367037773132324,0.0033228544052690268,,0.001530917685438628
10.0,2355.0,2662.706752826,1758796795.7710283,22846.0,,0.0015311130555346608,0.3390328586101532,0.003309074556455016,,0.0015172623772768006
11.0,2570.0,2878.383059456,1758797011.4472308,24923.0,,0.0015217832988128066,0.34254926443099976,0.0033004179131239653,,0.001498830792955302
12.0,2785.0,3093.622042739,1758797226.6862574,27000.0,,0.0015143743949010968,0.34505027532577515,0.003293342422693968,,0.001501907152907314
13.0,2999.0,3309.520060119,1758797442.5842657,29077.0,,0.0015095638809725642,0.3468776047229767,0.0032922090031206608,,0.0014990553898727836
14.0,3214.0,3523.976945741,1758797657.0411925,31154.0,,0.0015036565018817782,0.34843894839286804,0.003284638514742255,,0.001502758658786591
15.0,3429.0,3741.463694381,1758797874.5277722,33231.0,,0.0014991193311288953,0.3495703339576721,0.003281465731561184,,0.001491483333386266
16.0,3643.0,3957.513773766,1758798090.578035,35308.0,,0.0014947833260521293,0.3507990539073944,0.003279251977801323,,0.0014656762837697774
17.0,3858.0,4172.843775626,1758798305.9079318,37385.0,,0.0014899905072525144,0.35154423117637634,0.003276142291724682,,0.001478515479762931
18.0,4073.0,4387.349963578,1758798520.4141397,39462.0,,0.0014857391361147165,0.3524841070175171,0.0032758358865976334,,0.0014443556714328364
19.0,4288.0,4603.334772672,1758798736.3989873,41539.0,,0.001480921870097518,0.35277631878852844,0.0032731140963733196,,0.0014541591002713316
20.0,4502.0,4818.229742762,1758798951.2940218,43616.0,,0.001476690056733787,0.3536304235458374,0.0032711979001760483,,0.0014659452908964837
21.0,4717.0,5033.696820056,1758799166.7609942,45693.0,,0.001473160577006638,0.3541794419288635,0.0032702672760933638,,0.001433564533586972
22.0,4932.0,5248.131534182,1758799381.1957562,47770.0,,0.0014697195729240775,0.35465681552886963,0.0032686342019587755,,0.0014125177846066295
23.0,5146.0,5463.824974073,1758799596.8891118,49847.0,,0.0014665155904367566,0.3550848662853241,0.00326710962690413,,0.0014405057783540033
