epoch,_step,_runtime,_timestamp,trainer/global_step,learning_rate,val/loss,val/gene_interaction/Pearson,val/gene_interaction/MSE,val_sample/Pearson_target_0,train_loss_epoch_mean
22.0,982,80579.345131504,1765681180.2611754,6784.0,,5783.20263671875,0.44444575905799866,0.003320705611258745,,5797.946457435345
23.0,1024,83951.165244373,1765684552.0813587,7079.0,,5750.69873046875,0.4494456648826599,0.0032128600869327784,,5781.281689453125
24.0,1065,87324.62430252,1765687925.5403392,7374.0,,5741.3642578125,0.4520016610622406,0.0032439138740301132,,5756.204960264009
25.0,1107,90698.878474202,1765691299.7945545,7669.0,,5719.99365234375,0.45136529207229614,0.003226744243875146,,5733.816341145834
26.0,1148,94072.84291168,1765694673.7588322,7964.0,,5711.31982421875,0.4462541937828064,0.0032191877253353596,,5719.218228044181
27.0,1190,97445.347481406,1765698046.2636395,8259.0,,5673.17431640625,0.4477044641971588,0.003240375081077218,,5704.179296875
28.0,1231,100818.777885642,1765701419.6939092,8554.0,,5666.0478515625,0.4463527798652649,0.003259087447077036,,5685.796184671336
29.0,1286,105507.080347674,1765706107.9963062,8849.0,,5662.24609375,0.4484873116016388,0.003318719333037734,,5671.942073567709
30.0,1327,108878.878864435,1765709479.7948613,9144.0,,5646.0830078125,0.45030447840690613,0.003292190143838525,,5660.175932785561
31.0,1369,112254.40239888,1765712855.3185694,9439.0,,5631.29736328125,0.44662195444107056,0.0032557188533246517,,5650.364404296875
32.0,1410,115630.614832302,1765716231.5307984,9734.0,,5625.86865234375,0.4489116668701172,0.0033352600876241922,,5638.021029768319
33.0,1452,119004.464686177,1765719605.3806887,10029.0,,5616.94140625,0.4497774839401245,0.003286108374595642,,5629.416715494792
34.0,1493,122378.938369142,1765722979.8544579,10324.0,,5607.49462890625,0.4481121003627777,0.003331514773890376,,5621.062095905172
35.0,1535,125755.582759363,1765726356.4988987,10619.0,,5598.22021484375,0.4487418830394745,0.0032976577058434486,,5614.306217447916
36.0,1576,129128.983743954,1765729729.8998537,10914.0,,5595.12744140625,0.4477570950984955,0.0033085837494581938,,5609.105788658405
37.0,1618,132501.895017526,1765733102.811033,11209.0,,5592.37060546875,0.4480099081993103,0.003301206510514021,,5605.798828125
38.0,1659,135871.031422492,1765736471.9474328,11504.0,,5588.51806640625,0.44777774810791016,0.0033142927568405867,,5603.0931606950435
39.0,1714,140554.571983279,1765741155.487819,11799.0,,5587.826171875,0.4477616548538208,0.003311452455818653,,5601.419580078125
40.0,1755,143924.756048889,1765744525.672049,12094.0,,5586.3056640625,0.44773054122924805,0.0033122471068054438,,5600.661267510776
41.0,1797,147297.702369484,1765747898.6185057,12389.0,,5675.89990234375,0.44844943284988403,0.003302908269688487,,5724.961149088542
42.0,1838,150673.286879895,1765751274.2028377,12684.0,,5666.13525390625,0.45085737109184265,0.0032882625237107277,,5701.435344827586
43.0,1880,154045.830801125,1765754646.7468119,12979.0,,5644.0361328125,0.44492921233177185,0.003293197136372328,,5693.948063151041
44.0,1921,157419.521810946,1765758020.437973,13274.0,,5629.8369140625,0.4409360885620117,0.003350995946675539,,5684.001549030172
45.0,1963,160792.020875043,1765761392.937047,13569.0,,5707.00390625,0.4325329065322876,0.003489503636956215,,5696.737434895834
46.0,2004,164163.4285704,1765764764.344685,13864.0,,5654.08544921875,0.4418179392814636,0.0032617358956485987,,5675.029027478448
47.0,2046,167536.79898647,1765768137.7151144,14159.0,,5636.11328125,0.44710540771484375,0.0033185873180627823,,5661.841731770834
48.0,2087,170908.73104689,1765771509.6471438,14454.0,,5649.94189453125,0.4381571114063263,0.0033228478860110044,,5652.2140523976295
49.0,2142,175602.910765151,1765776203.8267365,14749.0,,5645.81884765625,0.43622827529907227,0.0034153994638472795,,5646.649853515625
50.0,2183,178975.214456684,1765779576.1304355,15044.0,,5586.037109375,0.4450792074203491,0.003275493625551462,,5628.473397090517
51.0,2225,182349.966956352,1765782950.8829837,15339.0,,5638.86376953125,0.4375726282596588,0.003295754548162222,,5625.914306640625
52.0,2266,185724.241083669,1765786325.1570833,15634.0,,5595.09521484375,0.4361088275909424,0.0034032182302325964,,5603.545679552802
53.0,2308,189097.283401732,1765789698.199377,15929.0,,5595.23583984375,0.4450204372406006,0.003396144136786461,,5604.182893880208
54.0,2349,192473.316480768,1765793074.2325292,16224.0,,5580.0126953125,0.4458308815956116,0.0033620749600231647,,5593.0694369612065
55.0,2391,195847.299861212,1765796448.2158704,16519.0,,5590.2353515625,0.44948455691337585,0.0032405941747128963,,5572.485774739584
56.0,2432,199220.672648285,1765799821.5887258,16814.0,,5587.9775390625,0.4438473582267761,0.0033994275145232677,,5569.600518588362
57.0,2474,202591.749036095,1765803192.665039,17109.0,,5547.73095703125,0.44674888253211975,0.0033139518927782774,,5566.111409505208
58.0,2515,205963.709556403,1765806564.6255343,17404.0,,5542.37646484375,0.445573091506958,0.0034394897520542145,,5549.542850889009
59.0,2570,210665.090782166,1765811266.0067518,17699.0,,5513.4697265625,0.44838762283325195,0.0033286798279732466,,5543.738916015625
60.0,2611,214036.577880447,1765814637.493941,17994.0,,5543.2685546875,0.4474361836910248,0.0033521654549986124,,5532.6585061961205
61.0,2653,217410.920292624,1765818011.8363442,18289.0,,5517.3525390625,0.4423568546772003,0.0033521309960633516,,5517.863297526042
62.0,2694,220784.390509621,1765821385.306496,18584.0,,5507.95263671875,0.44479426741600037,0.0033386587165296078,,5518.5831930226295
63.0,2736,224157.055069455,1765824757.9711995,18879.0,,5503.85400390625,0.4428073763847351,0.003367711789906025,,5508.136669921875
