epoch,_step,_runtime,_timestamp,trainer/global_step,learning_rate,val/loss,val/gene_interaction/Pearson,val/gene_interaction/MSE,val_sample/Pearson_target_0,train_loss_epoch_mean
0.0,16,9833.106342209,1757122870.0582306,110.0,,1.8544938564300537,-0.01050212886184454,1.8544938564300537,,0.9551478028297424
1.0,37,17872.255893198,1757130909.2078059,221.0,,0.35725221037864685,-0.0224683228880167,0.3572521507740021,,0.7517858472737399
2.0,58,25868.86813281,1757138905.8199668,332.0,,0.9690236449241638,-0.008060259744524956,0.969023585319519,,0.6033761230382052
3.0,79,33854.113524286,1757146891.0654233,443.0,,1.563259243965149,-0.0060510230250656605,1.5632591247558594,,0.46637212417342444
4.0,100,41817.949983727,1757154854.9019177,554.0,,1.018104910850525,-0.014857770875096321,1.018104910850525,,0.3856945037841797
5.0,121,49785.012381735,1757162821.964255,665.0,,1.770052433013916,-0.000693601556122303,1.770052433013916,,0.331514683636752
6.0,142,57762.848853633,1757170799.8007247,776.0,,0.9377755522727966,-0.007939348928630352,0.9377754926681519,,0.30231615088202735
7.0,163,65718.042217892,1757178754.994122,887.0,,2.3665568828582764,0.008896390907466412,2.3665566444396973,,0.27502127669074317
8.0,184,73683.109384719,1757186720.0613165,998.0,,3.2310500144958496,-0.00856105424463749,3.2310502529144287,,0.25587764517827466
9.0,206,81642.22363504,1757194679.1755848,1109.0,,2.4842898845672607,-0.005741656292229891,2.4842898845672607,,0.2338553393880526
