model,run_id,slurm_job,dataset_build,build_records,gpus,global_batch,steps_per_epoch,samples_per_epoch,epochs_logged,max_epochs,epoch_time_h_median,samples_per_s,best_val_pearson,best_epoch,hours_to_best,gpu_hours_to_best,total_hours,total_gpu_hours,final_val_pearson
DCell,eni948by,1922684,006,332313,4,2400,110.996996996997,266392.7927927928,333,1000,2.2197335491744,33.336432665767724,0.1732101738452911,150,334.94969670746246,1339.7987868298499,738.0495287443122,2952.1981149772487,0.0381254851818084
CGT,lzs9pcj3,2027905,010,376732,4,1024,294.984375,302064.0,64,600,0.9373173367158355,89.51788618426512,0.4520016610622406,24,24.256840084033332,97.02736033613333,62.265848630404165,249.06339452161666,0.4428073763847351
CGT,yv4r30bi,2027907,010,376732,4,1024,294.984375,302064.0,64,600,0.9398790379899987,89.27389937976201,0.4472014009952545,25,25.317244691279168,101.26897876511667,62.56984657637055,250.2793863054822,0.4312470555305481
CGT,c7671wgj,2036902,010,376732,4,1024,294.9795918367347,302059.10204081633,49,600,0.9400556782265267,89.25567715386981,0.4619072675704956,24,24.467571005028333,97.87028402011333,47.79344516414306,191.17378065657223,0.4571880102157593
DANGO,014mprap,1941704,006,332313,2,128,2076.999,265855.872,1000,1000,0.05937853472166656,1243.696121493997,0.3675904870033264,98,5.9928705471052774,11.985741094210555,59.47474914788917,118.94949829577834,0.2973770499229431
DANGO,9jpfy547,1940775,006,332313,2,128,2076.999,265855.872,1000,1000,0.06510614298972037,1134.2839545109184,0.3544960021972656,60,4.076171135245,8.15234227049,65.21788948574694,130.43577897149387,0.3309111893177032
