epoch,_step,_runtime,_timestamp,trainer/global_step,learning_rate,train/loss,train/primary_loss,train/auxiliary_loss,val/loss,val/gene_interaction/Pearson,val/gene_interaction/MSE,val_sample/Pearson_target_0
3.0,64,26016.573216353,1757223476.603217,339.0,0.0010000000474974513,0.39598602056503296,0.3897196352481842,0.0208879467099905,,,,
3.0,65,26629.039135772,1757224089.0691938,349.0,0.0010000000474974513,0.3932686746120453,0.38693132996559143,0.021124495193362236,,,,
3.0,66,27239.48281469,1757224699.5127988,359.0,0.0010000000474974513,0.3895745575428009,0.38340407609939575,0.020568275824189186,,,,
3.0,67,27850.472081117,1757225310.5023844,369.0,0.0010000000474974513,0.38783329725265503,0.3816125988960266,0.020735619589686394,,,,
3.0,68,28463.219364476,1757225923.2493541,379.0,0.0010000000474974513,0.371566504240036,0.3654201626777649,0.020487792789936066,,,,
3.0,69,29075.008388591,1757226535.0379894,389.0,0.0010000000474974513,0.3789965510368347,0.3728383183479309,0.020527277141809464,,,,
3.0,70,29687.617101137,1757227147.647112,399.0,0.0010000000474974513,0.367057204246521,0.3607155978679657,0.021138794720172882,,,,
3.0,71,30300.374165016,1757227760.4036875,409.0,0.0010000000474974513,0.3675903081893921,0.36113402247428894,0.02152099460363388,,,,
3.0,72,30911.912390349,1757228371.9423225,419.0,0.0010000000474974513,0.37558087706565857,0.3692927360534668,0.020960316061973572,,,,
3.0,73,31463.290304671,1757228923.3204436,429.0,0.0010000000474974513,0.3603653609752655,0.3541628122329712,0.02067508175969124,,,,
3.0,74,31966.749616872,1757229426.7798371,439.0,0.0010000000474974513,0.3574802279472351,0.3512687385082245,0.020704951137304306,,,,
,75,33063.584035609,1757230523.6145804,,,,,,,,,
,76,33064.746599608,1757230524.7772086,,,,,,,,,
,77,33064.752322159,1757230524.782908,,,,,,,,,-0.007375710643827915
,78,33064.958721392,1757230524.98937,,,,,,,,,
3.0,79,33064.971441585,1757230525.0018976,443.0,,,,,0.2335899919271469,-0.008704978972673416,0.1912975013256073,
,80,33065.554485336,1757230525.5851092,,,,,,,,,
,81,33066.754437227,1757230526.785081,,,,,,,,,
,82,33066.760728285,1757230526.79129,,,,,,,,,
,83,33066.966697249,1757230526.99735,,,,,,,,,
3.0,84,33079.027867262,1757230539.0541868,443.0,,,,,,,,
4.0,85,33811.813882529,1757231271.8442588,449.0,0.0010000000474974513,0.35772719979286194,0.3516186475753784,0.02036186307668686,,,,
4.0,86,34422.086211777,1757231882.1162233,459.0,0.0010000000474974513,0.3453437089920044,0.33872491121292114,0.022062623873353004,,,,
4.0,87,35034.424569153,1757232494.4544883,469.0,0.0010000000474974513,0.34186452627182007,0.33558809757232666,0.020921509712934494,,,,
4.0,88,35644.114872039,1757233104.1445796,479.0,0.0010000000474974513,0.3461979627609253,0.3399333357810974,0.020882021635770798,,,,
4.0,89,36252.42322252,1757233712.4529097,489.0,0.0010000000474974513,0.3286331593990326,0.32241731882095337,0.02071949653327465,,,,
4.0,90,36864.779869076,1757234324.8099232,499.0,0.0010000000474974513,0.3390379548072815,0.33278292417526245,0.02085007354617119,,,,
4.0,91,37477.328722339,1757234937.359071,509.0,0.0010000000474974513,0.33901122212409973,0.332832008600235,0.02059755101799965,,,,
4.0,92,38088.192658631,1757235548.222418,519.0,0.0010000000474974513,0.33337777853012085,0.3271903097629547,0.02062487229704857,,,,
4.0,93,38699.875762175,1757236159.9057603,529.0,0.0010000000474974513,0.31801068782806396,0.31169766187667847,0.021043403074145317,,,,
4.0,94,39265.037539141,1757236725.067371,539.0,0.0010000000474974513,0.3172370195388794,0.31114333868026733,0.02031225711107254,,,,
4.0,95,39768.713770262,1757237228.7436235,549.0,0.0010000000474974513,0.3236822783946991,0.3174557685852051,0.020755037665367126,,,,
,96,40917.927427519,1757238377.9579816,,,,,,,,,
,97,40919.122069836,1757238379.1526716,,,,,,,,,
,98,40919.127759875,1757238379.1583467,,,,,,,,,0.0023269164375960827
,99,40919.331620036,1757238379.362242,,,,,,,,,
4.0,100,40919.334332715,1757238379.3649147,554.0,,,,,1.265059471130371,-0.0013150889426469803,1.2277555465698242,
,101,40919.92189289,1757238379.9524803,,,,,,,,,
,102,40921.755827807,1757238381.7864413,,,,,,,,,
,103,40921.762478576,1757238381.7930527,,,,,,,,,
,104,40921.968092533,1757238381.998755,,,,,,,,,
4.0,105,40929.810457065,1757238389.8369172,554.0,,,,,,,,
5.0,106,41610.539398135,1757239070.5694804,559.0,0.0010000000474974513,0.32343998551368713,0.3170749247074127,0.021216902881860733,,,,
5.0,107,42223.940193605,1757239683.9700959,569.0,0.0010000000474974513,0.320540189743042,0.31418442726135254,0.021185919642448425,,,,
5.0,108,42834.758488523,1757240294.7885194,579.0,0.0010000000474974513,0.3197706639766693,0.31365489959716797,0.020385922864079475,,,,
5.0,109,43442.135066343,1757240902.1652796,589.0,0.0010000000474974513,0.31775712966918945,0.3116636276245117,0.02031167969107628,,,,
5.0,110,44053.626125606,1757241513.6553168,599.0,0.0010000000474974513,0.31265708804130554,0.30663108825683594,0.020086612552404404,,,,
5.0,111,44667.457991832,1757242127.487915,609.0,0.0010000000474974513,0.3029496669769287,0.296766072511673,0.020612020045518875,,,,
5.0,112,45281.344364251,1757242741.374142,619.0,0.0010000000474974513,0.30721378326416016,0.30104386806488037,0.020566396415233612,,,,
5.0,113,45894.157317902,1757243354.1870232,629.0,0.0010000000474974513,0.3087508976459503,0.3025762736797333,0.020582130178809166,,,,
5.0,114,46504.656216901,1757243964.6860402,639.0,0.0010000000474974513,0.2979036569595337,0.29204872250556946,0.019516441971063614,,,,
5.0,115,47081.02198796,1757244541.0516798,649.0,0.0010000000474974513,0.29808181524276733,0.2920858860015869,0.019986560568213463,,,,
5.0,116,47589.310246294,1757245049.340345,659.0,0.0010000000474974513,0.28620824217796326,0.2801760733127594,0.020107273012399673,,,,
,117,48790.967282249,1757246250.9978783,,,,,,,,,
,118,48792.22448488,1757246252.2551014,,,,,,,,,
,119,48792.229916498,1757246252.260487,,,,,,,,,-0.008538988418877125
,120,48792.436039114,1757246252.4666595,,,,,,,,,
5.0,121,48792.438672985,1757246252.469205,665.0,,,,,0.34375277161598206,-0.0014198782155290246,0.2974477708339691,
,122,48793.018722128,1757246253.0493555,,,,,,,,,
,123,48794.203692272,1757246254.234336,,,,,,,,,
,124,48794.210294525,1757246254.240852,,,,,,,,,
,125,48794.41817695,1757246254.4488258,,,,,,,,,
5.0,126,48802.355900936,1757246262.382745,665.0,,,,,,,,
6.0,127,49412.626290151,1757246872.656472,669.0,0.0010000000474974513,0.28580498695373535,0.27963635325431824,0.020562125369906425,,,,
6.0,128,50025.417573962,1757247485.4478009,679.0,0.0010000000474974513,0.2852870225906372,0.27907437086105347,0.020708829164505005,,,,
6.0,129,50636.614818141,1757248096.6446836,689.0,0.0010000000474974513,0.279741495847702,0.27362415194511414,0.020391184836626053,,,,
6.0,130,51251.147715681,1757248711.1775599,699.0,0.0010000000474974513,0.28088462352752686,0.27487972378730774,0.020016267895698547,,,,
6.0,131,51866.179247737,1757249326.2086463,709.0,0.0010000000474974513,0.28220391273498535,0.27616068720817566,0.020144104957580566,,,,
6.0,132,52474.900599396,1757249934.9301386,719.0,0.0010000000474974513,0.2750281095504761,0.2689857482910156,0.02014113776385784,,,,
6.0,133,53087.859404997,1757250547.8898063,729.0,0.0010000000474974513,0.270670622587204,0.2645986080169678,0.020240025594830513,,,,
6.0,134,53700.402041886,1757251160.432113,739.0,0.0010000000474974513,0.27089208364486694,0.2647658586502075,0.020420745015144348,,,,
6.0,135,54313.992460764,1757251774.0223715,749.0,0.0010000000474974513,0.26666659116744995,0.2606196105480194,0.020156655460596085,,,,
6.0,136,54901.844430219,1757252361.8749516,759.0,0.0010000000474974513,0.27082374691963196,0.264745831489563,0.020259741693735123,,,,
6.0,137,55407.53917477,1757252867.5691385,769.0,0.0010000000474974513,0.2707870602607727,0.2647134065628052,0.02024552784860134,,,,
,138,56654.456191569,1757254114.486795,,,,,,,,,
,139,56655.595967023,1757254115.626579,,,,,,,,,
,140,56655.601310765,1757254115.6318703,,,,,,,,,-0.012304865755140781
,141,56655.805459417,1757254115.8360922,,,,,,,,,
6.0,142,56655.81523172,1757254115.845776,776.0,,,,,0.27766409516334534,-0.00914239976555109,0.24316883087158203,
,143,56656.391160443,1757254116.4218016,,,,,,,,,
,144,56657.596202759,1757254117.6268473,,,,,,,,,
,145,56657.602626715,1757254117.633159,,,,,,,,,
,146,56657.806014583,1757254117.8366644,,,,,,,,,
6.0,147,56665.713435112,1757254125.7400513,776.0,,,,,,,,
7.0,148,57222.452238553,1757254682.4820375,779.0,0.0010000000474974513,0.2671782076358795,0.261212557554245,0.019885526970028877,,,,
7.0,149,57834.399657846,1757255294.4295266,789.0,0.0010000000474974513,0.26345375180244446,0.25735822319984436,0.020318400114774704,,,,
7.0,150,58445.982879522,1757255906.013036,799.0,0.0010000000474974513,0.2630074620246887,0.25698497891426086,0.020074967294931412,,,,
7.0,151,59058.40296661,1757256518.4330652,809.0,0.0010000000474974513,0.26798269152641296,0.2620026469230652,0.01993335410952568,,,,
7.0,152,59672.557742249,1757257132.5876052,819.0,0.0010000000474974513,0.25693923234939575,0.25089943408966064,0.020132631063461304,,,,
7.0,153,60283.879646461,1757257743.9097579,829.0,0.0010000000474974513,0.25758296251296997,0.251522034406662,0.020203035324811935,,,,
7.0,154,60896.867424444,1757258356.8976994,839.0,0.0010000000474974513,0.25872576236724854,0.25260165333747864,0.020413704216480255,,,,
7.0,155,61514.604175492,1757258974.6341295,849.0,0.0010000000474974513,0.2520869970321655,0.24607771635055542,0.020031029358506203,,,,
7.0,156,62126.698632094,1757259586.7285147,859.0,0.0010000000474974513,0.2559759318828583,0.24992461502552032,0.020170997828245163,,,,
7.0,157,62723.968725615,1757260183.998961,869.0,0.0010000000474974513,0.2629019021987915,0.2569635808467865,0.019794419407844543,,,,
7.0,158,63228.901013593,1757260688.931088,879.0,0.0010000000474974513,0.255974680185318,0.25010716915130615,0.019558412954211235,,,,
,159,64525.359671259,1757261985.39029,,,,,,,,,
,160,64526.538809509,1757261986.5694463,,,,,,,,,
,161,64526.544297723,1757261986.5748618,,,,,,,,,-0.009697857312858105
,162,64526.750559208,1757261986.7812073,,,,,,,,,
7.0,163,64526.758400981,1757261986.788923,887.0,,,,,0.5244491696357727,-0.000605496927164495,0.4903472363948822,
,164,64527.338619135,1757261987.3692324,,,,,,,,,
,165,64528.598155478,1757261988.6287968,,,,,,,,,
,166,64528.60456998,1757261988.6351173,,,,,,,,,
,167,64528.812139364,1757261988.8427868,,,,,,,,,
7.0,168,64537.425587359,1757261997.4516459,887.0,,,,,,,,
8.0,169,65022.688358078,1757262482.7180285,889.0,0.0010000000474974513,0.2565726339817047,0.2506672441959381,0.019684704020619392,,,,
8.0,170,65637.304521587,1757263097.33423,899.0,0.0010000000474974513,0.2509174942970276,0.2446719855070114,0.02081836387515068,,,,
8.0,171,66250.880225754,1757263710.909981,909.0,0.0010000000474974513,0.24485638737678528,0.2390444278717041,0.01937323436141014,,,,
8.0,172,66862.765047996,1757264322.7953982,919.0,0.0010000000474974513,0.2503582835197449,0.24436290562152863,0.019984669983386993,,,,
8.0,173,67476.630105651,1757264936.6601074,929.0,0.0010000000474974513,0.25632089376449585,0.2502378225326538,0.020276913419365883,,,,
8.0,174,68091.258799145,1757265551.2887352,939.0,0.0010000000474974513,0.2545551359653473,0.24854931235313416,0.0200194139033556,,,,
8.0,175,68703.762469979,1757266163.792047,949.0,0.0010000000474974513,0.2436387538909912,0.23776961863040924,0.019563740119338036,,,,
8.0,176,69316.383775789,1757266776.414049,959.0,0.0010000000474974513,0.24904672801494598,0.24307440221309662,0.019907750189304352,,,,
8.0,177,69928.257006084,1757267388.2870314,969.0,0.0010000000474974513,0.2402600795030594,0.2343149185180664,0.019817188382148743,,,,
8.0,178,70532.340359559,1757267992.3705645,979.0,0.0010000000474974513,0.2420932948589325,0.2360074818134308,0.020286032930016518,,,,
8.0,179,71038.395814402,1757268498.4254198,989.0,0.0010000000474974513,0.24858227372169495,0.242776021361351,0.019354164600372314,,,,
,180,72386.96734337,1757269846.9979448,,,,,,,,,
,181,72388.12919695,1757269848.159816,,,,,,,,,
,182,72388.135011469,1757269848.1655576,,,,,,,,,-0.012311629951000214
,183,72388.343702559,1757269848.3743603,,,,,,,,,
8.0,184,72388.930725459,1757269848.9611566,998.0,,,,,0.22814881801605225,-0.012573071755468845,0.19620801508426666,
,185,72389.550952465,1757269849.5815327,,,,,,,,,
,186,72390.865550476,1757269850.8961728,,,,,,,,,
,187,72390.872392617,1757269850.9029582,,,,,,,,,
,188,72391.079627239,1757269851.110278,,,,,,,,,
8.0,189,72399.053769872,1757269859.08062,998.0,,,,,,,,
9.0,190,72842.241316677,1757270302.2710435,999.0,0.0010000000474974513,0.24568818509578705,0.23964223265647888,0.020153159275650978,,,,
9.0,191,73446.767784579,1757270906.7982945,1009.0,0.0010000000474974513,0.24130718410015106,0.2353670597076416,0.019800374284386635,,,,
9.0,192,74059.483719785,1757271519.5140157,1019.0,0.0010000000474974513,0.2407354861497879,0.23474600911140442,0.019964920356869698,,,,
9.0,193,74671.281706794,1757272131.3117764,1029.0,0.0010000000474974513,0.235292449593544,0.2291402667760849,0.020507236942648888,,,,
9.0,194,75288.639009935,1757272748.6694615,1039.0,0.0010000000474974513,0.2421649694442749,0.23629023134708405,0.019582409411668777,,,,
9.0,195,75900.050163071,1757273360.0799816,1049.0,0.0010000000474974513,0.23010262846946716,0.22425808012485504,0.01948183961212635,,,,
9.0,196,76512.129782249,1757273972.1597724,1059.0,0.0010000000474974513,0.24577075242996216,0.23966464400291443,0.020353643223643303,,,,
9.0,197,77124.190584853,1757274584.220482,1069.0,0.0010000000474974513,0.24455571174621582,0.23857074975967407,0.01994991861283779,,,,
9.0,198,77737.141503471,1757275197.171492,1079.0,0.0010000000474974513,0.2373695969581604,0.23148532211780548,0.01961422525346279,,,,
9.0,199,78352.572175456,1757275812.6020455,1089.0,0.0010000000474974513,0.23982396721839905,0.2338627278804779,0.019870765507221222,,,,
9.0,200,78866.313254213,1757276326.343263,1099.0,0.0010000000474974513,0.2402234673500061,0.23444879055023193,0.019248895347118378,,,,
9.0,201,79357.85843594,1757276817.888711,1109.0,0.0010000000474974513,0.2412233054637909,0.23528876900672913,0.019781794399023056,,,,
,202,80265.34632071,1757277725.3769507,,,,,,,,,
,203,80266.529282628,1757277726.5599303,,,,,,,,,
,204,80266.534444114,1757277726.5650065,,,,,,,,,0.0012191327987238765
,205,80266.739175406,1757277726.7697997,,,,,,,,,
9.0,206,80266.74382047,1757277726.7743902,1109.0,,,,,0.9836229681968689,0.004603756126016378,0.9512399435043335,
,207,80267.351982789,1757277727.380312,,,,,,,,,
,208,80268.526229167,1757277728.5568604,,,,,,,,,
,209,80268.532516311,1757277728.563066,,,,,,,,,
,210,80268.736945353,1757277728.7675965,,,,,,,,,
9.0,211,80277.297957119,1757277737.3240156,1109.0,,,,,,,,
10.0,212,81259.433628124,1757278719.463943,1119.0,0.0010000000474974513,0.23709893226623535,0.23098129034042358,0.02039218321442604,,,,
10.0,213,81871.486953044,1757279331.516791,1129.0,0.0010000000474974513,0.2340964525938034,0.22814494371414185,0.01983838528394699,,,,
10.0,214,82481.958256588,1757279941.9881177,1139.0,0.0010000000474974513,0.22745239734649658,0.221349835395813,0.020341860130429268,,,,
10.0,215,83093.273178398,1757280553.3031006,1149.0,0.0010000000474974513,0.23580032587051392,0.2299450784921646,0.019517501816153526,,,,
10.0,216,83702.96084775,1757281162.9910588,1159.0,0.0010000000474974513,0.2395474910736084,0.23382118344306946,0.0190876591950655,,,,
10.0,217,84317.652463428,1757281777.6824455,1169.0,0.0010000000474974513,0.229054793715477,0.22297048568725586,0.02028106525540352,,,,
10.0,218,84930.302530866,1757282390.3319972,1179.0,0.0010000000474974513,0.23088769614696503,0.2251223772764206,0.019217751920223236,,,,
10.0,219,85542.111550481,1757283002.1409435,1189.0,0.0010000000474974513,0.23185575008392334,0.22588342428207397,0.01990777999162674,,,,
10.0,220,86150.867445989,1757283610.8974142,1199.0,0.0010000000474974513,0.23836186528205872,0.23251350224018097,0.01949460618197918,,,,
10.0,221,86672.620083156,1757284132.6501873,1209.0,0.0010000000474974513,0.22738929092884064,0.22149908542633057,0.019633987918496132,,,,
10.0,222,87177.124790847,1757284637.154975,1219.0,0.0010000000474974513,0.22123685479164124,0.21523034572601318,0.02002173662185669,,,,
,223,88129.49708479,1757285589.527716,,,,,,,,,
,224,88130.75056805,1757285590.7811809,,,,,,,,,
,225,88130.757613632,1757285590.7881548,,,,,,,,,-0.017104005441069603
,226,88130.973143913,1757285591.0037553,,,,,,,,,
10.0,227,88130.975910641,1757285591.0064538,1220.0,,,,,0.6783217787742615,-0.013486236333847046,0.6451355814933777,
,228,88131.584085936,1757285591.614672,,,,,,,,,
,229,88133.430911529,1757285593.4615138,,,,,,,,,
,230,88133.437275343,1757285593.467837,,,,,,,,,
,231,88133.642025608,1757285593.6726718,,,,,,,,,
10.0,232,88141.507729116,1757285601.533219,1220.0,,,,,,,,
11.0,233,89058.155874124,1757286518.1858604,1229.0,0.0010000000474974513,0.22486627101898193,0.21909867227077484,0.01922529563307762,,,,
11.0,234,89671.146026472,1757287131.175926,1239.0,0.0010000000474974513,0.22572284936904907,0.21985355019569397,0.019564319401979446,,,,
11.0,235,90282.101828063,1757287742.1315114,1249.0,0.0010000000474974513,0.23266425728797913,0.22683756053447723,0.019422300159931183,,,,
11.0,236,90892.769257274,1757288352.7991526,1259.0,0.0010000000474974513,0.22038494050502777,0.21456986665725708,0.019383585080504417,,,,
11.0,237,91505.007911198,1757288965.0379639,1269.0,0.0010000000474974513,0.22445908188819885,0.2184876799583435,0.019904671236872673,,,,
11.0,238,92115.822572675,1757289575.8529334,1279.0,0.0010000000474974513,0.22869569063186646,0.22272276878356934,0.01990976370871067,,,,
11.0,239,92728.207406713,1757290188.2369974,1289.0,0.0010000000474974513,0.2206486165523529,0.214742049574852,0.019688526168465614,,,,
11.0,240,93340.227901617,1757290800.25836,1299.0,0.0010000000474974513,0.22784677147865295,0.22193896770477295,0.019692648202180862,,,,
11.0,241,93953.710143636,1757291413.740077,1309.0,0.0010000000474974513,0.22426405549049377,0.21810926496982574,0.020515957847237587,,,,
11.0,242,94488.384917205,1757291948.4153478,1319.0,0.0010000000474974513,0.2263624519109726,0.22058965265750885,0.019242621958255768,,,,
11.0,243,94991.906170645,1757292451.9360917,1329.0,0.0010000000474974513,0.2213933765888214,0.2155790776014328,0.01938101276755333,,,,
,244,95986.78483497,1757293446.8154435,,,,,,,,,
,245,95987.972576427,1757293448.0032096,,,,,,,,,
,246,95987.97800948,1757293448.008568,,,,,,,,,-0.01992962136864662
,247,95988.190463819,1757293448.221121,,,,,,,,,
11.0,248,95988.193410865,1757293448.2238576,1331.0,,,,,0.2546056807041168,-0.019661754369735718,0.22387266159057617,
,249,95988.808980461,1757293448.8364494,,,,,,,,,
,250,95989.902605609,1757293449.9332554,,,,,,,,,
,251,95989.908941647,1757293449.939502,,,,,,,,,
,252,95990.11823247,1757293450.1488388,,,,,,,,,
11.0,253,95998.098357832,1757293458.125135,1331.0,,,,,,,,
12.0,254,96855.699429527,1757294315.72936,1339.0,0.0010000000474974513,0.2195008099079132,0.21371038258075714,0.01930142194032669,,,,
12.0,255,97469.555513912,1757294929.585782,1349.0,0.0010000000474974513,0.218160480260849,0.21235474944114685,0.01935243047773838,,,,
12.0,256,98083.508285963,1757295543.5382218,1359.0,0.0010000000474974513,0.224620059132576,0.21843108534812927,0.020629940554499626,,,,
12.0,257,98695.334436119,1757296155.3644192,1369.0,0.0010000000474974513,0.2228340208530426,0.21705612540245056,0.01925971917808056,,,,
12.0,258,99308.578931913,1757296768.6089268,1379.0,0.0010000000474974513,0.21240854263305664,0.2064395695924759,0.019896574318408966,,,,
12.0,259,99916.866680709,1757297376.8967059,1389.0,0.0010000000474974513,0.2179349958896637,0.21203893423080444,0.01965353637933731,,,,
12.0,260,100527.374542178,1757297987.4043512,1399.0,0.0010000000474974513,0.2134217917919159,0.2075292021036148,0.019641945138573647,,,,
12.0,261,101138.984134782,1757298599.013963,1409.0,0.0010000000474974513,0.2203044593334198,0.21431146562099457,0.01997663639485836,,,,
12.0,262,101752.783912511,1757299212.8136983,1419.0,0.0010000000474974513,0.21276149153709412,0.2069804072380066,0.01927023008465767,,,,
12.0,263,102295.80694124,1757299755.837235,1429.0,0.0010000000474974513,0.2155190110206604,0.2097475826740265,0.01923806220293045,,,,
12.0,264,102799.425032387,1757300259.4550793,1439.0,0.0010000000474974513,0.21824508905410767,0.21244998276233673,0.01931699551641941,,,,
,265,103848.339949576,1757301308.3705554,,,,,,,,,
,266,103849.523333415,1757301309.553978,,,,,,,,,
,267,103849.528772001,1757301309.5593328,,,,,,,,,-0.005208177492022514
,268,103849.736835772,1757301309.7674637,,,,,,,,,
12.0,269,103849.739458923,1757301309.769991,1442.0,,,,,0.33065322041511536,-0.005707741715013981,0.2978512942790985,
,270,103850.438224944,1757301310.4687843,,,,,,,,,
,271,103851.727454318,1757301311.7580693,,,,,,,,,
