epoch,_step,_runtime,_timestamp,trainer/global_step,learning_rate,val/loss,val/gene_interaction/Pearson,val/gene_interaction/MSE,val_sample/Pearson_target_0,train_loss_epoch_mean
0.0,8,10630.98129374,1748224762.7122777,71.0,,1.168713092803955,-0.003272396046668291,1.168713092803955,,0.9197980420930045
1.0,17,20395.170895917,1748234526.901866,143.0,,1.6607004404067993,-0.02333373762667179,1.6607004404067993,,0.7822707465716771
2.0,26,30100.185629011,1748244231.9166505,215.0,,2.205179452896118,-0.012711158953607082,2.205179452896118,,0.6677952664239066
3.0,35,39791.762502928,1748253923.4935336,287.0,,3.4461419582366943,0.005003243684768677,3.4461419582366943,,0.6002943345478603
4.0,45,49510.475578683,1748263642.2065518,359.0,,0.937558114528656,0.007967263460159302,0.937558114528656,,0.5498801097273827
5.0,54,59263.493976867,1748273395.2249455,431.0,,3.3718910217285156,-0.011549576185643673,3.3718910217285156,,0.5365956851414272
6.0,63,69010.220427764,1748283141.9513867,503.0,,2.1129090785980225,-0.012617098167538643,2.1129090785980225,,0.48291392837251934
7.0,72,78726.621617842,1748292858.35261,575.0,,0.355682373046875,-0.026285342872142792,0.355682373046875,,0.44891170944486347
8.0,81,88427.561078023,1748302559.2920146,647.0,,0.8534210324287415,-0.012579713016748428,0.8534210324287415,,0.41565694553511484
9.0,91,98170.672628981,1748312302.4036105,719.0,,0.6291961669921875,-0.021917887032032013,0.6291961669921875,,0.37845347449183464
10.0,100,107922.238444182,1748322053.9694304,791.0,,0.7964960932731628,-0.0071898880414664745,0.7964960932731628,,0.34424066969326567
11.0,109,117655.968162822,1748331787.699188,863.0,,0.5954259037971497,-0.003868736792355776,0.5954259037971497,,0.324471435376576
12.0,118,127423.435343673,1748341555.166391,935.0,,1.919617772102356,-0.015288271009922028,1.919617772102356,,0.3078679953302656
13.0,127,137174.113539614,1748351305.8444707,1007.0,,0.4144464433193207,-0.007635315880179405,0.41444647312164307,,0.29504816446985516
14.0,137,146878.712815022,1748361010.4438565,1079.0,,0.30054283142089844,-0.0043432442471385,0.3005428612232208,,0.2912302613258362
15.0,146,156641.679692884,1748370773.4106247,1151.0,,1.725001573562622,-0.013649988919496536,1.7250016927719116,,0.27990790350096567
16.0,155,166430.197350217,1748380561.9283752,1223.0,,0.2930205762386322,-0.002080261241644621,0.2930205762386322,,0.26730491859572275
17.0,164,176126.695148366,1748390258.4261825,1295.0,,0.3743758797645569,0.009516746737062931,0.3743758797645569,,0.252480753830501
18.0,173,185805.82539969,1748399937.5563865,1367.0,,0.8479219675064087,-0.031035976484417915,0.8479219675064087,,0.24160499445029668
19.0,187,195479.12593626,1748409610.8569984,1439.0,,0.7089686393737793,-0.02146136946976185,0.7089686393737793,,0.23500227183103561
20.0,200,205225.802564123,1748419357.5334566,1511.0,,0.8312433958053589,-0.025955334305763245,0.8312433958053589,,0.21942944824695587
21.0,209,214986.084005998,1748429117.8149812,1583.0,,1.478653907775879,-0.009000604040920734,1.478653907775879,,0.20480271535260336
22.0,218,224746.486665858,1748438878.217561,1655.0,,0.28880003094673157,0.0010980605147778988,0.28880003094673157,,0.1896727979183197
23.0,227,234531.767192828,1748448663.497816,1727.0,,0.5283641219139099,-0.01616044156253338,0.5283641219139099,,0.17368479711668833
24.0,237,244324.189645481,1748458455.9205923,1799.0,,0.9930412769317627,-0.01977827027440071,0.9930413961410522,,0.17218572087585926
