phase,label,host_ms,device_ms,host_share,device_share,batch_size,state_rows,step_wall_s,step_wall_s_profiled,kernel_time_s,kernel_busy_frac,forward_host_ms,forward_device_ms,backward_host_ms,backward_device_ms,peak_memory_gb,launches,aten_leaf,distinct_ops,torch_version,gpu_model,gpu_memory_gb,cuda_version,host,python_version,date,params_total,subsystems,precision,device,checkpoint,checkpoint_epoch,checkpoint_global_step,checkpoint_tensors,checkpoint_dropped_keys,step_host_ms,step_device_ms
gather,"Gene-state gather (per term, per strain)",45550.831208999996,2749.7243390000413,0.9172108458128595,0.8796975439843677,600,35991600,30.599805549408,118.11473559122533,3.125761072999999,0.10214970379314949,47292.061215,2833.2449949997567,1641.2341300000028,0.0009600000008940697,1.215430736541748,1731051,8312945,65,2.11.0+cu128,NVIDIA RTX 6000 Ada Generation,44.4,12.8,gilahyper,3.13.0,2026-09-10,20613037,2655,"bf16-mixed (autocast bf16 forward and loss, fp32 parameters)",cuda,MSE=0.0037.ckpt,142,15873,23895,dummy,49662.33382100001,3125.761072999999
concat,Child-output concatenation,418.35254999987956,13.442580999880647,0.00842394059666557,0.004300578542613596,600,35991600,30.599805549408,118.11473559122533,3.125761072999999,0.10214970379314949,47292.061215,2833.2449949997567,1641.2341300000028,0.0009600000008940697,1.215430736541748,1731051,8312945,65,2.11.0+cu128,NVIDIA RTX 6000 Ada Generation,44.4,12.8,gilahyper,3.13.0,2026-09-10,20613037,2655,"bf16-mixed (autocast bf16 forward and loss, fp32 parameters)",cuda,MSE=0.0037.ckpt,142,15873,23895,dummy,49662.33382100001,3125.761072999999
subsystem,"Subsystems: Linear, BatchNorm, tanh",875.7742669999836,54.63810700008615,0.01763457734702064,0.01747993711740941,600,35991600,30.599805549408,118.11473559122533,3.125761072999999,0.10214970379314949,47292.061215,2833.2449949997567,1641.2341300000028,0.0009600000008940697,1.215430736541748,1731051,8312945,65,2.11.0+cu128,NVIDIA RTX 6000 Ada Generation,44.4,12.8,gilahyper,3.13.0,2026-09-10,20613037,2655,"bf16-mixed (autocast bf16 forward and loss, fp32 parameters)",cuda,MSE=0.0037.ckpt,142,15873,23895,dummy,49662.33382100001,3125.761072999999
heads,Root and auxiliary heads,290.20574400022684,15.439967999748635,0.005843578456184265,0.004939586756363908,600,35991600,30.599805549408,118.11473559122533,3.125761072999999,0.10214970379314949,47292.061215,2833.2449949997567,1641.2341300000028,0.0009600000008940697,1.215430736541748,1731051,8312945,65,2.11.0+cu128,NVIDIA RTX 6000 Ada Generation,44.4,12.8,gilahyper,3.13.0,2026-09-10,20613037,2655,"bf16-mixed (autocast bf16 forward and loss, fp32 parameters)",cuda,MSE=0.0037.ckpt,142,15873,23895,dummy,49662.33382100001,3125.761072999999
loop,Forward loop overhead (Python),156.8974449999152,3.907985046680551e-14,0.0031592845709874835,1.2502507246754467e-17,600,35991600,30.599805549408,118.11473559122533,3.125761072999999,0.10214970379314949,47292.061215,2833.2449949997567,1641.2341300000028,0.0009600000008940697,1.215430736541748,1731051,8312945,65,2.11.0+cu128,NVIDIA RTX 6000 Ada Generation,44.4,12.8,gilahyper,3.13.0,2026-09-10,20613037,2655,"bf16-mixed (autocast bf16 forward and loss, fp32 parameters)",cuda,MSE=0.0037.ckpt,142,15873,23895,dummy,49662.33382100001,3125.761072999999
loss,"Loss (root + 2,654 auxiliary MSEs)",321.2816840000004,26.105563000284135,0.006469323112321084,0.00835174614777223,600,35991600,30.599805549408,118.11473559122533,3.125761072999999,0.10214970379314949,47292.061215,2833.2449949997567,1641.2341300000028,0.0009600000008940697,1.215430736541748,1731051,8312945,65,2.11.0+cu128,NVIDIA RTX 6000 Ada Generation,44.4,12.8,gilahyper,3.13.0,2026-09-10,20613037,2655,"bf16-mixed (autocast bf16 forward and loss, fp32 parameters)",cuda,MSE=0.0037.ckpt,142,15873,23895,dummy,49662.33382100001,3125.761072999999
backward,Backward,1641.2341300000028,257.90128100016955,0.03304786552954943,0.08250831556765299,600,35991600,30.599805549408,118.11473559122533,3.125761072999999,0.10214970379314949,47292.061215,2833.2449949997567,1641.2341300000028,0.0009600000008940697,1.215430736541748,1731051,8312945,65,2.11.0+cu128,NVIDIA RTX 6000 Ada Generation,44.4,12.8,gilahyper,3.13.0,2026-09-10,20613037,2655,"bf16-mixed (autocast bf16 forward and loss, fp32 parameters)",cuda,MSE=0.0037.ckpt,142,15873,23895,dummy,49662.33382100001,3125.761072999999
clip,Gradient clipping,140.5638360000029,1.3804359999373554,0.002830391268091486,0.0004416319634476924,600,35991600,30.599805549408,118.11473559122533,3.125761072999999,0.10214970379314949,47292.061215,2833.2449949997567,1641.2341300000028,0.0009600000008940697,1.215430736541748,1731051,8312945,65,2.11.0+cu128,NVIDIA RTX 6000 Ada Generation,44.4,12.8,gilahyper,3.13.0,2026-09-10,20613037,2655,"bf16-mixed (autocast bf16 forward and loss, fp32 parameters)",cuda,MSE=0.0037.ckpt,142,15873,23895,dummy,49662.33382100001,3125.761072999999
optimizer,AdamW step and zero_grad,267.19295600000027,7.128797999851406,0.005380193306320537,0.0022806599203724254,600,35991600,30.599805549408,118.11473559122533,3.125761072999999,0.10214970379314949,47292.061215,2833.2449949997567,1641.2341300000028,0.0009600000008940697,1.215430736541748,1731051,8312945,65,2.11.0+cu128,NVIDIA RTX 6000 Ada Generation,44.4,12.8,gilahyper,3.13.0,2026-09-10,20613037,2655,"bf16-mixed (autocast bf16 forward and loss, fp32 parameters)",cuda,MSE=0.0037.ckpt,142,15873,23895,dummy,49662.33382100001,3125.761072999999
