cell_dataset.is_pert,cell_dataset.max_size,cell_dataset.aggregation,cell_dataset.node_embeddings,svr.kernel,svr.C,svr.gamma,num_params,val_r2,test_r2,val_pearson,test_pearson,val_spearman,test_spearman,val_mae,test_mae,val_mse,test_mse,fold_1_val_r2,fold_1_train_r2,fold_2_val_r2,fold_2_train_r2,fold_3_val_r2,fold_3_train_r2,fold_4_val_r2,fold_4_train_r2,fold_5_val_r2,fold_5_train_r2,val_r2_mean,val_r2_std,fold_1_val_pearson,fold_1_train_pearson,fold_2_val_pearson,fold_2_train_pearson,fold_3_val_pearson,fold_3_train_pearson,fold_4_val_pearson,fold_4_train_pearson,fold_5_val_pearson,fold_5_train_pearson,val_pearson_mean,val_pearson_std,fold_1_val_spearman,fold_1_train_spearman,fold_2_val_spearman,fold_2_train_spearman,fold_3_val_spearman,fold_3_train_spearman,fold_4_val_spearman,fold_4_train_spearman,fold_5_val_spearman,fold_5_train_spearman,val_spearman_mean,val_spearman_std,fold_1_val_mse,fold_1_train_mse,fold_2_val_mse,fold_2_train_mse,fold_3_val_mse,fold_3_train_mse,fold_4_val_mse,fold_4_train_mse,fold_5_val_mse,fold_5_train_mse,val_mse_mean,val_mse_std,fold_1_val_mae,fold_1_train_mae,fold_2_val_mae,fold_2_train_mae,fold_3_val_mae,fold_3_train_mae,fold_4_val_mae,fold_4_train_mae,fold_5_val_mae,fold_5_train_mae,val_mae_mean,val_mae_std,val_rmse,test_rmse,fold_1_val_rmse,fold_1_train_rmse,fold_2_val_rmse,fold_2_train_rmse,fold_3_val_rmse,fold_3_train_rmse,fold_4_val_rmse,fold_4_train_rmse,fold_5_val_rmse,fold_5_train_rmse,val_rmse_mean,val_rmse_std
False,1000,mean,['random_1000'],poly,10.0,0.1,763.0,-0.4549323913983814,-0.49191382441958864,-0.030544225507319857,0.02451376882201856,-0.055677753763173486,-0.04739115274071476,0.1302999612292538,0.12535919802249976,0.0357908992928858,0.034858275644373465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.18918482838982043,0.18670371084789253,,,,,,,,,,,,
False,1000,mean,['random_1000'],rbf,10.0,0.1,352.0,-0.004466584687785158,-0.005764727663296165,0.5424259721509253,0.38347028885783774,0.5341506799533309,0.27066224058914823,0.12110591093285558,0.1095848014207116,0.024709575914435483,0.02349949677818339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1571927985450844,0.15329545583018236,,,,,,,,,,,,
False,1000,mean,['random_1000'],sigmoid,1.0,0.001,354.0,-0.004719719650464027,-0.00601002382698379,0.541687275080808,0.3819738779904113,0.5338191509030978,0.2735946711295354,0.12107516392927938,0.109547080952682,0.0247158029583932,0.023505228075225072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15721260432418643,0.15331414832045043,,,,,,,,,,,,
False,1000,mean,['random_1000'],linear,1.0,0.001,354.0,-0.0047027273906825595,-0.006014825009429181,0.5417323360316469,0.38192733538067786,0.5340486710147976,0.2732761674378829,0.12106727370480348,0.10954017198894908,0.02471538495391259,0.02350534025391687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15721127489436815,0.15331451416587039,,,,,,,,,,,,
False,1000,mean,['random_1000'],poly,1.0,0.001,352.0,-0.004546163576486517,-0.005808878284598418,0.5430960317277903,0.3826768503303959,0.5353237827464631,0.2733255904245186,0.12111190175870352,0.10958785972737288,0.02471153353116612,0.023500528348842527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15719902522333312,0.15329882044178464,,,,,,,,,,,,
False,1000,mean,['random_1000'],rbf,1.0,0.001,352.0,-0.0045461389637493355,-0.0058088933570839,0.5424259069402892,0.38347029306834696,0.5341506799533309,0.27066224058914823,0.12111188617840558,0.10958784568917816,0.02471153292570019,0.023500528701008213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15719902329753893,0.15329882159040953,,,,,,,,,,,,
False,1000,mean,['random_1000'],poly,1.0,0.01,352.0,-0.004538171633673649,-0.005804141223471282,0.5430960333271428,0.3826768343224556,0.5353237827464631,0.2733255904245186,0.12111145483097031,0.10958769888849522,0.024711336931776302,0.023500417668332826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15719839990208648,0.1532984594453996,,,,,,,,,,,,
False,1000,mean,['random_1000'],sigmoid,1.0,0.01,352.0,-0.004546143613205711,-0.005808856917350447,0.5404003397066552,0.38501938512668105,0.5299938157081013,0.2675266266592585,0.12111190512471584,0.10958786360980576,0.024711533040075416,0.023500527849600945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1571990236613301,0.15329881881345644,,,,,,,,,,,,
False,1000,mean,['random_1000'],linear,1.0,0.01,354.0,-0.0047027273906825595,-0.006014825009429181,0.5417323360316469,0.38192733538067786,0.5340486710147976,0.2732761674378829,0.12106727370480348,0.10954017198894908,0.02471538495391259,0.02350534025391687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15721127489436815,0.15331451416587039,,,,,,,,,,,,
False,1000,mean,['random_1000'],rbf,1.0,0.01,352.0,-0.004545134109933846,-0.0058081612776126335,0.5424259097970817,0.38347018238349634,0.5341506799533309,0.27066224058914823,0.12111189389161076,0.10958788657946832,0.024711508206598513,0.023500511596114097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15719894467393383,0.15329876580101387,,,,,,,,,,,,
False,1000,mean,['random_1000'],sigmoid,1.0,0.1,352.0,-0.004546170896780666,-0.0058088822380779614,NaN,NaN,NaN,NaN,0.12111190235128208,0.10958786004955327,0.024711533711243155,0.023500528441214804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15719902579610076,0.1532988207430664,,,,,,,,,,,,
False,1000,mean,['random_1000'],linear,1.0,0.1,354.0,-0.0047027273906825595,-0.006014825009429181,0.5417323360316469,0.38192733538067786,0.5340486710147976,0.2732761674378829,0.12106727370480348,0.10954017198894908,0.02471538495391259,0.02350534025391687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15721127489436815,0.15331451416587039,,,,,,,,,,,,
False,1000,mean,['random_1000'],poly,1.0,0.1,352.0,0.0031995322762986556,-0.0011358283441260664,0.5438701536211096,0.4026646712144029,0.5420691238069735,0.30305077116443624,0.1206464295091049,0.10943972658464791,0.024520991742517165,0.023391343448040176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1565917997294787,0.15294228796523274,,,,,,,,,,,,
False,1000,mean,['random_1000'],rbf,1.0,0.1,352.0,-0.004538211675195303,-0.005804466308332312,0.5424259705003415,0.3834702898309678,0.5341506799533309,0.27066224058914823,0.12111130320944131,0.10958755418666818,0.0247113379167857,0.023500425263877227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15719840303509988,0.15329848421911166,,,,,,,,,,,,
False,1000,mean,['random_1000'],sigmoid,0.1,0.001,354.0,-0.004719747902673266,-0.006010035816210735,0.5416873157180276,0.38197394018717645,0.5338191509030978,0.2735946711295354,0.1210751677102421,0.10954708358322532,0.024715803653389053,0.023505228355351022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1572126065345558,0.15331414923401893,,,,,,,,,,,,
False,1000,mean,['random_1000'],linear,0.1,0.001,354.0,-0.004718045551396655,-0.006010512618165542,0.5417323912127056,0.3819273500919439,0.5340486710147976,0.2732761674378829,0.1210743786877572,0.10954639268684274,0.02471576177605959,0.023505239495735734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1572124733475674,0.15331418556590168,,,,,,,,,,,,
False,1000,mean,['random_1000'],poly,0.1,0.001,352.0,-0.004546170164750896,-0.005808881842729985,0.5430960189891791,0.382676808048108,0.5353237827464631,0.2733255904245186,0.12111190229202427,0.10958786001733528,0.02471153369323545,0.02350052843197758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.157199025738824,0.15329882071293824,,,,,,,,,,,,
False,1000,mean,['random_1000'],rbf,0.1,0.001,352.0,-0.00454616770346461,-0.005808883349964322,0.5424259137229575,0.38347022791900715,0.5341506799533309,0.27066224058914823,0.12111190073399446,0.10958785861351591,0.024711533632688545,0.02350052846719381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1571990255462436,0.1532988208277996,,,,,,,,,,,,
False,1000,mean,['random_1000'],sigmoid,0.1,0.01,352.0,-0.004546168168423126,-0.0058088797060036335,0.5403995320811268,0.3850197046636704,0.5299938157081013,0.2675266266592585,0.12111190262862562,0.1095878604055786,0.02471153364412638,0.02350052838205338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1571990255826237,0.15329882055010527,,,,,,,,,,,,
False,1000,mean,['random_1000'],linear,0.1,0.01,354.0,-0.004718045551396655,-0.006010512618165542,0.5417323912127056,0.3819273500919439,0.5340486710147976,0.2732761674378829,0.1210743786877572,0.10954639268684274,0.02471576177605959,0.023505239495735734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1572124733475674,0.15331418556590168,,,,,,,,,,,,
False,1000,mean,['random_1000'],poly,0.1,0.01,352.0,-0.004545370965658879,-0.00580840813330985,0.5430960246263394,0.38267681128618225,0.5353237827464631,0.2733255904245186,0.12111185759924892,0.10958784393344982,0.024711514033178124,0.023500517363849335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15719896320643506,0.153298784613086,,,,,,,,,,,,
False,1000,mean,['random_1000'],rbf,0.1,0.01,352.0,-0.0045460672178387895,-0.00580881014179413,0.5424259115111129,0.3834701722531654,0.5341506799533309,0.27066224058914823,0.121111901505315,0.1095878627025448,0.02471153116077237,0.023500526756699194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15719901768386585,0.15329881524884395,,,,,,,,,,,,
False,1000,mean,['random_1000'],sigmoid,0.1,0.1,352.0,-0.004546170896780666,-0.0058088822380779614,NaN,NaN,NaN,NaN,0.12111190235128208,0.10958786004955327,0.024711533711243155,0.023500528441214804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15719902579610076,0.1532988207430664,,,,,,,,,,,,
False,1000,mean,['random_1000'],linear,0.1,0.1,354.0,-0.004718045551396655,-0.006010512618165542,0.5417323912127056,0.3819273500919439,0.5340486710147976,0.2732761674378829,0.1210743786877572,0.10954639268684274,0.02471576177605959,0.023505239495735734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1572124733475674,0.15331418556590168,,,,,,,,,,,,
False,1000,mean,['random_1000'],poly,0.1,0.1,352.0,-0.003755538456438501,-0.005333216209641112,0.541093805242189,0.38465293927675526,0.5303253447583344,0.272463433879873,0.12106897523385994,0.10957256719872768,0.024692084390974207,0.023489414597196123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15713715153003827,0.15326256750164446,,,,,,,,,,,,
False,1000,mean,['random_1000'],rbf,0.1,0.1,352.0,-0.004545374968616622,-0.0058084406403822175,0.5424259696354219,0.38347028849337705,0.5341506799533309,0.27066224058914823,0.12111184243709804,0.10958782946326497,0.02471151413164968,0.023500518123370735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15719896351964183,0.15329878709034436,,,,,,,,,,,,
True,1000,mean,['random_1000'],sigmoid,10.0,0.001,357.0,0.2662116724164001,0.250184649981785,0.5169235650896363,0.5026913892078467,0.4905801120823211,0.4187060513350264,0.10134454286376555,0.0957707184419352,0.018050972189572037,0.0175192894693403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13435390649166862,0.1323604528148053,,,,,,,,,,,,
True,1000,mean,['random_1000'],linear,10.0,0.001,394.0,0.04722659451694089,0.13734767984726537,0.4021493873687519,0.4183694786342601,0.3925622732691952,0.3625670299597858,0.11562681886342782,0.10347135957555928,0.02343793925146504,0.020155703277862536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15309454350650464,0.14197078318394435,,,,,,,,,,,,
True,1000,mean,['random_1000'],poly,10.0,0.001,339.0,0.21151393712358957,0.19627730756014872,0.5145010896765644,0.503670616940856,0.5385243131929434,0.40515866155387426,0.10839614205223608,0.1020252717256642,0.019396520028762226,0.01877882401525824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13927138984286122,0.13703584937985475,,,,,,,,,,,,
True,1000,mean,['random_1000'],rbf,10.0,0.001,367.0,0.22567844505758183,0.22915659037748148,0.4878084143140338,0.48186208526326807,0.45200798219944016,0.4087720310212428,0.10618154153181542,0.09834522086276702,0.01904807739321712,0.018010605982368987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13801477237316706,0.1342035989918638,,,,,,,,,,,,
True,1000,mean,['random_1000'],sigmoid,10.0,0.01,332.0,0.20778456310692917,0.06935393729964978,0.46242113652787614,0.27646016967071896,0.4693239995154575,0.24632965683548577,0.10463734022727392,0.1079152498509825,0.01948826150805358,0.02174436381644252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13960036356705371,0.1474597023475991,,,,,,,,,,,,
True,1000,mean,['random_1000'],linear,10.0,0.01,394.0,0.04722659451694089,0.13734767984726537,0.4021493873687519,0.4183694786342601,0.3925622732691952,0.3625670299597858,0.11562681886342782,0.10347135957555928,0.02343793925146504,0.020155703277862536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15309454350650464,0.14197078318394435,,,,,,,,,,,,
True,1000,mean,['random_1000'],poly,10.0,0.01,371.0,0.19460863993786115,0.20869298880148768,0.45893117962678515,0.46214053857706744,0.4454921612506296,0.3939780836882781,0.10722151387044172,0.10042264400390472,0.019812385255674365,0.018488734043612832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14075647500443583,0.13597328430104508,,,,,,,,,,,,
True,1000,mean,['random_1000'],rbf,10.0,0.01,360.0,0.28131817326221775,0.24638603635109557,0.544251781467184,0.5183804022255084,0.503662758449209,0.45850802990567546,0.10550668262030212,0.10134941303595636,0.01767935681167747,0.01760804333624448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13296374247018422,0.13269530261559556,,,,,,,,,,,,
True,1000,mean,['random_1000'],sigmoid,10.0,0.1,352.0,-0.004546170896780666,-0.0058088822380779614,NaN,NaN,NaN,NaN,0.12111190235128208,0.10958786004955327,0.024711533711243155,0.023500528441214804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15719902579610076,0.1532988207430664,,,,,,,,,,,,
True,1000,mean,['random_1000'],linear,10.0,0.1,394.0,0.04722659451694089,0.13734767984726537,0.4021493873687519,0.4183694786342601,0.3925622732691952,0.3625670299597858,0.11562681886342782,0.10347135957555928,0.02343793925146504,0.020155703277862536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15309454350650464,0.14197078318394435,,,,,,,,,,,,
True,1000,mean,['random_1000'],poly,10.0,0.1,372.0,0.19464276676152448,0.2088676701153962,0.4589811261863362,0.4623376134942966,0.44496936544064664,0.3935332768085564,0.10721942119159154,0.100428192077542,0.019811545746075063,0.01848465264876919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14075349283792238,0.1359582753964215,,,,,,,,,,,,
True,1000,mean,['random_1000'],rbf,10.0,0.1,416.0,0.02376026221948191,0.003763595758766391,0.49855479823347226,0.4787834061749231,0.5585563184974083,0.4429837206590937,0.1284939972348459,0.12039773027104649,0.02401520396905409,0.023276869359066737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15496839667833595,0.15256758947780075,,,,,,,,,,,,
True,1000,mean,['random_1000'],sigmoid,1.0,0.001,340.0,0.16599657690098013,0.11905584339068044,0.5314796045808925,0.4611814049609467,0.5553430369336112,0.4048291749763027,0.11072188563639936,0.10532380957400898,0.020516233401999887,0.02058308847049824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1432348889132808,0.1434680747431227,,,,,,,,,,,,
True,1000,mean,['random_1000'],linear,1.0,0.001,394.0,0.04722659451694089,0.13734767984726537,0.4021493873687519,0.4183694786342601,0.3925622732691952,0.3625670299597858,0.11562681886342782,0.10347135957555928,0.02343793925146504,0.020155703277862536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15309454350650464,0.14197078318394435,,,,,,,,,,,,
True,1000,mean,['random_1000'],poly,1.0,0.001,350.0,0.055566546469522526,0.035149399509663226,0.516649869622111,0.4269936833826566,0.5477688732475182,0.3326057171726085,0.11759630306217812,0.10846205035520444,0.023232778941469145,0.022543546173396413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15242302628365947,0.15014508374700922,,,,,,,,,,,,
True,1000,mean,['random_1000'],rbf,1.0,0.001,338.0,0.21678286472471345,0.1926867008394836,0.5258872611121764,0.5033903299562541,0.5468252905660858,0.4078494686040423,0.10815548382968423,0.10213211736616414,0.01926690599427635,0.01886271784126269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13880528085874957,0.1373416100140911,,,,,,,,,,,,
True,1000,mean,['random_1000'],sigmoid,1.0,0.01,347.0,0.06105824957821959,0.03630532378893625,0.5143599542900471,0.4073773908218211,0.5348264891711135,0.3246321419953759,0.1169573200000587,0.1082353000509923,0.02309768469649128,0.02251653822796994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1519792245555006,0.1500551173001772,,,,,,,,,,,,
True,1000,mean,['random_1000'],linear,1.0,0.01,394.0,0.04722659451694089,0.13734767984726537,0.4021493873687519,0.4183694786342601,0.3925622732691952,0.3625670299597858,0.11562681886342782,0.10347135957555928,0.02343793925146504,0.020155703277862536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15309454350650464,0.14197078318394435,,,,,,,,,,,,
True,1000,mean,['random_1000'],poly,1.0,0.01,371.0,0.19460863993786115,0.20869298880148768,0.45893117962678515,0.46214053857706744,0.4454921612506296,0.3939780836882781,0.10722151387044172,0.10042264400390472,0.019812385255674365,0.018488734043612832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14075647500443583,0.13597328430104508,,,,,,,,,,,,
True,1000,mean,['random_1000'],rbf,1.0,0.01,357.0,0.27912853155066053,0.24532051485410344,0.5423779997439494,0.517857403115217,0.5064935064935064,0.4576843134617464,0.10568397866938332,0.10138140559274604,0.017733221339300314,0.017632939038287866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1331661418653417,0.13278907725520148,,,,,,,,,,,,
True,1000,mean,['random_1000'],sigmoid,1.0,0.1,352.0,-0.004546170896780666,-0.0058088822380779614,NaN,NaN,NaN,NaN,0.12111190235128208,0.10958786004955327,0.024711533711243155,0.023500528441214804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15719902579610076,0.1532988207430664,,,,,,,,,,,,
True,1000,mean,['random_1000'],linear,1.0,0.1,394.0,0.04722659451694089,0.13734767984726537,0.4021493873687519,0.4183694786342601,0.3925622732691952,0.3625670299597858,0.11562681886342782,0.10347135957555928,0.02343793925146504,0.020155703277862536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15309454350650464,0.14197078318394435,,,,,,,,,,,,
