cell_dataset.is_pert,cell_dataset.max_size,cell_dataset.aggregation,cell_dataset.node_embeddings,svr.kernel,svr.C,svr.gamma,num_params,val_r2,test_r2,val_pearson,test_pearson,val_spearman,test_spearman,val_mae,test_mae,val_mse,test_mse,fold_1_val_r2,fold_1_train_r2,fold_2_val_r2,fold_2_train_r2,fold_3_val_r2,fold_3_train_r2,fold_4_val_r2,fold_4_train_r2,fold_5_val_r2,fold_5_train_r2,val_r2_mean,val_r2_std,fold_1_val_pearson,fold_1_train_pearson,fold_2_val_pearson,fold_2_train_pearson,fold_3_val_pearson,fold_3_train_pearson,fold_4_val_pearson,fold_4_train_pearson,fold_5_val_pearson,fold_5_train_pearson,val_pearson_mean,val_pearson_std,fold_1_val_spearman,fold_1_train_spearman,fold_2_val_spearman,fold_2_train_spearman,fold_3_val_spearman,fold_3_train_spearman,fold_4_val_spearman,fold_4_train_spearman,fold_5_val_spearman,fold_5_train_spearman,val_spearman_mean,val_spearman_std,fold_1_val_mse,fold_1_train_mse,fold_2_val_mse,fold_2_train_mse,fold_3_val_mse,fold_3_train_mse,fold_4_val_mse,fold_4_train_mse,fold_5_val_mse,fold_5_train_mse,val_mse_mean,val_mse_std,fold_1_val_mae,fold_1_train_mae,fold_2_val_mae,fold_2_train_mae,fold_3_val_mae,fold_3_train_mae,fold_4_val_mae,fold_4_train_mae,fold_5_val_mae,fold_5_train_mae,val_mae_mean,val_mae_std,val_rmse,test_rmse,fold_1_val_rmse,fold_1_train_rmse,fold_2_val_rmse,fold_2_train_rmse,fold_3_val_rmse,fold_3_train_rmse,fold_4_val_rmse,fold_4_train_rmse,fold_5_val_rmse,fold_5_train_rmse,val_rmse_mean,val_rmse_std
False,1000,mean,['random_1000'],sigmoid,10.0,0.001,354.0,-0.004719437128805515,-0.0060099039351668715,0.541687252809174,0.38197387090870033,0.5338191509030978,0.2735946711295354,0.12107512611965264,0.10954705464724908,0.024715796008445364,0.023505225273976145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1572125822205251,0.15331413918479972,,,,,,,,,,,,
False,1000,mean,['random_1000'],linear,10.0,0.001,352.0,-0.0035664915201945036,-0.0049082063147110055,0.5427906116165481,0.3801383774658491,0.5284254282781528,0.26561560450934324,0.12121493592639944,0.10971648898414978,0.02468743389319387,0.023479484323860916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15712235325756127,0.15323016779949344,,,,,,,,,,,,
False,1000,mean,['random_1000'],poly,10.0,0.001,352.0,-0.004546097693845397,-0.005808842703287187,0.5430960458239884,0.38267684061818746,0.5353237827464631,0.2733255904245186,0.12111189642549636,0.1095878568277492,0.024711531910472963,0.02350052751749213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15719902006842462,0.1532988177302491,,,,,,,,,,,,
False,1000,mean,['random_1000'],rbf,10.0,0.001,352.0,-0.004545851580000981,-0.005808993442685262,0.5424258866789687,0.3834701897349443,0.5341506799533309,0.27066224058914823,0.1211117406225137,0.1095877164458042,0.024711525856146405,0.023500531039488775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15719900081153954,0.15329882921760615,,,,,,,,,,,,
False,1000,mean,['random_1000'],sigmoid,10.0,0.01,352.0,-0.004545898062448428,-0.00580862903212509,0.5403992910228738,0.3850193786648952,0.5299938157081013,0.2675266266592585,0.12111193008563172,0.10958789565206978,0.024711526999600636,0.02350052252510708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15719900444850354,0.15329880144706637,,,,,,,,,,,,
False,1000,mean,['random_1000'],linear,10.0,0.01,352.0,-0.0035664915201945036,-0.0049082063147110055,0.5427906116165481,0.3801383774658491,0.5284254282781528,0.26561560450934324,0.12121493592639944,0.10971648898414978,0.02468743389319387,0.023479484323860916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15712235325756127,0.15323016779949344,,,,,,,,,,,,
False,1000,mean,['random_1000'],poly,10.0,0.01,352.0,-0.004466183090264808,-0.005761475421568685,0.5430960328187067,0.38267682780478074,0.5353237827464631,0.2733255904245186,0.12110742714809863,0.10958624843909988,0.02470956603525725,0.023499420790189497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15719276712131908,0.15329520798182014,,,,,,,,,,,,
False,1000,mean,['random_1000'],rbf,10.0,0.01,352.0,-0.004535803286142448,-0.005801672872655983,0.5424259098831907,0.3834701671017094,0.5341506799533309,0.27066224058914823,0.1211118177545742,0.10958812534871544,0.024711278671139265,0.02350035999579726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15719821459272132,0.15329827133988583,,,,,,,,,,,,
False,1000,mean,['random_1000'],sigmoid,10.0,0.1,352.0,-0.004546170896780666,-0.0058088822380779614,NaN,NaN,NaN,NaN,0.12111190235128208,0.10958786004955327,0.024711533711243155,0.023500528441214804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15719902579610076,0.1532988207430664,,,,,,,,,,,,
False,1000,mean,['random_1000'],linear,10.0,0.1,352.0,-0.0035664915201945036,-0.0049082063147110055,0.5427906116165481,0.3801383774658491,0.5284254282781528,0.26561560450934324,0.12121493592639944,0.10971648898414978,0.02468743389319387,0.023479484323860916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15712235325756127,0.15323016779949344,,,,,,,,,,,,
