path:sce00620	sce:YAL038W
path:sce00620	sce:YAL054C
path:sce00620	sce:YBL015W
path:sce00620	sce:YBR145W
path:sce00620	sce:YBR218C
path:sce00620	sce:YBR221C
path:sce00620	sce:YCR105W
path:sce00620	sce:YDL078C
path:sce00620	sce:YDL131W
path:sce00620	sce:YDL168W
path:sce00620	sce:YDL174C
path:sce00620	sce:YDL178W
path:sce00620	sce:YDL182W
path:sce00620	sce:YDR272W
path:sce00620	sce:YDR533C
path:sce00620	sce:YEL071W
path:sce00620	sce:YER073W
path:sce00620	sce:YER178W
path:sce00620	sce:YFL018C
path:sce00620	sce:YGL062W
path:sce00620	sce:YGL256W
path:sce00620	sce:YIR031C
path:sce00620	sce:YKL029C
path:sce00620	sce:YKL085W
path:sce00620	sce:YKR097W
path:sce00620	sce:YLR153C
path:sce00620	sce:YML004C
path:sce00620	sce:YML054C
path:sce00620	sce:YMR083W
path:sce00620	sce:YMR110C
path:sce00620	sce:YMR169C
path:sce00620	sce:YMR170C
path:sce00620	sce:YMR207C
path:sce00620	sce:YMR303C
path:sce00620	sce:YMR318C
path:sce00620	sce:YMR322C
path:sce00620	sce:YNL071W
path:sce00620	sce:YNL104C
path:sce00620	sce:YNL117W
path:sce00620	sce:YNR016C
path:sce00620	sce:YOL086C
path:sce00620	sce:YOL126C
path:sce00620	sce:YOL151W
path:sce00620	sce:YOR040W
path:sce00620	sce:YOR108W
path:sce00620	sce:YOR347C
path:sce00620	sce:YOR374W
path:sce00620	sce:YOR391C
path:sce00620	sce:YPL028W
path:sce00620	sce:YPL061W
path:sce00620	sce:YPL262W
path:sce00620	sce:YPL280W
