path:sce00020	sce:YBR218C
path:sce00020	sce:YBR221C
path:sce00020	sce:YCR005C
path:sce00020	sce:YDL066W
path:sce00020	sce:YDL078C
path:sce00020	sce:YDR148C
path:sce00020	sce:YDR178W
path:sce00020	sce:YER178W
path:sce00020	sce:YFL018C
path:sce00020	sce:YGL062W
path:sce00020	sce:YGR244C
path:sce00020	sce:YIL125W
path:sce00020	sce:YJL045W
path:sce00020	sce:YKL085W
path:sce00020	sce:YKL141W
path:sce00020	sce:YKL148C
path:sce00020	sce:YKR097W
path:sce00020	sce:YLL041C
path:sce00020	sce:YLR164W
path:sce00020	sce:YLR174W
path:sce00020	sce:YLR304C
path:sce00020	sce:YMR118C
path:sce00020	sce:YNL009W
path:sce00020	sce:YNL037C
path:sce00020	sce:YNL071W
path:sce00020	sce:YNR001C
path:sce00020	sce:YOL126C
path:sce00020	sce:YOR136W
path:sce00020	sce:YOR142W
path:sce00020	sce:YPL262W
path:sce00020	sce:YPR001W
