seed_gene,seed_orf,class,graph,k,n_reached,n_metabolic,n_on_locus,n_reactions_touched,n_reactions_off_locus,share_off_locus,out_degree
YBR041W,YBR041W,adjacent enzyme,string12_0_database,3,1415,710,13,1644,1580,0.9610705596107056,23
YBR042C,YBR042C,adjacent enzyme,string12_0_database,1,94,49,7,234,180,0.7692307692307693,94
YBR042C,YBR042C,adjacent enzyme,string12_0_database,2,1182,561,13,1790,1726,0.964245810055866,94
YBR042C,YBR042C,adjacent enzyme,string12_0_database,3,3171,1004,13,2504,2440,0.9744408945686901,94
YBR159W,YBR159W,adjacent enzyme,string12_0_database,1,157,71,5,275,248,0.9018181818181819,157
YBR159W,YBR159W,adjacent enzyme,string12_0_database,2,1377,648,13,1552,1488,0.9587628865979382,157
YBR159W,YBR159W,adjacent enzyme,string12_0_database,3,3177,1011,13,2505,2441,0.9744510978043912,157
YBR204C,YBR204C,adjacent enzyme,string12_0_database,1,0,0,0,0,0,,0
YBR204C,YBR204C,adjacent enzyme,string12_0_database,2,0,0,0,0,0,,0
YBR204C,YBR204C,adjacent enzyme,string12_0_database,3,0,0,0,0,0,,0
YBR208C,YBR208C,adjacent enzyme,string12_0_database,1,221,125,2,332,313,0.9427710843373494,221
YBR208C,YBR208C,adjacent enzyme,string12_0_database,2,1438,666,13,1476,1412,0.9566395663956639,221
YBR208C,YBR208C,adjacent enzyme,string12_0_database,3,3406,1011,13,2431,2367,0.9736733854380913,221
YBR218C,YBR218C,adjacent enzyme,string12_0_database,1,79,59,2,93,74,0.7956989247311828,79
YBR218C,YBR218C,adjacent enzyme,string12_0_database,2,1120,585,13,1186,1122,0.9460370994940978,79
YBR218C,YBR218C,adjacent enzyme,string12_0_database,3,3048,997,13,2487,2423,0.9742661841576197,79
YCR048W,YCR048W,adjacent enzyme,string12_0_database,1,16,12,0,134,134,1.0,16
YCR048W,YCR048W,adjacent enzyme,string12_0_database,2,241,143,6,1010,958,0.9485148514851485,16
YCR048W,YCR048W,adjacent enzyme,string12_0_database,3,1677,820,13,2221,2157,0.9711841512832058,16
YCR068W,YCR068W,adjacent enzyme,string12_0_database,1,15,15,4,345,315,0.9130434782608695,15
YCR068W,YCR068W,adjacent enzyme,string12_0_database,2,226,138,8,1089,1035,0.9504132231404959,15
YCR068W,YCR068W,adjacent enzyme,string12_0_database,3,1732,804,13,2163,2099,0.9704114655570967,15
YDL015C,YDL015C,adjacent enzyme,string12_0_database,1,14,10,4,43,34,0.7906976744186046,14
YDL015C,YDL015C,adjacent enzyme,string12_0_database,2,339,167,11,487,425,0.8726899383983573,14
YDL015C,YDL015C,adjacent enzyme,string12_0_database,3,1862,828,13,1905,1841,0.9664041994750656,14
YDL040C,YDL040C,adjacent enzyme,string12_0_database,1,7,2,0,1,1,1.0,7
YDL040C,YDL040C,adjacent enzyme,string12_0_database,2,42,5,0,3,3,1.0,7
YDL040C,YDL040C,adjacent enzyme,string12_0_database,3,380,88,1,179,161,0.8994413407821229,7
YDL141W,YDL141W,adjacent enzyme,string12_0_database,1,9,9,1,7,6,0.8571428571428571,9
YDL141W,YDL141W,adjacent enzyme,string12_0_database,2,268,174,4,428,407,0.9509345794392523,9
YDL141W,YDL141W,adjacent enzyme,string12_0_database,3,1741,783,13,1638,1574,0.960927960927961,9
YDR071C,YDR071C,adjacent enzyme,string12_0_database,1,21,9,0,9,9,1.0,21
YDR071C,YDR071C,adjacent enzyme,string12_0_database,2,399,233,0,443,442,0.9977426636568849,21
YDR071C,YDR071C,adjacent enzyme,string12_0_database,3,2198,869,10,1858,1801,0.9693218514531755,21
YDR256C,YDR256C,adjacent enzyme,string12_0_database,1,39,24,1,83,65,0.7831325301204819,39
YDR256C,YDR256C,adjacent enzyme,string12_0_database,2,835,457,13,958,894,0.9331941544885177,39
YDR256C,YDR256C,adjacent enzyme,string12_0_database,3,2689,962,13,2047,1983,0.9687347337567171,39
YEL066W,YEL066W,adjacent enzyme,string12_0_database,1,20,10,0,10,10,1.0,20
YEL066W,YEL066W,adjacent enzyme,string12_0_database,2,336,199,0,377,376,0.9973474801061007,20
YEL066W,YEL066W,adjacent enzyme,string12_0_database,3,1948,801,10,1757,1700,0.9675583380762663,20
YER024W,YER024W,adjacent enzyme,string12_0_database,1,2,2,0,3,3,1.0,2
YER024W,YER024W,adjacent enzyme,string12_0_database,2,18,10,1,43,25,0.5813953488372093,2
YER024W,YER024W,adjacent enzyme,string12_0_database,3,582,344,13,779,715,0.9178433889602053,2
YFL017C,YFL017C,adjacent enzyme,string12_0_database,1,25,14,0,17,17,1.0,25
YFL017C,YFL017C,adjacent enzyme,string12_0_database,2,403,240,0,450,449,0.9977777777777778,25
YFL017C,YFL017C,adjacent enzyme,string12_0_database,3,2199,869,10,1859,1802,0.9693383539537386,25
YGL062W,YGL062W,adjacent enzyme,string12_0_database,1,83,61,2,95,76,0.8,83
YGL062W,YGL062W,adjacent enzyme,string12_0_database,2,1136,596,13,1202,1138,0.9467554076539102,83
YGL062W,YGL062W,adjacent enzyme,string12_0_database,3,3053,998,13,2487,2423,0.9742661841576197,83
YGL169W,YGL169W,adjacent enzyme,string12_0_database,1,16,12,0,12,12,1.0,16
YGL169W,YGL169W,adjacent enzyme,string12_0_database,2,359,229,2,420,411,0.9785714285714285,16
YGL169W,YGL169W,adjacent enzyme,string12_0_database,3,2173,836,10,1915,1858,0.9702349869451697,16
YGR015C,YGR015C,adjacent enzyme,string12_0_database,1,139,67,5,262,218,0.8320610687022901,139
YGR015C,YGR015C,adjacent enzyme,string12_0_database,2,1358,677,13,1601,1537,0.9600249843847595,139
YGR015C,YGR015C,adjacent enzyme,string12_0_database,3,3356,1019,13,2531,2467,0.9747135519557487,139
YGR177C,YGR177C,adjacent enzyme,string12_0_database,1,15,11,0,3,3,1.0,15
YGR177C,YGR177C,adjacent enzyme,string12_0_database,2,152,79,0,203,203,1.0,15
YGR177C,YGR177C,adjacent enzyme,string12_0_database,3,1554,639,10,1609,1552,0.9645742697327533,15
YGR209C,YGR209C,adjacent enzyme,string12_0_database,1,17,16,0,25,25,1.0,17
YGR209C,YGR209C,adjacent enzyme,string12_0_database,2,522,288,4,467,454,0.9721627408993576,17
YGR209C,YGR209C,adjacent enzyme,string12_0_database,3,2606,892,13,1975,1911,0.9675949367088608,17
YHR013C,YHR013C,adjacent enzyme,string12_0_database,1,7,2,0,1,1,1.0,7
YHR013C,YHR013C,adjacent enzyme,string12_0_database,2,42,5,0,3,3,1.0,7
YHR013C,YHR013C,adjacent enzyme,string12_0_database,3,380,88,1,179,161,0.8994413407821229,7
YIL124W,YIL124W,adjacent enzyme,string12_0_database,1,257,150,3,438,411,0.9383561643835616,257
YIL124W,YIL124W,adjacent enzyme,string12_0_database,2,1647,814,13,1922,1858,0.9667013527575442,257
YIL124W,YIL124W,adjacent enzyme,string12_0_database,3,3417,1025,13,2529,2465,0.9746935547647292,257
YIL160C,YIL160C,adjacent enzyme,string12_0_database,1,146,69,2,288,269,0.9340277777777778,146
YIL160C,YIL160C,adjacent enzyme,string12_0_database,2,1403,651,13,1365,1301,0.9531135531135531,146
YIL160C,YIL160C,adjacent enzyme,string12_0_database,3,3302,1017,13,2512,2448,0.9745222929936306,146
YIR031C,YIR031C,adjacent enzyme,string12_0_database,1,79,64,1,92,91,0.9891304347826086,79
YIR031C,YIR031C,adjacent enzyme,string12_0_database,2,1039,552,9,1137,1082,0.951627088830255,79
YIR031C,YIR031C,adjacent enzyme,string12_0_database,3,2882,987,13,2451,2387,0.9738882088943288,79
YJL130C,YJL130C,adjacent enzyme,string12_0_database,1,84,63,1,87,86,0.9885057471264368,84
YJL130C,YJL130C,adjacent enzyme,string12_0_database,2,1014,539,5,1055,1032,0.9781990521327014,84
YJL130C,YJL130C,adjacent enzyme,string12_0_database,3,3077,979,13,2391,2327,0.97323295692179,84
YJR019C,YJR019C,adjacent enzyme,string12_0_database,1,26,16,2,49,29,0.5918367346938775,26
YJR019C,YJR019C,adjacent enzyme,string12_0_database,2,778,421,13,905,841,0.9292817679558011,26
YJR019C,YJR019C,adjacent enzyme,string12_0_database,3,2611,942,13,2199,2135,0.9708958617553434,26
YJR109C,YJR109C,adjacent enzyme,string12_0_database,1,76,56,1,77,76,0.987012987012987,76
YJR109C,YJR109C,adjacent enzyme,string12_0_database,2,950,512,5,1001,978,0.977022977022977,76
YJR109C,YJR109C,adjacent enzyme,string12_0_database,3,2952,948,13,2365,2301,0.972938689217759,76
YKL094W,YKL094W,adjacent enzyme,string12_0_database,1,49,36,5,288,240,0.8333333333333334,49
YKL094W,YKL094W,adjacent enzyme,string12_0_database,2,888,481,12,1487,1425,0.9583053127101546,49
YKL094W,YKL094W,adjacent enzyme,string12_0_database,3,2714,948,13,2368,2304,0.972972972972973,49
YKL140W,YKL140W,adjacent enzyme,string12_0_database,1,143,71,5,353,305,0.8640226628895185,143
YKL140W,YKL140W,adjacent enzyme,string12_0_database,2,1377,687,13,1798,1734,0.96440489432703,143
YKL140W,YKL140W,adjacent enzyme,string12_0_database,3,3363,1019,13,2532,2468,0.9747235387045814,143
YKL188C,YKL188C,adjacent enzyme,string12_0_database,1,14,6,0,43,43,1.0,14
YKL188C,YKL188C,adjacent enzyme,string12_0_database,2,597,317,9,788,732,0.9289340101522843,14
YKL188C,YKL188C,adjacent enzyme,string12_0_database,3,2714,933,13,1981,1917,0.9676930843008581,14
YKR009C,YKR009C,adjacent enzyme,string12_0_database,1,121,52,5,275,231,0.84,121
YKR009C,YKR009C,adjacent enzyme,string12_0_database,2,1032,519,13,1158,1094,0.9447322970639033,121
YKR009C,YKR009C,adjacent enzyme,string12_0_database,3,3057,989,13,2162,2098,0.9703977798334875,121
YKR067W,YKR067W,adjacent enzyme,string12_0_database,1,35,21,1,152,144,0.9473684210526315,35
YKR067W,YKR067W,adjacent enzyme,string12_0_database,2,622,337,8,1451,1396,0.9620951068228808,35
YKR067W,YKR067W,adjacent enzyme,string12_0_database,3,2647,963,13,2378,2314,0.9730866274179983,35
YKR089C,YKR089C,adjacent enzyme,string12_0_database,1,43,39,5,529,495,0.9357277882797732,43
YKR089C,YKR089C,adjacent enzyme,string12_0_database,2,611,355,10,1479,1422,0.9614604462474645,43
YKR089C,YKR089C,adjacent enzyme,string12_0_database,3,2725,974,13,2395,2331,0.9732776617954071,43
YLL012W,YLL012W,adjacent enzyme,string12_0_database,1,140,69,5,300,256,0.8533333333333334,140
YLL012W,YLL012W,adjacent enzyme,string12_0_database,2,1368,679,13,1617,1553,0.9604205318491033,140
YLL012W,YLL012W,adjacent enzyme,string12_0_database,3,3371,1019,13,2524,2460,0.9746434231378764,140
YLR043C,YLR043C,adjacent enzyme,string12_0_database,1,19,17,0,25,25,1.0,19
YLR043C,YLR043C,adjacent enzyme,string12_0_database,2,524,288,4,471,458,0.9723991507430998,19
YLR043C,YLR043C,adjacent enzyme,string12_0_database,3,2606,892,13,1979,1915,0.9676604345629105,19
YLR109W,YLR109W,adjacent enzyme,string12_0_database,1,6,4,0,16,16,1.0,6
YLR109W,YLR109W,adjacent enzyme,string12_0_database,2,326,193,1,489,471,0.9631901840490797,6
YLR109W,YLR109W,adjacent enzyme,string12_0_database,3,1756,799,13,2040,1976,0.9686274509803922,6
YLR153C,YLR153C,adjacent enzyme,string12_0_database,1,240,131,2,437,418,0.9565217391304348,240
YLR153C,YLR153C,adjacent enzyme,string12_0_database,2,1506,749,13,1682,1618,0.9619500594530321,240
YLR153C,YLR153C,adjacent enzyme,string12_0_database,3,3286,1017,13,2475,2411,0.9741414141414141,240
YLR284C,YLR284C,adjacent enzyme,string12_0_database,1,187,102,6,372,327,0.8790322580645161,187
YLR284C,YLR284C,adjacent enzyme,string12_0_database,2,1417,685,13,1482,1418,0.9568151147098516,187
YLR284C,YLR284C,adjacent enzyme,string12_0_database,3,3321,1008,13,2327,2263,0.9724967769660507,187
YML059C,YML059C,adjacent enzyme,string12_0_database,1,66,48,0,206,198,0.9611650485436893,66
YML059C,YML059C,adjacent enzyme,string12_0_database,2,903,526,8,1485,1430,0.9629629629629629,66
YML059C,YML059C,adjacent enzyme,string12_0_database,3,2878,992,13,2426,2362,0.9736191261335532,66
YMR165C,YMR165C,adjacent enzyme,string12_0_database,1,24,24,1,384,376,0.9791666666666666,24
YMR165C,YMR165C,adjacent enzyme,string12_0_database,2,268,158,7,1069,1015,0.9494855004677268,24
YMR165C,YMR165C,adjacent enzyme,string12_0_database,3,2050,870,13,2216,2152,0.9711191335740073,24
YMR313C,YMR313C,adjacent enzyme,string12_0_database,1,18,15,4,334,304,0.9101796407185628,18
YMR313C,YMR313C,adjacent enzyme,string12_0_database,2,244,148,8,1091,1037,0.9505041246562786,18
YMR313C,YMR313C,adjacent enzyme,string12_0_database,3,1810,827,13,2162,2098,0.9703977798334875,18
YNL036W,YNL036W,adjacent enzyme,string12_0_database,1,3,3,1,4,3,0.75,3
YNL036W,YNL036W,adjacent enzyme,string12_0_database,2,263,163,4,395,374,0.9468354430379747,3
YNL036W,YNL036W,adjacent enzyme,string12_0_database,3,1561,724,13,1613,1549,0.9603223806571606,3
YNL104C,YNL104C,adjacent enzyme,string12_0_database,1,104,75,1,218,217,0.9954128440366973,104
YNL104C,YNL104C,adjacent enzyme,string12_0_database,2,1239,623,10,1345,1288,0.9576208178438662,104
YNL104C,YNL104C,adjacent enzyme,string12_0_database,3,3121,1001,13,2405,2341,0.9733887733887734,104
YNL117W,YNL117W,adjacent enzyme,string12_0_database,1,82,66,1,100,99,0.99,82
YNL117W,YNL117W,adjacent enzyme,string12_0_database,2,1044,555,9,1139,1084,0.95171202809482,82
YNL117W,YNL117W,adjacent enzyme,string12_0_database,3,2885,988,13,2451,2387,0.9738882088943288,82
YNL277W,YNL277W,adjacent enzyme,string12_0_database,1,316,187,6,546,500,0.9157509157509157,316
YNL277W,YNL277W,adjacent enzyme,string12_0_database,2,1809,861,13,1802,1738,0.9644839067702553,316
YNL277W,YNL277W,adjacent enzyme,string12_0_database,3,3493,1024,13,2537,2473,0.974773354355538,316
YNR019W,YNR019W,adjacent enzyme,string12_0_database,1,16,12,0,142,142,1.0,16
YNR019W,YNR019W,adjacent enzyme,string12_0_database,2,241,144,6,1018,966,0.9489194499017681,16
YNR019W,YNR019W,adjacent enzyme,string12_0_database,3,1677,820,13,2229,2165,0.9712875729026469,16
YOR081C,YOR081C,adjacent enzyme,string12_0_database,1,43,39,5,545,511,0.9376146788990826,43
YOR081C,YOR081C,adjacent enzyme,string12_0_database,2,611,355,10,1495,1438,0.9618729096989966,43
YOR081C,YOR081C,adjacent enzyme,string12_0_database,3,2725,974,13,2411,2347,0.9734549979261717,43
YOR108W,YOR108W,adjacent enzyme,string12_0_database,1,103,74,1,218,217,0.9954128440366973,103
YOR108W,YOR108W,adjacent enzyme,string12_0_database,2,1227,611,10,1333,1276,0.9572393098274569,103
YOR108W,YOR108W,adjacent enzyme,string12_0_database,3,3120,1000,13,2401,2337,0.973344439816743,103
YOR175C,YOR175C,adjacent enzyme,string12_0_database,1,51,39,5,383,349,0.9112271540469974,51
YOR175C,YOR175C,adjacent enzyme,string12_0_database,2,680,361,10,1538,1481,0.9629388816644994,51
YOR175C,YOR175C,adjacent enzyme,string12_0_database,3,2858,984,13,2477,2413,0.9741622930964877,51
YOR245C,YOR245C,adjacent enzyme,string12_0_database,1,15,14,0,258,254,0.9844961240310077,15
YOR245C,YOR245C,adjacent enzyme,string12_0_database,2,190,136,6,1018,966,0.9489194499017681,15
YOR245C,YOR245C,adjacent enzyme,string12_0_database,3,1686,797,13,2128,2064,0.9699248120300752,15
YOR253W,YOR253W,adjacent enzyme,string12_0_database,1,12,5,0,3,3,1.0,12
YOR253W,YOR253W,adjacent enzyme,string12_0_database,2,238,84,1,177,159,0.8983050847457628,12
YOR253W,YOR253W,adjacent enzyme,string12_0_database,3,1820,645,13,1403,1339,0.9543834640057021,12
YOR303W,YOR303W,adjacent enzyme,string12_0_database,1,76,56,1,77,76,0.987012987012987,76
YOR303W,YOR303W,adjacent enzyme,string12_0_database,2,950,512,5,1001,978,0.977022977022977,76
YOR303W,YOR303W,adjacent enzyme,string12_0_database,3,2952,948,13,2365,2301,0.972938689217759,76
YOR311C,YOR311C,adjacent enzyme,string12_0_database,1,38,30,4,234,208,0.8888888888888888,38
YOR311C,YOR311C,adjacent enzyme,string12_0_database,2,646,364,9,1588,1532,0.964735516372796,38
YOR311C,YOR311C,adjacent enzyme,string12_0_database,3,2716,968,13,2460,2396,0.9739837398373984,38
YOR377W,YOR377W,adjacent enzyme,string12_0_database,1,15,11,0,3,3,1.0,15
YOR377W,YOR377W,adjacent enzyme,string12_0_database,2,152,79,0,203,203,1.0,15
YOR377W,YOR377W,adjacent enzyme,string12_0_database,3,1554,639,10,1609,1552,0.9645742697327533,15
YPL028W,YPL028W,adjacent enzyme,string12_0_database,1,126,67,2,303,284,0.9372937293729373,126
YPL028W,YPL028W,adjacent enzyme,string12_0_database,2,1310,625,13,1349,1285,0.9525574499629355,126
YPL028W,YPL028W,adjacent enzyme,string12_0_database,3,3198,1005,13,2514,2450,0.9745425616547335,126
YPL147W,YPL147W,adjacent enzyme,string12_0_database,1,5,5,0,25,25,1.0,5
YPL147W,YPL147W,adjacent enzyme,string12_0_database,2,243,142,2,265,263,0.9924528301886792,5
YPL147W,YPL147W,adjacent enzyme,string12_0_database,3,2056,749,10,1422,1365,0.959915611814346,5
YPR193C,YPR193C,adjacent enzyme,string12_0_database,1,20,10,0,11,11,1.0,20
YPR193C,YPR193C,adjacent enzyme,string12_0_database,2,336,199,0,378,377,0.9973544973544973,20
YPR193C,YPR193C,adjacent enzyme,string12_0_database,3,1948,801,10,1758,1701,0.9675767918088737,20
FKH1,YIL131C,regulator,yeast9_metabolic,1,0,0,0,0,0,,0
FKH1,YIL131C,regulator,yeast9_metabolic,2,0,0,0,0,0,,0
FKH1,YIL131C,regulator,yeast9_metabolic,3,0,0,0,0,0,,0
GCN5,YGR252W,regulator,yeast9_metabolic,1,0,0,0,0,0,,0
GCN5,YGR252W,regulator,yeast9_metabolic,2,0,0,0,0,0,,0
GCN5,YGR252W,regulator,yeast9_metabolic,3,0,0,0,0,0,,0
MED4,YOR174W,regulator,yeast9_metabolic,1,0,0,0,0,0,,0
MED4,YOR174W,regulator,yeast9_metabolic,2,0,0,0,0,0,,0
MED4,YOR174W,regulator,yeast9_metabolic,3,0,0,0,0,0,,0
OPI1,YHL020C,regulator,yeast9_metabolic,1,0,0,0,0,0,,0
OPI1,YHL020C,regulator,yeast9_metabolic,2,0,0,0,0,0,,0
OPI1,YHL020C,regulator,yeast9_metabolic,3,0,0,0,0,0,,0
RFX1,YLR176C,regulator,yeast9_metabolic,1,0,0,0,0,0,,0
RFX1,YLR176C,regulator,yeast9_metabolic,2,0,0,0,0,0,,0
RFX1,YLR176C,regulator,yeast9_metabolic,3,0,0,0,0,0,,0
RGR1,YLR071C,regulator,yeast9_metabolic,1,0,0,0,0,0,,0
RGR1,YLR071C,regulator,yeast9_metabolic,2,0,0,0,0,0,,0
RGR1,YLR071C,regulator,yeast9_metabolic,3,0,0,0,0,0,,0
RPD3,YNL330C,regulator,yeast9_metabolic,1,0,0,0,0,0,,0
RPD3,YNL330C,regulator,yeast9_metabolic,2,0,0,0,0,0,,0
RPD3,YNL330C,regulator,yeast9_metabolic,3,0,0,0,0,0,,0
SPT3,YDR392W,regulator,yeast9_metabolic,1,0,0,0,0,0,,0
SPT3,YDR392W,regulator,yeast9_metabolic,2,0,0,0,0,0,,0
SPT3,YDR392W,regulator,yeast9_metabolic,3,0,0,0,0,0,,0
TFC7,YOR110W,regulator,yeast9_metabolic,1,0,0,0,0,0,,0
TFC7,YOR110W,regulator,yeast9_metabolic,2,0,0,0,0,0,,0
TFC7,YOR110W,regulator,yeast9_metabolic,3,0,0,0,0,0,,0
YAP6,YDR259C,regulator,yeast9_metabolic,1,0,0,0,0,0,,0
YAP6,YDR259C,regulator,yeast9_metabolic,2,0,0,0,0,0,,0
YAP6,YDR259C,regulator,yeast9_metabolic,3,0,0,0,0,0,,0
ACC1,YNR016C,pathway enzyme,yeast9_metabolic,1,31,31,2,37,34,0.918918918918919,31
ACC1,YNR016C,pathway enzyme,yeast9_metabolic,2,228,228,2,429,426,0.993006993006993,31
ACC1,YNR016C,pathway enzyme,yeast9_metabolic,3,689,689,4,1053,1022,0.9705603038936372,31
FAS1,YKL182W,pathway enzyme,yeast9_metabolic,1,25,25,2,45,42,0.9333333333333333,25
FAS1,YKL182W,pathway enzyme,yeast9_metabolic,2,129,129,4,348,317,0.9109195402298851,25
FAS1,YKL182W,pathway enzyme,yeast9_metabolic,3,551,551,9,899,847,0.9421579532814238,25
FAS2,YPL231W,pathway enzyme,yeast9_metabolic,1,25,25,2,45,42,0.9333333333333333,25
FAS2,YPL231W,pathway enzyme,yeast9_metabolic,2,129,129,4,348,317,0.9109195402298851,25
FAS2,YPL231W,pathway enzyme,yeast9_metabolic,3,551,551,9,899,847,0.9421579532814238,25
ELO1,YJL196C,pathway enzyme,yeast9_metabolic,1,6,6,4,33,14,0.42424242424242425,6
ELO1,YJL196C,pathway enzyme,yeast9_metabolic,2,28,28,8,257,216,0.8404669260700389,6
ELO1,YJL196C,pathway enzyme,yeast9_metabolic,3,44,44,9,558,499,0.8942652329749103,6
ELO2,YCR034W,pathway enzyme,yeast9_metabolic,1,14,14,5,141,119,0.8439716312056738,14
ELO2,YCR034W,pathway enzyme,yeast9_metabolic,2,40,40,8,493,451,0.9148073022312373,14
ELO2,YCR034W,pathway enzyme,yeast9_metabolic,3,74,74,11,820,758,0.9243902439024391,14
ELO3,YLR372W,pathway enzyme,yeast9_metabolic,1,13,13,5,141,119,0.8439716312056738,13
ELO3,YLR372W,pathway enzyme,yeast9_metabolic,2,40,40,8,493,451,0.9148073022312373,13
ELO3,YLR372W,pathway enzyme,yeast9_metabolic,3,74,74,11,820,758,0.9243902439024391,13
OLE1,YGL055W,pathway enzyme,yeast9_metabolic,1,13,13,5,130,103,0.7923076923076923,13
OLE1,YGL055W,pathway enzyme,yeast9_metabolic,2,37,37,8,480,439,0.9145833333333333,13
OLE1,YGL055W,pathway enzyme,yeast9_metabolic,3,64,64,9,849,790,0.9305064782096584,13
FAA1,YOR317W,pathway enzyme,yeast9_metabolic,1,25,25,8,230,189,0.8217391304347826,25
FAA1,YOR317W,pathway enzyme,yeast9_metabolic,2,43,43,9,557,498,0.8940754039497307,25
FAA1,YOR317W,pathway enzyme,yeast9_metabolic,3,75,75,11,908,847,0.9328193832599119,25
FAA2,YER015W,pathway enzyme,yeast9_metabolic,1,9,9,4,92,56,0.6086956521739131,9
FAA2,YER015W,pathway enzyme,yeast9_metabolic,2,43,43,11,358,303,0.8463687150837989,9
FAA2,YER015W,pathway enzyme,yeast9_metabolic,3,177,177,12,824,768,0.9320388349514563,9
FAA3,YIL009W,pathway enzyme,yeast9_metabolic,1,3,3,3,22,0,0.0,3
FAA3,YIL009W,pathway enzyme,yeast9_metabolic,2,31,31,9,302,245,0.8112582781456954,3
FAA3,YIL009W,pathway enzyme,yeast9_metabolic,3,55,55,11,615,556,0.9040650406504065,3
FAA4,YMR246W,pathway enzyme,yeast9_metabolic,1,25,25,8,232,189,0.8146551724137931,25
FAA4,YMR246W,pathway enzyme,yeast9_metabolic,2,43,43,9,559,498,0.8908765652951699,25
FAA4,YMR246W,pathway enzyme,yeast9_metabolic,3,75,75,11,910,847,0.9307692307692308,25
POX1,YGL205W,pathway enzyme,yeast9_metabolic,1,11,11,1,105,95,0.9047619047619048,11
POX1,YGL205W,pathway enzyme,yeast9_metabolic,2,82,82,6,255,227,0.8901960784313725,11
POX1,YGL205W,pathway enzyme,yeast9_metabolic,3,425,425,12,970,924,0.9525773195876288,11
SLC1,YDL052C,pathway enzyme,yeast9_metabolic,1,16,16,3,216,192,0.8888888888888888,16
SLC1,YDL052C,pathway enzyme,yeast9_metabolic,2,37,37,8,478,435,0.9100418410041841,16
SLC1,YDL052C,pathway enzyme,yeast9_metabolic,3,85,85,9,1010,949,0.9396039603960396,16
YAL054C,YAL054C,adjacent enzyme,yeast9_metabolic,1,51,51,3,107,104,0.9719626168224299,51
YAL054C,YAL054C,adjacent enzyme,yeast9_metabolic,2,264,264,3,455,452,0.9934065934065934,51
YAL054C,YAL054C,adjacent enzyme,yeast9_metabolic,3,661,661,5,1004,973,0.9691235059760956,51
YAR035W,YAR035W,adjacent enzyme,yeast9_metabolic,1,25,25,3,35,32,0.9142857142857143,25
YAR035W,YAR035W,adjacent enzyme,yeast9_metabolic,2,129,129,3,302,299,0.9900662251655629,25
YAR035W,YAR035W,adjacent enzyme,yeast9_metabolic,3,571,571,5,886,855,0.9650112866817155,25
YBL011W,YBL011W,adjacent enzyme,yeast9_metabolic,1,12,12,5,137,109,0.7956204379562044,12
YBL011W,YBL011W,adjacent enzyme,yeast9_metabolic,2,35,35,9,441,398,0.9024943310657596,12
YBL011W,YBL011W,adjacent enzyme,yeast9_metabolic,3,50,50,10,640,579,0.9046875,12
YBR029C,YBR029C,adjacent enzyme,yeast9_metabolic,1,9,9,1,92,84,0.9130434782608695,9
YBR029C,YBR029C,adjacent enzyme,yeast9_metabolic,2,62,62,4,816,792,0.9705882352941176,9
YBR029C,YBR029C,adjacent enzyme,yeast9_metabolic,3,436,436,10,1607,1546,0.9620410703173615,9
YBR041W,YBR041W,adjacent enzyme,yeast9_metabolic,1,8,8,3,48,33,0.6875,8
YBR041W,YBR041W,adjacent enzyme,yeast9_metabolic,2,36,36,11,228,173,0.7587719298245614,8
YBR041W,YBR041W,adjacent enzyme,yeast9_metabolic,3,153,153,13,722,658,0.9113573407202216,8
YBR042C,YBR042C,adjacent enzyme,yeast9_metabolic,1,12,12,5,159,138,0.8679245283018868,12
YBR042C,YBR042C,adjacent enzyme,yeast9_metabolic,2,52,52,9,699,656,0.9384835479256081,12
YBR042C,YBR042C,adjacent enzyme,yeast9_metabolic,3,245,245,10,1124,1063,0.9457295373665481,12
YBR159W,YBR159W,adjacent enzyme,yeast9_metabolic,1,4,4,3,14,7,0.5,4
YBR159W,YBR159W,adjacent enzyme,yeast9_metabolic,2,15,15,6,142,119,0.8380281690140845,4
YBR159W,YBR159W,adjacent enzyme,yeast9_metabolic,3,40,40,9,487,444,0.9117043121149897,4
YBR204C,YBR204C,adjacent enzyme,yeast9_metabolic,1,10,10,2,156,138,0.8846153846153846,10
YBR204C,YBR204C,adjacent enzyme,yeast9_metabolic,2,31,31,9,400,357,0.8925,10
YBR204C,YBR204C,adjacent enzyme,yeast9_metabolic,3,46,46,10,591,530,0.8967851099830795,10
YBR208C,YBR208C,adjacent enzyme,yeast9_metabolic,1,50,50,1,58,57,0.9827586206896551,50
YBR208C,YBR208C,adjacent enzyme,yeast9_metabolic,2,323,323,3,524,521,0.9942748091603053,50
YBR208C,YBR208C,adjacent enzyme,yeast9_metabolic,3,704,704,4,1064,1043,0.9802631578947368,50
YBR218C,YBR218C,adjacent enzyme,yeast9_metabolic,1,42,42,1,78,77,0.9871794871794872,42
YBR218C,YBR218C,adjacent enzyme,yeast9_metabolic,2,372,372,3,480,477,0.99375,42
YBR218C,YBR218C,adjacent enzyme,yeast9_metabolic,3,686,686,4,984,963,0.9786585365853658,42
YCR048W,YCR048W,adjacent enzyme,yeast9_metabolic,1,18,18,6,284,255,0.897887323943662,18
YCR048W,YCR048W,adjacent enzyme,yeast9_metabolic,2,41,41,9,522,479,0.9176245210727969,18
YCR048W,YCR048W,adjacent enzyme,yeast9_metabolic,3,69,69,10,912,851,0.9331140350877193,18
YCR068W,YCR068W,adjacent enzyme,yeast9_metabolic,1,10,10,2,156,138,0.8846153846153846,10
