seed_gene,seed_orf,class,graph,k,n_reached,n_metabolic,n_on_locus,n_reactions_touched,n_reactions_off_locus,share_off_locus,out_degree
OPI1,YHL020C,regulator,string12_0_neighborhood,1,0,0,0,0,0,,0
OPI1,YHL020C,regulator,string12_0_neighborhood,2,0,0,0,0,0,,0
OPI1,YHL020C,regulator,string12_0_neighborhood,3,0,0,0,0,0,,0
RFX1,YLR176C,regulator,string12_0_neighborhood,1,0,0,0,0,0,,0
RFX1,YLR176C,regulator,string12_0_neighborhood,2,0,0,0,0,0,,0
RFX1,YLR176C,regulator,string12_0_neighborhood,3,0,0,0,0,0,,0
RGR1,YLR071C,regulator,string12_0_neighborhood,1,0,0,0,0,0,,0
RGR1,YLR071C,regulator,string12_0_neighborhood,2,0,0,0,0,0,,0
RGR1,YLR071C,regulator,string12_0_neighborhood,3,0,0,0,0,0,,0
RPD3,YNL330C,regulator,string12_0_neighborhood,1,96,28,0,50,50,1.0,96
RPD3,YNL330C,regulator,string12_0_neighborhood,2,1874,783,10,1505,1448,0.9621262458471761,96
RPD3,YNL330C,regulator,string12_0_neighborhood,3,2189,863,10,1642,1585,0.9652862362971986,96
SPT3,YDR392W,regulator,string12_0_neighborhood,1,0,0,0,0,0,,0
SPT3,YDR392W,regulator,string12_0_neighborhood,2,0,0,0,0,0,,0
SPT3,YDR392W,regulator,string12_0_neighborhood,3,0,0,0,0,0,,0
TFC7,YOR110W,regulator,string12_0_neighborhood,1,0,0,0,0,0,,0
TFC7,YOR110W,regulator,string12_0_neighborhood,2,0,0,0,0,0,,0
TFC7,YOR110W,regulator,string12_0_neighborhood,3,0,0,0,0,0,,0
YAP6,YDR259C,regulator,string12_0_neighborhood,1,34,22,0,45,45,1.0,34
YAP6,YDR259C,regulator,string12_0_neighborhood,2,1710,776,9,1487,1430,0.9616677874915938,34
YAP6,YDR259C,regulator,string12_0_neighborhood,3,2185,864,10,1642,1585,0.9652862362971986,34
ACC1,YNR016C,pathway enzyme,string12_0_neighborhood,1,244,123,1,370,351,0.9486486486486486,244
ACC1,YNR016C,pathway enzyme,string12_0_neighborhood,2,2020,833,9,1608,1551,0.9645522388059702,244
ACC1,YNR016C,pathway enzyme,string12_0_neighborhood,3,2188,863,9,1642,1585,0.9652862362971986,244
FAS1,YKL182W,pathway enzyme,string12_0_neighborhood,1,126,77,0,269,269,1.0,126
FAS1,YKL182W,pathway enzyme,string12_0_neighborhood,2,1887,808,9,1557,1500,0.9633911368015414,126
FAS1,YKL182W,pathway enzyme,string12_0_neighborhood,3,2189,862,9,1641,1584,0.9652650822669104,126
FAS2,YPL231W,pathway enzyme,string12_0_neighborhood,1,123,78,0,275,275,1.0,123
FAS2,YPL231W,pathway enzyme,string12_0_neighborhood,2,1878,802,9,1549,1492,0.9632020658489348,123
FAS2,YPL231W,pathway enzyme,string12_0_neighborhood,3,2189,862,9,1641,1584,0.9652650822669104,123
ELO1,YJL196C,pathway enzyme,string12_0_neighborhood,1,0,0,0,0,0,,0
ELO1,YJL196C,pathway enzyme,string12_0_neighborhood,2,0,0,0,0,0,,0
ELO1,YJL196C,pathway enzyme,string12_0_neighborhood,3,0,0,0,0,0,,0
ELO2,YCR034W,pathway enzyme,string12_0_neighborhood,1,0,0,0,0,0,,0
ELO2,YCR034W,pathway enzyme,string12_0_neighborhood,2,0,0,0,0,0,,0
ELO2,YCR034W,pathway enzyme,string12_0_neighborhood,3,0,0,0,0,0,,0
ELO3,YLR372W,pathway enzyme,string12_0_neighborhood,1,0,0,0,0,0,,0
ELO3,YLR372W,pathway enzyme,string12_0_neighborhood,2,0,0,0,0,0,,0
ELO3,YLR372W,pathway enzyme,string12_0_neighborhood,3,0,0,0,0,0,,0
OLE1,YGL055W,pathway enzyme,string12_0_neighborhood,1,110,53,5,146,112,0.7671232876712328,110
OLE1,YGL055W,pathway enzyme,string12_0_neighborhood,2,1838,785,9,1569,1514,0.9649458253664754,110
OLE1,YGL055W,pathway enzyme,string12_0_neighborhood,3,2187,862,9,1640,1585,0.9664634146341463,110
FAA1,YOR317W,pathway enzyme,string12_0_neighborhood,1,105,65,3,328,299,0.9115853658536586,105
FAA1,YOR317W,pathway enzyme,string12_0_neighborhood,2,1780,802,9,1568,1513,0.9649234693877551,105
FAA1,YOR317W,pathway enzyme,string12_0_neighborhood,3,2186,862,9,1640,1585,0.9664634146341463,105
FAA2,YER015W,pathway enzyme,string12_0_neighborhood,1,95,58,3,294,265,0.9013605442176871,95
FAA2,YER015W,pathway enzyme,string12_0_neighborhood,2,1777,799,9,1566,1517,0.9687100893997446,95
FAA2,YER015W,pathway enzyme,string12_0_neighborhood,3,2187,862,9,1634,1585,0.9700122399020807,95
FAA3,YIL009W,pathway enzyme,string12_0_neighborhood,1,92,56,3,294,265,0.9013605442176871,92
FAA3,YIL009W,pathway enzyme,string12_0_neighborhood,2,1807,794,9,1563,1510,0.9660908509277031,92
FAA3,YIL009W,pathway enzyme,string12_0_neighborhood,3,2187,862,9,1638,1585,0.9676434676434676,92
FAA4,YMR246W,pathway enzyme,string12_0_neighborhood,1,92,54,3,279,251,0.899641577060932,92
FAA4,YMR246W,pathway enzyme,string12_0_neighborhood,2,1813,790,9,1560,1503,0.9634615384615385,92
FAA4,YMR246W,pathway enzyme,string12_0_neighborhood,3,2188,862,9,1642,1585,0.9652862362971986,92
POX1,YGL205W,pathway enzyme,string12_0_neighborhood,1,129,83,6,381,346,0.9081364829396326,129
POX1,YGL205W,pathway enzyme,string12_0_neighborhood,2,1742,793,9,1518,1479,0.974308300395257,129
POX1,YGL205W,pathway enzyme,string12_0_neighborhood,3,2184,862,9,1624,1585,0.9759852216748769,129
SLC1,YDL052C,pathway enzyme,string12_0_neighborhood,1,197,122,6,455,404,0.8879120879120879,197
SLC1,YDL052C,pathway enzyme,string12_0_neighborhood,2,2025,833,9,1597,1544,0.9668127739511584,197
SLC1,YDL052C,pathway enzyme,string12_0_neighborhood,3,2190,863,9,1638,1585,0.9676434676434676,197
YAL054C,YAL054C,adjacent enzyme,string12_0_neighborhood,1,339,215,4,583,554,0.9502572898799314,339
YAL054C,YAL054C,adjacent enzyme,string12_0_neighborhood,2,2024,845,10,1630,1573,0.9650306748466257,339
YAL054C,YAL054C,adjacent enzyme,string12_0_neighborhood,3,2190,863,10,1641,1584,0.9652650822669104,339
YAR035W,YAR035W,adjacent enzyme,string12_0_neighborhood,1,0,0,0,0,0,,0
YAR035W,YAR035W,adjacent enzyme,string12_0_neighborhood,2,0,0,0,0,0,,0
YAR035W,YAR035W,adjacent enzyme,string12_0_neighborhood,3,0,0,0,0,0,,0
YBL011W,YBL011W,adjacent enzyme,string12_0_neighborhood,1,0,0,0,0,0,,0
YBL011W,YBL011W,adjacent enzyme,string12_0_neighborhood,2,0,0,0,0,0,,0
YBL011W,YBL011W,adjacent enzyme,string12_0_neighborhood,3,0,0,0,0,0,,0
YBR029C,YBR029C,adjacent enzyme,string12_0_neighborhood,1,26,21,0,89,89,1.0,26
YBR029C,YBR029C,adjacent enzyme,string12_0_neighborhood,2,1461,718,9,1419,1380,0.9725158562367865,26
YBR029C,YBR029C,adjacent enzyme,string12_0_neighborhood,3,2178,862,10,1628,1571,0.964987714987715,26
YBR041W,YBR041W,adjacent enzyme,string12_0_neighborhood,1,0,0,0,0,0,,0
YBR041W,YBR041W,adjacent enzyme,string12_0_neighborhood,2,0,0,0,0,0,,0
YBR041W,YBR041W,adjacent enzyme,string12_0_neighborhood,3,0,0,0,0,0,,0
YBR042C,YBR042C,adjacent enzyme,string12_0_neighborhood,1,160,101,6,463,412,0.8898488120950324,160
YBR042C,YBR042C,adjacent enzyme,string12_0_neighborhood,2,1971,824,10,1590,1533,0.9641509433962264,160
YBR042C,YBR042C,adjacent enzyme,string12_0_neighborhood,3,2188,863,10,1640,1583,0.9652439024390244,160
YBR159W,YBR159W,adjacent enzyme,string12_0_neighborhood,1,372,177,6,564,527,0.9343971631205674,372
YBR159W,YBR159W,adjacent enzyme,string12_0_neighborhood,2,2064,834,10,1599,1542,0.9643527204502814,372
YBR159W,YBR159W,adjacent enzyme,string12_0_neighborhood,3,2190,863,10,1635,1578,0.9651376146788991,372
YBR204C,YBR204C,adjacent enzyme,string12_0_neighborhood,1,50,28,0,68,68,1.0,50
YBR204C,YBR204C,adjacent enzyme,string12_0_neighborhood,2,1668,732,10,1453,1396,0.9607708189951824,50
YBR204C,YBR204C,adjacent enzyme,string12_0_neighborhood,3,2182,861,10,1642,1585,0.9652862362971986,50
YBR208C,YBR208C,adjacent enzyme,string12_0_neighborhood,1,936,481,7,963,910,0.944963655244029,936
YBR208C,YBR208C,adjacent enzyme,string12_0_neighborhood,2,2128,852,10,1628,1571,0.964987714987715,936
YBR208C,YBR208C,adjacent enzyme,string12_0_neighborhood,3,2190,863,10,1640,1583,0.9652439024390244,936
YBR218C,YBR218C,adjacent enzyme,string12_0_neighborhood,1,71,58,0,87,86,0.9885057471264368,71
YBR218C,YBR218C,adjacent enzyme,string12_0_neighborhood,2,1697,774,10,1525,1468,0.9626229508196721,71
YBR218C,YBR218C,adjacent enzyme,string12_0_neighborhood,3,2186,862,10,1642,1585,0.9652862362971986,71
YCR048W,YCR048W,adjacent enzyme,string12_0_neighborhood,1,0,0,0,0,0,,0
YCR048W,YCR048W,adjacent enzyme,string12_0_neighborhood,2,0,0,0,0,0,,0
YCR048W,YCR048W,adjacent enzyme,string12_0_neighborhood,3,0,0,0,0,0,,0
YCR068W,YCR068W,adjacent enzyme,string12_0_neighborhood,1,0,0,0,0,0,,0
YCR068W,YCR068W,adjacent enzyme,string12_0_neighborhood,2,0,0,0,0,0,,0
YCR068W,YCR068W,adjacent enzyme,string12_0_neighborhood,3,0,0,0,0,0,,0
YDL015C,YDL015C,adjacent enzyme,string12_0_neighborhood,1,0,0,0,0,0,,0
YDL015C,YDL015C,adjacent enzyme,string12_0_neighborhood,2,0,0,0,0,0,,0
YDL015C,YDL015C,adjacent enzyme,string12_0_neighborhood,3,0,0,0,0,0,,0
YDL040C,YDL040C,adjacent enzyme,string12_0_neighborhood,1,0,0,0,0,0,,0
YDL040C,YDL040C,adjacent enzyme,string12_0_neighborhood,2,0,0,0,0,0,,0
YDL040C,YDL040C,adjacent enzyme,string12_0_neighborhood,3,0,0,0,0,0,,0
YDL141W,YDL141W,adjacent enzyme,string12_0_neighborhood,1,314,183,5,517,482,0.9323017408123792,314
YDL141W,YDL141W,adjacent enzyme,string12_0_neighborhood,2,2072,839,10,1608,1551,0.9645522388059702,314
YDL141W,YDL141W,adjacent enzyme,string12_0_neighborhood,3,2190,863,10,1641,1584,0.9652650822669104,314
YDR071C,YDR071C,adjacent enzyme,string12_0_neighborhood,1,31,15,0,24,24,1.0,31
YDR071C,YDR071C,adjacent enzyme,string12_0_neighborhood,2,1638,707,6,1343,1312,0.9769173492181683,31
YDR071C,YDR071C,adjacent enzyme,string12_0_neighborhood,3,2187,863,10,1641,1584,0.9652650822669104,31
YDR256C,YDR256C,adjacent enzyme,string12_0_neighborhood,1,127,52,1,95,77,0.8105263157894737,127
YDR256C,YDR256C,adjacent enzyme,string12_0_neighborhood,2,1765,794,10,1529,1472,0.9627207325049052,127
YDR256C,YDR256C,adjacent enzyme,string12_0_neighborhood,3,2182,862,10,1641,1584,0.9652650822669104,127
YEL066W,YEL066W,adjacent enzyme,string12_0_neighborhood,1,26,11,0,15,15,1.0,26
YEL066W,YEL066W,adjacent enzyme,string12_0_neighborhood,2,1418,669,6,1315,1284,0.976425855513308,26
YEL066W,YEL066W,adjacent enzyme,string12_0_neighborhood,3,2177,861,10,1639,1582,0.9652226967663209,26
YER024W,YER024W,adjacent enzyme,string12_0_neighborhood,1,0,0,0,0,0,,0
YER024W,YER024W,adjacent enzyme,string12_0_neighborhood,2,0,0,0,0,0,,0
YER024W,YER024W,adjacent enzyme,string12_0_neighborhood,3,0,0,0,0,0,,0
YFL017C,YFL017C,adjacent enzyme,string12_0_neighborhood,1,26,15,0,25,25,1.0,26
YFL017C,YFL017C,adjacent enzyme,string12_0_neighborhood,2,1605,734,10,1428,1371,0.9600840336134454,26
YFL017C,YFL017C,adjacent enzyme,string12_0_neighborhood,3,2180,862,10,1640,1583,0.9652439024390244,26
YGL062W,YGL062W,adjacent enzyme,string12_0_neighborhood,1,77,64,0,108,107,0.9907407407407407,77
YGL062W,YGL062W,adjacent enzyme,string12_0_neighborhood,2,1729,792,10,1548,1491,0.9631782945736435,77
YGL062W,YGL062W,adjacent enzyme,string12_0_neighborhood,3,2186,862,10,1642,1585,0.9652862362971986,77
YGL169W,YGL169W,adjacent enzyme,string12_0_neighborhood,1,291,139,1,193,192,0.9948186528497409,291
YGL169W,YGL169W,adjacent enzyme,string12_0_neighborhood,2,2074,834,10,1601,1544,0.9643972517176764,291
YGL169W,YGL169W,adjacent enzyme,string12_0_neighborhood,3,2190,863,10,1641,1584,0.9652650822669104,291
YGR015C,YGR015C,adjacent enzyme,string12_0_neighborhood,1,90,51,1,227,221,0.973568281938326,90
YGR015C,YGR015C,adjacent enzyme,string12_0_neighborhood,2,1789,797,10,1527,1470,0.962671905697446,90
YGR015C,YGR015C,adjacent enzyme,string12_0_neighborhood,3,2185,862,10,1641,1584,0.9652650822669104,90
YGR177C,YGR177C,adjacent enzyme,string12_0_neighborhood,1,2,1,0,1,1,1.0,2
YGR177C,YGR177C,adjacent enzyme,string12_0_neighborhood,2,114,50,0,140,140,1.0,2
YGR177C,YGR177C,adjacent enzyme,string12_0_neighborhood,3,1891,807,10,1551,1494,0.9632495164410058,2
YGR209C,YGR209C,adjacent enzyme,string12_0_neighborhood,1,144,79,0,135,135,1.0,144
YGR209C,YGR209C,adjacent enzyme,string12_0_neighborhood,2,1949,818,10,1587,1530,0.9640831758034026,144
YGR209C,YGR209C,adjacent enzyme,string12_0_neighborhood,3,2189,863,10,1638,1581,0.9652014652014652,144
YHR013C,YHR013C,adjacent enzyme,string12_0_neighborhood,1,0,0,0,0,0,,0
YHR013C,YHR013C,adjacent enzyme,string12_0_neighborhood,2,0,0,0,0,0,,0
YHR013C,YHR013C,adjacent enzyme,string12_0_neighborhood,3,0,0,0,0,0,,0
YIL124W,YIL124W,adjacent enzyme,string12_0_neighborhood,1,183,110,5,386,357,0.9248704663212435,183
YIL124W,YIL124W,adjacent enzyme,string12_0_neighborhood,2,1833,820,10,1586,1529,0.9640605296343001,183
YIL124W,YIL124W,adjacent enzyme,string12_0_neighborhood,3,2185,863,10,1634,1577,0.9651162790697675,183
YIL160C,YIL160C,adjacent enzyme,string12_0_neighborhood,1,282,169,6,560,511,0.9125,282
YIL160C,YIL160C,adjacent enzyme,string12_0_neighborhood,2,1957,831,10,1591,1534,0.9641734758013828,282
YIL160C,YIL160C,adjacent enzyme,string12_0_neighborhood,3,2189,863,10,1624,1567,0.9649014778325123,282
YIR031C,YIR031C,adjacent enzyme,string12_0_neighborhood,1,57,46,1,72,70,0.9722222222222222,57
YIR031C,YIR031C,adjacent enzyme,string12_0_neighborhood,2,1627,764,10,1475,1418,0.9613559322033899,57
YIR031C,YIR031C,adjacent enzyme,string12_0_neighborhood,3,2176,862,10,1642,1585,0.9652862362971986,57
YJL130C,YJL130C,adjacent enzyme,string12_0_neighborhood,1,221,136,1,166,165,0.9939759036144579,221
YJL130C,YJL130C,adjacent enzyme,string12_0_neighborhood,2,2049,832,10,1589,1532,0.9641283826305853,221
YJL130C,YJL130C,adjacent enzyme,string12_0_neighborhood,3,2189,862,10,1641,1584,0.9652650822669104,221
YJR019C,YJR019C,adjacent enzyme,string12_0_neighborhood,1,49,34,0,210,206,0.9809523809523809,49
YJR019C,YJR019C,adjacent enzyme,string12_0_neighborhood,2,1630,737,10,1494,1437,0.9618473895582329,49
YJR019C,YJR019C,adjacent enzyme,string12_0_neighborhood,3,2183,862,10,1632,1575,0.9650735294117647,49
YJR109C,YJR109C,adjacent enzyme,string12_0_neighborhood,1,190,128,1,152,151,0.993421052631579,190
YJR109C,YJR109C,adjacent enzyme,string12_0_neighborhood,2,2009,823,10,1583,1526,0.9639924194567278,190
YJR109C,YJR109C,adjacent enzyme,string12_0_neighborhood,3,2188,862,10,1642,1585,0.9652862362971986,190
YKL094W,YKL094W,adjacent enzyme,string12_0_neighborhood,1,215,118,7,508,455,0.8956692913385826,215
YKL094W,YKL094W,adjacent enzyme,string12_0_neighborhood,2,1954,826,10,1586,1529,0.9640605296343001,215
YKL094W,YKL094W,adjacent enzyme,string12_0_neighborhood,3,2187,862,10,1638,1581,0.9652014652014652,215
YKL140W,YKL140W,adjacent enzyme,string12_0_neighborhood,1,106,63,2,378,372,0.9841269841269841,106
YKL140W,YKL140W,adjacent enzyme,string12_0_neighborhood,2,1811,809,10,1556,1499,0.9633676092544987,106
YKL140W,YKL140W,adjacent enzyme,string12_0_neighborhood,3,2186,862,10,1642,1585,0.9652862362971986,106
YKL188C,YKL188C,adjacent enzyme,string12_0_neighborhood,1,6,4,0,3,3,1.0,6
YKL188C,YKL188C,adjacent enzyme,string12_0_neighborhood,2,451,272,2,525,522,0.9942857142857143,6
YKL188C,YKL188C,adjacent enzyme,string12_0_neighborhood,3,2105,850,10,1620,1563,0.9648148148148148,6
YKR009C,YKR009C,adjacent enzyme,string12_0_neighborhood,1,247,145,8,555,504,0.9081081081081082,247
YKR009C,YKR009C,adjacent enzyme,string12_0_neighborhood,2,1967,827,10,1557,1500,0.9633911368015414,247
YKR009C,YKR009C,adjacent enzyme,string12_0_neighborhood,3,2189,863,10,1606,1549,0.9645080946450809,247
YKR067W,YKR067W,adjacent enzyme,string12_0_neighborhood,1,0,0,0,0,0,,0
YKR067W,YKR067W,adjacent enzyme,string12_0_neighborhood,2,0,0,0,0,0,,0
YKR067W,YKR067W,adjacent enzyme,string12_0_neighborhood,3,0,0,0,0,0,,0
YKR089C,YKR089C,adjacent enzyme,string12_0_neighborhood,1,73,59,6,384,332,0.8645833333333334,73
YKR089C,YKR089C,adjacent enzyme,string12_0_neighborhood,2,1784,794,10,1541,1484,0.9630110317975341,73
YKR089C,YKR089C,adjacent enzyme,string12_0_neighborhood,3,2184,862,10,1626,1569,0.9649446494464945,73
YLL012W,YLL012W,adjacent enzyme,string12_0_neighborhood,1,103,62,2,302,296,0.9801324503311258,103
YLL012W,YLL012W,adjacent enzyme,string12_0_neighborhood,2,1840,808,10,1541,1484,0.9630110317975341,103
YLL012W,YLL012W,adjacent enzyme,string12_0_neighborhood,3,2186,862,10,1634,1577,0.9651162790697675,103
YLR043C,YLR043C,adjacent enzyme,string12_0_neighborhood,1,149,87,0,142,142,1.0,149
YLR043C,YLR043C,adjacent enzyme,string12_0_neighborhood,2,1956,815,10,1587,1530,0.9640831758034026,149
YLR043C,YLR043C,adjacent enzyme,string12_0_neighborhood,3,2189,863,10,1642,1585,0.9652862362971986,149
YLR109W,YLR109W,adjacent enzyme,string12_0_neighborhood,1,43,19,0,43,43,1.0,43
YLR109W,YLR109W,adjacent enzyme,string12_0_neighborhood,2,1584,704,10,1421,1364,0.9598874032371569,43
YLR109W,YLR109W,adjacent enzyme,string12_0_neighborhood,3,2179,861,10,1641,1584,0.9652650822669104,43
YLR153C,YLR153C,adjacent enzyme,string12_0_neighborhood,1,345,226,4,601,572,0.9517470881863561,345
YLR153C,YLR153C,adjacent enzyme,string12_0_neighborhood,2,2041,845,10,1624,1567,0.9649014778325123,345
YLR153C,YLR153C,adjacent enzyme,string12_0_neighborhood,3,2190,863,10,1641,1584,0.9652650822669104,345
YLR284C,YLR284C,adjacent enzyme,string12_0_neighborhood,1,219,110,6,445,396,0.8898876404494382,219
YLR284C,YLR284C,adjacent enzyme,string12_0_neighborhood,2,1884,810,10,1563,1506,0.963531669865643,219
YLR284C,YLR284C,adjacent enzyme,string12_0_neighborhood,3,2186,862,10,1636,1579,0.965158924205379,219
YML059C,YML059C,adjacent enzyme,string12_0_neighborhood,1,177,101,4,290,260,0.896551724137931,177
YML059C,YML059C,adjacent enzyme,string12_0_neighborhood,2,1967,817,10,1561,1504,0.9634849455477258,177
YML059C,YML059C,adjacent enzyme,string12_0_neighborhood,3,2189,862,10,1630,1573,0.9650306748466257,177
YMR165C,YMR165C,adjacent enzyme,string12_0_neighborhood,1,0,0,0,0,0,,0
YMR165C,YMR165C,adjacent enzyme,string12_0_neighborhood,2,0,0,0,0,0,,0
YMR165C,YMR165C,adjacent enzyme,string12_0_neighborhood,3,0,0,0,0,0,,0
YMR313C,YMR313C,adjacent enzyme,string12_0_neighborhood,1,58,45,6,350,298,0.8514285714285714,58
YMR313C,YMR313C,adjacent enzyme,string12_0_neighborhood,2,1691,783,10,1515,1458,0.9623762376237623,58
YMR313C,YMR313C,adjacent enzyme,string12_0_neighborhood,3,2185,863,10,1630,1573,0.9650306748466257,58
YNL036W,YNL036W,adjacent enzyme,string12_0_neighborhood,1,159,106,1,211,210,0.995260663507109,159
YNL036W,YNL036W,adjacent enzyme,string12_0_neighborhood,2,1959,824,10,1601,1544,0.9643972517176764,159
YNL036W,YNL036W,adjacent enzyme,string12_0_neighborhood,3,2187,861,10,1640,1583,0.9652439024390244,159
YNL104C,YNL104C,adjacent enzyme,string12_0_neighborhood,1,231,167,2,282,263,0.9326241134751773,231
YNL104C,YNL104C,adjacent enzyme,string12_0_neighborhood,2,1990,833,10,1590,1533,0.9641509433962264,231
YNL104C,YNL104C,adjacent enzyme,string12_0_neighborhood,3,2190,863,10,1641,1584,0.9652650822669104,231
YNL117W,YNL117W,adjacent enzyme,string12_0_neighborhood,1,63,51,1,81,79,0.9753086419753086,63
YNL117W,YNL117W,adjacent enzyme,string12_0_neighborhood,2,1693,779,10,1518,1461,0.9624505928853755,63
YNL117W,YNL117W,adjacent enzyme,string12_0_neighborhood,3,2181,862,10,1641,1584,0.9652650822669104,63
YNL277W,YNL277W,adjacent enzyme,string12_0_neighborhood,1,249,157,1,388,370,0.9536082474226805,249
YNL277W,YNL277W,adjacent enzyme,string12_0_neighborhood,2,1977,832,10,1601,1544,0.9643972517176764,249
YNL277W,YNL277W,adjacent enzyme,string12_0_neighborhood,3,2188,862,10,1641,1584,0.9652650822669104,249
YNR019W,YNR019W,adjacent enzyme,string12_0_neighborhood,1,0,0,0,0,0,,0
YNR019W,YNR019W,adjacent enzyme,string12_0_neighborhood,2,0,0,0,0,0,,0
YNR019W,YNR019W,adjacent enzyme,string12_0_neighborhood,3,0,0,0,0,0,,0
YOR081C,YOR081C,adjacent enzyme,string12_0_neighborhood,1,66,51,6,372,320,0.8602150537634409,66
YOR081C,YOR081C,adjacent enzyme,string12_0_neighborhood,2,1764,789,10,1532,1475,0.9627937336814621,66
YOR081C,YOR081C,adjacent enzyme,string12_0_neighborhood,3,2185,862,10,1642,1585,0.9652862362971986,66
YOR108W,YOR108W,adjacent enzyme,string12_0_neighborhood,1,247,178,2,306,287,0.9379084967320261,247
YOR108W,YOR108W,adjacent enzyme,string12_0_neighborhood,2,2024,834,10,1607,1550,0.9645301804604853,247
YOR108W,YOR108W,adjacent enzyme,string12_0_neighborhood,3,2190,863,10,1642,1585,0.9652862362971986,247
YOR175C,YOR175C,adjacent enzyme,string12_0_neighborhood,1,0,0,0,0,0,,0
YOR175C,YOR175C,adjacent enzyme,string12_0_neighborhood,2,0,0,0,0,0,,0
YOR175C,YOR175C,adjacent enzyme,string12_0_neighborhood,3,0,0,0,0,0,,0
YOR245C,YOR245C,adjacent enzyme,string12_0_neighborhood,1,0,0,0,0,0,,0
YOR245C,YOR245C,adjacent enzyme,string12_0_neighborhood,2,0,0,0,0,0,,0
YOR245C,YOR245C,adjacent enzyme,string12_0_neighborhood,3,0,0,0,0,0,,0
YOR253W,YOR253W,adjacent enzyme,string12_0_neighborhood,1,4,1,0,1,1,1.0,4
YOR253W,YOR253W,adjacent enzyme,string12_0_neighborhood,2,262,179,3,357,324,0.907563025210084,4
YOR253W,YOR253W,adjacent enzyme,string12_0_neighborhood,3,2049,835,10,1618,1561,0.9647713226205191,4
YOR303W,YOR303W,adjacent enzyme,string12_0_neighborhood,1,184,123,1,144,143,0.9930555555555556,184
YOR303W,YOR303W,adjacent enzyme,string12_0_neighborhood,2,2001,818,10,1582,1525,0.9639696586599241,184
YOR303W,YOR303W,adjacent enzyme,string12_0_neighborhood,3,2190,863,10,1642,1585,0.9652862362971986,184
YOR311C,YOR311C,adjacent enzyme,string12_0_neighborhood,1,24,18,0,128,124,0.96875,24
YOR311C,YOR311C,adjacent enzyme,string12_0_neighborhood,2,1180,593,10,1280,1223,0.95546875,24
YOR311C,YOR311C,adjacent enzyme,string12_0_neighborhood,3,2169,860,10,1633,1576,0.9650949173300674,24
YOR377W,YOR377W,adjacent enzyme,string12_0_neighborhood,1,2,1,0,1,1,1.0,2
YOR377W,YOR377W,adjacent enzyme,string12_0_neighborhood,2,114,50,0,140,140,1.0,2
YOR377W,YOR377W,adjacent enzyme,string12_0_neighborhood,3,1891,807,10,1551,1494,0.9632495164410058,2
YPL028W,YPL028W,adjacent enzyme,string12_0_neighborhood,1,278,173,6,488,439,0.8995901639344263,278
YPL028W,YPL028W,adjacent enzyme,string12_0_neighborhood,2,1958,830,10,1608,1551,0.9645522388059702,278
YPL028W,YPL028W,adjacent enzyme,string12_0_neighborhood,3,2189,863,10,1640,1583,0.9652439024390244,278
YPL147W,YPL147W,adjacent enzyme,string12_0_neighborhood,1,9,6,0,5,5,1.0,9
YPL147W,YPL147W,adjacent enzyme,string12_0_neighborhood,2,903,514,10,996,939,0.9427710843373494,9
YPL147W,YPL147W,adjacent enzyme,string12_0_neighborhood,3,2157,858,10,1635,1578,0.9651376146788991,9
YPR193C,YPR193C,adjacent enzyme,string12_0_neighborhood,1,23,12,0,16,16,1.0,23
YPR193C,YPR193C,adjacent enzyme,string12_0_neighborhood,2,1396,668,6,1306,1275,0.9762633996937213,23
YPR193C,YPR193C,adjacent enzyme,string12_0_neighborhood,3,2173,861,10,1640,1583,0.9652439024390244,23
FKH1,YIL131C,regulator,string12_0_fusion,1,0,0,0,0,0,,0
FKH1,YIL131C,regulator,string12_0_fusion,2,0,0,0,0,0,,0
FKH1,YIL131C,regulator,string12_0_fusion,3,0,0,0,0,0,,0
GCN5,YGR252W,regulator,string12_0_fusion,1,10,1,0,2,2,1.0,10
GCN5,YGR252W,regulator,string12_0_fusion,2,184,34,0,99,99,1.0,10
GCN5,YGR252W,regulator,string12_0_fusion,3,999,294,4,757,727,0.9603698811096433,10
MED4,YOR174W,regulator,string12_0_fusion,1,0,0,0,0,0,,0
MED4,YOR174W,regulator,string12_0_fusion,2,0,0,0,0,0,,0
MED4,YOR174W,regulator,string12_0_fusion,3,0,0,0,0,0,,0
OPI1,YHL020C,regulator,string12_0_fusion,1,0,0,0,0,0,,0
OPI1,YHL020C,regulator,string12_0_fusion,2,0,0,0,0,0,,0
OPI1,YHL020C,regulator,string12_0_fusion,3,0,0,0,0,0,,0
RFX1,YLR176C,regulator,string12_0_fusion,1,0,0,0,0,0,,0
RFX1,YLR176C,regulator,string12_0_fusion,2,0,0,0,0,0,,0
RFX1,YLR176C,regulator,string12_0_fusion,3,0,0,0,0,0,,0
RGR1,YLR071C,regulator,string12_0_fusion,1,0,0,0,0,0,,0
RGR1,YLR071C,regulator,string12_0_fusion,2,0,0,0,0,0,,0
RGR1,YLR071C,regulator,string12_0_fusion,3,0,0,0,0,0,,0
RPD3,YNL330C,regulator,string12_0_fusion,1,24,0,0,0,0,,24
RPD3,YNL330C,regulator,string12_0_fusion,2,297,55,0,111,111,1.0,24
RPD3,YNL330C,regulator,string12_0_fusion,3,1436,459,7,950,913,0.9610526315789474,24
SPT3,YDR392W,regulator,string12_0_fusion,1,5,1,0,8,8,1.0,5
SPT3,YDR392W,regulator,string12_0_fusion,2,23,5,0,13,13,1.0,5
