orf,self_value,self_rank,n_genes,self_present,version
YLR012C,,,4692,False,nadal_stored
YLR013W,,,4739,False,nadal_stored
YLR016C,,,3763,False,nadal_stored
YBR232C,,,2914,False,nadal_stored
YLR017W,-0.617853,875.0,4963,True,nadal_stored
YLR019W,0.00458562,1542.0,3848,True,nadal_stored
YLR020C,0.10699979,1955.0,3924,True,nadal_stored
YLR023C,1.5782305,2415.0,2941,True,nadal_stored
YLR024C,-0.08596664,992.0,3935,True,nadal_stored
YLR025W,-1.0213248,473.0,4821,True,nadal_stored
YLR028C,4.4247046,2594.0,2610,True,nadal_stored
YLR030W,,,3970,False,nadal_stored
YLR031W,,,3923,False,nadal_stored
YLR034C,-0.4316598,1017.0,5074,True,nadal_stored
YBL022C,-1.2917476,272.0,4423,True,nadal_stored
YBR233W,-1.6471875,126.0,4727,True,nadal_stored
YLR038C,-1.23605,260.0,3380,True,nadal_stored
YLR042C,-0.53770417,603.0,3005,True,nadal_stored
YLR043C,-1.2895594,252.0,4451,True,nadal_stored
YLR044C,-0.5282724,317.0,2546,True,nadal_stored
YLR046C,-0.88785875,646.0,4254,True,nadal_stored
YLR049C,-0.04556908,1281.0,3595,True,nadal_stored
YLR050C,1.4309053,4817.0,5011,True,nadal_stored
YLR057W,-0.14903538,2004.0,5098,True,nadal_stored
YLR058C,-1.013917,377.0,3991,True,nadal_stored
YLR059C,-1.6163828,125.0,4967,True,nadal_stored
YBR235W,0.18083356,1571.0,3513,True,nadal_stored
YLR061W,,,4583,False,nadal_stored
YLR063W,,,4886,False,nadal_stored
YLR064W,-1.2790929,224.0,5287,True,nadal_stored
YLR067C,,,4721,False,nadal_stored
YLR068W,-0.8730606,536.0,3702,True,nadal_stored
YLR069C,0.56679887,3227.0,4733,True,nadal_stored
YLR070C,0.99507415,4823.0,5210,True,nadal_stored
YLR072W,0.9390483,4282.0,4813,True,nadal_stored
YLR077W,1.1186392,4307.0,4709,True,nadal_stored
YLR079W,-1.5462621,160.0,3483,True,nadal_stored
YBR238C,,,3208,False,nadal_stored
YLR080W,-0.3527283,1484.0,4995,True,nadal_stored
YLR081W,,,4397,False,nadal_stored
YLR082C,1.2862059,3656.0,4197,True,nadal_stored
YLR083C,-0.8386266,691.0,5014,True,nadal_stored
YLR084C,5.373682,2424.0,2430,True,nadal_stored
YLR085C,1.7955577,3947.0,4141,True,nadal_stored
YLR087C,1.9777157,4461.0,4617,True,nadal_stored
YLR089C,0.20191883,2750.0,4908,True,nadal_stored
YLR090W,-0.53740853,974.0,4647,True,nadal_stored
YLR091W,2.4916773,4085.0,4176,True,nadal_stored
YBR239C,-0.7080668,639.0,5211,True,nadal_stored
YLR092W,,,4517,False,nadal_stored
YLR093C,0.59514004,3641.0,4650,True,nadal_stored
YLR094C,-1.0360347,421.0,4178,True,nadal_stored
YLR095C,-0.42992854,1517.0,4610,True,nadal_stored
YLR096W,0.14232765,2619.0,4745,True,nadal_stored
YLR097C,0.44273677,4179.0,5190,True,nadal_stored
YLR098C,1.1572008,4712.0,5011,True,nadal_stored
YLR099C,0.6645553,4415.0,5233,True,nadal_stored
YLR102C,,,5235,False,nadal_stored
YLR107W,2.3154953,3402.0,3524,True,nadal_stored
YBR241C,-1.266594,218.0,5205,True,nadal_stored
YLR108C,-1.6360636,59.0,3626,True,nadal_stored
YLR109W,-2.150995,36.0,4462,True,nadal_stored
YLR112W,-1.2864774,221.0,4676,True,nadal_stored
YLR113W,-0.34733468,1449.0,4859,True,nadal_stored
YLR114C,,,3791,False,nadal_stored
YLR120C,1.0749485,4256.0,4701,True,nadal_stored
YLR125W,1.4293369,4234.0,4476,True,nadal_stored
YLR126C,0.13628346,3494.0,5275,True,nadal_stored
YLR134W,,,2585,False,nadal_stored
YLR136C,-1.8164194,105.0,4591,True,nadal_stored
YBR244W,-1.4137458,220.0,4990,True,nadal_stored
YLR137W,1.7039741,4819.0,4944,True,nadal_stored
YLR138W,-1.3824117,201.0,5085,True,nadal_stored
YLR139C,3.9412525,4071.0,4075,True,nadal_stored
YLR142W,-1.0876253,404.0,4848,True,nadal_stored
YLR143W,0.5463722,3613.0,4787,True,nadal_stored
YLR144C,0.9272787,4591.0,5005,True,nadal_stored
YLR146C,,,4218,False,nadal_stored
YLR149C,2.2491097,3798.0,3923,True,nadal_stored
YLR150W,-1.8473066,54.0,5309,True,nadal_stored
YLR151C,3.5033698,2933.0,2961,True,nadal_stored
YBR245C,0.28306222,3456.0,4927,True,nadal_stored
YLR152C,-0.2087679,1407.0,4008,True,nadal_stored
YLR154C,-1.1627754,276.0,3732,True,nadal_stored
YLR164W,0.0793389,2675.0,4979,True,nadal_stored
YLR165C,-0.14270091,1990.0,4978,True,nadal_stored
YLR168C,0.30089065,3216.0,4885,True,nadal_stored
YLR172C,-1.3599716,200.0,5177,True,nadal_stored
YLR173W,1.7872709,4362.0,4557,True,nadal_stored
YLR174W,1.3924075,4185.0,4489,True,nadal_stored
YLR176C,0.9682154,4171.0,4760,True,nadal_stored
YLR177W,0.8076032,4361.0,5044,True,nadal_stored
YBR246W,-0.30073866,1373.0,4531,True,nadal_stored
YLR179C,-1.4763546,183.0,4802,True,nadal_stored
YLR180W,-1.503973,164.0,4430,True,nadal_stored
YLR187W,-0.56637746,1082.0,4945,True,nadal_stored
YLR189C,-1.1190008,302.0,5225,True,nadal_stored
YLR191W,,,4511,False,nadal_stored
YLR193C,-2.5716386,10.0,4906,True,nadal_stored
YLR194C,-0.3572817,1528.0,5137,True,nadal_stored
YLR199C,-1.1257336,373.0,4869,True,nadal_stored
YLR200W,-0.8681787,459.0,3887,True,nadal_stored
YLR201C,1.3673013,4023.0,4506,True,nadal_stored
YBR248C,-0.9992715,372.0,5161,True,nadal_stored
YLR203C,,,4780,False,nadal_stored
YLR204W,-1.7421024,86.0,4653,True,nadal_stored
YLR205C,-0.7848794,749.0,4850,True,nadal_stored
YLR206W,-0.34184992,1497.0,5038,True,nadal_stored
YLR209C,1.1644511,4567.0,4899,True,nadal_stored
YLR210W,0.64738953,4605.0,5251,True,nadal_stored
YLR211C,0.0006313715,1731.0,4229,True,nadal_stored
YLR213C,2.2362504,4594.0,4679,True,nadal_stored
YLR214W,-1.8443019,93.0,4516,True,nadal_stored
YLR216C,-1.29675,217.0,5053,True,nadal_stored
YBR249C,-1.6338971,125.0,4911,True,nadal_stored
YLR217W,,,4498,False,nadal_stored
YLR218C,,,3020,False,nadal_stored
YLR219W,-1.099693,426.0,4754,True,nadal_stored
YLR220W,-0.35118285,1278.0,4702,True,nadal_stored
YLR224W,-1.0333678,344.0,5225,True,nadal_stored
YLR225C,0.7968796,3089.0,3901,True,nadal_stored
YLR231C,2.3934824,4213.0,4282,True,nadal_stored
YLR232W,,,4030,False,nadal_stored
YLR238W,-0.123880744,1839.0,5161,True,nadal_stored
YLR239C,1.2973235,3484.0,3906,True,nadal_stored
YAL037C-A,2.1035445,4729.0,4814,True,nadal_stored
YBL024W,-1.8901873,65.0,2646,True,nadal_stored
YBR250W,,,4652,False,nadal_stored
YLR241W,-0.29272678,1329.0,5396,True,nadal_stored
YLR246W,-0.018019075,2524.0,5363,True,nadal_stored
YLR247C,-1.099112,411.0,4955,True,nadal_stored
YLR248W,-0.70296216,774.0,4916,True,nadal_stored
YLR250W,-1.4114721,276.0,4817,True,nadal_stored
YLR253W,-0.29616457,1562.0,4863,True,nadal_stored
YLR254C,-0.7691897,722.0,4893,True,nadal_stored
YLR255C,,,4490,False,nadal_stored
YLR257W,0.07090048,2998.0,5121,True,nadal_stored
YLR258W,-0.71816885,686.0,4770,True,nadal_stored
YBR259W,0.79809934,4423.0,5114,True,nadal_stored
YLR261C,,,4633,False,nadal_stored
YLR262C-A,-1.2308909,289.0,4992,True,nadal_stored
YLR262C,0.098916605,2310.0,4847,True,nadal_stored
YLR263W,-0.20891657,1619.0,4830,True,nadal_stored
YLR265C,-0.27009335,1235.0,5317,True,nadal_stored
YLR267W,1.7234206,4964.0,5050,True,nadal_stored
YLR268W,-0.4725406,1250.0,4799,True,nadal_stored
YLR270W,0.940332,4587.0,5017,True,nadal_stored
YLR271W,1.3332422,4732.0,4983,True,nadal_stored
YLR273C,-0.05261382,2079.0,5037,True,nadal_stored
YBR260C,0.61808956,4113.0,5017,True,nadal_stored
YLR278C,,,4691,False,nadal_stored
YLR279W,,,3316,False,nadal_stored
YLR280C,,,4635,False,nadal_stored
YLR281C,,,3787,False,nadal_stored
YLR282C,,,3563,False,nadal_stored
YLR283W,1.9346373,3947.0,4068,True,nadal_stored
YLR284C,1.2207719,4648.0,4945,True,nadal_stored
YLR285C-A,,,2507,False,nadal_stored
YLR285W,-1.1517378,255.0,5013,True,nadal_stored
YLR286C,-1.012508,435.0,5084,True,nadal_stored
YBR261C,-0.9305389,395.0,4066,True,nadal_stored
YLR287C-A,,,4396,False,nadal_stored
YLR287C,-0.11623614,1924.0,4922,True,nadal_stored
YLR288C,,,4060,False,nadal_stored
YLR289W,,,4765,False,nadal_stored
YLR290C,1.1850796,4112.0,4519,True,nadal_stored
YLR292C,-0.93411326,527.0,5155,True,nadal_stored
YLR299W,0.05154081,2725.0,5256,True,nadal_stored
YLR300W,-0.6390028,734.0,4919,True,nadal_stored
YLR309C,-0.5714202,1151.0,5000,True,nadal_stored
YLR311C,,,4057,False,nadal_stored
YBR264C,-0.107391834,1448.0,3973,True,nadal_stored
YLR312C-B,,,4744,False,nadal_stored
YLR318W,1.4227506,3937.0,4304,True,nadal_stored
YLR319C,0.56673306,3837.0,4873,True,nadal_stored
YLR320W,1.619687,4104.0,4413,True,nadal_stored
YLR322W,,,3901,False,nadal_stored
YLR324W,-2.3964972,23.0,4696,True,nadal_stored
YLR325C,,,4141,False,nadal_stored
YLR326W,2.8023067,4195.0,4256,True,nadal_stored
YLR331C,,,4621,False,nadal_stored
YLR332W,-0.26830988,1392.0,5185,True,nadal_stored
YBR266C,,,3822,False,nadal_stored
YLR333C,,,5086,False,nadal_stored
YLR334C,,,2397,False,nadal_stored
YLR335W,-0.72224957,643.0,5026,True,nadal_stored
YLR337C,-1.1756678,401.0,4544,True,nadal_stored
YLR338W,,,4600,False,nadal_stored
YLR343W,1.8119687,4631.0,4785,True,nadal_stored
YLR344W,,,4665,False,nadal_stored
YLR345W,0.7434313,4044.0,4826,True,nadal_stored
YLR348C,0.15205348,3002.0,5010,True,nadal_stored
YBR267W,0.3879929,2323.0,3855,True,nadal_stored
YLR349W,,,2988,False,nadal_stored
YLR351C,-0.06974127,2206.0,4947,True,nadal_stored
YLR352W,,,4855,False,nadal_stored
YLR353W,-0.5635239,1057.0,4431,True,nadal_stored
YLR354C,-1.5904942,89.0,3953,True,nadal_stored
YLR356W,-1.6221678,179.0,4762,True,nadal_stored
YLR357W,0.47179043,2343.0,3733,True,nadal_stored
YLR360W,-0.43423626,1280.0,4829,True,nadal_stored
YLR361C-A,-0.7178038,396.0,5485,True,nadal_stored
YLR362W,1.6533097,4855.0,5015,True,nadal_stored
YBR268W,,,4942,False,nadal_stored
YLR363C,-0.7109377,723.0,5002,True,nadal_stored
YLR363W-A,-0.88671076,483.0,5180,True,nadal_stored
YLR364W,-0.58670866,919.0,5024,True,nadal_stored
YLR366W,,,2814,False,nadal_stored
YLR367W,,,5065,False,nadal_stored
YLR368W,-0.2792817,681.0,3526,True,nadal_stored
YLR369W,,,3712,False,nadal_stored
YLR371W,-0.3244185,1488.0,4432,True,nadal_stored
YLR372W,-2.1627915,35.0,4773,True,nadal_stored
YLR373C,,,4071,False,nadal_stored
YBR269C,2.1258705,5001.0,5068,True,nadal_stored
YLR375W,0.03410297,2739.0,4923,True,nadal_stored
YLR376C,1.2775092,4668.0,4980,True,nadal_stored
YLR380W,0.014054061,2314.0,5119,True,nadal_stored
YLR381W,1.1602184,4500.0,4793,True,nadal_stored
YLR382C,2.613009,4874.0,4902,True,nadal_stored
YLR384C,-1.6077594,182.0,4784,True,nadal_stored
YLR386W,-0.47560444,913.0,4845,True,nadal_stored
YLR388W,,,3486,False,nadal_stored
YLR389C,3.7941465,4884.0,4885,True,nadal_stored
YLR390W-A,-1.1410811,334.0,5025,True,nadal_stored
YBR272C,0.6220866,4016.0,4914,True,nadal_stored
YLR390W,,,3453,False,nadal_stored
YLR392C,2.2998927,4489.0,4567,True,nadal_stored
YLR393W,,,3372,False,nadal_stored
YLR394W,0.2053375,3082.0,5057,True,nadal_stored
YLR401C,1.6861392,3175.0,3510,True,nadal_stored
YLR402W,,,3204,False,nadal_stored
YLR404W,0.32856575,3288.0,4897,True,nadal_stored
YLR405W,-0.43863395,1253.0,4752,True,nadal_stored
YLR406C,,,5284,False,nadal_stored
YLR408C,1.4536643,4746.0,4985,True,nadal_stored
YBL028C,-0.387257,1150.0,3776,True,nadal_stored
YBR274W,-0.07620874999999999,2409.0,5293,True,nadal_stored
YLR410W,-0.16966629,2188.0,5064,True,nadal_stored
YLR412W,-2.1806657,58.0,4985,True,nadal_stored
YLR414C,-0.91981184,411.0,5158,True,nadal_stored
YLR415C,,,4243,False,nadal_stored
YLR417W,,,4401,False,nadal_stored
YLR418C,0.057473004,2168.0,4583,True,nadal_stored
YLR419W,0.89197326,4674.0,5102,True,nadal_stored
YLR423C,,,3326,False,nadal_stored
YLR425W,1.4366728,4644.0,4876,True,nadal_stored
YLR426W,0.007911464,2571.0,4859,True,nadal_stored
YLR427W,-0.044344082,2273.0,5126,True,nadal_stored
YLR428C,,,4817,False,nadal_stored
YLR431C,,,2761,False,nadal_stored
YLR433C,0.99034375,3746.0,4518,True,nadal_stored
YLR437C,0.32301047,2346.0,3865,True,nadal_stored
YLR438W,0.60558325,3926.0,4838,True,nadal_stored
YLR441C,,,4772,False,nadal_stored
YLR442C,0.43455648,4374.0,5421,True,nadal_stored
YLR443W,-2.6865785,8.0,5058,True,nadal_stored
YLR444C,,,2398,False,nadal_stored
YBR276C,1.0414844,5006.0,5287,True,nadal_stored
YLR445W,,,4603,False,nadal_stored
YLR446W,,,3603,False,nadal_stored
YLR447C,-1.4728258,222.0,4568,True,nadal_stored
YLR448W,,,4165,False,nadal_stored
YLR449W,-1.3665425,223.0,4753,True,nadal_stored
YLR450W,-1.8392164,87.0,4443,True,nadal_stored
YLR451W,-0.8077103,532.0,5113,True,nadal_stored
YLR454W,-0.5160494,897.0,5295,True,nadal_stored
YLR455W,-0.9268856,358.0,3297,True,nadal_stored
YLR456W,0.27990177,3083.0,4895,True,nadal_stored
YBR277C,,,3259,False,nadal_stored
YLR460C,1.24363,4786.0,5060,True,nadal_stored
YML021C,-0.27912867,1451.0,5273,True,nadal_stored
YML034W,-1.1548547,302.0,4638,True,nadal_stored
YML038C,-0.57993823,792.0,5255,True,nadal_stored
YML042W,4.0857983,3275.0,3297,True,nadal_stored
YML058W-A,3.4575102,5067.0,5071,True,nadal_stored
YML067C,-2.9817505,4.0,4577,True,nadal_stored
YML068W,,,4210,False,nadal_stored
YML074C,-1.1499637,284.0,5193,True,nadal_stored
YML075C,0.08456816,2898.0,5107,True,nadal_stored
YBR278W,0.44364122,3172.0,4680,True,nadal_stored
YML076C,-0.23091084,1653.0,5140,True,nadal_stored
YML086C,0.7423191,3301.0,4275,True,nadal_stored
YML090W,,,3763,False,nadal_stored
YML094W,-2.125241,52.0,3394,True,nadal_stored
YML095C-A,,,3088,False,nadal_stored
YML097C,0.46260107,3446.0,4847,True,nadal_stored
YML099C,,,2621,False,nadal_stored
YML100W-A,,,4773,False,nadal_stored
YML100W,0.100823574,2464.0,4900,True,nadal_stored
YML101C,-2.1057928,47.0,4795,True,nadal_stored
YBR280C,-0.010791429,2086.0,4605,True,nadal_stored
YML102W,0.25592208,2672.0,4830,True,nadal_stored
YML107C,0.4759632,2356.0,3848,True,nadal_stored
YML108W,-1.38608,208.0,4754,True,nadal_stored
YML109W,,,3293,False,nadal_stored
YML110C,0.82044274,4104.0,4908,True,nadal_stored
YML111W,-0.9021965,546.0,4716,True,nadal_stored
YML117W,-1.0886207,356.0,5009,True,nadal_stored
YML118W,,,3749,False,nadal_stored
YML121W,-0.08773695,1798.0,4378,True,nadal_stored
YML122C,2.1123273,4527.0,4605,True,nadal_stored
YBR281C,1.1759082,4017.0,4434,True,nadal_stored
YML124C,-1.3078885,215.0,4651,True,nadal_stored
YML131W,-0.24721783,1650.0,5226,True,nadal_stored
YMR013W-A,,,5195,False,nadal_stored
YMR032W,,,4677,False,nadal_stored
YMR037C,1.3367636,4416.0,4663,True,nadal_stored
YMR052C-A,,,4157,False,nadal_stored
YMR052W,1.3514905,5099.0,5257,True,nadal_stored
YMR053C,,,4868,False,nadal_stored
YMR054W,1.3062435,4193.0,4476,True,nadal_stored
YMR055C,1.2634664,3833.0,4360,True,nadal_stored
YBR282W,,,4317,False,nadal_stored
YMR056C,,,4093,False,nadal_stored
YMR058W,-2.5497777,10.0,4732,True,nadal_stored
YMR062C,,,4569,False,nadal_stored
YMR064W,0.18037021,3231.0,5181,True,nadal_stored
YMR066W,-2.165962,29.0,4776,True,nadal_stored
YMR067C,0.96844757,2977.0,3990,True,nadal_stored
YMR068W,,,4760,False,nadal_stored
YMR069W,4.526885,3332.0,3351,True,nadal_stored
YMR070W,,,4917,False,nadal_stored
YMR071C,-0.6605197,956.0,4670,True,nadal_stored
YBR283C,-1.7070997,87.0,5111,True,nadal_stored
YMR072W,-1.461959,151.0,5140,True,nadal_stored
YMR073C,-0.457006,1158.0,5139,True,nadal_stored
YMR074C,-1.4095749,195.0,5077,True,nadal_stored
YMR075C-A,1.8901119,4734.0,4883,True,nadal_stored
YMR075W,0.012074421,2073.0,4326,True,nadal_stored
YMR081C,,,4414,False,nadal_stored
YMR082C,,,3743,False,nadal_stored
YMR084W,,,2984,False,nadal_stored
YMR085W,,,4046,False,nadal_stored
YMR086W,0.072678916,2408.0,4563,True,nadal_stored
YBR284W,,,4788,False,nadal_stored
YMR088C,-0.26151913,1520.0,5023,True,nadal_stored
YMR089C,-0.6715132,686.0,4789,True,nadal_stored
YMR090W,-0.026083028,2260.0,5081,True,nadal_stored
YMR091C,,,3067,False,nadal_stored
YMR092C,-1.259204,228.0,5025,True,nadal_stored
YMR095C,,,4041,False,nadal_stored
YMR096W,2.4591224,5060.0,5087,True,nadal_stored
YMR097C,-0.8102888,625.0,4759,True,nadal_stored
YMR098C,1.7035335,4011.0,4243,True,nadal_stored
YMR099C,-1.4679614,182.0,5068,True,nadal_stored
YBL029W,-0.12971814,1961.0,4856,True,nadal_stored
YBR286W,-1.5049704,111.0,5372,True,nadal_stored
YMR101C,3.9736588,4893.0,4893,True,nadal_stored
YMR102C,-1.1345819,301.0,4394,True,nadal_stored
YMR103C,1.9745885,3916.0,4069,True,nadal_stored
YMR104C,,,3719,False,nadal_stored
YMR105C,1.7469366,4495.0,4646,True,nadal_stored
YMR106C,2.91721,5280.0,5292,True,nadal_stored
YMR107W,3.337205,4729.0,4735,True,nadal_stored
YMR109W,-0.040854245,2369.0,5132,True,nadal_stored
YMR111C,1.9542499,3613.0,3819,True,nadal_stored
YMR114C,-0.9915194,380.0,5170,True,nadal_stored
YBR287W,1.1878358,4677.0,5029,True,nadal_stored
YMR120C,1.7571279,4579.0,4740,True,nadal_stored
YMR122C,,,4023,False,nadal_stored
YMR130W,-0.5199465,981.0,4931,True,nadal_stored
YMR132C,-0.11287335,1910.0,5214,True,nadal_stored
YMR136W,2.635328,3936.0,4015,True,nadal_stored
YMR137C,0.87083083,4533.0,5045,True,nadal_stored
YMR138W,0.755698,4938.0,5352,True,nadal_stored
YMR143W,,,1971,False,nadal_stored
YMR147W,,,2909,False,nadal_stored
YMR150C,0.16075869,2503.0,4211,True,nadal_stored
YBR288C,0.047179785,3102.0,4983,True,nadal_stored
YMR152W,-1.5067787,251.0,4185,True,nadal_stored
YMR153C-A,,,3157,False,nadal_stored
YMR154C,,,3833,False,nadal_stored
YMR155W,0.5568693,3721.0,4830,True,nadal_stored
YMR157C,-0.761948,770.0,4165,True,nadal_stored
YMR159C,,,3622,False,nadal_stored
YMR160W,,,4542,False,nadal_stored
YMR161W,-1.7489405,100.0,4767,True,nadal_stored
YMR162C,2.6183472,5147.0,5161,True,nadal_stored
YMR163C,-0.0071452344,2219.0,5046,True,nadal_stored
YBR289W,1.8901001,4422.0,4602,True,nadal_stored
YMR164C,3.7870815,2990.0,3043,True,nadal_stored
YMR166C,1.6923169,3578.0,4044,True,nadal_stored
YMR170C,2.469721,4915.0,4938,True,nadal_stored
YMR173W,,,5225,False,nadal_stored
YMR173W-A,,,2654,False,nadal_stored
YMR175W,,,5149,False,nadal_stored
YMR175W-A,,,3014,False,nadal_stored
YMR176W,-0.42700076,1143.0,5011,True,nadal_stored
YMR177W,0.7450762,3767.0,4674,True,nadal_stored
YBR290W,0.12082017,2234.0,4684,True,nadal_stored
YMR178W,-0.15968692,1700.0,4898,True,nadal_stored
YMR179W,0.54261136,2424.0,3752,True,nadal_stored
YMR180C,-0.46578845,1165.0,5088,True,nadal_stored
YMR182W-A,,,3693,False,nadal_stored
YMR184W,-0.6608367,890.0,4797,True,nadal_stored
YMR187C,1.4723511,5177.0,5305,True,nadal_stored
YMR189W,,,4396,False,nadal_stored
YMR190C,,,3634,False,nadal_stored
YMR191W,0.46777633,2835.0,4025,True,nadal_stored
YMR192W,-1.0136312,484.0,4477,True,nadal_stored
YBR292C,,,4557,False,nadal_stored
YMR193C-A,,,4546,False,nadal_stored
YMR194W,,,4609,False,nadal_stored
YMR199W,1.2480495,4949.0,5198,True,nadal_stored
YMR201C,,,5058,False,nadal_stored
YMR202W,-1.5628234,105.0,3800,True,nadal_stored
YMR204C,1.0722075,4177.0,4657,True,nadal_stored
YMR206W,4.2799582,3553.0,3576,True,nadal_stored
YMR207C,2.4444118,5054.0,5106,True,nadal_stored
YMR209C,-0.92190915,295.0,3394,True,nadal_stored
YMR210W,-0.42146072,1175.0,5089,True,nadal_stored
YBR293W,2.6919284,4682.0,4711,True,nadal_stored
YMR214W,-0.39321885,1537.0,4962,True,nadal_stored
YMR219W,0.568919,4076.0,4941,True,nadal_stored
YMR221C,-0.023000525,2589.0,5139,True,nadal_stored
YMR222C,-0.00015315108,1685.0,3826,True,nadal_stored
YMR223W,-0.7093884,698.0,4451,True,nadal_stored
YMR224C,1.8888638,3011.0,3302,True,nadal_stored
YMR225C,,,4469,False,nadal_stored
YMR226C,-0.9922907,338.0,5245,True,nadal_stored
YMR228W,2.1331758,4681.0,4764,True,nadal_stored
YMR230W-A,,,3260,False,nadal_stored
YBR294W,,,5032,False,nadal_stored
YMR230W,,,4924,False,nadal_stored
YMR233W,-0.72675717,688.0,4499,True,nadal_stored
YMR234W,0.23269847,3012.0,4814,True,nadal_stored
YMR237W,0.61357206,3803.0,4827,True,nadal_stored
YMR238W,0.9675606,4142.0,4663,True,nadal_stored
YMR242C,,,3303,False,nadal_stored
YMR243C,-0.35304132,1270.0,4554,True,nadal_stored
YMR244C-A,-0.34425834,1223.0,4441,True,nadal_stored
YMR244W,,,4700,False,nadal_stored
YMR246W,-0.47197014,610.0,3269,True,nadal_stored
YBR295W,1.4068348,5057.0,5213,True,nadal_stored
YMR247C,-2.3899198,34.0,4555,True,nadal_stored
YMR247W-A,,,2638,False,nadal_stored
YMR250W,2.224364,3992.0,4115,True,nadal_stored
YMR251W-A,-1.1041741,448.0,4520,True,nadal_stored
YMR251W,,,2401,False,nadal_stored
YMR252C,0.3369451,3215.0,4744,True,nadal_stored
YMR253C,,,3158,False,nadal_stored
YMR254C,,,2995,False,nadal_stored
YMR255W,-0.95080006,437.0,4354,True,nadal_stored
YMR256C,0.06510254,2713.0,5143,True,nadal_stored
YBR297W,2.4818215,3264.0,3390,True,nadal_stored
YMR257C,1.9293978,3596.0,3865,True,nadal_stored
YMR258C,0.37001157,3380.0,4808,True,nadal_stored
YMR259C,-0.7325772,671.0,4915,True,nadal_stored
YMR261C,0.13220035,2500.0,4222,True,nadal_stored
YMR262W,2.9944735,4585.0,4598,True,nadal_stored
YMR265C,2.318942,4424.0,4501,True,nadal_stored
YMR267W,0.9027968,3043.0,4011,True,nadal_stored
YMR271C,2.129035,4510.0,4620,True,nadal_stored
YMR274C,-0.6843748,729.0,4679,True,nadal_stored
YMR275C,2.7076716,3749.0,3829,True,nadal_stored
YBL031W,1.7691355,4525.0,4659,True,nadal_stored
YBR298C,3.0006084,5230.0,5234,True,nadal_stored
YMR276W,-0.6751577,708.0,4535,True,nadal_stored
YMR278W,1.1269445,3951.0,4519,True,nadal_stored
YMR279C,,,2614,False,nadal_stored
YMR280C,5.399131,2839.0,2844,True,nadal_stored
YMR283C,-0.11765475,1512.0,4110,True,nadal_stored
YMR284W,-0.34394178,1323.0,4734,True,nadal_stored
YMR287C,1.5388008,3978.0,4268,True,nadal_stored
YMR288W,,,1888,False,nadal_stored
YMR289W,0.202864,3752.0,5303,True,nadal_stored
YMR291W,2.381531,3726.0,3823,True,nadal_stored
YBR299W,,,5191,False,nadal_stored
YMR292W,-0.25836107,1581.0,4947,True,nadal_stored
YMR293C,,,4422,False,nadal_stored
YMR295C,-2.175475,10.0,4226,True,nadal_stored
YMR297W,-3.204504,3.0,4347,True,nadal_stored
YMR299C,0.058597058,2193.0,4497,True,nadal_stored
YMR300C,-1.8462898,141.0,4513,True,nadal_stored
YMR303C,,,4788,False,nadal_stored
YMR304C-A,-1.7769516,36.0,3514,True,nadal_stored
YMR304W,2.336369,4482.0,4556,True,nadal_stored
YMR305C,-0.8317145,468.0,3974,True,nadal_stored
YBR300C,,,4234,False,nadal_stored
YMR306C-A,,,3228,False,nadal_stored
YMR312W,1.2265561,3887.0,4377,True,nadal_stored
YMR313C,1.1818513,4663.0,4942,True,nadal_stored
YMR315W,-0.54734266,878.0,4884,True,nadal_stored
YMR316C-B,,,5007,False,nadal_stored
YMR318C,-1.2751563,243.0,4899,True,nadal_stored
YMR319C,-2.4466949,14.0,4554,True,nadal_stored
YMR322C,,,4870,False,nadal_stored
YMR326C,,,4808,False,nadal_stored
YNL001W,-0.7830547,626.0,4551,True,nadal_stored
YCL002C,2.5451236,4923.0,4959,True,nadal_stored
YNL005C,-0.42976302,1226.0,5204,True,nadal_stored
YNL008C,0.80874646,3057.0,4213,True,nadal_stored
YNL010W,-0.7605555,804.0,4850,True,nadal_stored
YNL015W,,,4192,False,nadal_stored
YNL020C,,,4926,False,nadal_stored
YNL021W,-0.5678664,894.0,5273,True,nadal_stored
YNL023C,-0.45279706,1201.0,5154,True,nadal_stored
YNL029C,0.071045876,2867.0,5027,True,nadal_stored
YNL030W,-3.6166117,1.0,2689,True,nadal_stored
YNL032W,-2.4499366,28.0,4646,True,nadal_stored
YCL006C,,,4085,False,nadal_stored
YNL037C,0.108192295,2362.0,4403,True,nadal_stored
YNL047C,0.37351197,2950.0,4557,True,nadal_stored
YNL049C,0.11070626,2356.0,5083,True,nadal_stored
YNL051W,-0.22770202,1474.0,5232,True,nadal_stored
YNL052W,-1.268579,262.0,4345,True,nadal_stored
YNL053W,,,3479,False,nadal_stored
YNL054W,0.8714467,4050.0,4720,True,nadal_stored
YNL055C,-0.5171299,798.0,4260,True,nadal_stored
YNL056W,-0.72886676,823.0,4333,True,nadal_stored
YNL057W,,,4814,False,nadal_stored
YCL009C,-0.70095265,532.0,5423,True,nadal_stored
YNL058C,0.35724863,2491.0,4033,True,nadal_stored
YNL063W,-0.59589654,838.0,4715,True,nadal_stored
YNL065W,0.3048616,2402.0,4604,True,nadal_stored
YNL068C,0.50618607,4004.0,5202,True,nadal_stored
YNL069C,,,3993,False,nadal_stored
YNL070W,-1.3159484,199.0,4578,True,nadal_stored
YNL071W,-0.029690266,2522.0,5345,True,nadal_stored
YNL072W,-0.98521364,459.0,4796,True,nadal_stored
