orf,self_value,self_rank,n_genes,self_present,version
YDR368W,-0.398905013270872,1625.0,4553,True,nadal_pseudobulk_log2fc
YDR369C,,,4480,False,nadal_pseudobulk_log2fc
YDR370C,-0.930075720929376,738.0,4541,True,nadal_pseudobulk_log2fc
YDR371W,-0.332295142546296,1322.0,4639,True,nadal_pseudobulk_log2fc
YDR372C,-0.162641020594356,2007.0,4556,True,nadal_pseudobulk_log2fc
YDR374C,,,4554,False,nadal_pseudobulk_log2fc
YDR375C,-1.00316403108434,738.0,4517,True,nadal_pseudobulk_log2fc
YDR377W,-1.355766827484,1529.0,4439,True,nadal_pseudobulk_log2fc
YDR378C,-0.330941972344029,1756.0,4504,True,nadal_pseudobulk_log2fc
YDR379C,,,4582,False,nadal_pseudobulk_log2fc
YDR379W,0.948060252803617,4150.0,4500,True,nadal_pseudobulk_log2fc
YDR380W,-1.35543402378541,737.0,4494,True,nadal_pseudobulk_log2fc
YDR382W,-0.596679008398935,1431.0,4482,True,nadal_pseudobulk_log2fc
YDR383C,-0.565959327439253,862.0,4629,True,nadal_pseudobulk_log2fc
YDR384C,-0.343526546372741,1188.0,4710,True,nadal_pseudobulk_log2fc
YDR386W,-0.757809455065144,666.0,4631,True,nadal_pseudobulk_log2fc
YDR387C,0.933018715701959,4570.0,4747,True,nadal_pseudobulk_log2fc
YDR388W,-1.27071600600084,383.0,4555,True,nadal_pseudobulk_log2fc
YDR389W,-0.408550331224351,1346.0,4541,True,nadal_pseudobulk_log2fc
YDR391C,-0.026347106056023,2270.0,4557,True,nadal_pseudobulk_log2fc
YDR392W,-1.29301424699122,488.0,4545,True,nadal_pseudobulk_log2fc
YDR393W,-5.51370378354851,1425.0,4423,True,nadal_pseudobulk_log2fc
YDR395W,-0.82905471148414,508.0,4670,True,nadal_pseudobulk_log2fc
YDR399W,-0.375133982964224,1829.0,4468,True,nadal_pseudobulk_log2fc
YDR400W,-1.81396766951533,335.0,4529,True,nadal_pseudobulk_log2fc
YDR401W,2.24094114676071,4461.0,4493,True,nadal_pseudobulk_log2fc
YDR402C,,,4620,False,nadal_pseudobulk_log2fc
YDR403W,3.66737229236333,4741.0,4741,True,nadal_pseudobulk_log2fc
YDR405W,1.49067611630988,4389.0,4514,True,nadal_pseudobulk_log2fc
YDR406W,,,4506,False,nadal_pseudobulk_log2fc
YDR408C,-0.449053603222873,1778.0,4455,True,nadal_pseudobulk_log2fc
YDR409W,0.550744811450557,4161.0,4707,True,nadal_pseudobulk_log2fc
YDR410C,-2.12856405350109,129.0,4572,True,nadal_pseudobulk_log2fc
YDR411C,-0.348931118742236,1337.0,4602,True,nadal_pseudobulk_log2fc
YDR414C,0.891078295175419,4412.0,4640,True,nadal_pseudobulk_log2fc
YDR415C,-1.97792157867192,67.0,4705,True,nadal_pseudobulk_log2fc
YDR418W,,,4704,False,nadal_pseudobulk_log2fc
YDR419W,-4.23838168387779,216.0,4536,True,nadal_pseudobulk_log2fc
YDR421W,-0.0497326804821556,2220.0,4641,True,nadal_pseudobulk_log2fc
YDR422C,-5.81791905461344,42.0,4519,True,nadal_pseudobulk_log2fc
YDR423C,-1.07142568624649,156.0,4864,True,nadal_pseudobulk_log2fc
YDR424C,0.0484372734481688,2527.0,4596,True,nadal_pseudobulk_log2fc
YDR425W,1.25350606248936,4525.0,4631,True,nadal_pseudobulk_log2fc
YDR426C,,,4598,False,nadal_pseudobulk_log2fc
YDR428C,-0.525557287041468,1240.0,4526,True,nadal_pseudobulk_log2fc
YDR430C,-5.56907226279494,1778.0,4418,True,nadal_pseudobulk_log2fc
YDR433W,,,4442,False,nadal_pseudobulk_log2fc
YDR435C,0.0849209310979981,2707.0,4591,True,nadal_pseudobulk_log2fc
YDR436W,0.246606651953435,3151.0,4608,True,nadal_pseudobulk_log2fc
YDR438W,-1.82523077792267,78.0,4695,True,nadal_pseudobulk_log2fc
YDR441C,-0.82322332989571,576.0,4610,True,nadal_pseudobulk_log2fc
YDR442W,,,4439,False,nadal_pseudobulk_log2fc
YDR443C,-4.79763805592315,3555.0,4410,True,nadal_pseudobulk_log2fc
YDR444W,-1.06715016727941,151.0,4864,True,nadal_pseudobulk_log2fc
YDR448W,-0.418069735772977,1785.0,4550,True,nadal_pseudobulk_log2fc
YDR451C,0.314703712095943,3796.0,4854,True,nadal_pseudobulk_log2fc
YDR453C,-6.43959907276155,1672.0,4410,True,nadal_pseudobulk_log2fc
YDR456W,0.217123487821291,3245.0,4746,True,nadal_pseudobulk_log2fc
YDR457W,-2.03546088853532,116.0,4625,True,nadal_pseudobulk_log2fc
YDR458C,1.88397450927852,4013.0,4415,True,nadal_pseudobulk_log2fc
YDR459C,-0.256158446665568,1456.0,4642,True,nadal_pseudobulk_log2fc
YDR462W,,,4604,False,nadal_pseudobulk_log2fc
YDR463W,-1.21125095788942,346.0,4625,True,nadal_pseudobulk_log2fc
YDR465C,-0.345883725717393,1185.0,4705,True,nadal_pseudobulk_log2fc
YDR466W,-1.31343185592226,259.0,4634,True,nadal_pseudobulk_log2fc
YDR467C,,,4425,False,nadal_pseudobulk_log2fc
YDR469W,-0.776460816283946,461.0,4708,True,nadal_pseudobulk_log2fc
YDR470C,2.17018197759873,4460.0,4498,True,nadal_pseudobulk_log2fc
YDR471W,,,4711,False,nadal_pseudobulk_log2fc
YDR474C,,,4619,False,nadal_pseudobulk_log2fc
YDR475C,4.15622205567281,4600.0,4600,True,nadal_pseudobulk_log2fc
YDR477W,-0.495133759202842,837.0,4751,True,nadal_pseudobulk_log2fc
YDR480W,1.72782885577734,4639.0,4666,True,nadal_pseudobulk_log2fc
YDR481C,-1.67445578587385,92.0,4730,True,nadal_pseudobulk_log2fc
YDR482C,-0.802257193056957,551.0,4635,True,nadal_pseudobulk_log2fc
YDR483W,-0.694325052006198,600.0,4653,True,nadal_pseudobulk_log2fc
YDR484W,0.99622582762411,4404.0,4655,True,nadal_pseudobulk_log2fc
YDR485C,-0.08299309559239049,2602.0,4539,True,nadal_pseudobulk_log2fc
YDR486C,-5.77146556991095,397.0,4452,True,nadal_pseudobulk_log2fc
YDR493W,-0.106374797281537,1919.0,4673,True,nadal_pseudobulk_log2fc
YDR494W,4.28694161328409,4784.0,4784,True,nadal_pseudobulk_log2fc
YDR497C,-0.0214706112023606,2379.0,4587,True,nadal_pseudobulk_log2fc
YDR500C,,,4776,False,nadal_pseudobulk_log2fc
YDR501W,7.56977786295516,4742.0,4742,True,nadal_pseudobulk_log2fc
YDR502C,-0.944384307178557,366.0,4671,True,nadal_pseudobulk_log2fc
YDR504C,1.2149348198887,4556.0,4646,True,nadal_pseudobulk_log2fc
YDR505C,-4.88750174795034,362.0,4480,True,nadal_pseudobulk_log2fc
YDR506C,,,4535,False,nadal_pseudobulk_log2fc
YDR507C,-0.443299324082954,1361.0,4559,True,nadal_pseudobulk_log2fc
YDR511W,-0.867104785747995,420.0,4693,True,nadal_pseudobulk_log2fc
YDR512C,-0.9408399595033246,149.0,4862,True,nadal_pseudobulk_log2fc
YDR513W,-0.793380434690194,290.0,4886,True,nadal_pseudobulk_log2fc
YDR514C,-0.218759902705415,1605.0,4893,True,nadal_pseudobulk_log2fc
YDR515W,-0.19352863329004,1751.0,4591,True,nadal_pseudobulk_log2fc
YDR516C,-1.34944607651636,401.0,4549,True,nadal_pseudobulk_log2fc
YDR517W,-0.309693184991031,1433.0,4597,True,nadal_pseudobulk_log2fc
YDR518W,3.85975480726935,4419.0,4425,True,nadal_pseudobulk_log2fc
YDR521W,,,4481,False,nadal_pseudobulk_log2fc
YDR522C,,,4668,False,nadal_pseudobulk_log2fc
YDR523C,,,4541,False,nadal_pseudobulk_log2fc
YDR524C,-0.427822997782449,1157.0,4613,True,nadal_pseudobulk_log2fc
YDR524W,,,4546,False,nadal_pseudobulk_log2fc
YDR525W,,,4441,False,nadal_pseudobulk_log2fc
YDR528W,-0.133187178056189,1895.0,4645,True,nadal_pseudobulk_log2fc
YDR529C,-0.357847373099047,1462.0,4524,True,nadal_pseudobulk_log2fc
YDR530C,4.81882672605651,4484.0,4484,True,nadal_pseudobulk_log2fc
YDR532C,-0.334740234028126,1516.0,4568,True,nadal_pseudobulk_log2fc
YDR533C,-0.850030477423528,500.0,4634,True,nadal_pseudobulk_log2fc
YDR534C,2.86660031574046,4758.0,4759,True,nadal_pseudobulk_log2fc
YDR535C,,,4436,False,nadal_pseudobulk_log2fc
YDR536W,,,4427,False,nadal_pseudobulk_log2fc
YDR537C,,,4430,False,nadal_pseudobulk_log2fc
YDR538W,0.0086884833594256,2450.0,4465,True,nadal_pseudobulk_log2fc
YDR539W,1.22457065964131,4338.0,4518,True,nadal_pseudobulk_log2fc
YDR540C,,,4527,False,nadal_pseudobulk_log2fc
YDR541C,0.203394123218835,3133.0,4583,True,nadal_pseudobulk_log2fc
YEL001C,-0.854163398505207,298.0,4801,True,nadal_pseudobulk_log2fc
YEL003W,-1.32369358729853,148.0,4727,True,nadal_pseudobulk_log2fc
YEL004W,-4.4886202790111,382.0,4492,True,nadal_pseudobulk_log2fc
YEL005C,0.852629605832774,4515.0,4749,True,nadal_pseudobulk_log2fc
YEL007W,0.382684374590515,3679.0,4633,True,nadal_pseudobulk_log2fc
YEL008W,,,4436,False,nadal_pseudobulk_log2fc
YEL010W,,,4532,False,nadal_pseudobulk_log2fc
YEL011W,,,4478,False,nadal_pseudobulk_log2fc
YEL012W,3.25415594579805,4445.0,4459,True,nadal_pseudobulk_log2fc
YEL013W,-0.661015220554305,631.0,4794,True,nadal_pseudobulk_log2fc
YEL014C,,,4426,False,nadal_pseudobulk_log2fc
YEL015W,-1.71448341884167,196.0,4588,True,nadal_pseudobulk_log2fc
YEL016C,1.60138666286632,4625.0,4662,True,nadal_pseudobulk_log2fc
YEL017W,0.766868754167231,3854.0,4512,True,nadal_pseudobulk_log2fc
YEL020C,0.278631168651396,3295.0,4592,True,nadal_pseudobulk_log2fc
YEL022W,-0.523242108745369,783.0,4685,True,nadal_pseudobulk_log2fc
YEL023C,,,4437,False,nadal_pseudobulk_log2fc
YEL024W,,,4431,False,nadal_pseudobulk_log2fc
YEL028W,0.0778937063784957,2708.0,4691,True,nadal_pseudobulk_log2fc
YEL030W,,,4424,False,nadal_pseudobulk_log2fc
YEL037C,-2.5146486792453,196.0,4539,True,nadal_pseudobulk_log2fc
YEL038W,-1.10252617106687,516.0,4555,True,nadal_pseudobulk_log2fc
YEL039C,,,4654,False,nadal_pseudobulk_log2fc
YEL040W,-2.37993115514106,404.0,4511,True,nadal_pseudobulk_log2fc
YEL041W,,,4472,False,nadal_pseudobulk_log2fc
YEL042W,-0.261946957330566,2138.0,4456,True,nadal_pseudobulk_log2fc
YEL043W,-0.156055956855201,2058.0,4476,True,nadal_pseudobulk_log2fc
YEL047C,-0.360749981937966,1068.0,4713,True,nadal_pseudobulk_log2fc
YEL048C,1.21198094131945,4215.0,4481,True,nadal_pseudobulk_log2fc
YEL049W,,,4508,False,nadal_pseudobulk_log2fc
YEL052W,-0.208767931837152,1720.0,4636,True,nadal_pseudobulk_log2fc
YEL053C,-0.414995186576133,1100.0,4655,True,nadal_pseudobulk_log2fc
YEL054C,,,4553,False,nadal_pseudobulk_log2fc
YEL056W,-6.03009135817446,2125.0,4411,True,nadal_pseudobulk_log2fc
YEL057C,2.01201479826926,4807.0,4823,True,nadal_pseudobulk_log2fc
YEL059C,,,4825,False,nadal_pseudobulk_log2fc
YEL060C,0.293729568806901,3356.0,4632,True,nadal_pseudobulk_log2fc
YEL061C,-4.88750174795034,126.0,4512,True,nadal_pseudobulk_log2fc
YEL062W,0.939777642891826,4393.0,4612,True,nadal_pseudobulk_log2fc
YEL063C,0.458675658054346,3570.0,4535,True,nadal_pseudobulk_log2fc
YEL064C,,,4556,False,nadal_pseudobulk_log2fc
YEL065W,-0.618001872411013,999.0,4563,True,nadal_pseudobulk_log2fc
YEL067C,,,4499,False,nadal_pseudobulk_log2fc
YEL071W,-1.18411182363562,224.0,4720,True,nadal_pseudobulk_log2fc
YEL072W,,,4532,False,nadal_pseudobulk_log2fc
YER002W,-1.11583601091527,426.0,4608,True,nadal_pseudobulk_log2fc
YER007W,0.747084750247106,4103.0,4590,True,nadal_pseudobulk_log2fc
YER010C,-0.474904508073166,1458.0,4496,True,nadal_pseudobulk_log2fc
YER015W,,,4539,False,nadal_pseudobulk_log2fc
YER017C,-1.50518845773239,254.0,4592,True,nadal_pseudobulk_log2fc
YER019W,1.32950403360473,3871.0,4428,True,nadal_pseudobulk_log2fc
YER020W,-2.07496488220784,44.0,4723,True,nadal_pseudobulk_log2fc
YER027C,0.0417046081065049,2545.0,4524,True,nadal_pseudobulk_log2fc
YER028C,1.18764605647501,4530.0,4629,True,nadal_pseudobulk_log2fc
YER032W,-0.917345694801551,729.0,4537,True,nadal_pseudobulk_log2fc
YER033C,1.97662946148141,4664.0,4671,True,nadal_pseudobulk_log2fc
YER034W,-4.59914565240071,1977.0,4424,True,nadal_pseudobulk_log2fc
YER035W,-1.44307388134383,340.0,4574,True,nadal_pseudobulk_log2fc
YER037W,2.56766085653504,4956.0,4960,True,nadal_pseudobulk_log2fc
YER038W,,,4420,False,nadal_pseudobulk_log2fc
YER039C,7.33143523244378,4517.0,4517,True,nadal_pseudobulk_log2fc
YER040W,0.0964827869128619,2683.0,4475,True,nadal_pseudobulk_log2fc
YER041W,2.27201648573131,4575.0,4581,True,nadal_pseudobulk_log2fc
YER042W,-7.37022728329881,77.0,4429,True,nadal_pseudobulk_log2fc
YER045C,,,4792,False,nadal_pseudobulk_log2fc
YER046W,-5.622394088176,2027.0,4413,True,nadal_pseudobulk_log2fc
YER047C,2.70139629743245,4453.0,4457,True,nadal_pseudobulk_log2fc
YER048C,-1.1917218202861,390.0,4617,True,nadal_pseudobulk_log2fc
YER049W,-1.23268922422704,871.0,4481,True,nadal_pseudobulk_log2fc
YER050C,-0.665257302254131,679.0,4617,True,nadal_pseudobulk_log2fc
YER051W,0.718862096177748,3925.0,4526,True,nadal_pseudobulk_log2fc
YER053C,-2.6621047369437933,1826.0,4542,True,nadal_pseudobulk_log2fc
YER054C,,,4613,False,nadal_pseudobulk_log2fc
YER055C,-0.714019453697748,472.0,4804,True,nadal_pseudobulk_log2fc
YER056C,-0.936552868283894,561.0,4614,True,nadal_pseudobulk_log2fc
YER057C,-0.737790680969181,516.0,4709,True,nadal_pseudobulk_log2fc
YER058W,-1.79947716127478,165.0,4592,True,nadal_pseudobulk_log2fc
YER059W,-1.70193412617251,156.0,4612,True,nadal_pseudobulk_log2fc
YER060W,0.671544952838071,4026.0,4588,True,nadal_pseudobulk_log2fc
YER061C,,,4552,False,nadal_pseudobulk_log2fc
YER062C,0.733972544491247,4175.0,4608,True,nadal_pseudobulk_log2fc
YER065C,,,4554,False,nadal_pseudobulk_log2fc
YER066C,,,4448,False,nadal_pseudobulk_log2fc
YER067C,,,4450,False,nadal_pseudobulk_log2fc
YER068W,-5.56907226279494,1047.0,4430,True,nadal_pseudobulk_log2fc
YER069W,-0.497309744318188,973.0,4633,True,nadal_pseudobulk_log2fc
YER071C,-6.14386935977116,1625.0,4416,True,nadal_pseudobulk_log2fc
YER072W,-1.03659211532014,406.0,4631,True,nadal_pseudobulk_log2fc
YER073W,-1.86436352093253,1234.0,4438,True,nadal_pseudobulk_log2fc
YER074W,,,4488,False,nadal_pseudobulk_log2fc
YER078C,0.16842686931338,3249.0,4723,True,nadal_pseudobulk_log2fc
YER079W,,,4552,False,nadal_pseudobulk_log2fc
YER083C,-0.853585282720191,845.0,4525,True,nadal_pseudobulk_log2fc
YER084W,,,4469,False,nadal_pseudobulk_log2fc
YER085C,,,4439,False,nadal_pseudobulk_log2fc
YER087C,,,4608,False,nadal_pseudobulk_log2fc
YER087W,0.808390538460563,4121.0,4588,True,nadal_pseudobulk_log2fc
YER088C,-1.86318558631677,141.0,4600,True,nadal_pseudobulk_log2fc
YER089C,-0.902912858870044,308.0,4758,True,nadal_pseudobulk_log2fc
YER090W,-2.48580770180208,154.0,4565,True,nadal_pseudobulk_log2fc
YER091C,-1.58885137518904,955.0,4471,True,nadal_pseudobulk_log2fc
YER092W,1.09024615058114,3858.0,4440,True,nadal_pseudobulk_log2fc
YER093C,-4.88750174795034,1159.0,4440,True,nadal_pseudobulk_log2fc
YER095W,-0.566521736378325,1322.0,4506,True,nadal_pseudobulk_log2fc
YER096W,,,4535,False,nadal_pseudobulk_log2fc
YER098W,,,4491,False,nadal_pseudobulk_log2fc
YER099C,-0.555547454356322,762.0,4711,True,nadal_pseudobulk_log2fc
YER101C,-1.20905692131912,138.0,4800,True,nadal_pseudobulk_log2fc
YER103W,-0.0753266307841391,2012.0,4629,True,nadal_pseudobulk_log2fc
YER108C,,,4715,False,nadal_pseudobulk_log2fc
YER109C,,,4823,False,nadal_pseudobulk_log2fc
YER110C,-1.52821909741122,848.0,4475,True,nadal_pseudobulk_log2fc
YER111C,-4.36891974737566,2867.0,4414,True,nadal_pseudobulk_log2fc
YER113C,-1.0541544542119,497.0,4562,True,nadal_pseudobulk_log2fc
YER114C,1.12964559112136,4338.0,4535,True,nadal_pseudobulk_log2fc
YER115C,1.39872608310297,4559.0,4607,True,nadal_pseudobulk_log2fc
YER116C,,,4495,False,nadal_pseudobulk_log2fc
YER118C,0.0932622001423544,2707.0,4660,True,nadal_pseudobulk_log2fc
YER119C,1.43298673432963,4722.0,4754,True,nadal_pseudobulk_log2fc
YER120W,-0.822617338824603,216.0,4986,True,nadal_pseudobulk_log2fc
YER121W,-1.03198312555837,447.0,4605,True,nadal_pseudobulk_log2fc
YER122C,-1.6832769123301,448.0,4530,True,nadal_pseudobulk_log2fc
YER123W,-0.328548659988872,1388.0,4588,True,nadal_pseudobulk_log2fc
YER124C,-7.07745919183952,925.0,4412,True,nadal_pseudobulk_log2fc
YER128W,1.8774708160331,4616.0,4633,True,nadal_pseudobulk_log2fc
YER129W,-0.260197374834061,1660.0,4542,True,nadal_pseudobulk_log2fc
YER130C,0.258216186974399,3217.0,4581,True,nadal_pseudobulk_log2fc
YER131W,,,4560,False,nadal_pseudobulk_log2fc
YER132C,-1.01465783190379,260.0,4805,True,nadal_pseudobulk_log2fc
YER137C,0.808555943581642,4134.0,4580,True,nadal_pseudobulk_log2fc
YER139C,-0.434458896278524,1282.0,4562,True,nadal_pseudobulk_log2fc
YER140W,1.92721464254518,4321.0,4447,True,nadal_pseudobulk_log2fc
YER142C,0.703423569253223,4164.0,4592,True,nadal_pseudobulk_log2fc
YER143W,1.3507931854382,4562.0,4630,True,nadal_pseudobulk_log2fc
YER145C,-0.896407964182805,572.0,4594,True,nadal_pseudobulk_log2fc
YER149C,0.487887569763351,3839.0,4637,True,nadal_pseudobulk_log2fc
YER150W,-0.726571538252974,537.0,4739,True,nadal_pseudobulk_log2fc
YER151C,-0.135404248043974,2120.0,4493,True,nadal_pseudobulk_log2fc
YER152C,-5.19964866202482,159.0,4500,True,nadal_pseudobulk_log2fc
YER154W,-1.39846579519079,206.0,4641,True,nadal_pseudobulk_log2fc
YER155C,-0.412385718049517,1497.0,4541,True,nadal_pseudobulk_log2fc
YER156C,-0.519526162941403,1105.0,4613,True,nadal_pseudobulk_log2fc
YER158C,,,4509,False,nadal_pseudobulk_log2fc
YER161C,-6.31557841702024,864.0,4422,True,nadal_pseudobulk_log2fc
YER162C,0.681333296694172,4287.0,4654,True,nadal_pseudobulk_log2fc
YER163C,0.0347927185568278,2566.0,4687,True,nadal_pseudobulk_log2fc
YER164W,0.173243828591688,2879.0,4454,True,nadal_pseudobulk_log2fc
YER166W,-0.842252073094742,655.0,4589,True,nadal_pseudobulk_log2fc
YER169W,-4.23838168387779,135.0,4566,True,nadal_pseudobulk_log2fc
YER173W,1.8017580200235,4654.0,4671,True,nadal_pseudobulk_log2fc
YER174C,-1.39165189034272,349.0,4562,True,nadal_pseudobulk_log2fc
YER175C,5.15902132050376,4506.0,4506,True,nadal_pseudobulk_log2fc
YER176W,-0.0891548010690579,2063.0,4645,True,nadal_pseudobulk_log2fc
YER177W,-0.922163630428336,245.0,4882,True,nadal_pseudobulk_log2fc
YER179W,4.58640299406284,4764.0,4764,True,nadal_pseudobulk_log2fc
YER180C,2.5528518078283464,4701.0,4708,True,nadal_pseudobulk_log2fc
YER181C,,,4446,False,nadal_pseudobulk_log2fc
YER182W,-1.42177635239119,206.0,4637,True,nadal_pseudobulk_log2fc
YER183C,-0.392934549384243,1282.0,4621,True,nadal_pseudobulk_log2fc
YER184C,,,4456,False,nadal_pseudobulk_log2fc
YER185W,,,4595,False,nadal_pseudobulk_log2fc
YER186C,-0.765404594549223,1223.0,4478,True,nadal_pseudobulk_log2fc
YER187W,-0.231644759539341,1583.0,4623,True,nadal_pseudobulk_log2fc
YER188W,0.938844759594505,4548.0,4737,True,nadal_pseudobulk_log2fc
YFL003C,2.47625701182786,4594.0,4595,True,nadal_pseudobulk_log2fc
YFL004W,-0.740763030369519,588.0,4677,True,nadal_pseudobulk_log2fc
YFL006W,,,4514,False,nadal_pseudobulk_log2fc
YFL007W,2.89406966247026,4440.0,4452,True,nadal_pseudobulk_log2fc
YFL012W,,,4437,False,nadal_pseudobulk_log2fc
YFL013C,0.881708596530157,4338.0,4632,True,nadal_pseudobulk_log2fc
YFL015C,,,4412,False,nadal_pseudobulk_log2fc
YFL016C,0.159756515424013,2797.0,4488,True,nadal_pseudobulk_log2fc
YFL018C,-1.8583460531145,225.0,4553,True,nadal_pseudobulk_log2fc
YFL020C,,,4489,False,nadal_pseudobulk_log2fc
YFL021W,,,4597,False,nadal_pseudobulk_log2fc
YFL026W,-0.608203880303249,934.0,4586,True,nadal_pseudobulk_log2fc
YFL027C,-2.10307754185191,135.0,4602,True,nadal_pseudobulk_log2fc
YFL030W,,,4592,False,nadal_pseudobulk_log2fc
YFL031W,0.864163620869716,3678.0,4440,True,nadal_pseudobulk_log2fc
YFL032W,,,4514,False,nadal_pseudobulk_log2fc
YFL033C,1.71181843685206,4744.0,4756,True,nadal_pseudobulk_log2fc
YFL034C,,,4528,False,nadal_pseudobulk_log2fc
YFL034W,0.994211131372219,4461.0,4658,True,nadal_pseudobulk_log2fc
YFL036W,1.03700431665618,4130.0,4488,True,nadal_pseudobulk_log2fc
YFL040W,,,4588,False,nadal_pseudobulk_log2fc
YFL041W,-3.5413037714510334,185.0,4610,True,nadal_pseudobulk_log2fc
YFL042C,5.020248561461324,5225.0,5225,True,nadal_pseudobulk_log2fc
YFL043C,,,4600,False,nadal_pseudobulk_log2fc
YFL046W,1.32033417031573,4456.0,4565,True,nadal_pseudobulk_log2fc
YFL047W,0.204340241765288,3202.0,4597,True,nadal_pseudobulk_log2fc
YFL048C,-0.29160053191555,1439.0,4608,True,nadal_pseudobulk_log2fc
YFL049W,0.462849058021206,3868.0,4644,True,nadal_pseudobulk_log2fc
YFL051C,,,4447,False,nadal_pseudobulk_log2fc
YFL052W,,,4417,False,nadal_pseudobulk_log2fc
YFL053W,,,4509,False,nadal_pseudobulk_log2fc
YFL054C,2.08982214798618,4571.0,4586,True,nadal_pseudobulk_log2fc
YFL055W,,,4476,False,nadal_pseudobulk_log2fc
YFL056C,,,4453,False,nadal_pseudobulk_log2fc
YFL063W,,,4410,False,nadal_pseudobulk_log2fc
YFR001W,-0.67234646926871,1236.0,4492,True,nadal_pseudobulk_log2fc
YFR006W,-0.996849009269065,553.0,4591,True,nadal_pseudobulk_log2fc
YFR007W,1.83569264711071,4568.0,4592,True,nadal_pseudobulk_log2fc
YFR009W,-0.941595635699453,364.0,4718,True,nadal_pseudobulk_log2fc
YFR010W,-1.74669658128591,1234.0,4450,True,nadal_pseudobulk_log2fc
YFR012W,,,4781,False,nadal_pseudobulk_log2fc
YFR013W,-1.75427938849656,98.0,4686,True,nadal_pseudobulk_log2fc
YFR019W,1.10773280379377,4468.0,4613,True,nadal_pseudobulk_log2fc
YFR021W,0.85707283583743,4411.0,4650,True,nadal_pseudobulk_log2fc
YFR023W,,,4411,False,nadal_pseudobulk_log2fc
YFR031C,-0.381236373675878,1334.0,4559,True,nadal_pseudobulk_log2fc
YFR032C,,,4530,False,nadal_pseudobulk_log2fc
YFR033C,-1.06653631354446,490.0,4607,True,nadal_pseudobulk_log2fc
YFR034C,-5.67381518761174,2337.0,4413,True,nadal_pseudobulk_log2fc
YFR036W,-0.067142731837091,2248.0,4539,True,nadal_pseudobulk_log2fc
YFR038W,-0.60536601395983,899.0,4600,True,nadal_pseudobulk_log2fc
YFR041C,0.326737982592856,3108.0,4494,True,nadal_pseudobulk_log2fc
YFR043C,0.987525405155679,4299.0,4609,True,nadal_pseudobulk_log2fc
YFR044C,-1.14504701084138,366.0,4625,True,nadal_pseudobulk_log2fc
YFR045W,-0.009492459153964017,2442.0,4763,True,nadal_pseudobulk_log2fc
YFR046C,,,4571,False,nadal_pseudobulk_log2fc
YFR047C,-7.05823820926007,68.0,4435,True,nadal_pseudobulk_log2fc
YFR048W,0.316490836453186,3335.0,4556,True,nadal_pseudobulk_log2fc
YFR049W,-0.288414971450165,1490.0,4637,True,nadal_pseudobulk_log2fc
YFR053C,,,4456,False,nadal_pseudobulk_log2fc
YFR055W,-0.180735281948136,2092.0,4486,True,nadal_pseudobulk_log2fc
YFR056C,,,4445,False,nadal_pseudobulk_log2fc
YFR057W,,,4461,False,nadal_pseudobulk_log2fc
YGL002W,-2.08341196087656,550.0,4496,True,nadal_pseudobulk_log2fc
YGL004C,-4.88750174795034,1411.0,4426,True,nadal_pseudobulk_log2fc
YGL007C,,,4414,False,nadal_pseudobulk_log2fc
YGL007W,,,4480,False,nadal_pseudobulk_log2fc
YGL010W,4.27879763153278,4426.0,4427,True,nadal_pseudobulk_log2fc
YGL014W,-0.940851815297577,366.0,4737,True,nadal_pseudobulk_log2fc
YGL016W,-0.0876473927194317,2182.0,4529,True,nadal_pseudobulk_log2fc
YGL017W,-0.561201860923581,961.0,4582,True,nadal_pseudobulk_log2fc
YGL019W,0.141104122191277,3029.0,4567,True,nadal_pseudobulk_log2fc
YGL020C,-1.76306101478388,202.0,4596,True,nadal_pseudobulk_log2fc
YGL021W,0.191608684302079,3395.0,4757,True,nadal_pseudobulk_log2fc
YGL023C,-4.23838168387779,1060.0,4459,True,nadal_pseudobulk_log2fc
YGL026C,-1.58864860623829,1763.0,4432,True,nadal_pseudobulk_log2fc
YGL027C,-0.583378429315982,551.0,4845,True,nadal_pseudobulk_log2fc
YGL029W,-0.837535800188393,386.0,4733,True,nadal_pseudobulk_log2fc
YGL031C,,,4645,False,nadal_pseudobulk_log2fc
YGL033W,5.5381762503868,4671.0,4671,True,nadal_pseudobulk_log2fc
YGL039W,-0.328104051231199,1079.0,4769,True,nadal_pseudobulk_log2fc
YGL045W,-0.706469356998459,972.0,4549,True,nadal_pseudobulk_log2fc
YGL050W,-0.013102383529902,2660.0,4967,True,nadal_pseudobulk_log2fc
YGL051W,,,4481,False,nadal_pseudobulk_log2fc
YGL053W,-5.4561252439412,14.0,4560,True,nadal_pseudobulk_log2fc
YGL054C,-0.611338526890261,1003.0,4573,True,nadal_pseudobulk_log2fc
YGL060W,-2.20420098754338,127.0,4591,True,nadal_pseudobulk_log2fc
YGL062W,-0.985838910130384,487.0,4603,True,nadal_pseudobulk_log2fc
YGL063W,-4.79763805592315,1897.0,4420,True,nadal_pseudobulk_log2fc
YGL064C,0.294228435479764,3739.0,4905,True,nadal_pseudobulk_log2fc
YGL066W,0.489342920865693,3385.0,4497,True,nadal_pseudobulk_log2fc
YGL067W,0.517864943100878,3691.0,4531,True,nadal_pseudobulk_log2fc
YGL077C,0.16430511760332,3083.0,4600,True,nadal_pseudobulk_log2fc
YGL079W,0.538195629473829,3448.0,4480,True,nadal_pseudobulk_log2fc
